MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.08E-05	2.60E-05	1.45E-04
1:Del:C:1	8.31E-06	2.33E-05	9.43E-05
1:Del:C:2	1.05E-05	3.86E-05	6.41E-05
1:Del:C:3	1.46E-05	3.99E-05	5.02E-05
1:Del:C:4	2.47E-05	4.97E-05	3.90E-05
1:Del:C:5	4.35E-05	8.34E-05	5.92E-05
1:Del:T:0	9.35E-06	1.66E-05	8.79E-05
1:Del:T:1	8.62E-06	3.14E-05	8.03E-05
1:Del:T:2	1.23E-05	5.18E-05	7.96E-05
1:Del:T:3	3.04E-05	9.71E-05	8.18E-05
1:Del:T:4	5.98E-05	1.70E-04	8.43E-05
1:Del:T:5	4.07E-04	6.95E-04	1.40E-47
1:Ins:C:0	4.02E-06	3.82E-05	5.05E-05
1:Ins:C:1	4.07E-06	1.65E-05	4.32E-05
1:Ins:C:2	2.75E-06	1.02E-05	3.05E-05
1:Ins:C:3	3.91E-06	1.51E-05	2.73E-05
1:Ins:C:4	1.01E-05	3.42E-05	2.87E-05
1:Ins:C:5	2.70E-05	1.03E-04	7.21E-05
1:Ins:T:0	8.10E-06	3.22E-05	5.78E-05
1:Ins:T:1	6.22E-06	2.88E-05	7.28E-05
1:Ins:T:2	1.28E-05	4.83E-05	6.08E-05
1:Ins:T:3	1.08E-05	4.56E-05	4.80E-05
1:Ins:T:4	1.87E-05	5.97E-05	5.18E-05
1:Ins:T:5	4.02E-04	6.75E-04	6.26E-04
2:Del:R:0	8.75E-06	2.00E-05	6.65E-05
2:Del:R:1	1.52E-05	6.18E-05	9.35E-05
2:Del:R:2	1.01E-05	2.98E-05	4.45E-05
2:Del:R:3	1.31E-05	2.65E-05	2.60E-05
2:Del:R:4	1.28E-05	1.93E-05	2.21E-05
2:Del:R:5	2.20E-05	0.00E+00	3.05E-05
3:Del:R:0	3.05E-06	6.16E-07	4.40E-05
3:Del:R:1	1.38E-05	6.24E-05	7.74E-05
3:Del:R:2	8.81E-06	3.31E-05	4.26E-05
3:Del:R:3	4.74E-06	1.96E-05	2.49E-05
3:Del:R:4	3.09E-06	2.16E-06	1.77E-05
3:Del:R:5	4.83E-06	6.81E-06	1.43E-05
4:Del:R:0	2.07E-06	3.11E-06	3.76E-05
4:Del:R:1	8.50E-06	3.41E-05	5.58E-05
4:Del:R:2	4.66E-06	1.65E-05	3.57E-05
4:Del:R:3	3.24E-06	0.00E+00	2.41E-05
4:Del:R:4	2.49E-06	5.16E-07	1.57E-05
4:Del:R:5	2.82E-06	1.94E-07	9.59E-06
5:Del:R:0	1.55E-06	5.57E-06	1.16E-04
5:Del:R:1	3.50E-06	1.11E-05	4.25E-05
5:Del:R:2	2.44E-06	5.33E-06	1.84E-05
5:Del:R:3	1.81E-06	4.36E-06	1.15E-05
5:Del:R:4	1.48E-06	4.81E-06	3.66E-06
5:Del:R:5	8.98E-07	7.74E-10	1.83E-06
2:Ins:R:0	7.30E-06	2.63E-05	6.46E-05
2:Ins:R:1	3.16E-06	1.37E-05	3.85E-05
2:Ins:R:2	3.89E-06	1.68E-05	3.58E-05
2:Ins:R:3	4.88E-06	2.60E-05	2.15E-05
2:Ins:R:4	1.15E-05	3.95E-05	2.80E-06
2:Ins:R:5	2.83E-05	1.08E-04	8.09E-05
3:Ins:R:0	3.05E-06	3.65E-06	3.84E-05
3:Ins:R:1	2.07E-06	6.64E-06	3.56E-05
3:Ins:R:2	5.23E-07	5.06E-06	1.49E-05
3:Ins:R:3	1.73E-06	8.33E-06	7.18E-06
3:Ins:R:4	3.34E-06	7.88E-06	2.11E-06
3:Ins:R:5	7.53E-06	2.55E-05	1.25E-05
4:Ins:R:0	5.28E-06	1.55E-05	4.78E-05
4:Ins:R:1	1.15E-06	1.14E-05	3.24E-05
4:Ins:R:2	1.39E-06	7.44E-06	1.34E-05
4:Ins:R:3	2.62E-06	8.74E-06	9.22E-06
4:Ins:R:4	3.54E-06	1.40E-05	1.57E-05
4:Ins:R:5	4.80E-06	1.79E-05	2.18E-05
5:Ins:R:0	7.91E-06	0.00E+00	1.36E-04
5:Ins:R:1	7.94E-07	9.32E-06	6.29E-05
5:Ins:R:2	1.54E-06	3.35E-06	1.89E-05
5:Ins:R:3	1.07E-06	7.32E-06	1.12E-05
5:Ins:R:4	1.08E-06	5.04E-06	9.85E-06
5:Ins:R:5	1.92E-07	7.47E-06	1.03E-05
2:Del:M:1	1.07E-05	4.15E-05	7.70E-05
3:Del:M:1	2.08E-06	2.90E-06	4.33E-05
3:Del:M:2	8.87E-06	3.18E-05	6.30E-05
4:Del:M:1	4.41E-06	4.15E-06	4.21E-05
4:Del:M:2	4.78E-06	1.52E-05	4.68E-05
4:Del:M:3	6.69E-06	2.14E-05	5.67E-05
5:Del:M:1	2.98E-06	1.86E-07	1.17E-04
5:Del:M:2	3.72E-07	1.72E-06	1.08E-04
5:Del:M:3	2.32E-06	3.17E-06	9.46E-05
5:Del:M:4	1.06E-06	1.26E-06	6.57E-05
5:Del:M:5	1.89E-06	3.00E-06	7.06E-05
