MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Ins:T:3	7.61E-04	5.17E-05	6.13E-04	8.15E-04	3.13E-04	3.07E-04	4.49E-04
1:Ins:T:4	3.59E-04	5.49E-05	3.09E-04	5.40E-04	3.08E-04	2.67E-04	1.18E-04
1:Ins:T:5	7.22E-04	1.23E-03	2.65E-04	2.48E-03	1.99E-03	1.53E-03	1.15E-03
2:Del:R:0	4.42E-04	3.39E-05	7.15E-04	8.26E-04	3.34E-05	3.44E-04	7.98E-04
2:Del:R:1	4.96E-04	8.18E-05	1.96E-03	9.20E-04	4.74E-04	2.75E-04	2.03E-03
2:Del:R:2	1.12E-04	4.18E-05	8.12E-04	3.27E-04	2.41E-04	2.21E-04	7.00E-04
2:Del:R:3	1.88E-05	2.88E-05	2.63E-04	1.14E-04	1.29E-04	1.62E-04	3.83E-04
2:Del:R:4	1.12E-05	2.65E-05	5.26E-05	1.73E-04	1.03E-04	1.55E-04	1.15E-04
2:Del:R:5	4.42E-06	5.18E-05	4.81E-05	4.34E-04	1.20E-04	2.93E-04	5.31E-04
3:Del:R:0	2.08E-04	1.36E-05	4.22E-04	4.67E-04	7.14E-05	2.23E-04	2.86E-04
3:Del:R:1	2.24E-04	6.71E-05	2.61E-04	9.23E-04	2.73E-04	2.47E-04	1.20E-03
3:Del:R:2	5.03E-05	3.03E-05	1.65E-04	1.80E-04	1.12E-04	4.62E-05	3.38E-04
3:Del:R:3	1.15E-05	1.90E-05	4.92E-05	1.48E-04	8.85E-05	8.50E-05	1.64E-04
3:Del:R:4	1.72E-05	7.60E-06	6.34E-06	1.12E-04	3.26E-05	1.87E-05	1.01E-04
3:Del:R:5	6.15E-06	1.24E-05	2.74E-05	9.56E-05	3.47E-05	4.77E-05	9.85E-05
4:Del:R:0	1.78E-04	1.65E-05	2.98E-04	5.57E-04	4.51E-05	2.78E-04	2.99E-04
4:Del:R:1	1.89E-04	4.83E-05	1.31E-04	1.21E-03	1.98E-04	2.91E-04	1.49E-03
4:Del:R:2	1.51E-05	1.87E-05	1.03E-05	2.70E-04	1.37E-04	1.61E-04	4.25E-04
4:Del:R:3	4.24E-05	1.31E-05	1.62E-05	2.12E-04	8.45E-05	1.16E-04	2.35E-04
4:Del:R:4	7.81E-06	1.14E-05	5.28E-06	1.46E-04	6.19E-05	6.50E-05	1.57E-04
4:Del:R:5	1.30E-06	8.01E-06	2.65E-06	3.42E-05	2.90E-05	4.60E-05	4.89E-05
5:Del:R:0	1.65E-03	1.21E-05	9.62E-04	5.49E-03	2.74E-04	2.52E-03	1.63E-03
5:Del:R:1	8.01E-05	2.08E-05	9.12E-05	4.74E-04	1.43E-04	2.55E-04	5.16E-04
5:Del:R:2	4.68E-06	8.79E-06	8.81E-06	1.42E-04	4.23E-05	7.77E-05	1.42E-04
5:Del:R:3	4.09E-06	4.22E-06	4.97E-10	2.66E-05	5.85E-06	1.17E-05	7.35E-05
5:Del:R:4	8.33E-11	1.40E-06	8.27E-06	4.22E-06	3.87E-06	2.20E-05	1.08E-05
5:Del:R:5	7.39E-07	4.08E-06	2.08E-07	4.83E-06	4.56E-06	5.70E-09	1.63E-06
2:Ins:R:0	4.81E-04	3.42E-05	3.43E-04	3.52E-03	2.34E-04	1.52E-03	5.38E-04
2:Ins:R:1	8.24E-04	2.28E-05	5.51E-04	9.57E-04	2.43E-04	3.14E-04	2.30E-04
2:Ins:R:2	3.34E-04	1.69E-05	1.88E-04	4.84E-04	1.60E-04	2.01E-04	1.04E-04
2:Ins:R:3	7.82E-05	1.12E-05	8.64E-05	2.97E-04	2.33E-05	1.69E-04	1.39E-04
2:Ins:R:4	1.39E-05	3.02E-05	6.84E-05	2.84E-04	1.10E-04	1.52E-04	1.50E-04
2:Ins:R:5	0.00E+00	7.60E-05	0.00E+00	9.82E-05	2.51E-04	1.88E-04	4.79E-06
3:Ins:R:0	2.13E-04	1.40E-05	1.27E-04	1.19E-03	1.24E-04	4.69E-04	8.39E-05
3:Ins:R:1	1.57E-04	6.11E-06	1.95E-04	4.24E-04	9.51E-05	2.36E-04	1.91E-04
3:Ins:R:2	6.65E-05	5.04E-06	4.33E-05	1.42E-04	1.74E-05	5.44E-05	5.56E-05
3:Ins:R:3	1.14E-05	1.28E-06	1.01E-05	2.73E-05	2.38E-06	2.72E-05	4.92E-05
3:Ins:R:4	2.50E-11	5.81E-06	1.04E-05	7.79E-06	1.81E-05	1.53E-05	2.91E-05
3:Ins:R:5	1.75E-07	1.79E-05	0.00E+00	6.61E-05	6.65E-05	5.78E-05	8.24E-05
4:Ins:R:0	1.72E-04	2.31E-05	1.69E-04	2.25E-03	1.31E-04	7.54E-04	5.50E-04
4:Ins:R:1	1.22E-04	8.31E-06	9.85E-05	2.50E-04	9.51E-05	1.84E-04	2.01E-04
4:Ins:R:2	4.08E-05	5.78E-06	7.81E-05	1.03E-04	3.28E-05	5.80E-05	6.93E-05
4:Ins:R:3	2.05E-07	4.91E-06	8.40E-06	2.19E-05	3.95E-05	2.84E-05	4.32E-05
4:Ins:R:4	1.81E-06	7.62E-06	2.75E-06	1.39E-05	3.92E-05	6.40E-06	5.48E-05
4:Ins:R:5	1.10E-05	8.33E-06	2.38E-05	8.96E-05	7.22E-05	4.46E-05	1.44E-04
5:Ins:R:0	2.91E-10	2.86E-05	0.00E+00	8.93E-09	3.43E-05	3.40E-03	2.38E-09
5:Ins:R:1	3.19E-04	0.00E+00	2.32E-04	5.73E-04	2.68E-04	3.05E-04	5.12E-04
5:Ins:R:2	1.87E-05	2.53E-06	4.79E-05	1.67E-04	5.93E-05	9.02E-05	8.63E-05
5:Ins:R:3	4.10E-06	1.54E-06	5.56E-06	6.37E-05	2.79E-05	5.05E-05	7.66E-05
5:Ins:R:4	2.65E-06	1.05E-06	2.21E-06	3.30E-05	2.22E-05	6.52E-06	5.32E-05
5:Ins:R:5	2.79E-06	6.09E-07	2.99E-06	1.04E-05	1.73E-05	1.14E-05	3.09E-05
2:Del:M:1	4.62E-04	7.75E-05	1.68E-03	1.11E-03	4.19E-04	3.45E-04	1.82E-03
3:Del:M:1	2.37E-04	1.35E-05	3.77E-04	5.60E-04	3.81E-05	6.40E-05	3.54E-04
3:Del:M:2	1.66E-04	3.83E-05	2.05E-04	4.97E-04	9.72E-05	2.13E-04	5.44E-04
4:Del:M:1	1.66E-04	2.23E-05	2.06E-04	3.87E-04	1.36E-04	1.98E-04	2.80E-04
4:Del:M:2	1.75E-04	2.85E-05	2.78E-04	3.54E-04	1.88E-04	1.47E-04	5.33E-04
4:Del:M:3	1.51E-04	2.85E-05	2.95E-04	7.90E-04	1.17E-04	2.22E-04	1.03E-03
5:Del:M:1	1.68E-03	3.05E-05	7.93E-04	4.64E-03	2.77E-04	1.60E-03	1.73E-03
5:Del:M:2	1.20E-03	2.42E-05	5.34E-04	3.34E-03	1.44E-04	1.07E-03	1.55E-03
5:Del:M:3	7.67E-04	1.64E-05	2.97E-04	2.05E-03	2.28E-04	5.64E-04	1.31E-03
5:Del:M:4	3.59E-04	1.78E-05	8.72E-05	9.96E-04	1.24E-04	3.32E-04	6.87E-04
5:Del:M:5	2.30E-04	0.00E+00	9.78E-05	7.17E-04	1.95E-04	3.75E-04	5.61E-04
