MutationType	ID83A	ID83B	ID83C	ID83D
3:Ins:R:1	2.87E-06	1.82E-04	1.09E-05	3.62E-04
3:Ins:R:2	2.52E-06	3.61E-05	6.27E-06	7.13E-05
3:Ins:R:3	4.57E-06	6.96E-06	2.46E-06	9.77E-06
3:Ins:R:4	5.10E-06	8.19E-06	2.69E-06	4.14E-06
3:Ins:R:5	1.90E-05	3.57E-05	4.37E-06	2.87E-05
4:Ins:R:0	2.17E-05	9.77E-05	3.76E-05	2.35E-04
4:Ins:R:1	3.02E-06	2.44E-04	9.58E-06	4.48E-04
4:Ins:R:2	5.53E-06	2.23E-05	4.62E-06	3.72E-05
4:Ins:R:3	4.20E-06	1.16E-05	4.40E-06	1.48E-05
4:Ins:R:4	1.11E-05	1.95E-05	3.89E-06	1.19E-05
4:Ins:R:5	1.32E-05	3.10E-05	1.67E-06	8.88E-06
5:Ins:R:0	3.45E-05	1.44E-03	9.34E-05	2.55E-03
5:Ins:R:1	4.56E-06	9.51E-05	2.87E-05	2.11E-04
5:Ins:R:2	4.60E-06	1.68E-05	6.38E-06	1.81E-05
5:Ins:R:3	2.93E-06	1.03E-05	9.29E-07	1.28E-05
5:Ins:R:4	3.55E-06	8.48E-06	3.46E-06	3.57E-06
5:Ins:R:5	2.85E-06	7.45E-06	1.81E-06	7.51E-06
2:Del:M:1	1.54E-04	1.64E-03	8.10E-05	4.85E-03
3:Del:M:1	7.22E-06	1.56E-04	1.49E-05	2.63E-04
3:Del:M:2	2.91E-05	1.53E-04	1.81E-05	3.36E-04
4:Del:M:1	1.46E-05	1.54E-04	1.65E-05	1.50E-04
4:Del:M:2	1.99E-05	1.21E-04	1.44E-05	1.81E-04
4:Del:M:3	2.76E-05	2.22E-04	1.63E-05	5.97E-04
5:Del:M:1	1.69E-05	1.13E-03	5.87E-05	1.97E-03
5:Del:M:2	6.93E-06	9.46E-04	5.23E-05	1.56E-03
5:Del:M:3	1.01E-05	5.75E-04	3.18E-05	8.57E-04
5:Del:M:4	7.49E-06	2.92E-04	2.38E-05	4.11E-04
5:Del:M:5	4.04E-06	2.41E-04	2.65E-05	4.60E-04
