Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP117655	53	7	21	1014	0	17	316	0	0	0	0	36	0	0
SP117556	111	0	304	247	0	19	33	0	31	26	0	15	0	0
SP117627	0	0	68	150	0	16	8	0	28	43	0	2	0	142
SP117775	13	77	95	524	10	32	102	0	29	92	0	8	0	0
SP117332	12	0	0	11	1	14	16	7	14	25	0	0	2	52
SP117712	0	29	122	0	0	17	103	0	73	54	0	9	120	0
SP117017	26	0	183	11	5	9	60	0	46	45	0	0	0	0
SP117031	120	26	369	253	0	31	10	0	50	26	0	48	9	0
SP117759	177	0	227	923	0	16	70	0	0	102	0	27	0	0
SP117621	9	0	207	350	4	14	117	0	59	86	0	21	0	0
SP117425	0	0	31	286	0	21	61	0	3	104	0	59	0	25
SP117930	38	349	944	0	0	34	123	0	6	0	0	19	137	0
SP99287	7	0	47	0	0	8	68	0	0	9	0	0	27	0
SP99293	0	12	0	0	0	0	103	62	41	1	13	3	79	0
SP99289	46	0	122	0	4	26	378	0	91	22	0	21	15	0
SP99297	0	1	2	0	2	0	1	0	3	6	1	3	1	3
SP99301	915	0	38	0	0	0	0	0	0	0	0	0	324	0
SP99305	0	12	41	0	0	9	23	0	36	39	13	4	22	66
SP99309	0	0	62	55	0	0	65	0	11	0	0	11	28	260
SP99313	0	0	40	37	8	93	0	0	363	0	0	3	0	0
SP99317	0	0	0	0	0	0	2	0	8	13	0	0	11	3
SP99321	0	25	64	51	0	2	6	0	37	31	0	0	30	0
SP99325	119254	6818	0	0	0	0	0	0	0	0	0	0	0	0
SP99329	0	2	0	22	0	367	48	0	0	26	1	0	54	0
SP99333	0	11	76	0	0	6	7	47	29	24	0	0	50	0
SP99337	0	0	207	94	0	11	49	0	16	27	0	12	8	16
SP99341	6	0	138	37	0	0	0	0	35	45	1	7	28	37
SP99345	0	0	0	1	1	7	17	0	8	3	0	0	0	18
SP99113	0	2	0	0	0	1	28	0	12	13	1	0	22	0
SP99185	3	5	29	0	0	0	204	0	114	0	0	0	78	0
SP99209	0	0	24	31	0	3	80	0	129	0	0	1	78	190
SP99213	17	82	0	0	0	0	14	309	38	17	0	5	25	30
SP99221	0	0	1	0	0	2	31	0	0	0	0	3	11	0
SP99225	4	0	33	14	0	14	31	0	15	23	0	4	59	0
SP99241	64	0	107	0	1	70	309	0	240	0	0	22	45	0
CPCT02020318T	0	128	155	31	42	7	18	22	0	47	11	16	25	0
CPCT02010377T	0	42	173	0	34	22	90	86	40	0	40	14	55	0
CPCT02060017T	13	41	12	0	42	34	0	360	0	162	0	13	0	0
CPCT02060166T	0	239	218	66	95	30	21	0	0	56	36	70	0	0
DRUP01080024T	19	0	29	0	11	4	0	0	0	0	83	151	29	0
CPCT02300029T	345	12	359	24	161	36	35	0	40	140	0	33	0	0
CPCT02130024T	123	0	132	0	82	18	38	74	0	31	70	22	0	0
CPCT02370015T	0	4	0	41	28	15	69	0	20	32	51	17	0	47
CPCT02080291T	18	48	37	0	5	12	23	216	0	0	46	8	0	0
CPCT02330082T	0	19	32	0	22	0	23	140	26	0	33	2	17	0
CPCT02130035T	0	294	178	1	97	24	12	218	56	51	23	20	1	9
CPCT02020667T	30	0	175	0	105	26	36	0	27	66	0	7	26	0
CPCT02190030T	29	0	145	146	60	16	145	25	127	13	40	15	3	0
CPCT02070304T	147	0	312	78	64	38	7	0	53	136	76	33	15	0
CPCT02230093T	222	172	234	131	74	31	3	0	57	124	0	0	67	0
CPCT02170024T	26	0	74	0	101	0	85	133	28	0	84	22	16	0
CPCT02050342T	0	109	229	0	71	0	21	64	77	44	142	50	44	33
CPCT02130064T	0	37	168	0	126	14	27	27	63	20	115	22	0	0
CPCT02130063T	0	708	35	680	202	173	60	0	54	0	0	31	208	0
CPCT02080208T	0	26	37	0	70	8	27	0	35	0	75	3	23	0
CPCT02130066T	0	284	176	333	47	2	97	0	0	0	7	17	0	369
CPCT02130067T	132	0	263	0	110	24	228	0	0	97	16	13	0	82
CPCT02100172T	0	0	21	109	104	1	0	0	3	0	11	9	4	15
CPCT02130084T	0	0	182	118	43	32	59	0	23	0	82	12	0	55
CPCT02060220T	0	77	247	0	176	18	57	0	31	0	20	5	79	0
CPCT02100169T	0	822	169	0	146	41	9	600	38	43	13	66	0	0
CPCT02080218T	244	225	567	0	179	56	78	150	34	118	0	29	0	0
CPCT02050332T	0	73	68	21	40	247	0	0	147	19	0	11	0	4
DRUP01080031T	40895	30186	971	0	0	0	0	0	0	0	0	0	0	0
CPCT02040245T	392	21	304	16	43	7	36	474	47	12	0	75	0	83
DRUP01050048T	69678	33574	7078	0	99	0	0	0	0	0	0	0	0	0
DRUP01010142T	35242	17597	2016	0	0	0	0	0	0	0	0	0	0	0
CPCT02080224T	0	0	74	119	80	9	34	39	79	0	38	8	24	52
CPCT02260021T	0	21	64	0	76	0	33	107	25	31	26	2	32	0
CPCT02020762T	0	8	71	31	156	38	19	0	46	61	0	0	0	0
CPCT02130116T	0	24	190	0	12	16	16	0	18	4	112	21	44	23
CPCT02050342TII	79	34	79	0	24	0	28	240	59	27	66	47	41	70
CPCT02130138T	0	0	16	196	69	23	15	163	55	0	106	1	0	49
CPCT02130139T	0	131	232	283	110	19	26	0	24	7	0	221	0	0
CPCT02230115T	125	0	76	134	146	10	15	0	50	37	0	13	0	0
CPCT02010902T	0	16	412	39	134	15	0	163	11	49	0	5	0	0
CPCT02290056T	0	26	194	2	70	200	127	0	171	0	40	53	0	88
CPCT02130152T	0	31	61	0	56	5	27	0	76	0	0	8	13	0
DRUP01170003T	5	0	51	0	55	267	25	0	0	0	89	3	11	0
DRUP01010095T	0	48	616	0	32	19	0	136	7	69	66	12	0	0
DRUP01030024T	261	117	49	0	140	64	6	254	122	27	0	1	0	0
CPCT02040292T	72	0	272	54	345	72	0	0	51	82	0	0	30	0
DRUP01050035T	73	934	225	264	119	161	200	0	6	0	0	45	361	0
CPCT02020577T	0	28	0	0	128	31	57	281	57	0	11	10	16	0
CPCT02050263T	65	181	284	0	38	13	33	0	10	42	59	17	49	49
DRUP01010108T	0	2543	1688	297	54	50	159	0	2	126	279	217	0	0
DRUP01010109T	40	0	176	0	8	0	30	0	36	0	45	18	12	137
DRUP01010113T	25	0	70	40	0	94	77	0	460	74	123	16	0	0
CPCT02120059T	0	239	893	62	106	72	3	0	64	0	120	104	0	151
CPCT02170010T	0	0	38	41	156	115	34	0	73	0	54	21	22	47
CPCT02030398T	0	171	235	0	119	16	27	0	21	52	0	25	0	0
CPCT02050250T	141	82	216	0	52	4	14	0	43	0	0	23	13	0
CPCT02050076TII	0	306	104	0	42	19	11	555	11	0	127	9	0	0
CPCT02050182T	4	0	0	65	19	17	40	211	27	10	42	13	0	0
CPCT02070187T	0	66	409	0	82	17	19	0	10	22	55	20	0	0
CPCT02030373T	0	698	374	497	99	44	115	0	30	70	60	17	0	73
CPCT02020589T	31	0	132	53	103	337	51	0	0	26	90	9	0	0
CPCT02040154T	0	102	217	15	70	9	22	31	64	48	28	2	17	0
CPCT02050091T	0	24	39	0	37	13	33	46	9	0	15	12	18	38
CPCT02020406T	17	0	93	62	43	11	26	0	26	66	21	8	0	27
CPCT02020405T	114	50	451	0	86	183	35	0	0	53	0	6	0	0
CPCT02070052T	97	37	341	32	50	10	28	0	36	60	42	20	22	0
CPCT02060063T	121	0	81	161	167	1027	11	0	80	4	0	166	0	25
CPCT02230004T	0	0	183	239	17	10	42	0	38	9	57	16	0	96
CPCT02300006T	0	133	214	0	82	25	0	6	23	0	10	13	0	142
CPCT02080066T	0	65	71	98	9	5	33	0	14	38	27	9	4	0
CPCT02010492T	0	22	0	0	19	4	38	0	32	12	54	7	5	0
CPCT02020460T	0	6	0	0	28	12	0	85	42	19	66	0	3	0
DRUP01010019T	0	179	521	0	1	28	118	20	80	0	155	20	88	0
CPCT02050133T	0	405	572	0	20	24	5	0	20	0	91	80	38	0
CPCT02050144T	0	1428	923	255	75	39	40	0	18	136	19	346	0	0
CPCT02050286T	0	240	312	0	277	973	0	0	0	50	152	115	112	0
CPCT02130006T	70	281	211	301	90	11	62	0	23	51	0	20	17	0
CPCT02130003T	0	32	44	79	57	25	0	15	66	0	76	0	5	7
CPCT02340039T	0	143	265	274	78	25	12	0	26	13	76	19	0	0
CPCT02230075T	121	55	30	3	41	16	0	0	0	15	0	4	0	89
CPCT02080169T	95	0	116	44	116	11	5	0	66	84	0	8	0	0
CPCT02150005T	0	0	19	76	72	16	59	0	37	33	31	15	0	75
WIDE01010522T	8	0	55	22	30	7	17	0	50	50	53	13	0	0
WIDE01010696T	0	16	78	0	10	2	18	0	44	54	17	20	34	0
