MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	1.18E-03	1.00E-04	1.76E-03	4.42E-03	1.30E-03	3.10E-03	5.20E-03	1.04E-03	8.44E-03	4.23E-03	6.42E-03	4.62E-03	2.63E-03
1:Del:C:1	7.59E-04	3.40E-05	7.83E-04	2.31E-03	4.82E-04	2.24E-03	3.84E-03	7.07E-04	4.41E-03	2.50E-03	3.97E-03	2.81E-03	1.53E-03
1:Del:C:2	3.13E-04	2.78E-05	5.01E-04	1.39E-03	3.46E-04	1.13E-03	2.34E-03	3.85E-04	1.97E-03	1.53E-03	2.35E-03	1.88E-03	1.17E-03
1:Del:C:3	1.80E-04	2.89E-05	3.19E-04	7.41E-04	2.26E-04	1.31E-03	1.71E-03	2.80E-04	1.44E-03	6.38E-04	1.78E-03	1.62E-03	5.33E-04
1:Del:C:4	1.41E-04	3.77E-05	2.88E-04	8.22E-04	2.80E-04	6.77E-04	1.40E-03	2.17E-04	1.31E-03	4.93E-04	1.31E-03	6.76E-04	5.57E-04
1:Del:C:5	8.72E-05	1.18E-04	1.50E-04	4.94E-04	3.65E-04	8.74E-04	7.34E-04	2.89E-04	8.22E-04	6.32E-04	9.36E-04	1.02E-03	5.01E-04
1:Del:T:0	5.48E-04	7.31E-05	1.05E-03	2.25E-03	2.79E-04	2.67E-03	4.02E-03	9.38E-04	3.13E-03	3.11E-03	4.05E-03	3.58E-03	2.26E-03
1:Del:T:1	2.45E-04	3.31E-05	6.42E-04	1.81E-03	3.91E-04	1.67E-03	3.75E-03	6.22E-04	2.61E-03	1.32E-03	3.33E-03	2.77E-03	1.02E-03
1:Del:T:2	4.59E-04	7.22E-05	8.47E-04	1.53E-03	6.50E-04	1.44E-03	3.07E-03	3.42E-04	2.35E-03	1.72E-03	2.65E-03	2.04E-03	9.70E-04
1:Del:T:3	6.47E-04	1.57E-04	6.87E-04	2.24E-03	8.69E-04	1.24E-03	3.13E-03	1.78E-04	2.56E-03	1.20E-03	4.05E-03	2.02E-03	1.61E-03
1:Del:T:4	4.45E-04	2.18E-04	4.53E-04	1.91E-03	8.33E-04	1.33E-03	3.12E-03	2.04E-05	2.57E-03	2.15E-03	3.14E-03	1.91E-03	7.47E-04
1:Del:T:5	7.43E-04	3.60E-03	6.66E-04	2.71E-03	4.50E-03	2.13E-03	3.40E-03	7.60E-04	3.39E-03	2.19E-03	2.74E-03	3.06E-03	1.79E-03
1:Ins:C:0	7.38E-05	1.71E-04	2.65E-04	6.73E-04	4.82E-04	2.99E-04	1.24E-03	1.91E-04	1.36E-03	2.70E-04	6.99E-04	4.06E-04	6.56E-03
1:Ins:C:1	7.06E-05	4.48E-05	1.79E-04	4.51E-04	4.95E-05	2.83E-04	7.29E-04	1.26E-04	6.34E-04	4.18E-04	8.10E-04	5.09E-04	1.85E-03
1:Ins:C:2	3.73E-05	2.61E-05	9.19E-05	2.27E-04	1.61E-04	3.59E-04	4.80E-04	1.17E-04	6.56E-04	4.20E-04	6.26E-04	5.00E-04	4.63E-04
1:Ins:C:3	1.09E-05	4.92E-05	2.12E-05	1.53E-04	4.69E-05	4.21E-04	4.31E-04	1.93E-04	5.76E-04	1.96E-04	3.47E-04	3.46E-04	8.04E-04
1:Ins:C:4	2.40E-07	2.39E-04	2.58E-05	1.38E-04	1.17E-06	1.14E-04	5.25E-04	1.46E-04	2.13E-04	2.62E-04	3.44E-04	2.72E-04	6.82E-04
1:Ins:C:5	1.63E-06	1.42E-03	2.52E-05	0.00E+00	6.89E-05	2.91E-04	4.51E-04	3.85E-04	8.12E-04	6.68E-04	7.80E-04	9.64E-04	1.19E-03
1:Ins:T:0	2.24E-04	1.00E-04	3.71E-04	5.26E-04	4.17E-04	1.38E-03	1.73E-03	4.88E-04	2.28E-03	1.12E-03	2.07E-03	1.83E-03	1.98E-03
1:Ins:T:1	1.24E-04	5.51E-05	5.32E-04	8.86E-04	3.23E-05	2.66E-03	2.57E-03	6.53E-04	2.85E-03	2.08E-03	3.28E-03	2.91E-03	1.69E-03
1:Ins:T:2	3.63E-05	1.64E-04	1.33E-04	5.55E-04	2.53E-04	1.41E-03	1.86E-03	5.31E-04	1.81E-03	1.32E-03	2.32E-03	1.87E-03	8.69E-04
1:Ins:T:3	3.71E-05	8.45E-05	8.32E-05	5.08E-04	2.14E-04	1.07E-03	1.13E-03	3.58E-04	1.45E-03	9.41E-04	1.29E-03	1.16E-03	5.38E-04
1:Ins:T:4	2.93E-05	3.01E-04	1.39E-04	2.54E-04	2.87E-04	1.15E-03	5.36E-04	8.21E-05	8.94E-04	8.53E-04	1.17E-03	1.17E-03	1.36E-04
1:Ins:T:5	3.52E-04	6.56E-03	5.43E-04	2.23E-03	4.01E-03	1.56E-02	4.60E-03	7.25E-04	3.93E-03	7.05E-03	7.80E-03	7.87E-03	1.32E-03
2:Del:R:0	1.98E-04	1.50E-05	1.19E-04	9.15E-04	4.20E-04	1.57E-03	1.92E-03	6.29E-04	2.10E-03	2.03E-03	2.24E-03	2.19E-03	1.02E-03
