Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP99289	1.52E+00	2.42E+00	4.48E+00	4.16E+00	0.00E+00	1.43E+00	5.75E+00	3.91E+00	9.29E+00	5.15E+00	1.26E+00	1.52E+00	4.05E+00	4.00E+00	8.77E-01	2.71E+00	8.59E+00	2.78E+00
SP99297	9.15E-02	1.40E-01	2.98E-01	1.51E-01	1.96E-01	0.00E+00	4.26E-01	2.38E-01	2.53E-01	2.82E-01	1.81E-01	1.39E-01	1.79E-01	4.57E-01	2.52E-01	3.73E-01	2.04E-01	2.07E-01
SP99301	3.16E+01	3.16E+01	4.76E+00	5.37E+00	1.29E-01	0.00E+00	4.01E-01	1.35E+01	1.20E-01	0.00E+00	1.52E+00	3.06E+01	1.87E+01	1.67E+00	0.00E+00	5.27E+00	6.29E+00	1.46E+01
SP99305	6.69E-01	1.07E+00	2.30E+00	2.29E+00	3.04E-01	6.53E-01	1.51E+00	1.92E+00	1.53E+00	1.36E+00	1.02E+00	9.84E-01	1.24E+00	1.43E+00	4.04E-01	1.65E+00	1.98E+00	2.06E+00
SP99309	1.03E+00	2.23E+00	6.49E+00	6.47E+00	0.00E+00	2.94E-01	4.31E+00	5.18E+00	2.92E+00	1.69E+00	8.79E-01	1.53E+00	2.59E+00	2.88E+00	7.04E-01	1.68E+00	5.27E+00	3.85E+00
SP99313	6.73E-01	1.17E+00	2.41E+00	2.90E+00	0.00E+00	3.17E+00	1.74E+00	2.52E+00	3.54E+00	6.04E+00	8.31E-01	5.77E-01	2.37E+00	2.73E+00	5.45E-01	1.95E+00	3.26E+00	1.71E+00
SP99317	0.00E+00	5.00E-02	1.62E-01	2.10E-01	0.00E+00	5.73E-02	6.94E-01	1.34E-01	5.04E-01	6.12E-01	2.97E-01	1.10E-01	4.81E-01	9.25E-01	0.00E+00	7.41E-01	5.90E-01	4.27E-01
SP99321	1.71E+00	2.42E+00	2.98E+00	3.19E+00	0.00E+00	1.98E-01	1.56E+00	2.99E+00	1.04E+00	1.55E+00	7.90E-01	1.60E+00	1.74E+00	1.91E+00	0.00E+00	1.59E+00	2.51E+00	2.33E+00
SP99325	3.96E+03	3.82E+03	4.59E+02	2.14E+02	6.74E-01	1.08E+00	2.52E+01	1.09E+03	3.78E+01	5.14E+00	2.34E+02	3.85E+03	6.28E+02	2.88E+01	2.20E+01	3.77E+01	1.98E+02	9.37E+02
SP99329	6.55E-01	9.63E-01	1.48E-01	7.07E-01	2.48E-01	2.77E+00	2.36E+00	9.00E-01	2.08E+00	3.60E+00	3.83E-01	8.00E-01	1.82E+00	1.93E+00	1.93E-01	1.29E+00	1.54E+00	7.06E-01
SP99333	5.98E-01	9.69E-01	3.59E+00	3.78E+00	0.00E+00	5.45E-01	1.13E+00	3.17E+00	1.30E+00	1.24E+00	8.15E-01	9.53E-01	1.44E+00	2.16E+00	0.00E+00	1.35E+00	2.23E+00	3.14E+00
SP99337	1.29E+00	2.49E+00	6.25E+00	6.45E+00	0.00E+00	7.04E-01	2.21E+00	4.86E+00	1.81E+00	1.15E+00	8.12E-01	1.42E+00	1.92E+00	1.60E+00	5.73E-01	1.22E+00	2.54E+00	4.04E+00
SP99341	8.35E-01	1.45E+00	4.90E+00	5.00E+00	1.54E-01	1.41E-01	1.31E+00	3.94E+00	1.01E+00	1.45E+00	1.03E+00	1.23E+00	1.42E+00	1.63E+00	4.98E-01	1.97E+00	1.92E+00	2.58E+00
SP99345	8.53E-02	8.09E-02	3.91E-01	4.89E-01	0.00E+00	4.08E-01	8.87E-01	4.69E-01	9.23E-01	6.44E-01	9.81E-02	1.20E-01	3.43E-01	5.14E-01	0.00E+00	3.64E-01	7.36E-01	3.19E-01
SP99113	2.06E-01	1.99E-01	4.00E-02	2.23E-02	0.00E+00	3.15E-01	1.13E+00	9.85E-02	1.49E+00	9.34E-01	4.38E-01	4.20E-01	1.28E+00	1.64E+00	2.48E-01	8.17E-01	3.01E-01	7.25E-02
SP99185	5.03E-01	8.70E-01	1.41E+00	1.80E+00	0.00E+00	7.93E-01	4.80E+00	1.94E+00	7.23E+00	4.80E+00	8.36E-01	6.74E-01	4.76E+00	6.13E+00	0.00E+00	2.37E+00	4.22E+00	2.21E+00
SP99209	8.84E-01	2.31E+00	4.68E+00	5.40E+00	0.00E+00	6.66E-01	4.03E+00	4.27E+00	3.91E+00	3.81E+00	7.44E-01	1.31E+00	4.29E+00	4.98E+00	3.35E-01	2.76E+00	4.36E+00	3.67E+00
SP99213	3.54E+00	5.15E+00	7.21E+00	8.61E+00	1.96E-01	3.56E-01	1.75E+00	7.56E+00	2.11E+00	1.68E+00	2.76E+00	3.45E+00	1.49E+00	3.03E+00	5.50E-01	2.55E+00	5.06E+00	6.86E+00
SP99221	0.00E+00	9.11E-02	9.36E-02	2.76E-01	0.00E+00	2.74E-01	7.44E-01	1.76E-01	9.88E-01	1.70E-01	3.77E-01	1.00E-02	6.90E-01	7.85E-01	2.71E-01	4.32E-01	5.81E-01	2.26E-01
SP99225	5.13E-01	1.28E+00	1.29E+00	1.63E+00	0.00E+00	5.69E-01	1.62E+00	1.60E+00	1.51E+00	1.47E+00	4.40E-01	8.20E-01	1.73E+00	1.58E+00	2.59E-01	1.40E+00	1.89E+00	1.74E+00
SP99241	2.06E+00	2.82E+00	4.15E+00	5.70E+00	1.96E-01	2.15E+00	4.73E+00	4.67E+00	1.02E+01	7.26E+00	1.35E+00	2.51E+00	3.98E+00	4.48E+00	9.75E-01	4.66E+00	9.13E+00	3.39E+00
CPCT02020318T	4.41E+00	4.79E+00	4.95E+00	4.85E+00	1.24E+00	4.68E-01	1.36E+00	4.11E+00	1.41E+00	7.66E-01	2.05E+00	4.56E+00	1.83E+00	2.02E+00	7.05E-01	1.69E+00	2.09E+00	3.39E+00
CPCT02010377T	1.67E+00	2.19E+00	6.29E+00	5.71E+00	1.76E+00	9.31E-01	1.38E+00	5.31E+00	3.94E+00	2.70E+00	2.54E+00	2.01E+00	1.81E+00	1.99E+00	8.41E-01	1.92E+00	4.72E+00	3.87E+00
CPCT02060017T	2.40E+00	4.50E+00	7.27E+00	8.87E+00	1.55E+00	1.25E+00	2.40E+00	8.74E+00	1.47E+00	1.34E+00	3.45E+00	3.52E+00	3.07E+00	2.56E+00	6.79E-01	4.87E+00	6.60E+00	6.54E+00
CPCT02060166T	7.05E+00	8.59E+00	6.05E+00	5.92E+00	2.08E+00	9.81E-01	1.83E+00	8.28E+00	1.29E+00	1.11E+00	2.70E+00	5.49E+00	1.62E+00	1.55E+00	2.04E+00	1.87E+00	3.88E+00	4.72E+00
DRUP01080024T	8.73E-01	1.07E+00	1.41E+00	1.70E+00	1.15E+00	4.05E-01	1.25E+00	1.81E+00	9.13E-01	4.19E-01	3.52E+00	1.68E+00	1.19E+00	1.80E+00	3.66E+00	1.23E+00	2.02E+00	1.94E+00
CPCT02300029T	8.84E+00	9.83E+00	1.16E+01	1.24E+01	3.15E+00	1.12E+00	2.69E+00	1.17E+01	1.98E+00	2.84E+00	4.10E+00	7.46E+00	2.59E+00	1.76E+00	1.19E+00	3.68E+00	6.64E+00	6.78E+00
CPCT02130024T	3.35E+00	4.23E+00	5.86E+00	6.54E+00	1.96E+00	9.21E-01	1.58E+00	4.28E+00	1.96E+00	1.23E+00	3.25E+00	3.17E+00	1.63E+00	1.78E+00	9.42E-01	1.85E+00	3.35E+00	3.92E+00
CPCT02370015T	9.63E-01	1.74E+00	1.26E+00	1.48E+00	1.31E+00	6.93E-01	2.61E+00	2.22E+00	2.00E+00	1.49E+00	1.90E+00	1.68E+00	1.26E+00	2.11E+00	7.99E-01	1.53E+00	2.47E+00	2.30E+00
CPCT02080291T	2.18E+00	3.13E+00	6.05E+00	4.54E+00	7.29E-01	6.25E-01	6.84E-01	5.65E+00	1.67E+00	7.85E-01	2.62E+00	2.63E+00	1.13E+00	2.06E+00	6.26E-01	1.45E+00	2.84E+00	5.72E+00
CPCT02330082T	7.86E-01	1.55E+00	3.85E+00	4.21E+00	1.24E+00	1.47E-01	1.07E+00	3.81E+00	1.35E+00	1.51E+00	2.19E+00	1.25E+00	1.09E+00	1.78E+00	3.34E-01	1.00E+00	2.60E+00	3.41E+00
CPCT02130035T	7.99E+00	1.00E+01	8.61E+00	8.02E+00	2.50E+00	1.00E+00	1.90E+00	9.45E+00	1.48E+00	2.26E+00	3.24E+00	7.44E+00	2.09E+00	2.30E+00	9.42E-01	2.68E+00	5.33E+00	6.94E+00
CPCT02020667T	9.74E-01	2.40E+00	6.38E+00	7.15E+00	2.14E+00	9.50E-01	1.93E+00	5.18E+00	1.62E+00	1.56E+00	2.01E+00	1.67E+00	2.07E+00	1.78E+00	5.14E-01	2.13E+00	2.87E+00	3.22E+00
CPCT02190030T	2.60E+00	4.06E+00	6.73E+00	6.76E+00	2.14E+00	1.23E+00	3.14E+00	6.58E+00	4.58E+00	3.86E+00	2.39E+00	2.89E+00	3.20E+00	4.27E+00	8.34E-01	2.76E+00	4.15E+00	4.23E+00
CPCT02070304T	5.09E+00	6.88E+00	9.68E+00	1.08E+01	2.35E+00	1.26E+00	2.56E+00	9.05E+00	1.83E+00	3.02E+00	3.68E+00	5.68E+00	2.94E+00	3.15E+00	1.20E+00	4.00E+00	6.20E+00	6.79E+00
CPCT02230093T	1.31E+01	1.49E+01	8.94E+00	8.52E+00	2.11E+00	1.33E+00	2.93E+00	1.05E+01	1.51E+00	2.25E+00	2.29E+00	1.13E+01	3.63E+00	3.25E+00	1.91E-01	3.26E+00	5.68E+00	4.78E+00
CPCT02170024T	1.02E+00	2.33E+00	5.43E+00	5.07E+00	2.92E+00	4.44E-01	2.15E+00	4.19E+00	2.30E+00	2.10E+00	3.95E+00	2.24E+00	1.34E+00	2.83E+00	7.97E-01	2.06E+00	3.55E+00	4.21E+00
CPCT02050342T	3.40E+00	4.88E+00	7.82E+00	8.06E+00	2.93E+00	3.42E-01	2.51E+00	6.15E+00	1.84E+00	2.59E+00	4.82E+00	4.04E+00	2.28E+00	2.99E+00	1.37E+00	2.93E+00	5.44E+00	6.19E+00
CPCT02130064T	1.45E+00	2.44E+00	6.01E+00	5.77E+00	2.92E+00	8.83E-01	2.02E+00	4.64E+00	1.91E+00	2.56E+00	4.51E+00	2.29E+00	1.55E+00	1.48E+00	8.79E-01	2.05E+00	5.15E+00	4.03E+00
CPCT02130063T	3.80E+01	4.01E+01	8.01E+00	8.38E+00	5.59E+00	3.37E+00	1.11E+01	1.18E+01	4.77E+00	5.55E+00	8.13E+00	4.13E+01	1.67E+01	9.30E+00	1.65E+00	5.97E+00	1.14E+01	1.11E+01
CPCT02080208T	1.15E+00	1.49E+00	1.66E+00	1.67E+00	2.30E+00	5.93E-01	1.35E+00	2.15E+00	1.40E+00	1.96E+00	3.07E+00	1.79E+00	1.59E+00	1.47E+00	3.45E-01	1.12E+00	2.37E+00	1.99E+00
CPCT02130066T	1.36E+01	1.47E+01	1.43E+01	1.33E+01	1.64E+00	4.38E-01	7.52E+00	1.65E+01	4.37E+00	1.58E+00	3.15E+00	1.08E+01	1.68E+00	4.77E+00	1.23E+00	2.72E+00	1.06E+01	7.43E+00
CPCT02130067T	3.97E+00	5.38E+00	8.95E+00	9.57E+00	3.14E+00	8.61E-01	5.32E+00	8.63E+00	6.31E+00	2.87E+00	4.31E+00	3.99E+00	3.03E+00	2.74E+00	7.48E-01	3.61E+00	6.91E+00	5.78E+00
CPCT02100172T	1.77E+00	2.41E+00	2.44E+00	1.98E+00	2.26E+00	2.64E-01	1.36E+00	2.86E+00	1.92E-01	5.84E-01	1.42E+00	1.91E+00	1.09E+00	1.10E+00	5.73E-01	6.57E-01	1.61E+00	2.74E+00
CPCT02130084T	2.00E+00	2.83E+00	7.55E+00	7.48E+00	1.71E+00	1.05E+00	2.28E+00	6.48E+00	1.95E+00	1.52E+00	2.72E+00	2.22E+00	1.72E+00	1.91E+00	7.05E-01	1.74E+00	3.07E+00	4.72E+00
CPCT02060220T	2.72E+00	3.81E+00	7.73E+00	7.47E+00	2.94E+00	8.51E-01	1.65E+00	5.93E+00	2.40E+00	2.38E+00	3.07E+00	2.79E+00	1.90E+00	2.13E+00	4.58E-01	1.43E+00	3.29E+00	4.58E+00
CPCT02100169T	2.11E+01	2.34E+01	1.45E+01	1.45E+01	3.61E+00	1.57E+00	3.71E+00	1.58E+01	2.45E+00	3.41E+00	6.64E+00	1.90E+01	4.21E+00	3.17E+00	2.19E+00	3.99E+00	6.09E+00	1.17E+01
CPCT02080218T	1.31E+01	1.77E+01	1.51E+01	1.22E+01	3.67E+00	1.44E+00	2.70E+00	1.59E+01	2.90E+00	2.80E+00	4.78E+00	1.01E+01	3.19E+00	2.54E+00	1.45E+00	3.10E+00	4.77E+00	8.31E+00
CPCT02050332T	2.65E+00	3.22E+00	3.00E+00	3.43E+00	1.38E+00	3.12E+00	1.58E+00	3.35E+00	1.32E+00	4.04E+00	1.89E+00	3.03E+00	1.37E+00	1.36E+00	7.17E-01	1.74E+00	2.46E+00	2.70E+00
DRUP01080031T	1.95E+03	1.86E+03	1.05E+02	9.30E+01	9.05E+00	2.34E+00	2.54E+01	4.38E+02	9.61E+00	5.63E+00	1.07E+02	1.80E+03	2.24E+02	1.14E+01	6.72E+00	4.00E+01	1.18E+02	3.41E+02
CPCT02040245T	1.17E+01	1.45E+01	2.00E+01	1.85E+01	1.92E+00	5.83E-01	2.90E+00	1.94E+01	2.96E+00	2.59E+00	3.83E+00	9.54E+00	2.10E+00	2.02E+00	1.97E+00	3.94E+00	5.68E+00	9.82E+00
DRUP01050048T	2.84E+03	2.77E+03	2.23E+02	1.83E+02	1.52E+01	2.25E+00	3.44E+01	7.82E+02	1.40E+01	5.07E+00	1.87E+02	2.71E+03	3.44E+02	1.93E+01	8.17E+00	4.93E+01	1.93E+02	6.09E+02
DRUP01010142T	1.48E+03	1.42E+03	9.20E+01	7.16E+01	4.02E+00	1.72E+00	1.69E+01	3.66E+02	4.30E+00	4.37E+00	9.13E+01	1.40E+03	1.81E+02	7.28E+00	3.63E+00	2.90E+01	9.16E+01	3.00E+02
CPCT02080224T	1.82E+00	2.75E+00	4.71E+00	5.07E+00	2.19E+00	5.40E-01	1.89E+00	4.47E+00	2.10E+00	2.59E+00	2.43E+00	2.29E+00	2.43E+00	2.24E+00	4.62E-01	1.89E+00	3.22E+00	3.46E+00
CPCT02260021T	1.03E+00	2.02E+00	4.30E+00	4.12E+00	1.95E+00	2.27E-01	1.57E+00	3.41E+00	1.74E+00	1.28E+00	2.70E+00	2.05E+00	1.61E+00	2.02E+00	2.52E-01	1.70E+00	2.38E+00	3.36E+00
CPCT02020762T	8.43E-01	1.25E+00	3.38E+00	3.66E+00	2.62E+00	1.12E+00	1.49E+00	2.34E+00	1.21E+00	2.27E+00	2.14E+00	1.58E+00	1.24E+00	1.35E+00	0.00E+00	2.04E+00	2.07E+00	3.36E+00
CPCT02130116T	1.22E+00	2.21E+00	6.21E+00	6.05E+00	1.25E+00	6.75E-01	1.84E+00	4.48E+00	1.22E+00	1.32E+00	2.98E+00	1.97E+00	2.13E+00	2.22E+00	8.99E-01	1.72E+00	3.42E+00	4.67E+00
CPCT02050342TII	2.96E+00	4.17E+00	7.43E+00	7.31E+00	1.69E+00	3.92E-01	2.40E+00	5.68E+00	1.80E+00	2.03E+00	4.01E+00	3.73E+00	2.27E+00	2.87E+00	1.65E+00	2.79E+00	5.13E+00	6.07E+00
CPCT02130138T	3.01E+00	4.54E+00	6.43E+00	6.87E+00	2.89E+00	9.92E-01	2.70E+00	7.10E+00	2.16E+00	2.69E+00	5.33E+00	3.87E+00	2.25E+00	1.72E+00	3.80E-01	2.88E+00	4.95E+00	5.55E+00
CPCT02130139T	7.34E+00	9.21E+00	9.75E+00	9.35E+00	2.28E+00	1.05E+00	3.01E+00	1.05E+01	2.01E+00	1.93E+00	2.17E+00	5.60E+00	2.22E+00	2.31E+00	4.62E+00	1.62E+00	4.57E+00	5.08E+00
CPCT02230115T	5.46E+00	6.77E+00	4.13E+00	5.33E+00	2.79E+00	7.35E-01	2.16E+00	5.98E+00	1.45E+00	2.24E+00	2.60E+00	4.36E+00	1.76E+00	1.57E+00	6.96E-01	1.75E+00	3.11E+00	3.88E+00
CPCT02010902T	1.25E+00	3.91E+00	1.04E+01	1.09E+01	2.25E+00	7.58E-01	1.51E+00	6.70E+00	1.05E+00	1.29E+00	2.14E+00	1.74E+00	1.59E+00	1.34E+00	5.29E-01	1.91E+00	3.95E+00	5.92E+00
CPCT02290056T	1.07E+00	2.03E+00	7.73E+00	7.58E+00	2.11E+00	2.89E+00	3.34E+00	5.62E+00	4.07E+00	4.30E+00	2.67E+00	2.08E+00	1.82E+00	2.71E+00	1.42E+00	2.46E+00	5.26E+00	4.04E+00
CPCT02130152T	1.13E+00	1.35E+00	2.29E+00	2.04E+00	1.50E+00	5.98E-01	9.56E-01	2.33E+00	1.82E+00	2.51E+00	1.34E+00	1.18E+00	1.38E+00	1.43E+00	5.16E-01	1.15E+00	1.67E+00	1.83E+00
DRUP01170003T	2.89E-01	7.82E-01	1.98E+00	2.61E+00	2.45E+00	2.34E+00	1.60E+00	2.04E+00	1.60E+00	2.72E+00	3.33E+00	1.01E+00	1.28E+00	1.61E+00	2.53E-01	8.86E-01	2.15E+00	2.65E+00
DRUP01010095T	1.66E+00	3.67E+00	1.33E+01	1.17E+01	1.86E+00	7.44E-01	1.99E+00	1.11E+01	1.27E+00	1.32E+00	3.14E+00	2.58E+00	1.48E+00	1.68E+00	5.58E-01	2.70E+00	5.94E+00	6.70E+00
DRUP01030024T	1.00E+01	1.14E+01	7.44E+00	8.93E+00	2.65E+00	1.75E+00	1.89E+00	7.37E+00	1.85E+00	3.28E+00	3.72E+00	9.12E+00	1.66E+00	2.26E+00	3.14E-01	2.37E+00	4.49E+00	5.67E+00
CPCT02040292T	2.83E+00	3.72E+00	7.65E+00	7.65E+00	4.47E+00	1.56E+00	1.56E+00	5.43E+00	1.07E+00	3.57E+00	2.74E+00	2.99E+00	1.91E+00	2.03E+00	3.38E-01	2.32E+00	3.48E+00	4.67E+00
DRUP01050035T	3.94E+01	4.11E+01	1.18E+01	9.55E+00	4.50E+00	2.97E+00	1.09E+01	1.19E+01	7.08E+00	4.91E+00	9.53E+00	4.27E+01	1.81E+01	1.05E+01	1.71E+00	6.20E+00	1.26E+01	1.09E+01
CPCT02020577T	1.15E+00	1.97E+00	6.24E+00	5.56E+00	2.71E+00	1.06E+00	1.54E+00	4.24E+00	2.40E+00	2.69E+00	2.72E+00	2.13E+00	1.73E+00	2.77E+00	6.13E-01	1.45E+00	4.88E+00	4.82E+00
CPCT02050263T	7.68E+00	9.43E+00	9.94E+00	8.80E+00	1.60E+00	7.39E-01	2.27E+00	9.32E+00	1.86E+00	1.50E+00	3.09E+00	6.73E+00	2.38E+00	2.89E+00	8.99E-01	2.57E+00	4.30E+00	5.31E+00
DRUP01010108T	6.70E+01	7.34E+01	4.45E+01	4.09E+01	3.76E+00	2.49E+00	9.40E+00	5.98E+01	7.23E+00	2.14E+00	1.47E+01	5.11E+01	1.28E+01	9.66E+00	5.55E+00	6.52E+00	1.81E+01	2.48E+01
DRUP01010109T	1.37E+00	2.97E+00	6.98E+00	7.09E+00	1.00E+00	1.82E-01	2.08E+00	4.14E+00	1.86E+00	1.52E+00	2.13E+00	1.71E+00	1.70E+00	2.22E+00	9.58E-01	1.94E+00	3.32E+00	4.52E+00
DRUP01010113T	1.61E+00	2.78E+00	3.30E+00	4.25E+00	1.38E+00	2.55E+00	6.19E+00	4.33E+00	5.59E+00	1.00E+01	5.16E+00	2.63E+00	5.23E+00	7.69E+00	8.71E-01	5.98E+00	8.50E+00	4.15E+00
CPCT02120059T	8.13E+00	1.21E+01	1.92E+01	1.83E+01	3.20E+00	1.71E+00	2.52E+00	1.76E+01	2.19E+00	3.12E+00	4.24E+00	6.66E+00	2.96E+00	2.94E+00	2.73E+00	2.20E+00	6.28E+00	7.68E+00
CPCT02170010T	8.30E-01	1.93E+00	2.41E+00	2.61E+00	2.95E+00	1.80E+00	2.05E+00	2.71E+00	2.34E+00	3.08E+00	2.97E+00	1.36E+00	1.86E+00	1.94E+00	8.60E-01	1.16E+00	3.16E+00	3.26E+00
CPCT02030398T	5.42E+00	6.82E+00	7.63E+00	6.27E+00	2.04E+00	7.41E-01	1.75E+00	7.81E+00	1.40E+00	1.39E+00	2.97E+00	4.38E+00	1.44E+00	1.30E+00	1.06E+00	1.68E+00	3.97E+00	4.23E+00
CPCT02050250T	5.89E+00	7.04E+00	6.88E+00	5.68E+00	1.36E+00	5.10E-01	7.55E-01	6.41E+00	1.32E+00	1.38E+00	1.29E+00	4.32E+00	1.20E+00	1.08E+00	9.17E-01	7.53E-01	1.70E+00	2.66E+00
CPCT02050076TII	1.03E+01	1.23E+01	1.43E+01	1.23E+01	2.34E+00	9.89E-01	2.12E+00	1.24E+01	2.28E+00	1.72E+00	6.39E+00	1.02E+01	3.65E+00	3.11E+00	7.88E-01	3.33E+00	5.77E+00	1.06E+01
CPCT02050182T	1.48E+00	3.47E+00	4.62E+00	5.25E+00	1.19E+00	7.64E-01	1.72E+00	5.02E+00	1.70E+00	1.83E+00	2.23E+00	1.96E+00	1.73E+00	2.15E+00	7.04E-01	2.17E+00	3.52E+00	4.47E+00
CPCT02070187T	2.32E+00	4.22E+00	1.14E+01	1.15E+01	2.14E+00	7.49E-01	9.63E-01	7.25E+00	1.21E+00	1.44E+00	2.70E+00	3.67E+00	8.11E-01	1.42E+00	9.29E-01	1.31E+00	2.98E+00	4.65E+00
CPCT02030373T	2.36E+01	2.24E+01	1.49E+01	1.51E+01	3.70E+00	1.58E+00	7.80E+00	2.09E+01	4.11E+00	3.09E+00	6.82E+00	1.87E+01	3.60E+00	5.61E+00	1.09E+00	3.71E+00	1.12E+01	1.28E+01
CPCT02020589T	1.66E+00	2.23E+00	4.95E+00	5.78E+00	2.47E+00	2.57E+00	1.87E+00	4.77E+00	1.92E+00	2.65E+00	2.89E+00	2.31E+00	1.93E+00	1.78E+00	6.48E-01	2.12E+00	3.47E+00	3.32E+00
CPCT02040154T	3.35E+00	4.40E+00	6.77E+00	6.94E+00	2.21E+00	6.27E-01	1.56E+00	6.36E+00	1.48E+00	2.21E+00	2.71E+00	3.14E+00	1.62E+00	1.76E+00	2.95E-01	1.87E+00	4.08E+00	3.83E+00
CPCT02050091T	1.10E+00	1.54E+00	3.16E+00	3.11E+00	1.05E+00	6.22E-01	1.29E+00	2.47E+00	1.37E+00	1.33E+00	1.42E+00	1.30E+00	8.36E-01	1.27E+00	5.00E-01	1.07E+00	1.98E+00	2.51E+00
CPCT02020406T	1.39E+00	2.13E+00	3.99E+00	4.34E+00	1.32E+00	6.96E-01	1.55E+00	3.74E+00	1.43E+00	1.66E+00	1.55E+00	1.60E+00	1.48E+00	1.78E+00	4.83E-01	2.00E+00	2.63E+00	3.12E+00
CPCT02020405T	4.27E+00	5.67E+00	1.11E+01	1.14E+01	2.08E+00	1.63E+00	1.49E+00	8.04E+00	1.54E+00	1.10E+00	2.53E+00	4.12E+00	1.29E+00	1.14E+00	5.23E-01	1.90E+00	3.60E+00	5.59E+00
CPCT02070052T	4.13E+00	4.85E+00	7.85E+00	7.34E+00	1.52E+00	6.03E-01	1.76E+00	8.67E+00	1.53E+00	1.59E+00	2.31E+00	3.34E+00	1.82E+00	1.71E+00	8.30E-01	1.62E+00	2.97E+00	3.91E+00
CPCT02060063T	5.50E+00	6.96E+00	5.47E+00	5.52E+00	3.68E+00	7.26E+00	3.96E+00	8.76E+00	1.61E+00	8.62E+00	2.61E+00	5.18E+00	2.32E+00	2.28E+00	3.48E+00	1.76E+00	5.76E+00	6.11E+00
