Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP116536	9.54E-01	7.65E-01	1.38E+00	0.00E+00	1.75E+00
SP116539	4.73E-01	1.91E-01	5.07E-01	9.37E-02	4.51E-01
SP116542	1.20E-01	3.02E-01	4.44E-01	7.86E-02	4.65E-01
SP116545	8.77E-02	2.75E-01	8.62E-01	0.00E+00	9.19E-01
SP116548	3.99E-01	3.90E-01	6.50E-01	0.00E+00	6.87E-01
SP116550	1.75E-01	9.37E-02	1.86E-01	0.00E+00	1.06E-01
SP116553	3.05E-01	4.68E-01	4.86E-01	1.90E-01	3.46E-01
SP116557	1.93E-01	4.11E-02	2.58E-01	2.24E-01	2.36E-01
SP116559	2.62E-01	4.06E-01	9.00E-01	9.28E-02	9.17E-01
SP116562	4.51E-01	4.79E-01	5.50E-01	2.41E-01	2.97E-01
SP116564	4.14E-01	4.81E-01	5.47E-01	3.16E-01	5.11E-01
SP116571	2.11E-01	3.95E-01	5.76E-01	6.64E-02	6.15E-01
SP116393	7.42E-02	0.00E+00	5.39E-02	8.63E-02	5.70E-02
SP116442	0.00E+00	0.00E+00	1.20E-01	0.00E+00	1.20E-01
SP116446	1.18E-01	1.74E-01	3.02E-01	2.59E-01	1.50E-01
SP116419	9.48E-01	5.75E-01	2.21E+00	1.15E-01	2.59E+00
SP116383	2.40E+00	3.47E+00	3.49E+00	3.05E-01	4.41E+00
SP116385	1.55E+00	1.16E+00	1.51E+00	3.09E-01	1.95E+00
SP116440	1.16E+00	1.00E+00	1.25E+00	0.00E+00	1.09E+00
SP116450	2.95E+00	1.85E+00	2.46E+00	2.84E-01	3.15E+00
SP116493	4.27E-01	6.94E-01	8.19E-01	0.00E+00	7.41E-01
SP116391	4.45E-01	7.61E-01	1.22E+00	6.07E-02	1.52E+00
SP116401	8.60E-01	5.65E-01	7.37E-01	1.79E-01	6.31E-01
SP116409	8.08E-01	9.65E-01	1.24E+00	0.00E+00	1.26E+00
SP116416	3.96E-01	2.26E-01	5.55E-01	2.43E-02	5.17E-01
SP116424	3.88E-01	2.74E-01	5.36E-01	0.00E+00	3.70E-01
SP116515	9.99E-01	3.12E-01	1.35E+00	3.27E-01	1.15E+00
SP116499	1.28E+00	1.24E+00	3.22E+00	5.55E-01	2.82E+00
SP116505	5.31E-01	2.89E+00	2.66E+00	2.57E-01	4.66E+00
SP116509	1.02E+00	1.63E+00	2.98E+00	3.45E-01	3.08E+00
SP116437	9.09E-01	4.37E-01	1.14E+00	0.00E+00	1.10E+00
SP116512	1.20E+00	1.68E+00	2.73E+00	0.00E+00	2.82E+00
SP116465	7.40E-01	1.09E+00	2.23E+00	0.00E+00	2.03E+00
SP116496	3.19E+00	1.61E+00	4.53E+00	3.00E-02	3.23E+00
SP116525	1.31E+00	1.38E+00	3.11E+00	0.00E+00	3.25E+00
SP116481	3.72E-01	5.48E-01	8.71E-01	1.83E-01	9.72E-01
SP116586	7.07E-01	2.96E-01	1.49E+00	0.00E+00	1.32E+00
SP116528	1.84E+00	1.79E+00	1.58E+00	0.00E+00	1.95E+00
SP116589	1.82E+00	1.89E+00	4.34E+00	5.19E-01	3.57E+00
SP116406	7.07E-01	8.95E-01	1.84E+00	2.00E-02	1.92E+00
SP116484	3.84E-01	3.06E-01	1.10E+00	1.86E-01	1.04E+00
SP116453	6.25E-01	6.72E-01	1.27E+00	1.60E-01	1.30E+00
SP116469	3.89E+00	9.66E-01	4.76E+00	0.00E+00	2.23E+00
SP116578	4.28E+00	1.26E+00	5.51E+00	7.00E-02	7.06E+00
SP116531	6.89E-01	6.98E-01	9.24E-01	0.00E+00	1.16E+00
SP116593	1.82E-01	3.48E-01	1.89E+00	1.94E-01	2.01E+00
SP116487	4.73E-01	3.99E-01	5.20E-01	7.96E-02	4.46E-01
SP116456	5.14E-01	3.16E-01	8.34E-01	6.10E-01	7.57E-01
