Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP116536	20	23	38	1	18
SP116539	3	0	8	0	12
SP116542	0	6	24	0	0
SP116545	0	1	18	0	10
SP116548	5	12	20	0	3
SP116550	1	1	4	0	0
SP116553	4	17	13	1	0
SP116557	2	0	3	3	1
SP116559	2	9	26	0	3
SP116562	14	24	5	3	0
SP116564	3	8	11	3	21
SP116571	0	2	3	0	21
SP116393	0	0	0	0	2
SP116442	0	0	4	0	0
SP116446	0	2	5	1	2
SP116419	16	3	90	0	22
SP116383	140	66	25	13	259
SP116385	57	93	73	3	0
SP116440	41	56	71	0	11
SP116450	157	146	99	9	33
SP116493	5	38	40	0	0
SP116391	0	19	16	0	39
SP116401	27	17	21	1	0
SP116409	17	60	63	0	4
SP116416	2	2	19	0	8
SP116424	9	5	20	0	0
SP116515	31	0	38	2	23
SP116499	0	5	41	8	104
SP116505	0	184	9	0	85
SP116509	10	18	47	5	102
SP116437	18	10	37	0	0
SP116512	17	59	310	0	0
SP116465	0	16	78	0	98
SP116496	255	74	166	0	57
SP116525	50	28	110	2	64
SP116481	2	12	16	2	9
SP116586	13	3	48	0	11
SP116528	50	263	60	2	0
SP116589	101	93	96	11	94
SP116406	0	9	46	2	60
SP116484	0	3	29	3	8
SP116453	11	16	62	2	8
SP116469	248	36	148	0	0
SP116578	607	33	30	3	46
SP116531	5	51	42	0	0
SP116593	0	3	48	1	10
SP116487	9	10	10	0	1
SP116456	3	5	38	2	1
SP116472	15	56	18	8	142
SP116518	0	168	124	2	273
SP116412	0	27	31	0	45
SP116534	20	13	13	0	43
SP116596	152	35	210	1	0
SP116490	0	27	23	0	107
SP116459	19	42	81	1	58
SP116475	0	41	39	0	33
SP116520	16	23	133	0	80
SP116431	19	67	154	7	37
SP116582	76	147	86	0	84
SP116599	0	47	16	0	96
SP116478	0	23	79	0	67
SP116462	9	41	30	0	22
SP116523	9	59	17	1	41
SP116434	16	10	0	1	0
SP122725	33	102	88	1	71
SP122476	62	19	147	9	42
SP122372	196	0	88	3	0
SP122489	9	42	96	1	33
SP122560	39	61	45	3	35
SP122590	24	16	103	1	49
SP122714	27	22	88	4	7
SP121870	0	65	60	0	101
SP123010	53	114	107	4	0
SP121865	39	25	85	6	59
SP122676	21	176	135	4	35
SP122412	65	39	76	8	0
SP122392	195	183	214	0	168
SP122634	49	42	92	0	34
SP122702	30	42	157	9	38
SP121828	58	41	108	0	2
SP121783	86	10	119	0	27
SP121774	80	52	238	0	79
SP121790	27	15	131	1	57
SP121859	28	35	131	0	36
SP121808	40	20	66	6	0
SP121781	73	54	290	3	134
SP121763	64	20	69	0	8
SP121811	92	23	71	0	15
SP121852	66	40	94	8	47
SP122361	0	99	165	4	421
SP121837	61	10	68	3	12
SP121824	51	0	66	0	0
SP121841	7	3	62	1	43
SP121831	35	43	71	5	66
SP121761	53	79	224	1	27
SP121816	38	27	163	2	38
SP121861	8	2	4	2	0
SP121847	50	41	117	1	36
DRUP01010001T	159	99	225	41	34
CPCT02010424T	246	149	207	49	0
CPCT02010349T	45	17	67	15	0
CPCT02020325T	19	100	79	129	14
CPCT02030246T	56	57	105	91	51
CPCT02070010T	11	113	61	72	40
CPCT02010370T	55	5	64	44	85
CPCT02010369T	317	221	208	145	75
CPCT02070013T	397	122	121	118	137
CPCT02060018T	18	89	87	85	0
CPCT02060022T	48	96	85	75	20
CPCT02070009T	54	146	136	167	78
CPCT02010398T	354	46	0	194	97
CPCT02010408T	58	95	97	134	0
CPCT02030246TII	43	92	168	38	44
CPCT02010386T	41	217	138	81	138
CPCT02020309T	40	195	50	245	47
CPCT02080045T	683	100	175	66	236
CPCT02020398T	50	51	16	67	82
CPCT02010392T	86	7	8	160	3
CPCT02090003T	33	150	53	119	7
CPCT02060274T	40	171	60	83	186
CPCT02020650T	332	121	152	125	0
CPCT02080181T	49	87	160	77	10
DRUP01340015T	0	114	249	275	22
CPCT02070436T	1387	90	0	124	1198
CPCT02050225TII	9	114	80	127	52
DRUP01070031T	12	241	36	86	0
CPCT02070278T	24	57	38	90	15
CPCT02010732T	66	183	74	142	35
CPCT02060181T	6	51	52	104	135
CPCT02080175T	108	140	121	134	12
CPCT02020903T	3	30	100	84	98
CPCT02070441T	23	163	76	62	29
CPCT02080181TII	43	116	250	104	24
CPCT02070290T	58	119	141	117	71
DRUP01090011T	46	126	39	194	0
CPCT02080297T	47	56	163	25	55
CPCT02010680T	29	39	78	121	36
CPCT02090064T	15	96	61	32	56
CPCT02020937T	0	171	76	86	6
CPCT02090065T	49	144	100	76	60
CPCT02060191T	394	154	59	121	180
CPCT02060192T	69	18	59	155	10
CPCT02011090T	15	43	82	43	0
CPCT02070463T	148	78	22	44	47
CPCT02011094T	13	29	78	42	0
CPCT02030458T	78	43	49	108	0
CPCT02060282T	5	59	49	28	5
DRUP01090012T	14	210	57	154	0
CPCT02090042T	61	82	77	90	0
CPCT02340078T	18	20	23	92	0
WIDE01010040T	606	73	130	44	39
CPCT02020683T	924	108	0	272	66
CPCT02020691T	152	151	100	225	196
DRUP01010077T	61	174	96	98	0
DRUP01050021T	183	621	0	429	2597
CPCT02080206T	18	38	37	88	14
CPCT02060292T	385	167	49	42	0
CPCT02060290T	13	22	69	36	26
CPCT02090044T	493	98	475	177	64
WIDE01010138T	150	116	10	128	64
CPCT02130062T	83	77	81	138	108
WIDE01010160T	75	191	46	89	190
CPCT02020706T	60	4	0	145	0
CPCT02070313T	11	62	34	117	78
WIDE01010187T	464	89	272	55	15
WIDE01010169T	37	403	229	81	250
CPCT02100161T	672	537	323	143	151
CPCT02070317T	0	153	69	83	113
WIDE01010239T	10	231	69	99	0
WIDE01010233T	0	254	2	94	286
CPCT02070322T	54	54	66	130	11
WIDE01010262T	406	28	106	73	198
WIDE01010267T	0	211	102	70	164
WIDE01010293T	8	6	20	43	0
WIDE01010167T	48	37	73	56	0
CPCT02060211T	0	37	104	210	248
DRUP01080012T	813	77	0	639	299
WIDE01010356T	193	61	59	93	107
WIDE01010374T	249	37	0	12	51
WIDE01010393T	428	125	414	88	316
CPCT02090036T	0	318	0	83	267
CPCT02340018TII	470	44	73	338	325
CPCT02340088T	49	59	74	106	106
WIDE01010452T	55	213	90	53	0
CPCT02080227T	109	116	32	207	2
CPCT02060230T	57	322	33	103	0
CPCT02020750T	33	16	51	78	1
CPCT02060241T	7	42	0	105	121
CPCT02060245T	0	42	68	142	145
CPCT02070319T	80	49	120	145	42
CPCT02010856T	54	124	300	84	0
CPCT02090052T	0	48	169	77	200
CPCT02090053T	0	29	36	91	131
CPCT02070357T	330	253	551	174	945
CPCT02090057T	53	0	92	52	5
CPCT02270035T	29	159	91	111	11
CPCT02060254T	0	114	88	64	277
CPCT02070365T	30	51	59	58	61
CPCT02060258T	36	50	48	79	1
CPCT02080247T	64	128	108	218	62
CPCT02020794T	132	227	444	162	0
CPCT02020790T	51	54	136	81	12
CPCT02060253T	42	47	108	81	9
CPCT02020775T	15	83	94	76	32
CPCT02030513T	87	128	154	156	0
CPCT02380051T	4	27	8	96	87
CPCT02080248T	35	64	0	135	114
CPCT02070371T	132	1	0	109	153
CPCT02070366T	52	28	40	103	23
CPCT02050392T	80	43	45	148	44
CPCT02130147T	829	431	23	96	24
CPCT02020812T	5	107	20	74	70
CPCT02020820T	136	88	6	159	24
DRUP01090014T	0	279	42	114	260
CPCT02060240T	126	204	98	123	18
DRUP01060024T	462	511	12	117	0
CPCT02020848T	89	0	104	82	0
CPCT02010648T	139	0	39	115	188
CPCT02060130T	92	88	85	104	60
CPCT02010649T	30	341	13	196	0
CPCT02060127T	11	173	101	104	6
CPCT02340106T	73	83	91	145	8
CPCT02150034T	156	314	190	82	140
CPCT02030415T	480	40	537	470	178
CPCT02060235T	45	76	91	55	0
CPCT02010625T	49	193	25	123	0
CPCT02060275T	0	103	11	97	138
CPCT02340026T	10	20	85	140	77
CPCT02090063T	119	108	50	29	0
CPCT02010549T	50	20	24	248	92
CPCT02060066T	68	46	52	50	19
CPCT02020450T	25	42	54	21	0
CPCT02010406TII	70	9	70	47	40
CPCT02050167T	37	87	79	42	55
CPCT02110036T	50	9	63	89	33
CPCT02010599T	0	60	32	66	129
CPCT02010595T	4	83	41	24	72
CPCT02100091T	886	83	558	89	46
CPCT02060104T	34	2	40	36	0
CPCT02010600T	40	219	83	93	0
CPCT02110040T	9	327	429	280	216
CPCT02340018T	565	36	0	231	380
CPCT02050225T	25	137	94	107	39
CPCT02040141T	102	100	0	255	0
CPCT02340020T	32	38	16	126	132
CPCT02080139T	49	0	0	140	0
CPCT02060061T	0	203	0	34	568
CPCT02070051T	161	78	0	109	0
CPCT02010408TII	77	98	101	92	0
CPCT02010429T	71	70	54	62	0
CPCT02020438T	139	53	183	58	116
CPCT02040072T	49	58	186	64	90
CPCT02020428T	29	266	10	26	0
CPCT02010494T	60	89	206	64	7
CPCT02070095T	36	123	126	56	88
DRUP01070006T	4	17	12	55	9
DRUP01070005T	48	146	190	100	79
CPCT02020465T	37	11	93	39	0
CPCT02030325T	14	168	177	66	8
CPCT02090011T	0	116	40	101	223
CPCT02060071T	203	299	66	88	0
DRUP01070010T	54	159	112	90	0
CPCT02070111T	29	15	42	81	17
CPCT02070098T	0	138	94	33	124
CPCT02090012T	0	81	338	33	97
DRUP01090001T	16	160	72	56	41
CPCT02070108T	57	19	96	71	80
CPCT02010548T	28	71	71	57	0
CPCT02090014T	22	236	130	59	59
CPCT02010559T	79	173	23	114	0
CPCT02080102T	65	179	146	125	174
CPCT02030422T	47	48	33	104	3
CPCT02070249T	644	177	212	94	0
DRUP01070029T	39	161	0	183	43
CPCT02070247T	65	20	37	141	0
DRUP01010053T	57	151	75	109	0
DRUP01100003T	1192	66	258	827	145
CPCT02070257T	0	311	34	163	156
CPCT02340046T	68	8	36	168	10
DRUP01080008T	138	161	148	504	151
DRUP01340002T	50	10	58	146	72
CPCT02010715T	74	47	12	252	0
WIDE01010465T	3	129	68	85	0
WIDE01010487T	55	47	116	83	33
WIDE01010492T	0	28	127	80	119
WIDE01010497T	105	30	69	62	13
WIDE01010521T	258	385	219	69	278
WIDE01010519T	520	86	100	70	20
WIDE01010527T	11	0	35	30	2
WIDE01010517T	53	0	135	49	66
WIDE01010699T	89	84	51	25	0
WIDE01010713T	87	470	72	99	150
