MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
2:Del:R:4	3.33E-04	4.21E-06	5.85E-04	1.08E-04	1.35E-04	5.84E-04	2.44E-05	1.24E-04
2:Del:R:5	8.62E-04	2.83E-06	1.42E-03	6.77E-05	2.86E-04	1.17E-03	3.21E-05	1.55E-04
3:Del:R:0	6.51E-05	8.90E-05	8.19E-05	2.00E-04	2.57E-04	3.63E-04	1.74E-04	3.46E-05
3:Del:R:1	3.87E-04	2.85E-04	4.92E-04	8.58E-04	6.46E-04	2.60E-03	1.88E-04	6.28E-04
3:Del:R:2	1.18E-04	6.98E-05	1.25E-04	1.53E-04	1.95E-04	4.78E-04	8.72E-05	2.50E-04
3:Del:R:3	7.65E-05	5.64E-06	6.03E-05	6.30E-05	8.75E-05	1.65E-04	3.85E-05	1.52E-04
3:Del:R:4	4.58E-05	8.42E-06	3.32E-05	9.16E-06	5.75E-05	7.02E-05	3.01E-05	1.22E-04
3:Del:R:5	4.52E-05	2.51E-05	7.13E-05	1.22E-05	2.80E-05	9.30E-05	2.31E-05	3.70E-05
4:Del:R:0	4.86E-05	9.85E-05	6.97E-05	2.56E-04	2.73E-04	5.44E-04	1.98E-04	2.31E-04
4:Del:R:1	1.93E-04	2.95E-04	2.80E-04	6.86E-04	4.77E-04	2.04E-03	2.53E-04	6.53E-04
4:Del:R:2	1.29E-04	9.86E-05	1.25E-04	9.85E-05	2.11E-04	4.08E-04	6.51E-05	1.47E-04
4:Del:R:3	8.71E-05	7.20E-05	6.11E-05	8.93E-05	1.47E-04	2.58E-04	2.42E-05	1.88E-04
4:Del:R:4	2.07E-05	3.22E-05	3.17E-05	1.14E-05	9.51E-05	5.58E-05	3.87E-05	1.32E-04
4:Del:R:5	7.96E-05	2.61E-05	4.95E-05	1.83E-05	4.06E-05	9.88E-05	1.38E-05	1.14E-04
5:Del:R:0	0.00E+00	4.91E-05	7.51E-05	1.23E-03	1.50E-03	1.36E-03	7.05E-04	7.09E-05
5:Del:R:1	3.23E-04	2.23E-04	3.30E-04	2.16E-04	3.66E-04	8.07E-04	1.97E-04	6.64E-04
5:Del:R:2	1.01E-04	5.16E-05	4.27E-05	1.78E-05	1.22E-04	1.36E-04	6.47E-05	2.57E-04
5:Del:R:3	2.59E-05	3.19E-05	1.98E-05	5.38E-10	7.21E-05	6.44E-05	2.63E-05	6.77E-05
5:Del:R:4	5.81E-06	4.48E-07	8.02E-06	1.88E-06	1.53E-06	1.48E-05	1.58E-05	7.09E-06
5:Del:R:5	9.45E-06	8.26E-07	7.99E-06	1.18E-05	4.72E-06	1.56E-05	1.96E-05	1.21E-05
2:Ins:R:0	4.62E-04	1.28E-04	9.93E-05	2.40E-04	5.29E-04	6.83E-04	3.64E-05	1.41E-03
2:Ins:R:1	8.09E-05	1.28E-04	6.61E-05	2.55E-04	2.70E-04	5.61E-04	1.27E-04	3.30E-04
2:Ins:R:2	1.51E-04	1.02E-04	6.81E-05	1.53E-04	8.97E-05	2.68E-04	7.47E-05	3.24E-04
2:Ins:R:3	6.21E-05	5.10E-05	6.28E-05	8.13E-05	1.52E-04	1.58E-04	8.25E-05	1.88E-04
2:Ins:R:4	2.70E-04	1.19E-04	2.00E-04	6.27E-05	1.96E-04	2.48E-04	6.44E-05	4.33E-04
2:Ins:R:5	1.22E-03	3.61E-04	5.70E-04	2.97E-05	5.98E-04	1.05E-03	3.53E-05	1.91E-03
3:Ins:R:0	2.35E-04	4.78E-05	5.32E-05	2.73E-05	2.98E-04	3.60E-04	1.11E-04	6.62E-04
3:Ins:R:1	7.59E-05	9.01E-05	1.11E-04	1.34E-04	1.78E-04	2.29E-04	1.04E-04	3.66E-04
3:Ins:R:2	3.75E-05	2.19E-05	5.09E-05	5.13E-05	5.39E-05	6.72E-05	5.04E-05	1.43E-04
3:Ins:R:3	1.41E-05	1.61E-06	1.55E-05	3.52E-05	4.73E-05	5.54E-05	2.39E-05	9.13E-05
3:Ins:R:4	2.78E-05	1.09E-05	1.92E-05	2.79E-06	2.96E-05	3.19E-05	3.13E-10	8.14E-05
3:Ins:R:5	1.21E-04	5.39E-05	9.14E-05	1.95E-05	8.75E-05	1.62E-04	1.76E-05	3.01E-04
4:Ins:R:0	4.45E-04	7.10E-05	1.22E-04	1.94E-05	5.14E-04	5.68E-04	9.96E-05	8.20E-04
4:Ins:R:1	8.32E-05	1.07E-04	1.48E-04	1.94E-04	1.59E-04	4.20E-04	5.88E-05	3.59E-04
4:Ins:R:2	3.35E-05	3.46E-06	4.07E-05	6.16E-05	1.16E-04	1.01E-04	5.12E-05	3.10E-04
4:Ins:R:3	2.86E-05	1.50E-05	2.86E-05	1.42E-05	5.57E-05	8.67E-05	3.08E-05	8.60E-05
4:Ins:R:4	6.04E-05	4.19E-05	3.77E-05	1.80E-05	5.80E-05	7.03E-05	1.15E-05	1.42E-04
4:Ins:R:5	7.44E-05	5.58E-05	2.70E-05	8.60E-06	3.51E-05	1.04E-04	6.56E-06	2.79E-04
5:Ins:R:0	1.35E-03	0.00E+00	1.79E-05	1.84E-09	3.50E-03	1.77E-03	4.07E-05	1.35E-03
5:Ins:R:1	1.86E-04	2.20E-04	2.67E-04	3.59E-04	3.83E-04	7.37E-04	2.88E-04	7.55E-04
5:Ins:R:2	7.53E-05	1.35E-05	6.34E-05	5.17E-09	1.05E-04	6.60E-05	9.29E-05	2.06E-04
5:Ins:R:3	2.92E-05	2.73E-05	3.28E-05	3.98E-05	7.77E-05	9.80E-05	8.65E-06	1.31E-04
5:Ins:R:4	3.11E-05	1.63E-05	2.28E-05	1.43E-05	2.50E-05	9.00E-05	1.12E-05	7.11E-05
5:Ins:R:5	1.94E-05	4.94E-06	2.77E-05	2.33E-05	5.65E-06	5.66E-05	4.50E-05	1.13E-04
2:Del:M:1	5.62E-04	3.05E-04	4.04E-04	7.65E-04	5.39E-04	2.22E-03	2.44E-04	1.12E-03
3:Del:M:1	1.08E-04	8.52E-05	3.68E-05	2.72E-04	2.61E-04	5.13E-04	1.65E-04	2.33E-04
3:Del:M:2	2.16E-04	2.13E-04	2.88E-04	4.90E-04	2.81E-04	1.40E-03	2.13E-04	6.89E-04
4:Del:M:1	1.71E-04	5.85E-05	8.47E-05	2.62E-04	2.31E-04	6.32E-04	1.30E-04	3.06E-04
4:Del:M:2	7.88E-05	1.16E-04	1.25E-04	3.28E-04	3.39E-04	8.72E-04	1.71E-04	3.38E-04
4:Del:M:3	1.80E-04	2.20E-04	1.61E-04	4.79E-04	3.80E-04	1.37E-03	1.81E-04	4.48E-04
5:Del:M:1	2.52E-04	1.17E-04	9.79E-05	1.20E-03	8.62E-04	1.42E-03	7.68E-04	9.23E-04
5:Del:M:2	2.00E-04	1.83E-04	2.51E-04	7.44E-04	4.37E-04	8.08E-04	8.52E-04	7.87E-04
5:Del:M:3	2.41E-04	8.62E-05	2.98E-04	3.81E-04	2.79E-04	2.30E-04	7.56E-04	6.79E-04
5:Del:M:4	1.46E-04	1.14E-04	1.75E-04	6.73E-05	2.49E-04	1.72E-04	5.62E-04	4.89E-04
5:Del:M:5	2.88E-04	1.87E-04	4.04E-04	1.40E-04	3.94E-04	3.91E-04	5.34E-04	3.29E-04
