Samples	ID83A	ID83B	ID83C
SP117655	545	627	292
SP117556	180	606	0
SP117627	67	322	68
SP117775	336	449	197
SP117332	19	67	68
SP117712	37	272	218
SP117017	19	317	49
SP117031	218	724	0
SP117759	575	901	66
SP117621	155	571	141
SP117425	148	288	154
SP117930	312	1338	0
SP99287	7	100	59
SP99293	22	116	176
SP99289	43	279	403
SP99297	2	10	11
SP99301	1029	185	63
SP99305	15	151	99
SP99309	28	390	74
SP99313	13	92	439
SP99317	0	9	28
SP99321	50	148	48
SP99325	121268	4804	0
SP99329	15	0	505
SP99333	10	204	36
SP99337	29	408	3
SP99341	17	300	17
SP99345	1	18	36
SP99113	6	0	73
SP99185	14	94	325
SP99209	20	259	257
SP99213	107	404	26
SP99221	0	9	39
SP99225	15	91	91
SP99241	62	239	557
CPCT02020318T	143	299	60
CPCT02010377T	38	419	139
CPCT02060017T	58	518	101
CPCT02060166T	272	397	162
DRUP01080024T	32	157	137
CPCT02300029T	314	652	219
CPCT02130024T	108	347	135
CPCT02370015T	28	94	202
CPCT02080291T	66	331	16
CPCT02330082T	19	240	55
CPCT02130035T	292	524	168
CPCT02020667T	19	309	170
CPCT02190030T	83	385	296
CPCT02070304T	161	626	172
CPCT02230093T	443	473	199
CPCT02170024T	21	336	212
CPCT02050342T	115	554	215
CPCT02130064T	30	345	244
CPCT02130063T	1075	311	765
CPCT02080208T	29	86	189
CPCT02130066T	455	736	141
CPCT02130067T	114	576	275
CPCT02100172T	41	111	125
CPCT02130084T	42	428	136
CPCT02060220T	65	410	235
CPCT02100169T	848	870	229
CPCT02080218T	406	1084	190
CPCT02050332T	75	104	451
DRUP01080031T	71893	0	159
CPCT02040245T	360	1150	0
DRUP01050048T	101543	8886	0
DRUP01010142T	53112	1743	0
CPCT02080224T	48	294	214
CPCT02260021T	20	262	135
CPCT02020762T	16	149	265
CPCT02130116T	22	381	77
CPCT02050342TII	118	548	128
CPCT02130138T	85	390	218
CPCT02130139T	256	605	192
CPCT02230115T	160	219	227
CPCT02010902T	7	814	23
CPCT02290056T	19	411	541
CPCT02130152T	27	108	142
DRUP01170003T	5	85	416
DRUP01010095T	14	991	0
DRUP01030024T	342	378	321
CPCT02040292T	65	482	431
DRUP01050035T	1250	423	715
CPCT02020577T	25	342	252
CPCT02050263T	245	518	77
DRUP01010108T	2729	2598	88
DRUP01010109T	32	430	40
DRUP01010113T	42	197	740
CPCT02120059T	215	1541	58
CPCT02170010T	16	149	436
CPCT02030398T	157	367	142
CPCT02050250T	191	346	51
CPCT02050076TII	316	806	62
CPCT02050182T	32	315	101
CPCT02070187T	43	631	26
CPCT02030373T	942	833	302
CPCT02020589T	44	242	546
CPCT02040154T	98	400	127
CPCT02050091T	25	166	93
CPCT02020406T	39	240	121
CPCT02020405T	119	674	185
CPCT02070052T	122	597	56
CPCT02060063T	165	228	1450
CPCT02230004T	96	525	86
CPCT02300006T	120	435	93
CPCT02080066T	117	182	74
CPCT02010492T	30	9	154
CPCT02020460T	8	126	127
DRUP01010019T	169	916	125
CPCT02050133T	379	876	0
CPCT02050144T	1606	1546	127
CPCT02050286T	231	485	1515
CPCT02130006T	479	478	180
CPCT02130003T	67	149	190
CPCT02340039T	245	560	126
CPCT02230075T	171	124	79
CPCT02080169T	98	243	204
CPCT02150005T	36	165	232
WIDE01010522T	17	141	147
WIDE01010696T	18	172	103
