Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP124389	211	18	30	30	1	77	0	4	20	0	14	8	10
SP124362	529	1	94	92	22	58	46	0	67	27	58	25	7
SP124394	227	7	29	147	0	46	41	14	20	60	0	10	4
SP124334	216	12	64	88	5	20	114	0	3	1	0	10	15
SP124339	2	2	20	37	2	0	9	0	4	3	23	13	14
SP124454	135	23	72	89	2	56	37	5	8	6	6	8	13
SP124380	352	15	29	71	0	8	102	6	64	21	50	9	19
SP124273	13	18	245	26	6	54	47	4	13	0	44	6	15
SP124357	17	39	46	40	5	9	75	0	14	7	39	9	13
SP124399	356	15	124	196	12	83	8	1	89	49	48	7	6
SP124311	428	7	62	288	0	29	11	8	68	41	31	37	5
SP124355	10	9	58	36	7	0	56	0	6	3	13	4	21
SP124434	259	26	50	61	10	63	29	4	45	58	15	13	9
SP124428	625	21	174	200	45	115	123	8	91	275	13	22	6
SP124449	263	51	146	82	33	29	75	5	52	2	32	7	4
SP124298	749	25	124	568	25	137	11	22	208	150	49	33	6
SP124431	228	8	35	211	0	21	78	9	36	41	8	8	13
SP124396	154	100	125	70	0	48	40	1	21	27	25	29	29
SP124409	484	16	104	101	24	141	107	0	103	31	0	22	21
SP124341	14	31	66	10	0	71	123	1	6	11	16	7	7
SP124353	3	1	21	28	0	23	33	2	8	0	4	3	14
SP124278	7	29	157	20	0	31	18	3	0	18	36	12	9
SP124376	144	23	47	94	0	33	39	7	0	71	25	19	19
SP124346	53	19	203	25	0	44	111	0	0	6	53	22	9
SP124439	672	27	41	144	41	85	0	17	141	14	16	11	13
SP124351	8	8	30	32	5	17	13	0	2	6	6	5	3
SP124406	192	72	0	90	0	71	31	5	23	39	0	76	129
SP124323	12	19	75	23	0	18	29	1	0	15	10	2	17
SP124391	17	8	69	39	0	27	75	7	7	15	42	10	6
SP124423	34	0	12	9	0	14	0	0	0	1	5	4	0
SP124382	1446	13	9	886	0	310	117	5	120	163	0	56	28
SP124415	896	38	96	126	93	295	55	28	557	20	0	14	16
SP124436	959	29	206	415	25	155	227	6	113	20	28	63	38
SP124460	460	49	105	76	24	84	42	0	78	35	35	23	13
SP124425	170	6	18	116	0	33	5	4	14	26	11	7	5
SP124456	106	32	9	189	0	0	0	8	11	57	0	2	30
SP124367	311	20	41	172	15	51	50	0	35	22	0	21	18
SP124281	8	8	75	7	0	18	17	6	11	7	14	9	2
SP124377	174	1	25	162	0	21	52	6	0	87	2	16	12
SP124412	231	5	38	137	0	10	0	8	0	7	1	14	16
SP124333	79	10	34	86	3	42	78	1	12	19	8	10	4
SP124359	4	31	130	36	2	20	112	1	15	8	33	13	12
SP124286	3	19	28	14	0	0	32	0	1	3	0	4	7
SP124329	102	0	5	43	0	21	0	0	0	26	9	9	3
SP124326	94	22	94	118	0	30	47	3	13	18	31	16	12
SP124458	357	32	26	339	0	49	81	15	44	141	0	24	20
SP124401	1336	59	144	414	0	173	84	30	208	162	47	36	28
SP124264	17	19	71	23	11	100	282	0	0	0	0	12	14
SP124384	437	17369	2977	163	0	284	435	6	0	89	0	61	179
SP124403	37	4	0	60	0	9	0	0	8	16	15	2	4
SP124462	298	40	70	227	0	41	121	13	32	52	13	32	25
SP124271	36	48	297	108	15	62	257	1	14	17	0	16	13
SP124336	12	0	192	31	6	52	52	0	11	1	66	11	20
SP124452	224	17	40	241	0	21	17	11	18	32	4	11	13
SP124386	299	18	78	150	25	49	0	3	46	142	23	13	26
SP124441	9	109	76	30	0	40	181	2	2	18	0	10	62
SP124418	306	9	28	122	10	66	0	4	35	15	16	11	6
SP124291	2	16	108	40	0	26	45	0	1	17	6	8	32
SP124319	409	3	24	107	6	22	0	0	22	40	0	10	14
SP124305	86	0	100	70	0	52	24	6	0	21	64	20	12
SP124447	1168	85	57	1042	3	223	278	44	329	579	11	73	0
SP124344	2	9	40	15	4	20	84	3	8	12	5	7	16
SP124369	309	28	43	167	0	69	67	15	70	30	67	25	13
SP124348	3	2	53	24	0	20	52	0	7	0	46	3	3
SP124295	29	101	143	22	0	14	235	1	0	4	1	10	20
SP124444	63	27	145	45	0	4	1	10	8	18	51	1	16
SP124365	240	26	51	162	0	92	53	5	36	14	9	23	29
SP124420	146	23	68	111	10	38	69	4	1	95	22	14	18
SP124364	246	38	123	89	0	9	0	0	14	30	0	467	769
SP124307	328	27	59	45	0	47	30	5	17	107	21	29	30
SP82445	951	4	50	68	0	197	166	11	272	0	0	19	0
SP83242	183	22	33	82	0	41	91	5	21	0	7	19	11
SP103894	400	29	10	277	0	31	22	7	22	66	5	3547	316
SP83382	156	17	29	143	1	15	67	0	9	104	18	25	28
SP82451	124	28	113	84	13	50	131	2	4	25	17	39	42
SP104330	9	0	3	52	0	0	0	2	0	2	3	4	6
SP83312	193	30	16	83	5	30	48	0	0	47	19	13	0
SP82614	177	26	8	133	3	0	73	8	23	48	22	10	12
SP82431	901	55	11	562	0	103	84	18	194	76	9	43	5
SP82459	151	5	36	47	4	39	123	0	11	12	9	7	0
SP113197	9	0	33	8	0	15	56	3	0	4	30	6	14
SP82532	395	3	78	164	0	102	111	4	84	16	12	13	24
SP82636	23	60	92	21	1	37	98	0	4	9	27	15	7
SP82796	136	16	50	21	11	17	115	0	20	3	16	4	7
SP83482	117	41	26	41	1	36	93	3	28	0	7	7	20
SP104530	166	78	458	172	0	64	209	14	42	31	12	18	20
SP82429	66	16	43	65	0	33	46	11	13	16	30	10	4
SP82644	560	9	70	142	0	79	64	11	11	148	12	14	22
SP82988	163	33	59	33	0	62	34	1	24	8	42	10	10
SP82461	192	4	70	210	3	48	29	8	27	84	27	18	22
SP82900	251	31	1	218	18	110	128	0	87	58	27	18	2
SP82399	217	11	72	203	0	42	134	14	47	37	9	15	4
SP82756	46	4	19	36	2	20	21	0	17	14	15	16	16
SP82836	76	13	114	48	0	29	92	2	6	2	29	11	4
SP82417	474	0	26	96	0	58	86	5	0	6	25	13	0
SP82471	19	2	227	31	0	37	66	9	5	3	31	17	18
SP82435	11	20	80	20	0	21	31	3	0	7	42	3	11
SP104056	1027	31	37	544	23	159	166	0	178	197	40	58	4
SP83083	239	15	38	97	0	52	62	5	15	28	28	5	10
SP82433	88	30	62	38	7	23	76	0	14	16	27	9	9
SP82780	84	19	51	62	9	50	62	0	16	24	7	6	0
SP83019	290	16	41	83	15	49	58	0	15	15	17	14	6
SP83099	64	9	38	38	2	7	40	0	4	6	20	7	10
SP83146	663	12	28	431	8	123	122	6	101	148	16	29	13
SP103866	261	29	35	73	0	40	135	5	44	21	0	25	5
SP83844	189	23	25	140	0	23	34	8	4	60	15	12	0
SP83027	9	18	72	43	0	19	6	2	2	4	23	5	27
CPCT02060044T	174	79	32	61	170	35	150	65	71	31	11	16	11
CPCT02030247T	80	22	52	50	37	16	16	40	21	51	38	10	17
CPCT02050043T	32	18	105	26	16	8	14	31	13	8	29	2	0
CPCT02020342T	214	24	53	41	110	27	15	66	29	27	37	4	0
CPCT02010371T	133	18	37	112	54	44	25	87	11	29	42	13	15
CPCT02030256T	64	16	16	9	13	22	55	23	12	7	0	17	10
CPCT02050045T	198	36	95	23	168	30	6	87	49	31	79	7	22
CPCT02050047T	17	0	278	36	11	24	42	49	35	18	38	17	34
CPCT02010393T	324	68	88	12	242	93	55	84	83	7	156	10	23
