Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP117956	2	11	4	6	10	8	1	0	21	0	4	0	27	6	5	19	3
SP117975	4	17	5	0	10	5	0	0	17	0	2	1	0	3	7	17	0
SP2149	21	14	11	162	210	45	0	16	13	0	35	15	29	8	20	2	7
SP117113	6	104	0	5	9	8	0	12	13	0	10	2	8	4	6	20	2
SP117245	2	19	0	3	17	13	0	0	29	0	8	1	27	10	6	21	3
SP117402	10	16	1	0	4	9	2	4	21	0	6	1	22	15	4	5	0
SP117136	9	57	3	9	0	0	0	1	17	0	2	0	15	11	16	9	3
SP117378	3	33	0	10	11	14	0	1	0	0	15	0	36	10	1	7	0
SP116947	5	24	0	4	5	14	1	4	12	14	9	1	14	25	13	4	5
SP117369	1	22	0	0	6	3	0	13	11	0	58	6	2	9	4	21	1
SP117244	4	47	3	0	2	5	3	0	15	0	7	0	6	3	0	7	2
SP117162	8	10	6	4	4	5	2	0	10	0	20	0	7	14	16	16	4
SP117079	0	20	0	5	12	3	1	0	24	0	10	0	25	8	9	9	2
SP117344	5	57	0	227	98	28	3	11	19	78	13	13	0	6	5	4	9
SP118074	101	168	21	15	17	32	4	8	9	6	11	0	17	31	17	7	16
SP117598	2	40	0	20	109	19	2	0	200	11	26	2	9	69	27	0	5
SP117312	4	29	0	0	3	9	1	0	11	2	7	0	23	1	23	2	5
SP118038	1	54	0	10	0	11	1	0	4	11	12	8	11	3	3	8	3
SP117552	7	21	0	0	6	2	2	1	7	0	5	0	9	7	9	10	5
SP118073	1	40	2	2	11	4	0	11	29	0	9	1	23	4	6	8	1
SP117933	4	17	0	5	6	6	0	0	3	1	4	0	10	7	6	13	2
SP118012	2	19	1	8	5	15	2	0	14	3	12	0	39	17	6	5	5
SP117108	5	44	0	0	8	2	0	0	17	17	3	0	3	11	13	1	0
SP117812	10	12	2	7	6	7	0	5	14	0	12	0	2	15	7	8	2
SP117354	17	50	1	17	27	16	4	0	4	0	12	10	27	15	8	26	8
SP117370	4	55	4	1	0	7	0	6	2	27	8	0	14	5	7	1	3
SP116991	12	32	7	0	23	7	1	9	13	14	7	1	16	5	7	13	6
SP117629	0	14	0	279	109	20	7	0	10	135	14	0	7	0	3	0	8
SP124199	19	57	0	2	10	16	0	0	11	19	3	0	13	21	9	6	0
SP124195	10	81	2	4	10	6	1	2	9	6	8	2	23	12	4	10	2
SP117850	9	23	8	1	12	11	2	0	23	4	5	0	1	8	7	12	0
SP117127	9	45	0	2	6	5	0	4	1	18	0	0	13	12	4	11	7
SP117614	7	4	10	1	10	28	0	9	33	0	17	3	13	18	13	8	5
SP116948	7	97	9	7	16	21	1	8	35	0	11	1	31	14	18	11	5
SP117409	3	33	14	291	119	64	6	0	23	64	22	0	29	24	5	22	9
SP117593	4	23	10	7	6	10	0	13	14	0	0	1	20	18	13	5	3
SP117372	6	21	0	3	8	18	0	0	16	4	29	9	20	5	3	1	0
SP118077	12	19	2	20	11	12	0	4	19	0	7	4	22	10	20	3	3
SP117840	10	76	0	0	17	15	0	5	14	7	2	0	7	24	8	10	6
SP117363	19	81	3	53	49	50	10	0	37	36	55	0	19	72	13	0	7
SP117887	0	22	0	383	170	44	23	2	19	119	26	0	33	4	22	28	6
SP116946	13	38	1	12	9	12	1	0	53	0	10	0	11	22	8	1	0
SP117901	6	26	0	83	97	17	1	0	18	52	39	0	14	5	0	6	0
SP117454	9	33	1	7	6	5	0	5	19	0	11	0	27	13	15	7	0
SP124197	12	36	0	380	198	82	18	0	0	207	98	0	1	23	18	3	19
SP117919	15	35	0	419	128	29	11	0	1	190	27	0	0	9	7	0	15
SP117250	2	41	1	0	11	9	0	0	17	0	23	0	20	9	9	9	2
SP117983	18	69	0	10	16	7	2	0	22	15	11	0	19	8	6	4	6
SP117676	2	10	0	0	2	6	0	0	0	10	5	0	16	10	12	11	0
SP117011	8	39	0	13	15	9	2	2	12	0	29	0	22	7	8	20	0
SP117057	9	23	0	2	2	8	1	2	10	0	11	0	11	11	5	3	2
SP117126	2	40	13	0	15	21	2	19	17	12	7	0	8	5	24	7	2
SP117728	3	63	1	7	11	10	0	0	9	22	3	6	5	8	11	0	0
SP117618	7	37	0	5	4	6	1	4	0	0	2	0	10	10	0	12	3
SP117257	2	12	7	5	2	7	0	0	16	0	7	1	19	0	0	12	0
SP116963	7	17	7	2	5	4	1	10	11	9	2	0	9	5	10	1	1
SP117078	14	126	0	12	5	20	0	2	21	32	8	0	7	38	24	11	1
SP117944	7	34	0	163	87	25	8	0	28	37	25	0	21	13	10	9	5
SP117639	51	59	18	20	21	36	2	0	30	13	15	8	50	18	25	19	4
SP117834	24	44	0	3	18	23	0	6	39	22	13	0	19	11	16	18	5
SP117105	23	69	2	0	20	11	0	0	11	20	8	0	19	13	12	14	3
SP117785	8	4	0	0	9	12	2	0	11	22	14	1	21	17	12	19	0
SP117882	4	35	7	0	2	3	2	0	1	8	2	0	3	0	22	18	1
SP117778	12	67	9	6	23	28	4	14	24	0	14	0	32	41	23	2	5
SP117032	3	38	0	11	9	7	0	8	18	0	4	0	32	6	0	28	2
SP117710	5	23	4	16	64	28	1	0	107	0	33	0	14	49	39	22	2
SP117538	16	56	0	507	183	70	17	0	45	169	36	0	0	3	9	0	15
SP124207	301	262	28	24	13	44	1	28	36	0	38	0	16	12	14	21	11
SP117800	13	42	3	0	11	14	3	4	0	9	15	0	18	12	11	17	0
SP117724	16	66	6	3	19	12	0	1	0	0	8	0	49	13	15	6	0
SP124193	6	10	0	0	3	3	0	5	11	0	7	4	18	8	0	7	0
SP2293	1	44	18	8	12	0	1	0	1	0	127	16	36	31	3	22	13
SP2357	36	21	5	154	88	42	3	20	46	8	52	0	10	24	8	0	11
