MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	1.39E-04	2.34E-03	5.51E-04	3.21E-03	2.62E-03	7.58E-03	5.62E-04	5.28E-03	2.42E-03	7.16E-03	2.94E-04	5.40E-03	1.02E-03	1.29E-03	8.18E-04	3.17E-03	3.42E-03	1.03E-03	4.55E-03
1:Del:C:1	2.88E-05	8.05E-04	2.03E-04	8.50E-04	1.92E-03	3.35E-03	4.57E-04	3.44E-03	1.85E-03	3.68E-03	1.97E-04	2.29E-03	1.27E-03	1.75E-03	8.43E-04	1.21E-03	2.92E-03	5.34E-04	1.04E-03
1:Del:C:2	5.69E-05	3.36E-04	2.25E-05	6.15E-04	4.70E-04	6.95E-04	3.96E-05	7.44E-04	2.95E-03	1.37E-03	9.60E-05	2.03E-03	7.39E-04	1.58E-03	1.30E-04	4.69E-04	1.22E-03	5.35E-04	5.17E-04
1:Del:C:3	1.09E-04	2.30E-04	1.58E-04	4.11E-04	5.18E-05	7.66E-04	9.35E-05	9.70E-04	1.07E-03	9.69E-04	7.98E-05	1.34E-03	5.63E-04	8.65E-04	5.81E-04	4.70E-04	1.13E-03	2.38E-04	4.00E-04
1:Del:C:4	4.75E-04	2.05E-04	5.67E-05	1.23E-04	8.52E-05	5.54E-04	3.95E-05	1.51E-03	8.11E-04	6.15E-04	9.33E-05	6.97E-04	7.81E-05	8.61E-04	4.38E-04	4.42E-04	1.96E-03	1.07E-04	1.14E-03
1:Del:C:5	1.75E-03	1.01E-05	1.85E-05	1.15E-04	2.79E-04	1.87E-03	8.90E-05	6.04E-03	9.62E-04	2.22E-03	1.22E-04	3.61E-04	6.74E-05	1.20E-05	4.61E-05	3.81E-04	7.92E-03	5.85E-05	4.72E-03
1:Del:T:0	5.97E-05	1.68E-03	3.33E-04	2.78E-03	2.25E-03	5.91E-03	2.06E-04	2.97E-03	1.49E-03	4.49E-03	2.39E-04	1.29E-02	2.31E-03	4.14E-03	1.75E-03	2.53E-03	3.40E-03	4.75E-04	1.95E-03
1:Del:T:1	8.19E-05	4.45E-03	1.11E-04	1.88E-03	4.54E-03	7.13E-04	1.95E-04	2.42E-03	1.00E-03	1.32E-02	8.54E-04	4.24E-03	3.22E-03	7.85E-03	4.27E-04	1.42E-03	4.32E-03	6.35E-04	3.87E-03
1:Del:T:2	1.01E-04	9.24E-04	3.75E-04	1.20E-03	9.91E-04	2.94E-03	2.69E-04	1.39E-03	6.15E-04	3.09E-03	2.32E-04	3.74E-03	1.12E-03	4.24E-03	9.71E-04	1.14E-03	3.29E-03	4.76E-04	9.09E-04
1:Del:T:3	1.71E-04	8.01E-04	1.80E-04	5.43E-04	2.90E-04	3.68E-03	2.04E-04	1.76E-03	8.54E-04	2.84E-03	2.95E-04	4.70E-03	1.69E-03	3.77E-03	1.37E-04	8.47E-04	3.05E-03	4.41E-04	8.10E-04
