"signature"	"ID"	"cosine"	"euclidean"
"1"	"ID1"	"C_ID1"	0.998997225097456	0.135525787894007
"2"	"ID2"	"C_ID2"	0.997328276273132	0.0700282632833396
"3"	"ID3"	"C_ID3"	0.992673228911433	0.0531135208376034
"4"	"ID4"	"ID_F"	0.928441806867565	0.134013567120039
"5"	"ID5"	"C_ID5"	0.926476648368845	0.0885170574603008
"6"	"ID6"	"C_ID6"	0.976897023687361	0.0895721996950045
"7"	"ID7"	"C_ID7"	0.93815090525605	0.120328063486263
"8"	"ID8"	"C_ID8"	0.988112916431121	0.0664620276177062
"9"	"ID9"	"C_ID9"	0.913322434810178	0.193324375942942
"10"	"ID10"	"C_ID10"	0.528514446976725	0.304598947568906
"11"	"ID11"	"C_ID11"	0.964904999195456	0.110899476795709
"12"	"ID12"	"C_ID12"	0.945036842321925	0.102602018663923
"13"	"ID13"	"C_ID13"	0.983749624781301	0.165288812130765
"14"	"ID14"	"C_ID14"	0.973511853414605	0.14207282403154
"15"	"ID15"	"C_ID15"	0.992624379767039	0.0394802978771991
"16"	"ID16"	"C_ID16"	0.944311185487076	0.110596459358204
"17"	"ID17"	"C_ID17"	0.913211851199624	0.119522966281858
"18"	"ID18"	"C_ID18"	0.974862688197093	0.0789691376929005
"19"	"ID19"	"C_ID19"	0.934723603524427	0.132846272425756
"20"	"ID20"	"ID_O"	0.684017022927988	0.35818934398154
"21"	"ID21"	"C_ID4"	0.788361507522759	0.179115387178109
"22"	"ID22"	"C_ID17"	0.667736025584681	0.298424060554057
"23"	"ID23"	"C_ID23"	0.988733344616106	0.0480755254437289
"24"	"ID24"	"C_ID4"	0.591872551807643	0.279213301024166
"25"	"ID25"	"C_ID10"	0.792219884438483	0.318841981302647
