"signature"	"ID"	"cosine"	"euclidean"
"1"	"InD1"	"Biliary..DRUP01010095T"	0.956997499985148	0.0547565299532476
"2"	"InD2a"	"Kidney..SP123975"	0.975590633083282	0.0550911397828735
"3"	"InD2b"	"Skin..WIDE01010381T"	0.947009370644604	0.0539906221669499
"4"	"InD3a"	"Lung..CPCT02020872T"	0.957708233433206	0.0660622086650204
"5"	"InD3b"	"Lung..CPCT02010867T"	0.970100585037336	0.0496837373060362
"6"	"InD4a"	"CNS..SP48189"	0.978429398753506	0.0520050849696364
"7"	"InD4b"	"Breast..SP117710"	0.903504068315276	0.0855248591239121
"8"	"InD5"	"Skin..SP124409"	0.88685969559159	0.103616492023052
"9"	"InD6"	"Ovary..SP62616"	0.973099321757497	0.0712584251245758
"10"	"InD7"	"Colon..SP21017"	0.991802585916902	0.025333252893705
"11"	"InD8"	"Bladder..CPCT02070336T"	0.96954203148116	0.081830317703405
"12"	"InD9a"	"Breast..SP2293"	0.916164924074037	0.110968978511671
"13"	"InD9b"	"Bone.SoftTissue..SP121761"	0.911745858901143	0.066803211359292
"14"	"InD9c"	"CNS..SP29331"	0.90534433110726	0.0784255006753299
"15"	"InD10"	"Bone.SoftTissue..CPCT02080181TII"	0.797738431994018	0.108163120780095
"16"	"InD11"	"Prostate..SP112907"	0.920518741719689	0.0761207355263018
"17"	"InD12"	"Colon..CPCT02050104T"	0.985997843632141	0.0452894557062865
"18"	"InD13"	"Skin..SP124439"	0.989141237028082	0.0378732669582997
"19"	"InD14"	"Liver..SP49229"	0.920010076702045	0.0754088954916778
"20"	"InD15"	"Colon..SP16886"	0.966054134118615	0.0583400900594944
"21"	"InD16a"	"Uterus..SP93227"	0.95368451117216	0.0592152854265213
"22"	"InD16b"	"Colon..SP18946"	0.973048627604202	0.0385281529897975
"23"	"InD18"	"Head..CPCT02070053T"	0.990328680599254	0.0864573870115863
"24"	"InD19"	"Ovary..SP102133"	0.933071594771272	0.0644323052183667
"25"	"InD20"	"Colon..SP17905"	0.952211666463103	0.0576166884619673
"26"	"InD21"	"Colon..SP96126"	0.953217231358167	0.0473889314429244
"27"	"InD23"	"Other..SP109957"	0.948451391125051	0.270934242173358
"28"	"InD24"	"Other..WIDE01010510T"	0.679857357227364	0.262274809591627
"29"	"InD26"	"Uterus..DRUP01070059T"	0.722471826564047	0.217829677122453
"30"	"InD27"	"Colon..CPCT02110011T"	0.73139614849192	0.161053978551349
"31"	"InD28"	"Breast..CPCT02140091T"	0.770822554332952	0.152620219026071
"32"	"InD28m"	"Other..CPCT02020559T"	0.795855033292072	0.144793394566402
"33"	"InD29"	"Kidney..SP102795"	0.955846149773534	0.0471676652579642
"34"	"InD30"	"Pancreas..SP70106"	0.671428811840966	0.527446059481728
"35"	"InD31"	"Bone.SoftTissue..CPCT02100091T"	0.747131143919626	0.127124226708728
"36"	"InD32"	"Lung..DRUP01270004T"	0.917595270427025	0.0681638034003725
"37"	"InD33"	"Other..DRUP01170001T"	0.748242370889089	0.125438137906084
