Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP124389	222	18	33	40	4	71	16	3	0	7	9
SP124362	550	2	109	123	0	45	70	73	29	24	1
SP124394	233	10	32	193	10	47	7	0	63	10	0
SP124334	224	13	76	119	0	50	3	30	0	10	23
SP124339	1	2	23	44	0	0	3	27	0	14	15
SP124454	142	24	80	113	4	62	3	8	0	7	17
SP124380	363	19	39	109	0	15	65	104	8	9	15
SP124273	14	19	274	33	2	64	17	45	0	7	16
SP124357	17	41	56	54	0	25	17	79	0	10	14
SP124399	366	17	137	236	0	64	92	22	53	7	0
SP124311	440	9	65	352	4	2	53	25	28	37	0
SP124355	11	9	68	47	0	13	8	35	0	4	28
SP124434	264	27	56	83	0	60	46	10	74	13	9
SP124428	632	24	196	268	0	120	95	8	355	20	0
SP124449	276	52	164	103	12	39	67	57	0	7	4
SP124298	762	29	124	675	17	84	209	15	161	31	0
SP124431	234	10	39	266	3	28	30	30	34	7	15
SP124396	159	103	138	91	0	49	16	29	25	30	29
SP124409	505	18	117	140	0	156	118	25	30	22	23
SP124341	16	33	80	29	0	109	8	71	2	7	8
SP124353	3	1	25	35	0	34	9	11	0	3	19
SP124278	5	31	178	26	0	31	0	29	21	13	6
SP124376	141	25	53	120	0	30	0	32	84	20	16
SP124346	56	21	233	43	0	74	1	85	0	24	8
SP124439	698	28	41	174	31	59	162	0	10	9	10
SP124351	9	8	34	39	0	21	2	7	6	5	4
SP124406	195	75	0	120	0	66	5	0	33	81	153
SP124323	11	20	82	31	0	23	0	16	15	3	20
SP124391	16	10	83	54	1	42	7	80	14	10	5
SP124423	37	0	13	12	0	12	0	1	1	3	0
SP124382	1488	18	0	1090	0	281	60	0	147	50	19
SP124415	934	45	86	146	41	272	687	0	10	13	0
SP124436	995	32	234	528	4	181	109	96	0	62	43
SP124460	481	51	117	102	0	76	88	36	41	22	10
SP124425	175	7	19	142	3	24	4	6	26	6	3
SP124456	101	34	2	215	4	0	0	0	59	2	27
SP124367	326	21	44	216	1	55	33	0	15	21	24
SP124281	8	9	86	10	4	20	12	17	7	9	0
SP124377	172	3	28	203	0	22	0	8	100	16	6
SP124412	231	5	38	156	10	0	0	0	0	13	14
SP124333	81	12	41	111	0	60	12	40	14	10	5
SP124359	5	33	149	55	0	49	20	77	0	14	15
SP124286	4	20	33	21	0	8	2	9	0	5	9
SP124329	102	0	6	52	0	15	0	1	33	9	0
SP124326	96	24	107	146	0	34	7	43	13	17	11
SP124458	357	36	26	425	1	47	23	10	162	23	18
SP124401	1373	65	156	533	11	131	199	27	184	32	10
SP124264	25	21	98	59	0	201	16	84	0	13	32
SP124384	441	17731	2946	298	0	368	0	0	24	66	126
SP124403	36	4	0	69	0	2	3	22	17	2	0
SP124462	307	44	80	296	4	56	19	59	41	32	26
SP124271	44	51	337	158	0	139	27	84	0	18	26
SP124336	11	0	219	38	0	61	12	79	0	12	22
SP124452	230	19	40	288	11	13	2	0	23	11	12
SP124386	296	21	85	179	0	28	40	0	189	14	20
SP124441	11	114	90	62	0	95	4	64	3	12	84
SP124418	318	10	30	148	8	54	32	1	14	11	2
SP124291	1	17	120	52	0	37	0	11	15	9	39
SP124319	416	4	24	133	0	2	10	0	47	9	12
SP124305	85	1	117	84	1	45	0	74	21	21	6
SP124447	1154	96	50	1282	0	212	314	32	685	67	0
SP124344	2	10	49	29	0	44	12	41	8	8	22
SP124369	318	31	51	208	8	62	68	104	24	25	4
SP124348	2	3	65	29	0	32	7	72	0	3	0
SP124295	33	103	167	51	0	83	1	104	0	11	27
SP124444	62	28	161	52	8	0	2	40	21	2	13
SP124365	248	27	56	205	2	100	31	9	3	24	35
SP124420	143	25	78	139	0	44	0	42	117	14	17
SP124364	214	41	97	84	0	0	0	0	0	476	873
SP124307	329	30	67	67	0	38	2	21	137	30	24
SP82445	989	7	60	117	0	222	324	3	0	16	0
SP83242	187	24	41	108	1	60	21	42	0	19	12
SP103894	399	80	21	334	0	25	3	0	63	3747	60
SP83382	152	20	34	174	0	19	0	41	122	26	24
SP82451	129	30	131	117	0	83	3	63	21	41	54
SP104330	9	0	2	59	2	0	0	0	0	4	5
SP83312	195	31	21	105	0	34	0	29	56	13	0
SP82614	180	28	12	168	1	6	18	57	51	10	12
SP82431	931	60	3	695	9	76	185	15	47	40	0
SP82459	156	7	48	73	0	71	14	61	6	7	1
SP113197	9	0	42	16	0	28	0	57	1	7	18
SP82532	413	5	89	219	0	121	88	31	0	12	28
SP82636	24	62	106	36	0	63	6	68	4	17	8
SP82796	142	18	62	38	0	44	29	69	0	4	10
SP83482	123	42	33	58	0	58	32	42	0	7	25
SP104530	174	82	512	237	4	118	50	46	15	19	27
SP82429	69	17	51	84	8	39	9	52	13	10	1
SP82644	566	13	80	195	0	67	0	17	182	12	10
SP82988	170	35	69	46	0	63	21	57	4	10	4
SP82461	191	6	77	257	0	40	15	18	99	18	21
SP82900	258	35	5	271	0	132	98	77	55	18	0
SP82399	225	14	84	267	7	69	44	58	22	15	0
SP82756	47	5	22	44	0	20	17	23	14	17	17
SP82836	78	15	131	65	0	50	4	68	0	12	3
SP82417	486	0	36	131	2	61	0	62	0	11	0
SP82471	19	3	255	44	6	52	5	44	0	18	19
SP82435	9	21	95	26	0	24	0	53	7	4	10
SP104056	1048	36	41	672	0	151	169	78	214	55	0
SP83083	247	16	47	130	0	59	7	48	26	4	10
SP82433	90	32	74	53	0	38	17	62	15	9	9
SP82780	87	21	59	81	0	67	19	24	26	6	0
SP83019	303	17	50	109	2	55	12	37	14	13	7
SP83099	68	10	45	49	0	15	3	33	4	7	11
SP83146	674	18	30	533	0	120	88	45	164	28	0
SP103866	272	32	44	112	0	70	49	53	12	25	4
SP83844	189	24	28	175	3	19	0	17	67	11	0
SP83027	8	19	78	51	0	16	0	21	1	6	30
CPCT02060044T	201	79	42	62	129	83	134	89	39	17	31
CPCT02030247T	84	22	61	55	53	15	26	35	68	11	20
CPCT02050043T	34	18	117	27	41	9	17	26	11	2	0
CPCT02020342T	233	24	63	31	116	28	56	49	42	5	0
CPCT02010371T	141	19	45	123	119	47	13	47	34	14	18
CPCT02030256T	68	17	20	17	28	37	16	24	6	18	13
CPCT02050045T	220	33	111	0	159	27	94	92	50	9	36
CPCT02050047T	16	1	310	45	55	31	40	26	18	19	38
CPCT02010393T	367	66	114	0	181	107	157	186	11	12	44
CPCT02020358T	72	22	44	38	37	12	6	25	9	17	29
CPCT02090002T	201	0	30	43	128	35	39	15	311	7	10
CPCT02010403T	8	0	11	30	49	6	4	13	0	0	27
CPCT02030272T	119	41	67	89	135	19	40	42	9	18	37
CPCT02020373T	69	43	110	126	77	27	13	52	37	18	18
CPCT02050052T	82	46	24	55	60	15	14	70	13	87	171
CPCT02030270T	0	12	43	38	89	7	9	84	3	9	0
CPCT02050056T	201	31	49	92	143	12	34	0	41	3	30
CPCT02050055T	108	187	89	72	75	75	41	122	44	28	32
CPCT02030279T	26	30	67	27	38	25	8	68	21	15	5
CPCT02020320T	227	41	120	44	115	36	32	112	47	12	25
CPCT02060037T	10	5	13	14	23	17	11	18	7	2	8
CPCT02100033T	103	7	28	53	25	13	3	22	18	6	0
CPCT02010436T	205	19	33	105	116	9	61	22	29	17	35
CPCT02010439T	120	14	36	49	39	7	4	88	27	5	12
CPCT02060043T	34	51	234	30	35	8	31	24	38	30	75
CPCT02030284T	232	26	118	22	74	25	22	94	63	17	13
CPCT02020410T	251	15	48	93	52	34	4	22	35	4	1
CPCT02020408T	157	48	26	72	83	20	44	45	45	20	36
CPCT02030291T	625	13	65	48	227	75	111	37	70	20	17
CPCT02050079T	3	0	21	11	69	17	8	10	13	7	18
CPCT02050073T	34	6	65	27	39	30	30	99	26	17	6
CPCT02220001T	6	1	8	59	131	22	4	4	13	7	25
CPCT02010440T	58	25	64	66	64	15	11	33	25	9	24
CPCT02011020T	314	39	41	196	71	40	111	0	246	64	137
CPCT02340050T	15	417	381	122	92	12	35	66	7	30	26
CPCT02080280T	262	17	33	143	92	8	137	21	38	16	22
CPCT02080282T	85	62	81	0	37	50	45	83	42	31	53
CPCT02060163T	3	5	12	17	81	9	0	21	24	10	4
CPCT02011025T	115	81	81	25	77	30	80	89	68	19	22
CPCT02010754TII	93	28	50	31	68	0	331	42	16	2	4
CPCT02010716T	583	11	103	3	188	75	97	77	164	19	9
CPCT02170039T	63	9	53	52	18	7	0	10	83	12	6
CPCT02080284T	40	0	16	14	34	7	15	0	3	3	12
CPCT02030555T	243	11	77	86	33	35	43	88	29	26	6
CPCT02011037T	514	39	85	33	86	61	134	56	78	15	28
CPCT02120180T	85	17	52	19	36	58	20	92	1	9	4
CPCT02050304T	569	34	56	1127	163	162	116	66	316	48	31
CPCT02020895T	12	22	130	69	39	4	24	43	57	3	17
CPCT02090032T	69	36	5	173	54	154	273	32	0	18	19
CPCT02020662T	107	7	6	23	90	33	53	29	24	9	19
DRUP01080025T	453	85	9	86	180	83	453	140	52	135	228
CPCT02020891T	229	30	34	13	49	46	35	34	42	25	32
CPCT02080266TII	5	19	54	0	63	21	190	151	15	23	35
CPCT02020901T	140	24	65	19	64	13	66	116	49	17	39
CPCT02080287T	129	26	59	24	56	28	48	80	19	5	8
CPCT02011045T	78	47	94	15	45	5	43	70	18	24	24
CPCT02020897T	72	30	24	45	18	26	48	18	11	1	35
CPCT02120101T	6	26	92	47	42	23	0	97	2	16	14
CPCT02020910T	275	21	65	20	55	35	53	70	57	16	26
CPCT02120095T	202	20	0	220	148	39	34	0	23	7	16
CPCT02080294T	3	28	82	0	61	39	54	116	11	11	6
CPCT02080292T	4	7	45	18	34	13	13	13	1	5	7
CPCT02120098T	180	9	6	113	67	13	26	45	32	7	14
CPCT02120105T	271	3864	0	34	193	15	38	74	117	4	0
CPCT02020914T	240	25	61	24	42	46	25	65	40	8	11
CPCT02160035T	336	9	83	60	185	39	37	0	19	12	3
CPCT02050310T	26	83	58	90	91	62	24	41	20	17	32
CPCT02290061T	346	28	62	130	131	101	64	96	30	26	30
CPCT02050308T	98	39	306	28	222	29	12	52	59	19	29
CPCT02090035T	169	10	126	3	74	11	33	83	19	8	10
CPCT02020933T	5	22	12	11	44	36	62	68	29	30	94
CPCT02020930T	165	14	48	230	47	15	39	36	33	8	18
CPCT02020934T	372	32	66	75	157	51	109	12	77	6	45
CPCT02020939T	47	8	69	35	38	12	23	71	27	10	8
CPCT02020670T	901	41	133	13	185	93	138	62	70	4	21
CPCT02020837TII	12	18	18	90	59	17	229	87	0	24	10
CPCT02030459T	0	32	232	10	63	6	1	113	13	109	232
CPCT02350019T	0	3	2	27	16	5	0	20	4	2	6
CPCT02050424T	2785	63	141	0	687	461	907	12	334	12	124
CPCT02340064T	81	36	61	46	84	22	26	23	14	0	16
CPCT02011045TII	83	51	104	23	46	2	36	64	18	19	19
CPCT02120189T	232	37	27	306	89	12	55	37	98	20	56
CPCT02010754T	88	21	83	75	101	33	22	26	31	9	15
CPCT02020868T	93	12	68	38	42	19	16	52	32	11	5
CPCT02060286T	373	31	56	74	103	85	131	192	58	12	16
CPCT02060288T	105	113	210	67	62	68	39	12	24	25	89
CPCT02120193T	75	17	89	59	53	26	57	55	23	14	18
CPCT02120187T	93	55	52	39	46	16	37	93	38	34	67
CPCT02120191T	112	24	145	32	55	45	23	177	50	9	4
CPCT02080304T	13	15	121	29	53	39	31	29	0	18	21
CPCT02080307T	147	35	46	126	52	3	84	138	54	11	2
CPCT02080303T	79	10	27	27	64	22	32	13	12	2	13
CPCT02340067T	11	208	310	79	93	99	39	146	50	9	52
CPCT02030461T	1860	53	229	343	286	126	282	0	1188	26	32
CPCT02020919T	119	113	0	57	36	2	94	0	36	103	145
CPCT02050432T	32	14	94	18	49	44	12	80	22	3	10
CPCT02120110T	23	24	240	61	82	31	0	17	27	3	0
CPCT02080308T	15	23	61	24	43	0	12	43	15	10	5
CPCT02020951T	6	4	38	12	27	17	12	5	27	3	24
