Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP101845	8.80E+00	1.35E+00	3.17E+00	7.32E+00	3.48E-01	1.02E+00	2.95E+00
SP101682	1.15E+00	1.30E+00	4.31E+00	1.25E+00	3.85E-01	1.39E+00	4.79E+00
SP61553	4.67E-01	1.38E+00	1.79E+00	3.64E-01	3.88E-01	1.31E+00	2.13E+00
SP101724	2.74E+00	1.64E+00	3.30E+00	2.63E+00	3.40E-01	1.55E+00	2.92E+00
SP102103	9.60E-01	8.05E-01	3.14E+00	8.88E-01	0.00E+00	7.89E-01	3.34E+00
SP102174	1.92E+00	1.09E+00	2.81E+00	1.76E+00	5.65E-01	1.07E+00	2.85E+00
SP101622	1.43E+01	6.72E-01	2.47E+00	1.33E+01	0.00E+00	1.01E+00	1.44E+00
SP102161	2.91E+00	8.77E-01	2.78E+00	2.78E+00	4.16E-01	1.01E+00	2.98E+00
SP101654	1.31E+00	1.57E+00	6.19E+00	1.16E+00	2.40E-01	1.95E+00	6.61E+00
SP102074	1.37E+00	8.25E-01	2.03E+00	1.24E+00	2.95E-01	6.94E-01	2.35E+00
SP101694	2.16E+00	1.12E+00	2.88E+00	1.85E+00	3.22E-01	1.18E+00	2.89E+00
SP101616	2.29E+00	1.56E+00	2.58E+00	2.09E+00	0.00E+00	1.28E+00	1.62E+00
SP101666	5.54E+00	1.05E+00	2.50E+00	4.91E+00	3.39E-01	8.21E-01	2.45E+00
SP101558	8.85E+00	7.87E-01	1.58E+00	8.27E+00	0.00E+00	6.79E-01	6.63E-01
SP102096	1.17E+00	1.43E+00	3.06E+00	1.27E+00	3.89E-01	8.50E-01	3.65E+00
SP102084	2.70E+00	1.69E+00	3.09E+00	2.85E+00	3.25E-01	1.66E+00	3.39E+00
SP101580	4.50E+00	1.24E+00	2.22E+00	4.15E+00	3.58E-01	8.74E-01	2.55E+00
SP102064	1.01E+01	9.82E-01	2.13E+00	9.35E+00	4.38E-01	1.11E+00	1.59E+00
SP101564	1.23E+00	8.97E-01	2.06E+00	1.12E+00	2.74E-01	9.55E-01	2.37E+00
SP101921	8.55E-01	1.14E+00	3.15E+00	8.06E-01	0.00E+00	9.47E-01	3.09E+00
SP101648	6.77E+00	9.08E-01	1.99E+00	6.71E+00	0.00E+00	4.89E-01	1.94E+00
SP101628	1.11E+00	1.18E+00	2.25E+00	1.06E+00	3.90E-01	7.97E-01	2.32E+00
SP101708	1.21E+00	9.36E-01	1.94E+00	9.58E-01	3.49E-01	1.25E+00	2.04E+00
SP102055	7.29E-01	9.00E-01	1.91E+00	4.54E-01	2.42E-01	8.08E-01	2.22E+00
SP101634	8.83E+00	6.52E-01	2.11E+00	8.55E+00	2.87E-01	5.10E-01	1.54E+00
SP101588	1.31E+00	1.30E+00	3.36E+00	1.34E+00	2.98E-01	1.57E+00	3.38E+00
SP101584	1.39E+00	8.21E-01	4.23E+00	1.35E+00	0.00E+00	1.12E+00	4.48E+00
SP101686	7.08E-01	9.89E-01	2.50E+00	6.87E-01	6.00E-02	1.03E+00	2.61E+00
SP101532	9.36E+00	7.44E-01	2.35E+00	8.33E+00	0.00E+00	9.95E-01	1.98E+00
SP101732	1.08E+01	1.04E+00	3.70E+00	9.41E+00	5.57E-01	1.07E+00	3.76E+00
SP101528	1.37E+00	7.95E-01	1.92E+00	1.24E+00	0.00E+00	8.15E-01	1.73E+00
SP101536	6.86E-01	9.42E-01	2.91E+00	8.55E-01	3.26E-01	5.61E-01	3.21E+00
SP101576	1.76E+00	1.27E+00	2.94E+00	1.77E+00	5.17E-01	1.27E+00	2.92E+00
SP102015	1.43E+01	2.31E-01	3.24E+00	1.24E+01	3.42E-01	1.07E+00	8.12E-01
SP102168	6.64E-01	1.07E+00	2.37E+00	9.72E-01	0.00E+00	6.58E-01	2.85E+00
SP101716	2.42E+00	2.01E+00	3.72E+00	2.11E+00	2.48E-01	1.87E+00	4.44E+00
SP101592	1.37E+00	9.98E-01	2.63E+00	1.27E+00	5.27E-01	8.61E-01	2.54E+00
SP101658	3.65E-01	6.09E-01	1.04E+00	5.02E-01	0.00E+00	5.13E-01	9.53E-01
SP102045	2.91E+01	1.34E+00	4.58E+00	2.95E+01	9.99E-01	1.65E+00	3.38E+00
SP101552	2.18E+01	4.32E-01	3.19E+00	2.02E+01	2.37E-01	1.43E+00	5.99E-01
SP101519	2.13E+00	9.01E-01	1.89E+00	2.09E+00	0.00E+00	4.29E-01	2.05E+00
SP101690	2.95E+00	1.14E+00	4.31E+00	2.86E+00	0.00E+00	1.28E+00	4.49E+00
SP102123	9.39E-01	1.24E+00	3.10E+00	1.24E+00	2.57E-01	9.29E-01	3.44E+00
SP101662	7.69E+00	8.47E-01	2.25E+00	7.91E+00	2.95E-01	8.24E-01	1.16E+00
SP101600	4.66E-01	9.54E-01	1.39E+00	7.17E-01	4.61E-01	6.28E-01	1.36E+00
SP101544	1.27E+00	1.28E+00	2.52E+00	1.09E+00	3.94E-01	1.10E+00	2.76E+00
SP102133	8.08E-01	2.34E+01	0.00E+00	1.56E+00	8.83E-01	2.38E+01	0.00E+00
SP101881	1.04E+01	6.47E-01	2.59E+00	9.31E+00	3.35E-01	9.95E-01	2.16E+00
SP102035	1.67E+01	1.18E+00	2.03E+00	1.69E+01	0.00E+00	1.05E+00	2.46E+00
SP101642	2.00E+01	1.33E+00	3.56E+00	1.93E+01	5.68E-01	1.80E+00	2.83E+00
SP101596	9.60E-01	1.60E+00	3.39E+00	9.47E-01	0.00E+00	1.08E+00	3.97E+00
SP101670	1.72E+01	1.12E+00	2.96E+00	1.68E+01	5.02E-01	1.13E+00	1.05E+00
SP101674	6.32E+00	4.78E-01	1.85E+00	6.21E+00	6.01E-01	3.58E-01	1.34E+00
SP101572	5.35E-01	7.96E-01	1.85E+00	7.46E-01	0.00E+00	6.48E-01	2.03E+00
SP101678	1.22E+01	1.08E+00	2.41E+00	1.08E+01	3.06E-01	9.14E-01	2.28E+00
SP101740	3.75E+01	1.36E+00	3.38E+00	3.37E+01	7.18E-01	1.53E+00	3.57E+00
SP101700	9.68E+00	8.35E-01	1.97E+00	8.53E+00	2.39E-01	8.97E-01	1.89E+00
SP101891	1.55E+01	2.13E-01	3.04E+00	1.40E+01	3.64E-01	1.42E+00	2.50E+00
SP102143	1.56E+01	9.16E-01	2.29E+00	1.57E+01	4.58E-01	8.21E-01	1.51E+00
SP102113	7.15E+00	6.64E-01	1.95E+00	6.69E+00	5.21E-01	3.78E-01	1.54E+00
SP101521	1.07E+00	9.88E-01	1.94E+00	9.07E-01	3.31E-01	1.44E+00	1.97E+00
SP101526	3.60E+00	1.16E+00	3.82E+00	3.10E+00	4.12E-01	1.26E+00	4.20E+00
SP101540	1.06E+00	1.58E+00	3.03E+00	1.01E+00	3.95E-01	1.15E+00	3.71E+00
SP101604	5.37E+00	9.15E-01	2.74E+00	4.94E+00	1.94E-01	7.65E-01	2.83E+00
SP101548	8.45E+00	7.31E-01	2.69E+00	9.04E+00	0.00E+00	7.46E-01	1.87E+00
SP101523	1.11E+01	8.23E-01	2.33E+00	1.02E+01	4.04E-01	9.13E-01	1.75E+00
SP102090	8.35E-01	1.06E+00	2.98E+00	8.12E-01	3.22E-01	1.14E+00	3.17E+00
SP101795	1.13E+01	9.91E-01	2.75E+00	9.54E+00	0.00E+00	7.71E-01	2.67E+00
SP102187	6.08E+00	8.84E-01	2.00E+00	5.90E+00	3.74E-01	1.10E+00	5.56E-01
SP101515	6.19E+00	5.45E-01	1.78E+00	5.45E+00	2.43E-01	5.92E-01	1.56E+00
SP101931	8.54E+00	1.36E+00	3.54E+00	8.21E+00	4.60E-01	1.67E+00	3.52E+00
SP101610	9.63E+00	7.86E-01	2.20E+00	8.51E+00	4.77E-01	6.84E-01	2.02E+00
SP61703	1.84E+00	2.03E+00	4.31E+00	1.68E+00	2.27E-01	1.07E+00	5.64E+00
SP59707	5.00E-02	1.21E+00	2.07E+00	8.15E-01	2.72E-01	4.61E-01	2.67E+00
SP68659	7.79E+00	8.76E-01	1.83E+00	6.67E+00	0.00E+00	2.38E-01	2.30E+00
SP62616	2.27E+01	1.16E+00	3.42E+00	2.28E+01	4.63E-01	1.72E+00	1.79E+00
SP59761	1.63E+00	1.19E+00	2.20E+00	1.56E+00	3.05E-01	1.15E+00	2.23E+00
SP66960	9.41E-01	1.65E+00	2.59E+00	1.04E+00	3.23E-01	9.63E-01	3.24E+00
SP61453	1.16E+00	9.41E-01	2.04E+00	1.00E+00	4.26E-01	9.42E-01	2.19E+00
SP63796	7.96E-01	6.67E-01	1.54E+00	8.49E-01	0.00E+00	6.39E-01	1.42E+00
SP69155	5.23E-01	6.09E-01	1.30E+00	6.14E-01	0.00E+00	4.54E-01	1.27E+00
SP59950	8.91E+00	9.76E-01	5.25E+00	8.56E+00	0.00E+00	1.75E+00	5.54E+00
SP59938	8.40E+00	7.90E-01	1.92E+00	7.92E+00	2.51E-01	6.26E-01	1.23E+00
SP64976	1.48E+00	9.87E-01	2.43E+00	1.24E+00	2.45E-01	1.14E+00	2.57E+00
SP64296	1.46E+01	1.39E+00	2.35E+00	1.31E+01	0.00E+00	1.47E+00	2.68E+00
SP65807	1.68E+01	1.20E+00	2.95E+00	1.75E+01	8.74E-01	1.28E+00	2.26E+00
SP59803	2.04E+00	1.37E+00	4.14E+00	1.78E+00	5.01E-01	1.07E+00	4.93E+00
SP66159	1.44E+01	1.42E+00	3.87E+00	1.50E+01	1.36E+00	1.17E+00	3.38E+00
SP63356	1.11E+00	1.42E+00	3.06E+00	1.42E+00	5.58E-01	3.31E-01	3.50E+00
SP68348	1.22E+01	1.59E+00	2.72E+00	1.20E+01	1.07E+00	1.65E+00	2.15E+00
SP62450	1.25E+00	8.18E-01	2.07E+00	1.12E+00	0.00E+00	5.24E-01	2.26E+00
SP67428	1.01E+01	1.16E+00	3.03E+00	1.02E+01	8.22E-01	9.60E-01	3.21E+00
SP61713	1.26E+01	1.05E+00	6.85E-01	1.16E+01	2.83E-01	9.79E-01	2.27E+00
SP68725	5.56E+00	8.10E-01	1.87E+00	5.17E+00	5.05E-01	5.89E-01	1.87E+00
SP67609	2.17E+01	1.15E+00	3.51E+00	2.22E+01	1.12E+00	1.44E+00	2.95E+00
SP62110	1.50E+00	1.15E+00	4.72E+00	1.42E+00	4.09E-01	1.46E+00	5.29E+00
SP64546	8.25E+00	7.63E-01	1.93E+00	8.05E+00	4.51E-01	1.89E-01	1.26E+00
SP63546	1.15E+00	9.62E-01	2.56E+00	1.06E+00	4.46E-01	1.03E+00	2.60E+00
SP60322	5.37E+00	6.16E-01	1.83E+00	5.49E+00	2.18E-01	7.67E-01	1.49E+00
SP60243	7.86E+00	6.29E-01	1.63E+00	6.81E+00	2.58E-01	6.11E-01	2.35E+00
SP63966	1.23E+00	1.87E+00	4.23E+00	1.14E+00	0.00E+00	1.61E+00	5.10E+00
SP60362	7.90E-01	1.13E+00	1.70E+00	7.02E-01	2.65E-01	8.43E-01	1.99E+00
SP69077	2.44E+01	9.01E-01	3.35E+00	2.15E+01	5.50E-01	1.29E+00	3.01E+00
SP67346	2.68E+00	1.23E+00	3.89E+00	2.41E+00	0.00E+00	1.29E+00	3.99E+00
SP66687	7.66E-01	1.52E+00	2.44E+00	7.26E-01	2.83E-01	1.59E+00	2.84E+00
SP63716	7.92E-01	1.18E+00	1.78E+00	7.97E-01	2.17E-01	6.47E-01	2.05E+00
SP65376	2.30E+01	1.09E+00	3.03E+00	2.03E+01	4.03E-01	1.30E+00	2.72E+00
SP61343	5.97E-01	8.89E-01	2.13E+00	8.88E-01	3.24E-01	1.02E+00	2.01E+00
SP60001	1.42E+01	9.83E-01	3.06E+00	1.46E+01	4.53E-01	1.12E+00	2.59E+00
SP59860	2.28E+00	1.77E+00	5.31E+00	2.09E+00	2.92E-01	1.42E+00	6.25E+00
