MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	2.94E-03	2.28E-03	6.08E-04	5.02E-03	4.20E-03	6.63E-04	6.15E-04	5.02E-03	2.46E-03
1:Del:C:1	7.09E-04	5.06E-04	3.25E-04	2.70E-03	1.74E-03	5.71E-04	4.15E-04	2.60E-03	9.94E-04
1:Del:C:2	3.60E-04	3.15E-04	1.60E-04	1.43E-03	1.09E-03	3.25E-04	2.63E-04	1.14E-03	6.03E-04
1:Del:C:3	4.50E-04	2.00E-04	1.65E-04	1.02E-03	7.28E-04	1.88E-04	1.33E-04	8.26E-04	3.13E-04
1:Del:C:4	1.38E-03	5.13E-04	1.59E-04	1.98E-03	5.46E-04	1.84E-04	5.59E-05	1.68E-03	1.68E-04
1:Del:C:5	2.31E-03	1.31E-03	1.77E-04	1.75E-03	2.59E-04	2.30E-04	1.34E-04	1.78E-03	4.17E-04
1:Del:T:0	5.63E-04	1.09E-03	1.57E-04	1.47E-03	1.14E-03	8.72E-04	4.48E-04	2.11E-03	1.24E-03
1:Del:T:1	5.36E-04	7.60E-04	2.21E-04	1.29E-03	1.09E-03	7.18E-04	3.27E-04	1.52E-03	1.13E-03
1:Del:T:2	7.61E-04	8.03E-04	1.85E-04	1.36E-03	9.41E-04	5.09E-04	3.21E-04	1.48E-03	1.01E-03
1:Del:T:3	9.78E-04	1.24E-03	2.35E-04	2.37E-03	1.51E-03	6.43E-04	4.02E-04	2.87E-03	1.13E-03
1:Del:T:4	1.60E-03	1.21E-03	2.72E-04	4.20E-03	1.35E-03	3.05E-04	3.02E-04	4.45E-03	8.29E-04
1:Del:T:5	1.27E-02	1.47E-02	9.81E-04	1.21E-02	1.05E-03	1.37E-03	7.66E-04	4.72E-03	2.03E-03
1:Ins:C:0	1.53E-03	1.22E-04	8.77E-05	6.15E-04	2.15E-04	0.00E+00	3.19E-04	2.42E-04	4.81E-03
