Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP135192	0	0	0	0	0	0	0	2	0	0	0	0
SP135335	8	0	0	0	11	0	1	14	0	2	0	20
SP135278	1	0	0	4	0	8	0	6	0	5	0	0
SP135287	47611	9	14960	0	1699	0	0	0	0	0	0	0
SP135345	59	4	0	0	39	0	0	126	7	12	0	36
SP85122	71201	1613	27626	0	0	0	0	0	0	0	0	0
SP84384	69528	0	21594	10516	0	0	0	0	0	0	0	0
SP135184	0	0	0	0	0	0	0	6	0	1	0	0
SP135226	47	0	0	0	76	44	2	26	0	1	0	33
SP135436	335	56	0	0	395	17	0	84	22	51	239	107
SP135262	0	0	3	0	4	61	0	9	11	2	25	18
SP135431	515	11	73	0	713	142	5	38	100	22	0	13
SP135425	147	0	0	0	230	23	1	168	47	31	84	109
SP135222	89	29	0	0	163	95	0	6	8	12	47	23
SP135230	90	25	15	0	39	76	0	53	7	5	0	0
SP135205	19	4	13	0	0	23	0	12	0	1	27	0
SP135180	0	0	0	0	0	0	0	4	0	0	0	1
SP135213	86	5	17	0	17	97	1	20	4	84	0	21
SP135217	0	0	0	0	0	0	0	0	0	0	0	1
SP135405	104	16	0	38	155	243	0	80	10	69	93	0
SP135238	0	0	0	5	0	0	0	1	0	0	0	2
SP135270	164	15	14	0	150	238	17	0	10	209	0	48
SP135411	77	8	27	0	54	26	0	67	0	5	0	20
SP135188	28	0	16	0	27	0	5	54	31	9	0	30
SP135194	121	0	0	0	127	0	5	44	2	8	0	60
SP135186	79	0	14	0	72	137	0	95	11	25	0	0
SP135420	213	21	36	0	0	349	0	102	22	27	7	0
SP135258	16	5	1	0	29	6	0	6	0	7	0	0
SP135234	296	17	8	0	361	236	6	117	52	50	0	3
SP135293	0	0	0	0	0	0	2	0	0	3	0	0
SP135393	135	6	12	0	145	0	2	68	119	17	0	93
SP135299	114	0	31	0	221	120	0	142	101	24	0	64
SP135415	17	0	15	0	8	112	1	30	5	10	0	0
SP135310	0	0	0	0	0	0	0	0	0	0	0	1
SP135323	8	0	6	0	0	0	5	40	0	11	0	77
SP135390	4	0	0	0	7	21	0	8	2	3	0	0
SP135209	8	0	7	0	1	36	2	4	9	0	0	9
SP135240	131	1	8	0	300	123	1	44	11	32	0	43
SP135182	1229	77	203	0	717	0	0	206	53	61	67	215
SP85251	10	0	24	43	72	228	0	29	0	10	0	0
SP84408	29	3	7	4	35	107	6	73	14	3	0	0
SP84491	825	142	0	0	1044	205	76	507	268	180	0	0
SP84743	450	23	0	18	154	0	50	37	2032	66	240	114
SP83967	70	0	22	50	0	283	0	29	6	21	0	0
SP105253	403	75	0	0	718	213	20	77	220	57	262	37
SP84998	285	20	0	0	176	256	0	28	1	6	139	4
SP84062	0	4	13	18	35	0	16	41	2	13	0	69
SP84982	41864	0	8241	2175	0	0	0	696	0	0	0	0
SP84790	209	11	76	0	110	352	1	163	228	18	0	51
SP105673	113	16	0	43	5	249	11	107	7	826	0	0
SP85339	563	24	0	120	693	164	9	21	40	20	0	0
SP84719	219	0	296	0	0	65	0	62	20	24	165	10
SP105425	635	38	115	0	499	133	14	60	68	22	39	0
SP84056	214	68	0	0	406	178	35	48	49	237	0	93
SP105261	118	5	0	33	76	170	10	48	23	49	0	0
SP85379	625	56	0	0	648	125	31	173	175	38	0	0
SP105086	266	56	0	113	194	408	0	163	12	151	0	210
SP84392	72137	0	27706	2332	0	0	0	0	0	0	0	0
SP105018	164	8	70	0	183	0	0	133	179	3970	0	0
SP84858	580	13	0	0	273	304	20	0	63	232	209	235
SP84086	56	2	0	0	399	0	14	39	12	87	0	30
SP105213	282	0	0	2	205	87	0	86	20	53	175	88
SP105577	227	5	36	0	81	237	17	38	12	65	87	8
SP85431	50	0	0	0	141	173	15	90	0	35	0	19
SP84962	114	0	74	0	231	140	0	56	13	46	0	38
SP105006	221	28	0	32	78	247	19	158	14	83	103	0
SP84439	66285	0	27148	352	0	0	0	1950	144	0	0	0
SP105159	72	0	12	49	0	367	0	36	3	16	86	32
SP85230	32	0	0	1	0	118	53	92	2	661	0	88
SP84922	893	23	57	0	247	0	23	520	229	65	269	0
SP85130	512	0	27	107	239	546	2	69	40	36	0	0
SP104984	200	25	0	22	221	56	8	37	23	26	0	129
SP85222	32	0	26	66	74	39	3	39	5	6	0	22
SP105375	528	33	42	0	1098	51	37	78	1005	50	0	165
SP85287	175	49	0	69	483	39	15	145	11	31	0	32
CPCT02060042T	2	5	5	0	48	0	78	27	0	9	0	43
CPCT02130027T	66	14	7	59	94	157	249	16	15	21	0	0
CPCT02290024T	875	61	0	147	920	49	297	203	52	27	123	0
CPCT02230080T	619	71	0	0	487	167	220	19	88	26	100	0
CPCT02070282T	432	43	0	211	332	435	143	6	117	8	0	70
CPCT02060201T	394	44	0	6	590	0	313	0	59	58	183	20
CPCT02010752T	138	9	0	0	90	53	278	0	37	60	0	76
CPCT02130046T	420	12	0	55	332	246	235	0	151	22	0	0
CPCT02190033T	547	217	0	226	720	44	367	32	105	54	0	85
WIDE01010213T	507	62	0	61	174	190	285	105	143	518	169	0
CPCT02440010T	561	98	0	111	522	235	456	160	498	52	0	0
WIDE01010272T	289	56	0	65	156	158	92	0	15	18	21	34
DRUP01070085T	51439	2464	10097	15664	9013	0	1963	0	461	0	0	0
CPCT02380045T	309	126	0	147	843	19	266	145	102	24	0	0
CPCT02150013T	147	34	26	18	72	165	269	53	37	37	0	7
CPCT02010769T	276	75	0	42	236	96	208	90	188	93	0	53
CPCT02450014T	20104	235062	2414	8253	0	0	1032	0	621	0	0	0
CPCT02130122T	48	104	0	101	311	199	219	0	10	59	164	15
CPCT02230107T	873	122	0	0	252	233	193	78	76	0	202	0
DRUP01090017T	580	142	0	230	612	211	435	221	857	55	0	53
CPCT02020781T	390	21	0	156	257	294	385	205	21	544	114	0
CPCT02310016T	272	6	0	0	175	0	236	167	113	0	212	20
CPCT02300050T	702	66	1	169	261	376	311	203	234	127	0	0
CPCT02020808T	612	123	0	90	323	262	163	0	30	378	0	0
CPCT02050414T	510	116	0	287	830	467	221	0	35	71	0	0
CPCT02230042T	11	1	0	0	88	35	183	0	8	6	0	0
CPCT02040170T	30	27	0	84	69	28	159	9	289	25	0	96
CPCT02330059T	716	146	0	111	556	405	476	132	164	76	449	0
CPCT02330063T	751	109	0	77	477	575	319	115	49	46	0	0
CPCT02020512T	156	37	0	80	335	60	65	6	20	13	147	67
CPCT02110031T	249	54	0	0	239	0	136	0	43	40	0	484
CPCT02030347T	108954	0	17822	39099	0	0	0	1443	0	0	0	0
CPCT02050179T	908	127	0	371	764	430	343	19	46	67	8	0
CPCT02010591T	132	84	0	0	17	348	177	69	87	21	115	0
CPCT02170007T	438	0	0	60	0	462	407	145	42	95	0	24
CPCT02210025T	382	58	29	0	310	69	562	57	582	63	0	0
CPCT02030376T	347	0	0	20	130	177	196	139	37	92	0	0
CPCT02050110T	501	45	0	135	754	43	212	103	193	98	12	206
CPCT02030318T	934	174	0	104	751	199	242	261	42	78	0	0
CPCT02100056T	306	0	0	0	41	0	131	138	45	50	0	37
CPCT02030326T	371	2	0	34	510	0	161	170	128	74	150	15
CPCT02120007T	440	105	0	16	234	0	292	160	418	35	357	0
WIDE01010573T	390	45	39	64	98	1190	174	82	59	196	0	0
WIDE01010693T	307	46	0	54	281	56	110	112	100	16	0	33
