Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP109953	48	204	10	12	15	6	3	2	3	9	17	0	13	8	28	16
SP107650	45	149	3	0	19	18	0	10	15	5	10	0	43	6	25	3
SP13206	136	74	22	2	18	13	1	2	5	15	16	0	0	6	39	9
SP13078	64	138	16	23	38	17	0	7	33	14	11	0	10	6	34	9
SP107607	38	78	14	5	3	13	0	1	35	36	10	0	44	6	21	11
SP109941	38	66	6	2	14	14	2	1	2	12	19	5	15	6	6	2
SP109801	137	103	29	1	4	26	1	8	0	16	17	0	20	6	14	13
SP13072	12	50	9	4	38	11	1	9	19	15	15	0	92	0	19	17
SP107595	111	201	2	9	49	19	5	0	8	173	4	0	59	6	55	11
SP107640	46	138	14	1	19	3	1	2	31	2	9	0	13	2	17	3
SP13084	48	178	4	6	43	21	1	9	15	22	8	0	31	4	27	0
SP107603	25	78	5	4	23	13	1	14	27	8	13	0	50	4	1	12
SP109957	31	32	0	12	31	17	8	11	52	5	0	0	298	4	0	45
SP114020	102	125	0	4	37	17	7	16	21	18	16	0	262	4	0	23
SP96540	41	65	5	18	0	5	0	0	9	0	32	8	39	0	0	6
SP114032	19	136	14	31	24	6	4	2	9	2	8	0	0	2	39	13
SP107624	16	50	6	0	17	12	3	1	8	17	18	0	0	0	17	0
SP107575	71	65	0	11	39	19	0	13	18	7	21	0	0	0	39	11
SP13242	38	79	4	16	7	26	2	8	15	11	12	0	21	2	25	4
SP114016	19	147	1	3	27	9	1	12	32	11	11	0	0	2	23	14
CPCT02070011T	44	409	24	85	71	1013	34	131	32	152	16	120	84	8	229	32
CPCT02020317T	9	36	28	11	20	25	45	20	23	5	7	21	0	7	50	0
CPCT02010352T	0	5	11	8	15	6	26	3	7	0	1	2	12	5	0	7
CPCT02010362T	7	0	14	11	7	1	13	8	9	12	5	22	19	4	8	2
CPCT02010366T	1	0	2	0	8	3	12	0	5	2	0	11	1	4	0	2
CPCT02010383T	5	0	18	0	0	18	58	0	8	0	13	13	5	2	7	0
CPCT02050049T	9	21	14	7	14	2	37	4	33	16	33	3	14	4	0	11
CPCT02020350T	2	2	20	11	46	6	28	1	16	23	18	0	102	2	0	5
CPCT02060023T	39	193	42	5	196	34	19	19	18	87	39	19	138	13	16	30
CPCT02080030T	52	150	1731	5	130	21	223	253	107	58	14	7	50	46	0	26
CPCT02060010T	189	69	134	33	89	44	15	67	57	64	54	85	35	18	50	32
CPCT02040037T	168	353	2	26	32	0	103	42	13	14	132	0	98	1176	0	7
CPCT02070018T	35	93	19	1	230	35	36	9	34	65	22	3	108	8	22	17
CPCT02080041T	10	28	77	0	388	42	48	35	63	74	109	0	0	5	18	14
CPCT02070029T	377	53	16	8	31	94	19	27	45	55	48	10	0	19	143	10
CPCT02060033T	93	75	32	0	30	61	60	25	31	40	34	83	84	26	38	38
CPCT02020399T	715	408	46	33	0	32	61	12	174	55	262	54	87	47	61	26
CPCT02140024T	3734	868	57	900	69	80	71	21	0	32	9	0	0	16	242	1
CPCT02080050T	22	14	38	5	77	17	60	13	17	0	54	22	37	0	0	6
CPCT02030293T	36	51	13	15	19	33	40	16	39	11	15	15	99	8	0	9
CPCT02010441T	65329	1215	174	8939	0	111	33	8	59	40	726	96	124	34	0	31
CPCT02090030T	293	232	24	11	26	40	70	5	12	32	18	50	89	7	6	6
CPCT02010718T	72	325	7	16	54	23	89	13	14	4	13	45	0	17	18	7
CPCT02020653T	20	75	31	7	125	10	96	11	13	17	16	25	45	7	0	1
CPCT02340008TII	29	86	7	11	14	9	114	9	11	8	16	44	16	13	0	6
CPCT02020876T	14	9	18	12	33	8	9	31	10	28	30	18	22	8	9	0
CPCT02370016T	36	79	40	19	32	11	81	3	63	66	81	25	0	9	26	14
CPCT02070275T	34	290	0	30	36	9	81	13	26	15	16	54	2	6	28	10
CPCT02011028T	313	132	22	41	159	34	14	25	51	51	63	55	35	17	36	26
CPCT02230072T	21648	4730	227	7028	1294	388	0	859	1153	0	0	1456	0	345	138	0
CPCT02130028T	139	229	0	10	20	22	98	12	33	10	13	58	0	11	7	1
CPCT02060182T	11	10	13	2	0	5	41	12	14	12	15	22	0	4	15	0
CPCT02020657T	0	42	8	3	41	14	87	7	21	0	21	0	6	8	17	11
DRUP01090026T	11	39	20	0	23	17	17	16	20	21	39	28	17	2	34	10
CPCT02130029T	1	0	18	0	4	0	44	2	9	7	12	22	8	4	18	1
CPCT02340010TII	212	52	4	25	6	1948	167	12	5	95	27	33	0	14	169	7
DRUP01020022T	7	24	20	6	58	9	16	23	13	4	10	49	0	5	12	9
CPCT02120103T	27	236	2	14	9	18	71	17	14	68	42	0	35	7	53	9
CPCT02300030T	60	243	18	33	49	8	79	18	16	21	49	13	20	6	0	8
CPCT02150044T	12	50	14	9	37	10	7	9	14	9	37	37	7	10	12	2
CPCT02020920T	8	0	22	0	68	9	32	9	34	36	37	0	52	13	4	21
CPCT02080192T	13	152	22	8	12	20	115	10	24	18	20	39	56	8	0	15
CPCT02130170T	78	8	65	28	16	1050	24	10	62	35	113	0	38	20	0	0
CPCT02260014T	861	632	32	29	62	41	53	22	25	8	130	73	150	139	50	22
CPCT02020922T	1	11	4	0	43	6	13	66	1	9	31	0	42	7	3	6
CPCT02011072T	10	30	15	8	37	11	7	2	6	7	9	16	0	11	4	0
CPCT02010758T	1	28	22	1	78	19	104	18	21	67	47	19	0	8	0	9
WIDE01010006T	0	3	0	6	12	5	19	8	7	0	0	17	26	11	8	11
CPCT02040220T	14	118	13	0	90	21	59	13	3	50	15	28	0	13	0	13
CPCT02100157T	216	378	14	33	66	49	75	11	27	12	12	64	0	8	98	15
CPCT02230088T	180	38	5462	65	148	130	113	953	763	43	416	145	0	158	3	38
CPCT02130178T	11	19	16	2	71	25	15	39	24	23	10	10	20	7	32	1
WIDE01010017T	58	102	32	16	30	23	21	24	41	49	1	51	43	8	49	25
WIDE01010025T	8	22	4	9	0	11	23	11	28	10	39	30	0	7	14	1
WIDE01010028T	186	99	30	69	194	75	27	33	107	136	57	55	132	22	72	63
WIDE01010012T	67	106	0	8	126	6	67	23	36	609	38	0	1	13	0	12
WIDE01010031T	532	633	142	5	13	37	37	26	0	43	169	54	0	481	14	57
CPCT02020956T	3	7	15	0	29	0	11	13	0	0	4	11	37	10	1	11
CPCT02010774T	1	30	19	17	61	3	24	10	13	29	36	34	1	1	0	0
CPCT02010756T	10	3	13	0	16	0	70	10	16	13	22	23	0	6	43	12
WIDE01010045T	15	54	2	0	180	12	30	10	32	37	3	0	2	13	0	16
CPCT02080204T	6	12	24	0	38	5	43	28	6	0	14	4	0	4	37	15
WIDE01010037T	644	901	35	37	0	60	21	34	59	23	46	92	201	60	63	49
WIDE01010056T	173	385	5	40	57	36	27	26	26	23	27	86	0	19	34	53
CPCT02070298T	197	310	25	15	6	24	18	16	26	25	31	42	0	13	34	20
WIDE01010594T	11	81	12	8	46	27	26	17	22	7	50	6	1	9	7	13
