MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.17E-03	7.09E-04	6.57E-04	3.56E-03	2.91E-03	3.53E-03	4.14E-03	1.40E-03	4.83E-03
1:Del:C:1	1.21E-03	7.89E-04	7.29E-04	4.39E-03	4.14E-03	3.23E-03	3.00E-03	1.27E-03	2.45E-03
1:Del:C:2	3.77E-04	3.05E-04	7.80E-04	2.82E-03	2.61E-03	2.70E-03	2.49E-03	1.32E-03	1.83E-03
1:Del:C:3	2.74E-04	3.22E-04	4.00E-04	1.47E-03	1.48E-03	9.36E-04	1.45E-03	5.83E-04	9.68E-04
1:Del:C:4	1.08E-04	2.85E-04	1.61E-04	1.18E-03	1.23E-03	4.58E-04	1.22E-03	4.32E-04	1.02E-03
1:Del:C:5	6.14E-04	3.85E-04	4.27E-04	3.62E-04	7.33E-04	4.98E-04	4.97E-04	8.35E-04	5.65E-04
1:Del:T:0	7.25E-04	6.65E-04	9.17E-04	3.44E-03	2.92E-03	4.65E-03	3.94E-03	1.51E-03	3.20E-03
1:Del:T:1	5.70E-04	4.72E-04	8.28E-04	2.86E-03	2.25E-03	2.94E-03	2.82E-03	1.32E-03	2.11E-03
1:Del:T:2	1.03E-03	5.10E-04	7.08E-04	2.65E-03	2.20E-03	2.61E-03	2.94E-03	1.17E-03	3.64E-03
1:Del:T:3	5.48E-04	2.90E-04	6.40E-04	2.40E-03	1.47E-03	2.24E-03	2.50E-03	1.13E-03	2.37E-03
1:Del:T:4	1.23E-03	2.91E-04	5.81E-04	2.64E-03	1.46E-03	2.04E-03	2.58E-03	1.29E-03	2.30E-03
1:Del:T:5	7.52E-03	2.95E-03	1.76E-03	2.47E-03	1.86E-03	8.37E-04	2.52E-03	1.30E-02	6.95E-04
1:Ins:C:0	3.85E-03	9.24E-04	7.06E-04	3.02E-05	5.21E-04	7.93E-05	9.33E-04	5.64E-03	2.70E-04
1:Ins:C:1	2.24E-04	3.25E-04	3.41E-04	5.48E-04	6.06E-04	7.83E-04	6.92E-04	8.02E-04	7.28E-05
1:Ins:C:2	1.36E-04	8.09E-05	1.99E-04	5.26E-04	4.82E-04	7.88E-04	7.64E-04	3.06E-04	4.31E-04
1:Ins:C:3	1.04E-04	2.79E-04	2.61E-04	1.78E-04	3.42E-04	1.63E-04	2.95E-04	3.13E-04	2.33E-04
1:Ins:C:4	3.10E-04	2.22E-04	1.16E-04	2.08E-04	2.66E-04	9.15E-05	2.28E-04	4.10E-04	5.17E-05
1:Ins:C:5	6.60E-04	7.08E-04	5.24E-04	9.09E-04	1.01E-03	7.30E-04	1.11E-03	6.90E-04	7.44E-04
1:Ins:T:0	7.67E-04	7.12E-04	7.68E-04	7.46E-04	1.65E-03	9.42E-04	1.73E-03	1.55E-03	8.75E-04
1:Ins:T:1	7.54E-04	1.06E-03	6.74E-04	2.03E-03	2.40E-03	2.81E-03	3.21E-03	1.23E-03	2.70E-03
1:Ins:T:2	5.62E-04	4.05E-04	4.78E-04	1.46E-03	2.06E-03	1.57E-03	1.08E-03	1.06E-03	5.32E-04
1:Ins:T:3	3.16E-04	3.88E-04	4.04E-04	9.61E-04	1.56E-03	9.44E-04	1.81E-03	1.04E-03	9.27E-04
1:Ins:T:4	4.10E-04	2.86E-04	3.76E-04	3.97E-04	6.55E-04	8.25E-04	8.51E-04	7.71E-04	2.75E-04
1:Ins:T:5	7.22E-03	5.14E-03	4.13E-03	4.02E-03	8.65E-03	2.23E-03	5.92E-03	9.47E-03	4.11E-47
