Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP99325	46363	0	17657	25899	12620	2025	9050	7300	0	0	238	2525	0	0	2060	335
SP18310	76760	0	27085	9031	8452	2032	1077	8579	0	244	0	722	0	0	0	0
SP17172	25184	0	635	8728	4352	0	0	540	0	11	4	0	39	72	0	315
SP96133	46221	0	6272	8169	2888	1521	1230	3256	6494	488	63	579	0	0	80	127
SP110242	55608	0	10850	26826	10532	8686	1429	7947	1610	205	158	563	43	37	0	1
SP21017	47982	0	10802	29453	10544	1431	6059	5818	256	0	0	0	0	0	0	34
SP22383	39302	0	7590	18105	4464	0	885	3198	5017	0	35	619	0	0	73	0
SP81312	3331	0	0	0	5277	0	0	0	1730	0	317	16	15	34	0	869
SP19215	31916	0	14901	12541	4040	65	0	3294	6295	206	0	432	0	0	41	0
SP16886	433	145	0	0	4718	0	0	0	929	74	126	29	72	0	97	1040
SP17905	0	1345	0	0	8055	0	0	0	12243	251	1427	0	186	223	310	1626
SP18121	42142	0	7813	19277	20109	0	1861	4456	3716	0	178	111	0	0	197	170
SP96118	4587	0	29	0	394	35	0	1326	2775	104	0	158	0	0	57	0
SP21400	1778	0	0	0	6484	0	0	0	1343	0	198	11	33	52	0	652
SP18946	4883	0	0	0	6137	0	0	0	4293	106	482	103	100	96	0	601
SP80615	1382	526	0	0	9498	0	0	0	3751	423	421	21	170	254	328	2565
SP102897	6879	0	0	707	1210	954	0	1024	636	46	344	1037	75	317	227	18
SP98845	3169	0	0	3075	851	127	0	1028	241	121	201	98	0	105	191	7
SP107012	17775	0	0	1917	3186	1672	0	1717	1919	75	361	258	0	75	800	18
SP55142	0	0	0	28	179	0	0	190	522	0	3839	215	0	820	0	35
SP53810	60	0	0	0	29	0	0	119	8	12	4975	0	77	140	0	22
SP116697	0	0	0	2148	3680	549	0	43	462	110	195	696	0	1410	69	22
SP102133	904	19	0	2115	5505	9788	0	49	0	1073	49	104	0	90	269	134
SP125732	2766	0	0	2778	509	0	0	274	1216	66	0	100	0	14	17	3
SP125746	27477	0	900	7359	3289	2729	0	3978	464	98	0	870	26	0	202	65
SP125770	0	0	0	7103	5582	5745	0	358	0	1064	0	10	0	1602	268	0
SP77956	0	0	0	0	0	0	0	0	0	0	382	0	0	0	5091	0
SP124384	13081	0	0	1224	1027	1391	0	2249	1333	192	391	324	124	535	39	90
SP135287	32816	0	10075	11064	4873	67	495	1674	2150	462	0	603	0	0	0	0
SP85122	54594	0	16142	12883	4694	4146	0	6302	0	943	0	736	0	0	0	0
SP84384	44943	0	8302	28796	3883	0	0	14003	0	541	58	1112	0	0	0	0
SP84982	24918	0	4168	17649	1439	0	242	2993	1170	0	0	289	0	0	0	108
SP84392	50023	0	13700	18884	4782	1749	968	9865	1541	546	0	117	0	0	0	0
SP84439	27137	0	10672	34170	5346	0	0	13341	3987	0	119	263	0	0	264	580
SP95454	16482	0	0	2191	1833	2979	819	2527	1095	41	0	317	0	0	38	0
SP94741	30610	0	1527	6821	3492	4549	2978	3785	731	15	77	516	0	0	0	31
SP90209	49513	0	427	0	29681	1376	0	6490	39725	0	0	0	0	0	0	0
SP90989	27779	0	4413	10309	1999	971	3205	746	576	93	0	523	0	0	0	14
SP93540	58989	0	14405	603	4615	2751	7463	5338	0	96	0	1780	0	0	0	0
