Sample Names	MutationType	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID14	ID17	ID19
SP109953	1:Del:C:0	0.11672888444376665	0.8832711155562334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Del:C:1	0.9928856567256226	0.007114343274377408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Del:C:2	4.243762464876777e-12	0.9999999999957564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Del:C:3	0.7547149686045804	0.2452850313954196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Del:C:4	0.42191601669576384	0.5780839833042362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Del:C:5	0.47901090316285805	0.5209890968371419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Del:T:0	0.3981351735022836	0.6018648264977164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Del:T:1	0.7696537978888315	0.2303462021111685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Del:T:2	0.3466878136387317	0.6533121863612683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Del:T:3	0.31148820696351287	0.688511793036487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Del:T:4	0.26640233883165665	0.7335976611683434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Del:T:5	1.6200007595978705e-17	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Ins:C:0	0.7696537978888315	0.2303462021111685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Ins:C:1	5.813475666144855e-14	0.9999999999999418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Ins:C:2	5.037443231227533e-13	0.9999999999994963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Ins:C:3	0.8869267056722513	0.11307329432774878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP109953	1:Ins:C:4	0.7097252493039825	0.2902747506960174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
