MutationType	ID83A	ID83B	ID83C
1:Del:C:0	2.93E-04	1.05E-03	1.12E-04
1:Del:C:1	4.22E-04	9.88E-04	5.93E-05
1:Del:C:2	3.07E-04	5.89E-04	4.41E-05
1:Del:C:3	1.04E-04	2.46E-04	5.73E-05
1:Del:C:4	6.90E-05	1.53E-04	1.08E-04
1:Del:C:5	5.42E-05	8.10E-05	3.74E-04
1:Del:T:0	1.32E-04	6.28E-04	5.21E-05
1:Del:T:1	3.11E-03	1.08E-03	4.97E-05
1:Del:T:2	9.14E-05	2.91E-04	3.69E-05
1:Del:T:3	3.27E-04	2.06E-04	8.52E-05
1:Del:T:4	1.72E-04	1.41E-04	2.52E-04
1:Del:T:5	1.08E-03	6.48E-04	6.06E-03
1:Ins:C:0	8.76E-05	4.08E-04	6.34E-05
1:Ins:C:1	5.15E-05	1.56E-04	2.57E-05
1:Ins:C:2	5.83E-05	1.45E-04	1.46E-05
1:Ins:C:3	5.53E-05	1.10E-04	1.98E-05
1:Ins:C:4	4.46E-05	1.34E-04	5.39E-05
1:Ins:C:5	1.94E-04	6.60E-04	3.64E-04
1:Ins:T:0	1.42E-04	4.32E-04	4.17E-05
1:Ins:T:1	3.01E-04	7.28E-04	8.80E-05
1:Ins:T:2	1.92E-04	4.59E-04	8.30E-05
1:Ins:T:3	9.02E-05	2.99E-04	5.18E-05
1:Ins:T:4	5.60E-05	2.49E-04	6.80E-05
1:Ins:T:5	1.59E-03	6.64E-03	4.34E-03
2:Del:R:0	2.87E-04	1.44E-03	5.45E-04
2:Del:R:1	9.82E-04	6.71E-03	2.99E-03
2:Del:R:2	2.31E-04	1.61E-03	6.84E-04
2:Del:R:3	7.94E-05	5.06E-04	2.00E-04
2:Del:R:4	1.60E-05	1.01E-04	3.04E-05
2:Del:R:5	3.26E-05	8.89E-05	1.06E-04
3:Del:R:0	2.59E-05	5.17E-05	1.80E-05
3:Del:R:1	2.00E-04	2.37E-03	9.38E-04
3:Del:R:2	4.61E-05	6.60E-04	2.77E-04
3:Del:R:3	1.16E-05	1.95E-04	8.78E-05
3:Del:R:4	8.80E-06	5.43E-05	2.31E-05
3:Del:R:5	7.09E-06	3.28E-05	1.46E-05
4:Del:R:0	2.75E-05	4.38E-05	1.33E-05
4:Del:R:1	7.98E-05	1.08E-03	4.40E-04
4:Del:R:2	1.87E-05	2.70E-04	1.05E-04
4:Del:R:3	1.04E-05	9.29E-05	3.44E-05
4:Del:R:4	5.50E-06	3.74E-05	1.95E-05
4:Del:R:5	3.04E-06	2.87E-05	1.50E-05
5:Del:R:0	1.78E-04	1.06E-03	2.41E-05
5:Del:R:1	4.15E-05	7.46E-05	4.62E-05
5:Del:R:2	1.68E-05	4.43E-05	1.81E-05
5:Del:R:3	3.37E-06	2.63E-05	1.20E-05
5:Del:R:4	1.73E-06	8.01E-06	7.04E-06
5:Del:R:5	1.76E-06	8.01E-06	4.85E-06
2:Ins:R:0	2.69E-04	6.61E-04	7.26E-05
2:Ins:R:1	9.95E-05	2.49E-04	3.68E-05
2:Ins:R:2	3.52E-05	9.01E-05	2.67E-05
2:Ins:R:3	3.11E-05	8.17E-05	2.33E-05
2:Ins:R:4	3.71E-05	1.13E-04	6.36E-05
2:Ins:R:5	3.09E-04	1.02E-03	5.34E-04
3:Ins:R:0	1.69E-04	3.17E-04	2.87E-05
3:Ins:R:1	3.50E-05	8.29E-05	1.29E-05
3:Ins:R:2	8.78E-06	2.12E-05	1.06E-05
3:Ins:R:3	4.33E-06	1.27E-05	9.20E-06
3:Ins:R:4	2.35E-06	9.90E-06	7.72E-06
3:Ins:R:5	1.44E-05	5.27E-05	3.77E-05
4:Ins:R:0	4.69E-04	9.84E-04	7.31E-05
4:Ins:R:1	5.87E-05	1.20E-04	1.47E-05
4:Ins:R:2	1.64E-05	2.94E-05	7.78E-06
4:Ins:R:3	8.83E-06	2.54E-05	1.23E-05
4:Ins:R:4	1.32E-05	3.46E-05	1.67E-05
4:Ins:R:5	1.35E-05	5.53E-05	3.45E-05
5:Ins:R:0	2.29E-03	4.47E-03	2.69E-04
5:Ins:R:1	7.17E-05	3.28E-04	3.40E-05
5:Ins:R:2	1.79E-05	3.01E-05	7.07E-06
5:Ins:R:3	8.10E-06	1.92E-05	3.16E-06
5:Ins:R:4	3.55E-06	1.03E-05	6.35E-06
5:Ins:R:5	3.99E-06	1.03E-05	5.89E-06
2:Del:M:1	6.83E-04	4.57E-03	1.97E-03
3:Del:M:1	2.43E-05	5.57E-05	2.44E-05
3:Del:M:2	1.06E-04	1.10E-03	4.27E-04
4:Del:M:1	3.45E-05	5.39E-05	3.59E-05
4:Del:M:2	4.43E-05	3.90E-04	1.45E-04
4:Del:M:3	6.68E-05	7.32E-04	2.94E-04
5:Del:M:1	2.25E-04	5.21E-04	3.28E-05
5:Del:M:2	1.40E-04	1.98E-04	1.47E-05
5:Del:M:3	6.81E-05	9.63E-05	2.11E-05
5:Del:M:4	3.92E-05	6.40E-05	1.47E-05
5:Del:M:5	1.91E-04	1.50E-04	2.76E-05
