NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	4803.384	16.481	1530.529	10.73	4.592	0.98	1000000.0
2	4810.418	16.489	1539.751	10.744	0.068	0.98	1000000.0
3	4783.177	16.459	1523.971	10.725	0.068	0.98	1000000.0
4	4797.928	16.487	1531.008	10.723	0.068	0.98	1000000.0
5	4788.906	16.511	1528.868	10.731	0.068	0.98	1000000.0
6	4667.855	16.396	1343.29	10.491	0.068	0.98	1000000.0
7	4789.479	16.423	1527.799	10.675	0.068	0.98	1000000.0
8	4795.622	16.475	1524.251	10.708	0.068	0.98	1000000.0
9	4798.383	16.446	1534.747	10.705	0.068	0.98	1000000.0
10	4806.636	16.516	1528.594	10.735	4.592	0.98	1000000.0
11	4799.797	16.51	1532.355	10.741	0.068	0.98	1000000.0
12	4784.566	16.452	1521.721	10.726	0.068	0.98	1000000.0
13	4807.338	16.526	1535.865	10.736	0.068	0.98	1000000.0
14	4799.615	16.487	1531.059	10.693	0.068	0.98	1000000.0
15	4796.306	16.44	1528.906	10.669	0.068	0.98	1000000.0
16	4794.917	16.458	1531.691	10.707	0.068	0.98	1000000.0
17	4790.668	16.431	1524.381	10.695	0.068	0.98	1000000.0
18	4787.115	16.469	1523.949	10.729	0.068	0.98	1000000.0
19	4806.088	16.39	1538.076	10.659	0.068	0.98	1000000.0
20	4781.923	16.418	1527.528	10.669	0.069	0.98	1000000.0
21	4808.345	16.517	1545.772	10.746	0.069	0.98	1000000.0
22	4805.61	16.518	1536.388	10.768	0.069	0.98	1000000.0
23	4805.642	16.513	1537.395	10.774	0.068	0.98	1000000.0
24	4796.401	16.452	1527.398	10.68	0.068	0.98	1000000.0
25	4790.513	16.467	1527.076	10.733	0.068	0.98	1000000.0
26	4803.994	16.504	1532.33	10.743	0.068	0.98	1000000.0
27	4792.353	16.434	1526.718	10.687	0.068	0.98	1000000.0
28	4801.869	16.439	1529.257	10.696	0.068	0.98	1000000.0
29	4798.468	16.445	1530.041	10.697	0.068	0.98	1000000.0
30	4789.864	16.431	1521.857	10.685	0.068	0.98	1000000.0
31	4787.136	16.425	1523.566	10.703	0.068	0.98	1000000.0
32	4791.297	16.441	1523.348	10.69	0.068	0.98	1000000.0
33	4785.707	16.482	1521.998	10.72	0.068	0.98	1000000.0
34	4781.412	16.425	1522.645	10.701	0.068	0.98	1000000.0
35	4805.437	16.461	1536.017	10.704	0.068	0.98	1000000.0
36	4783.152	16.453	1522.956	10.697	0.068	0.98	1000000.0
37	4820.789	16.534	1535.567	10.747	0.068	0.98	1000000.0
38	4811.183	16.524	1543.505	10.774	0.069	0.98	1000000.0
39	4801.924	16.464	1530.554	10.715	0.068	0.98	1000000.0
40	4787.609	16.453	1520.962	10.718	0.068	0.98	1000000.0
41	4799.638	16.459	1531.075	10.706	0.068	0.98	1000000.0
42	4799.364	16.417	1530.857	10.694	0.068	0.98	1000000.0
43	4791.157	16.453	1528.803	10.695	0.068	0.98	1000000.0
44	4781.19	16.44	1513.705	10.674	0.068	0.98	1000000.0
45	4800.273	16.479	1533.406	10.739	0.069	0.98	1000000.0
46	4794.993	16.438	1528.059	10.681	0.068	0.98	1000000.0
47	4798.029	16.468	1534.892	10.736	0.069	0.98	1000000.0
48	4797.923	16.445	1528.14	10.73	0.068	0.98	1000000.0
49	4784.704	16.473	1523.355	10.702	0.068	0.98	1000000.0
50	4797.572	16.453	1530.06	10.664	0.068	0.98	1000000.0
51	4808.671	16.461	1535.565	10.709	0.068	0.98	1000000.0
52	4788.89	16.462	1528.436	10.703	0.068	0.98	1000000.0
53	4788.303	16.424	1525.207	10.697	0.068	0.98	1000000.0
54	4795.865	16.489	1525.502	10.738	0.068	0.98	1000000.0
55	4795.948	16.462	1528.325	10.71	0.068	0.98	1000000.0
56	4802.732	16.451	1532.586	10.721	0.068	0.98	1000000.0
57	4790.318	16.449	1528.083	10.702	0.068	0.98	1000000.0
58	4808.008	16.479	1535.264	10.73	0.068	0.98	1000000.0
59	4806.184	16.529	1533.375	10.758	0.068	0.98	1000000.0
60	4802.204	16.494	1528.015	10.707	0.068	0.98	1000000.0
61	4803.4	16.482	1529.064	10.712	0.068	0.98	1000000.0
62	4792.57	16.449	1525.367	10.698	0.068	0.98	1000000.0
63	4789.95	16.464	1520.544	10.688	0.068	0.98	1000000.0
64	4790.222	16.514	1530.558	10.771	0.069	0.98	1000000.0
65	4815.674	16.515	1541.488	10.734	0.068	0.98	1000000.0
66	4782.814	16.41	1520.285	10.639	0.068	0.98	1000000.0
67	4800.732	16.467	1529.843	10.683	0.068	0.98	1000000.0
68	4801.159	16.456	1534.505	10.691	0.068	0.98	1000000.0
69	4785.441	16.506	1527.654	10.739	0.069	0.98	1000000.0
70	4815.716	16.549	1534.789	10.807	0.069	0.98	1000000.0
71	4790.458	16.42	1527.58	10.698	0.068	0.98	1000000.0
72	4791.664	16.438	1528.035	10.728	0.068	0.98	1000000.0
