Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP29914	350	207	285	82	87	0	6	79	9	69	291	0	0	1	0	11
SP31046	13	1	0	95	15	12	0	0	0	0	0	0	15	12	14	9
SP31334	17	0	21	111	19	103	99	29	7	20	0	0	90	14	0	0
SP30011	15	134	7	65	267	111	35	18	0	31	0	0	0	23	0	0
SP31174	75	1	32	189	14	57	27	47	1	11	0	0	0	14	16	8
SP32662	105	83	3	135	56	60	9	53	3	62	95	0	12	17	22	24
SP31126	81	1	60	205	558	90	64	85	9	147	0	207	0	45	0	0
SP32958	22	80	4	319	0	3	17	11	4	33	0	31	0	15	7	10
SP31422	109	106	24	27	125	60	107	78	5	36	55	0	22	8	24	13
SP33496	257	233	70	224	0	33	138	32	8	164	14	0	0	2	12	11
SP34005	11	28	11	100	35	4	6	6	0	35	0	0	0	7	10	6
SP30113	37	78	2988	107	90	5	142	55	0	56	0	0	0	22	0	2
SP31030	267	210	12	148	0	13	0	16	3	44	154	0	0	18	97	0
SP33544	46	24	67	259	122	186	167	155	6	83	18	0	0	0	14	49
SP33688	7	9	10	127	34	1003	13	5	8	64	0	0	0	13	4	48
SP30907	45	64	159	28	71	94	179	28	0	5	0	0	32	15	0	17
SP30185	2	4	3	19	0	14	5	0	0	17	22	0	0	16	1	0
SP33837	5	11	20	78	15	7	0	17	0	26	0	28	0	5	24	1
SP31790	100	22	0	125	40	41	5	23	5	48	0	0	0	19	32	16
SP30143	22	22	2	136	42	8	18	12	0	27	0	0	0	21	7	7
SP30071	101	62	104	58	12	10	161	61	0	37	160	0	0	24	22	0
SP30493	0	1	0	53	20	0	9	11	1	33	0	19	1	13	25	0
SP32014	138	0	11	134	22	48	0	9	2	4	16	0	0	6	29	9
SP30332	116	66	1736	47	14	18	70	55	8	19	0	155	0	70	0	1
