Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP116788	2.71E-01	4.50E-01	4.20E-01	3.63E-01	3.86E-01
SP116789	1.25E-01	1.92E-01	2.32E-01	1.71E-01	2.09E-01
SP116919	0.00E+00	3.49E-02	3.68E-02	4.96E-02	4.51E-02
SP109002	1.07E+00	1.29E+00	5.77E-01	1.60E+00	1.32E+00
SP109001	1.97E-01	2.37E-01	3.49E-01	2.77E-01	3.24E-01
SP109006	1.01E+00	1.23E+00	6.13E-01	1.13E+00	9.37E-01
SP108998	2.92E+00	3.64E+00	7.60E-01	1.70E+00	1.32E+00
SP127706	1.34E+00	2.61E+00	4.02E+00	2.64E+00	3.82E+00
SP108999	2.06E+00	2.89E+00	1.72E+00	1.66E+00	1.58E+00
SP109007	9.59E-01	1.49E+00	1.50E+00	1.22E+00	1.61E+00
SP109003	6.80E-01	1.04E+00	8.78E-01	1.36E+00	1.21E+00
SP116868	5.99E-01	1.04E+00	1.08E+00	1.19E+00	1.30E+00
SP116794	2.98E-01	3.13E-01	4.44E-01	3.01E-01	3.14E-01
SP116791	2.03E-01	2.71E-01	4.43E-01	2.80E-01	3.36E-01
SP116866	5.27E-01	1.27E+00	1.04E+00	1.33E+00	1.26E+00
SP116815	8.35E-01	1.12E+00	3.94E-01	1.39E+00	9.85E-01
SP116853	5.86E-01	1.44E+00	9.15E-01	1.21E+00	1.02E+00
SP116901	3.98E-01	6.67E-01	7.18E-01	5.34E-01	6.56E-01
SP116830	5.62E-01	1.61E+00	2.01E+00	1.32E+00	1.58E+00
SP116802	5.18E-02	3.65E-01	4.24E-01	5.46E-01	5.28E-01
SP116885	1.68E+00	2.28E+00	1.24E+00	2.52E+00	1.47E+00
SP116834	4.83E-01	8.27E-01	6.02E-01	1.13E+00	9.68E-01
SP116913	1.64E-01	3.43E-01	8.50E-01	3.66E-01	7.65E-01
SP116799	2.44E-01	7.89E-01	1.02E+00	9.44E-01	9.69E-01
SP116920	2.12E-01	3.77E-01	4.96E-01	6.53E-01	5.82E-01
SP116835	9.01E-01	1.65E+00	1.84E+00	1.74E+00	1.89E+00
SP116852	6.15E-01	1.21E+00	8.16E-01	1.16E+00	9.82E-01
SP116902	4.12E-01	9.40E-01	9.32E-01	6.45E-01	7.59E-01
SP116871	3.55E-02	2.68E-01	3.74E-01	3.23E-01	3.82E-01
SP116820	7.87E-01	1.43E+00	8.08E-01	1.47E+00	1.17E+00
SP116889	6.73E-01	1.47E+00	1.51E+00	9.50E-01	1.13E+00
SP116923	7.05E-01	1.20E+00	1.60E+00	1.14E+00	1.42E+00
SP116829	5.96E-01	1.45E+00	2.05E+00	1.12E+00	1.58E+00
SP116872	1.24E-01	2.16E-01	2.50E-01	3.14E-01	3.21E-01
SP116904	0.00E+00	1.07E-01	1.97E-01	2.13E-01	2.20E-01
SP116806	9.01E-01	1.61E+00	1.13E+00	9.67E-01	7.30E-01
SP116857	8.84E-01	2.06E+00	2.06E+00	1.46E+00	1.37E+00
SP116888	1.95E-01	7.97E-01	8.66E-01	5.50E-01	6.35E-01
SP116818	4.11E-01	5.43E-01	4.29E-01	7.64E-01	5.65E-01
SP116837	4.93E-01	1.43E+00	1.79E+00	2.15E+00	1.74E+00
SP116905	0.00E+00	1.26E-01	1.75E-01	1.51E-01	1.73E-01
SP116804	1.19E+00	2.06E+00	1.24E+00	1.21E+00	9.47E-01
SP116819	5.62E-01	1.02E+00	4.60E-01	9.88E-01	8.57E-01
SP116856	3.69E-01	1.29E+00	1.61E+00	1.34E+00	9.76E-01
SP116839	9.26E-01	1.55E+00	1.82E+00	2.10E+00	1.67E+00
