MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.07E-05	4.96E-05	7.95E-05
1:Del:C:1	5.88E-06	3.60E-05	5.66E-05
1:Del:C:2	5.77E-06	2.48E-05	3.67E-05
1:Del:C:3	1.03E-05	1.60E-05	2.42E-05
1:Del:C:4	1.80E-05	1.37E-05	1.92E-05
1:Del:C:5	4.00E-05	2.94E-05	3.37E-05
1:Del:T:0	8.77E-06	4.36E-05	6.27E-05
1:Del:T:1	6.35E-06	3.40E-05	4.68E-05
1:Del:T:2	9.80E-06	2.73E-05	4.41E-05
1:Del:T:3	1.74E-05	2.91E-05	4.67E-05
1:Del:T:4	3.30E-05	3.07E-05	4.78E-05
1:Del:T:5	1.09E-04	3.44E-04	5.51E-04
1:Ins:C:0	6.55E-06	2.29E-05	3.13E-05
1:Ins:C:1	3.34E-06	1.49E-05	1.94E-05
1:Ins:C:2	1.80E-06	1.23E-05	1.59E-05
1:Ins:C:3	4.00E-06	1.03E-05	1.07E-05
1:Ins:C:4	8.26E-06	1.05E-05	1.04E-05
1:Ins:C:5	2.31E-05	2.18E-05	2.62E-05
1:Ins:T:0	8.92E-06	2.06E-05	3.04E-05
1:Ins:T:1	3.50E-06	2.66E-05	3.75E-05
1:Ins:T:2	9.54E-06	1.70E-05	2.41E-05
1:Ins:T:3	8.18E-06	1.71E-05	2.19E-05
1:Ins:T:4	9.89E-06	1.44E-05	1.89E-05
1:Ins:T:5	8.25E-05	1.33E-04	4.10E-04
2:Del:R:0	7.38E-06	2.68E-05	3.17E-05
2:Del:R:1	9.59E-06	2.97E-05	4.68E-05
2:Del:R:2	6.95E-06	1.54E-05	2.22E-05
2:Del:R:3	1.30E-05	1.06E-05	1.26E-05
2:Del:R:4	1.32E-05	8.87E-06	9.34E-06
2:Del:R:5	2.03E-05	1.50E-05	1.58E-05
3:Del:R:0	3.61E-06	1.73E-05	2.60E-05
3:Del:R:1	1.04E-05	2.73E-05	3.77E-05
3:Del:R:2	5.87E-06	1.11E-05	1.46E-05
3:Del:R:3	3.33E-06	6.90E-06	7.26E-06
3:Del:R:4	3.68E-06	5.51E-06	5.18E-06
3:Del:R:5	5.21E-06	5.19E-06	4.98E-06
4:Del:R:0	1.83E-06	1.87E-05	2.98E-05
4:Del:R:1	7.57E-06	2.51E-05	2.90E-05
4:Del:R:2	4.84E-06	1.38E-05	1.46E-05
4:Del:R:3	4.98E-06	9.90E-06	1.02E-05
4:Del:R:4	3.30E-06	4.81E-06	5.66E-06
4:Del:R:5	4.58E-06	3.79E-06	4.43E-06
5:Del:R:0	0.00E+00	6.12E-05	1.27E-04
5:Del:R:1	3.58E-06	2.09E-05	2.77E-05
5:Del:R:2	2.75E-06	8.29E-06	9.49E-06
5:Del:R:3	2.51E-06	4.88E-06	5.87E-06
5:Del:R:4	2.70E-06	2.25E-06	2.90E-06
5:Del:R:5	1.55E-06	1.28E-06	1.88E-06
2:Ins:R:0	7.69E-06	2.23E-05	3.22E-05
2:Ins:R:1	3.39E-06	1.68E-05	2.00E-05
2:Ins:R:2	3.99E-06	1.03E-05	1.27E-05
2:Ins:R:3	6.08E-06	8.72E-06	9.73E-06
2:Ins:R:4	1.15E-05	1.00E-05	1.07E-05
2:Ins:R:5	2.91E-05	2.17E-05	2.59E-05
3:Ins:R:0	4.26E-06	1.43E-05	1.94E-05
3:Ins:R:1	1.99E-06	1.27E-05	1.64E-05
3:Ins:R:2	1.82E-06	5.31E-06	7.93E-06
3:Ins:R:3	1.79E-06	2.31E-06	3.92E-06
3:Ins:R:4	2.41E-06	2.23E-06	3.36E-06
3:Ins:R:5	8.03E-06	6.30E-06	5.91E-06
4:Ins:R:0	7.06E-06	1.82E-05	2.33E-05
4:Ins:R:1	8.88E-07	1.45E-05	1.66E-05
4:Ins:R:2	2.30E-06	4.94E-06	6.74E-06
4:Ins:R:3	3.12E-06	3.72E-06	4.74E-06
4:Ins:R:4	3.32E-06	4.12E-06	4.47E-06
4:Ins:R:5	3.61E-06	5.97E-06	6.80E-06
5:Ins:R:0	1.07E-05	5.73E-05	1.12E-04
5:Ins:R:1	2.31E-06	2.33E-05	3.98E-05
5:Ins:R:2	2.02E-06	5.58E-06	1.02E-05
5:Ins:R:3	1.55E-06	3.57E-06	4.34E-06
5:Ins:R:4	1.64E-06	3.39E-06	4.99E-06
5:Ins:R:5	8.61E-07	2.51E-06	3.06E-06
2:Del:M:1	9.59E-06	3.20E-05	4.57E-05
3:Del:M:1	2.37E-06	1.64E-05	2.40E-05
3:Del:M:2	6.78E-06	2.26E-05	2.94E-05
4:Del:M:1	4.03E-06	1.73E-05	2.70E-05
4:Del:M:2	3.33E-06	1.67E-05	2.97E-05
4:Del:M:3	4.08E-06	1.80E-05	2.88E-05
5:Del:M:1	6.77E-06	5.21E-05	1.73E-04
5:Del:M:2	3.56E-06	5.09E-05	2.58E-04
5:Del:M:3	5.39E-06	2.21E-05	1.93E-04
5:Del:M:4	3.92E-06	2.24E-05	1.15E-04
5:Del:M:5	4.54E-06	2.56E-05	9.15E-05
