SigPro.all-CH89A	SigPro.all-CH89B	SigPro.all-CH89C	SigPro.all-CH89D	SigPro.all-CH89E	SigPro.all-CH89F	SigPro.all-CH89G	SigPro.all-CH89H	SigPro.all-CH89I	SigPro.all-CH89J	SigPro.all-CH89K	SigPro.all-CH89L	SigPro.all-CH89M	SigPro.all-CH89N	SigPro.all-CH89O	SigPro.all-CH89P	SigPro.all-CH89Q	SigPro.all-CH89R	SigPro.all-CH89S	SigPro.all-CH89T	SigPro.all-CH89U	SigPro.Biliary-CH89A	SigPro.Biliary-CH89B	SigPro.Biliary-CH89C	SigPro.Biliary-CH89D	SigPro.Biliary-CH89E	SigPro.Biliary-CH89F	SigPro.Biliary-CH89G	SigPro.Biliary-CH89H	SigPro.Bladder-CH89A	SigPro.Bladder-CH89B	SigPro.Bladder-CH89C	SigPro.Bladder-CH89D	SigPro.Bladder-CH89E	SigPro.Bladder-CH89F	SigPro.Bladder-CH89G	SigPro.Bladder-CH89H	SigPro.Bladder-CH89I	SigPro.Bladder-CH89J	SigPro.Bladder-CH89K	SigPro.Bladder-CH89L	SigPro.Bladder-CH89M	SigPro.Bladder-CH89N	SigPro.Bladder-CH89O	SigPro.Bone.SoftTissue-CH89A	SigPro.Bone.SoftTissue-CH89B	SigPro.Bone.SoftTissue-CH89C	SigPro.Bone.SoftTissue-CH89D	SigPro.Bone.SoftTissue-CH89E	SigPro.Bone.SoftTissue-CH89F	SigPro.Bone.SoftTissue-CH89G	SigPro.Bone.SoftTissue-CH89H	SigPro.Bone.SoftTissue-CH89I	SigPro.Bone.SoftTissue-CH89J	SigPro.Bone.SoftTissue-CH89K	SigPro.Breast-CH89A	SigPro.Breast-CH89B	SigPro.Breast-CH89C	SigPro.Breast-CH89D	SigPro.Breast-CH89E	SigPro.Breast-CH89F	SigPro.Breast-CH89G	SigPro.Breast-CH89H	SigPro.Breast-CH89I	SigPro.Breast-CH89J	SigPro.Breast-CH89K	SigPro.Breast-CH89L	SigPro.Breast-CH89M	SigPro.Breast-CH89N	SigPro.Breast-CH89O	SigPro.Breast-CH89P	SigPro.CNS-CH89A	SigPro.CNS-CH89B	SigPro.CNS-CH89C	SigPro.CNS-CH89D	SigPro.CNS-CH89E	SigPro.CNS-CH89F	SigPro.CNS-CH89G	SigPro.Colon-CH89A	SigPro.Colon-CH89B	SigPro.Colon-CH89C	SigPro.Colon-CH89D	SigPro.Colon-CH89E	SigPro.Colon-CH89F	SigPro.Colon-CH89G	SigPro.Colon-CH89H	SigPro.Colon-CH89I	SigPro.Colon-CH89J	SigPro.Colon-CH89K	SigPro.Esophagus-CH89A	SigPro.Esophagus-CH89B	SigPro.Esophagus-CH89C	SigPro.Esophagus-CH89D	SigPro.Esophagus-CH89E	SigPro.Esophagus-CH89F	SigPro.Esophagus-CH89G	SigPro.Esophagus-CH89H	SigPro.Esophagus-CH89I	SigPro.Esophagus-CH89J	SigPro.Head-CH89A	SigPro.Head-CH89B	SigPro.Head-CH89C	SigPro.Head-CH89D	SigPro.Head-CH89E	SigPro.Head-CH89F	SigPro.Head-CH89G	SigPro.Head-CH89H	SigPro.Head-CH89I	SigPro.Head-CH89J	SigPro.Head-CH89K	SigPro.Kidney-CH89A	SigPro.Kidney-CH89B	SigPro.Kidney-CH89C	SigPro.Kidney-CH89D	SigPro.Kidney-CH89E	SigPro.Kidney-CH89F	SigPro.Kidney-CH89G	SigPro.Kidney-CH89H	SigPro.Liver-CH89A	SigPro.Liver-CH89B	SigPro.Liver-CH89C	SigPro.Liver-CH89D	SigPro.Liver-CH89E	SigPro.Liver-CH89F	SigPro.Liver-CH89G	SigPro.Lung-CH89A	SigPro.Lung-CH89B	SigPro.Lung-CH89C	SigPro.Lung-CH89D	SigPro.Lung-CH89E	SigPro.Lung-CH89F	SigPro.Lung-CH89G	SigPro.Lung-CH89H	SigPro.Lymphoid-CH89A	SigPro.Lymphoid-CH89B	SigPro.Lymphoid-CH89C	SigPro.Lymphoid-CH89D	SigPro.Lymphoid-CH89E	SigPro.Lymphoid-CH89F	SigPro.MSI-CH89A	SigPro.MSI-CH89B	SigPro.MSI-CH89C	SigPro.MSI-CH89D	SigPro.MSI-CH89E	SigPro.MSI-CH89F	SigPro.MSI-CH89G	SigPro.MSI-CH89H	SigPro.MSI-CH89I	SigPro.MSI-CH89J	SigPro.MSI-CH89K	SigPro.Myeloid-CH89A	SigPro.Myeloid-CH89B	SigPro.Myeloid-CH89C	SigPro.Other-CH89A	SigPro.Other-CH89B	SigPro.Other-CH89C	SigPro.Other-CH89D	SigPro.Other-CH89E	SigPro.Other-CH89F	SigPro.Other-CH89G	SigPro.Other-CH89H	SigPro.Other-CH89I	SigPro.Other-CH89J	SigPro.Other-CH89K	SigPro.Other-CH89L	SigPro.Other-CH89M	SigPro.Ovary-CH89A	SigPro.Ovary-CH89B	SigPro.Ovary-CH89C	SigPro.Ovary-CH89D	SigPro.Ovary-CH89E	SigPro.Ovary-CH89F	SigPro.Ovary-CH89G	SigPro.Pancreas-CH89A	SigPro.Pancreas-CH89B	SigPro.Pancreas-CH89C	SigPro.Pancreas-CH89D	SigPro.Pancreas-CH89E	SigPro.Pancreas-CH89F	SigPro.Pancreas-CH89G	SigPro.Pancreas-CH89H	SigPro.Pancreas-CH89I	SigPro.Prostate-CH89A	SigPro.Prostate-CH89B	SigPro.Prostate-CH89C	SigPro.Prostate-CH89D	SigPro.Prostate-CH89E	SigPro.Prostate-CH89F	SigPro.Prostate-CH89G	SigPro.Prostate-CH89H	SigPro.Prostate-CH89I	SigPro.Skin-CH89A	SigPro.Skin-CH89B	SigPro.Skin-CH89C	SigPro.Skin-CH89D	SigPro.Skin-CH89E	SigPro.Skin-CH89F	SigPro.Skin-CH89G	SigPro.Skin-CH89H	SigPro.Skin-CH89I	SigPro.Skin-CH89J	SigPro.Stomach-CH89A	SigPro.Stomach-CH89B	SigPro.Stomach-CH89C	SigPro.Stomach-CH89D	SigPro.Stomach-CH89E	SigPro.Stomach-CH89F	SigPro.Stomach-CH89G	SigPro.Stomach-CH89H	SigPro.Thymus-CH89A	SigPro.Thymus-CH89B	SigPro.Thymus-CH89C	SigPro.Thymus-CH89D	SigPro.Uterus-CH89A	SigPro.Uterus-CH89B	SigPro.Uterus-CH89C	SigPro.Uterus-CH89D	SigPro.Uterus-CH89E	SigPro.Uterus-CH89F	SigPro.Uterus-CH89G	SigPro.Uterus-CH89H	SigPro.Uterus-CH89I
[Del(C):R1]A	0.00034607	0.00218529	0.00132083	0.00110073	0.00056841	3.68e-06	0.00018532	0.06959886	0.00010709	0.00123613	0.01732445	0.00347294	0.15433627	0.00265928	0.01475273	0.00700726	0.00353272	0.00062226	0.00912525	0.00506257	0.00122189	0.00090468	6.686e-05	0.00814593	0.00112097	0.00415501	0.03959508	0.02182316	0.01210798	0.00118322	0.00022933	0.00831752	0.01173074	0.00240186	0.00661156	0.05158773	0.06343194	0.00735025	0.00603735	0.00763721	0.01844152	0.0021124	0.01098417	0.01928793	0.02933654	0.00851615	0.00258115	0.04770418	0.01693017	0.00370152	0.00293802	0.01260526	0.05555355	0.0271629	0.01457483	0.00052698	0.00081261	0.00161545	0.00059	0.00115023	0.00204654	0.00656111	0.02825559	0.00063051	0.00039591	0.0039128	0.00018665	0.04143217	0.25949768	0.00058238	0.0026552	0.00019026	0.00246993	0.00121451	0.00873831	0.05478803	0.02190617	0.01843759	0.00085405	0.00175268	0.0002673	0.0010414	0.00145543	0.01354229	0.00301587	0.00575307	0.07647273	0.00171503	0.00756032	0.00486311	0.00080989	0.00036334	0.00248916	0.01168244	0.01409479	0.01654944	0.00678668	0.00131183	0.08245333	0.00119449	0.00577452	0.03170324	0.04120713	0.01510238	0.01577792	0.00645161	0.01595645	0.0030662	0.00289655	0.03145285	0.00102479	0.01981935	0.0309406	0.02435681	0.00426252	0.01646929	0.01832765	0.01069278	0.00564349	0.05571469	0.0335909	0.00088636	0.02545364	0.0090944	0.00479631	0.06448986	0.00092211	0.00233165	0.03117084	0.00851007	0.07312939	0.01581191	0.00740261	0.00262763	0.0020597	0.00119315	0.03420018	0.00747501	0.01430874	0.00100525	0.00110382	0.0005852	0.00119786	8.008e-05	1.476e-05	0.00452262	0.00026232	0.00202228	0.01197855	0.0533275	0.00391408	0.05928024	0.02959693	0.00085226	0.00177351	0.00049417	0.0654093	0.02079361	0.02326787	0.00275758	0.05866817	0.00355632	0.00462023	0.00545082	0.00547663	0.01245694	0.00656213	0.00080151	0.01444585	0.04282659	0.01189918	0.02166452	0.00232002	0.00143322	0.01306326	0.00038395	0.00116208	0.03924607	0.00442348	0.00838409	0.0069841	0.0012805	0.00070101	0.0007922	0.00329959	0.01240374	0.02094836	0.00430615	0.01110628	0.01012997	0.07844185	0.00140134	0.01428383	0.02560852	0.00348139	0.00442911	0.00927641	0.01919737	0.06934814	0.00265562	0.01107002	0.00077286	0.00043173	0.00040564	0.00633019	0.00173521	0.01952741	0.00982788	0.01060278	0.00568288	0.04055963	0.00397118	0.00914728	0.00039868	0.00144365	0.00323661	2.351e-05	6.237e-05	0.0059015	0.03500383	0.01562173	0.00891483
[Del(C):R1]T	2.51e-06	0.00111495	0.00314562	6.568e-05	2.47e-06	3.793e-05	0.00297173	0.01820536	7.9e-07	0.02273818	0.00036954	0.00557803	0.32982545	0.00032002	0.00052692	0.00270016	0.00821592	0.00177949	0.00224895	0.01558512	0.00013445	0.00031274	8.51e-06	0.01562369	0.00356395	0.0024703	0.0316439	0.04820394	0.021463	0.00011388	0.00146326	0.00459052	0.01701215	0.00557561	0.00831188	0.02851398	0.11540625	0.00937908	0.00508204	0.01631431	0.03180054	0.00364971	0.02483337	0.0468075	0.00855163	0.00835871	0.00426409	0.2030958	0.0095041	0.01794933	0.03928966	0.01102398	0.00675788	0.03995843	0.02127975	0.00160463	0.00014818	0.00062587	0.00011154	0.01468815	0.02287872	0.00090127	4.357e-05	0.00061756	0.08262754	0.00077239	0.0045458	0.00040665	0.27244718	0.00390032	0.00790227	0.00013255	0.00113177	0.0028515	0.00104361	0.11270732	0.020703	0.02828693	0.00051539	0.00130911	6.4e-07	0.00064726	0.00657406	0.01541631	0.00059091	0.01669072	0.13886011	0.00681277	0.01340414	0.00557526	0.00037217	0.00142033	0.00398401	0.03868357	0.01070563	0.03941848	0.0258945	0.00192664	0.06745175	0.00079633	0.00325661	0.03080235	0.0328426	0.02580649	0.02752345	0.00873542	0.03477557	0.0018575	0.00312671	0.05910692	0.00066051	0.02730599	0.02794966	0.05092067	0.00635147	0.02893446	0.00805744	0.01032551	0.01337458	0.02996709	0.0381005	0.0001334	0.01163409	0.01701805	0.00843803	0.03535972	0.00096887	0.00187756	0.0661466	0.0161482	0.04967134	0.00527141	0.02033688	0.00898222	0.00769141	0.00122462	0.05590848	0.01371564	0.02268278	0.00069655	0.00068187	0.00011679	0.00059889	0.00010826	0.00049545	0.00854001	8.138e-05	0.01126636	0.01776837	0.04252647	0.00851069	0.05189718	0.04187478	0.00161817	0.00076542	0.00084652	0.02882594	0.0047011	0.0221559	0.00198631	0.20807426	0.00050891	0.01193192	0.0032093	0.00683524	0.02920135	0.02194281	2.746e-05	0.01747377	0.140947	0.01251075	0.00352504	0.00909598	0.001575	0.01359186	0.00031497	0.00063753	0.05834608	0.00590758	0.02457238	0.00532045	0.00036041	0.00011044	0.00187182	0.00386573	0.01345732	0.03840416	0.02214061	0.01743199	0.01711407	0.04229713	0.00258062	0.02568593	0.03614052	0.00364961	0.0011911	0.03318118	0.04004752	0.06826105	0.00402326	0.00906976	0.00023029	0.00043311	0.00020588	0.00904541	0.00314973	0.03236194	0.01243228	0.0285386	0.00530763	0.03034033	0.01049179	0.00429125	1.921e-05	0.00021611	0.00395416	0.00042652	0.00012331	0.00835382	0.05595781	0.01858913	0.02961839
[Del(C):R2]A	0	3.927e-05	0.00078055	0.00038499	2.056e-05	0	0.00405265	0.12396714	0	6e-08	0.01364428	0.00020144	0.05221527	0.00057622	0.00140474	0.00585838	0.00082646	0.003555	0.00163328	0.005994	0	0.00023306	0.00055762	0.00059574	0.00495072	0.00085134	0.04080651	0.00701105	0.00323591	0.00018671	0.00012861	0.00154984	0.00423441	0.00200574	0.00367272	0.09336577	0.02479134	0.00094004	0.00926886	0.00059857	0.00878034	0.00147784	0.00998873	0.01521835	0.02381398	0.00624749	0.00206994	0.01573789	0.00875292	0.0026097	0.00116599	0.00759835	0.0396535	0.00454399	0.01767971	3.371e-05	0.00080352	3.646e-05	0.00231138	0.00019248	0.00633129	0.00474839	0.01097736	3.922e-05	0.00268658	0.00430861	0.00232373	0.11799961	0.03608832	0.00401025	0.00726302	0.00010975	0.00269545	0.00041049	0.00494961	0.01660767	0.02717896	0.00537228	5.689e-05	0.00068733	6.435e-05	1.782e-05	0.00728463	0.00185773	0.000473	0.00205126	0.07492698	0.00279189	0.00262307	0.00159508	1.174e-05	0.00057632	0.00298334	0.00448605	0.00229696	0.00212944	0.00373275	0.0032315	0.07671377	8.052e-05	0.00490154	0.01825205	0.08826986	0.00517182	0.00388726	0.00212569	0.00688061	0.00210613	1e-08	0.0182224	0.00038971	0.00274107	0.05412374	0.00542905	0.00048306	0.01466269	0.01055846	0.00760454	0.00183434	0.10949581	0.02384154	0.00071798	0.03910289	0.0039533	0.00226324	0.10689657	2.23e-06	0.00096509	0.02624852	0.00844003	0.02170208	0.00281975	0.00560877	0.00136982	0.00131682	0.00033134	0.01688718	0.00329517	0.0083149	0.00019327	0.00010635	0.00012202	0.00043207	3.82e-06	0.00069764	0.0009742	8.252e-05	0.0065452	0.00481603	0.06183533	0.00599555	0.02198998	0.01378199	0.00015887	0.00029046	0.00017231	0.09970023	0.00623384	0.02185453	0.00480798	0.01384607	0.00091701	0.00153527	0.0029761	0.00296957	0.00387512	0.00514713	0.00050592	0.00494461	0.02640289	0.00714327	0.0119344	0.00020071	0.00021613	0.00387578	0.00027635	0.00080168	0.02572295	0.00124937	0.00458103	0.00635066	0	7.192e-05	0.00061129	0.00048381	0.00650085	0.01532726	0.0013137	0.00463345	0.00156203	0.08715847	0.00037495	0.00681626	0.00881196	0.0010912	0.00498556	0.00343332	0.00913725	0.07998561	0.00223079	0.00355995	0.00037446	9.152e-05	7.607e-05	0.00229059	0.00146185	0.01155253	0.00395786	0.00621672	0.00417956	0.02514672	0.00234616	0.00994033	5.697e-05	0.0003499	0.00199422	0.00083117	8.636e-05	0.00599494	0.01975307	0.00729451	0.00531737
[Del(C):R2]T	0.000111	0.00016874	0.00045407	8.646e-05	3.136e-05	3.25e-06	2.66e-05	0.06157121	0.00044293	0.00474019	0.0124703	0.00206855	0.10924901	0.00117122	0.00577634	0.01820116	0.01094038	0.00387294	0.00051098	0.00463957	0.00043065	8.573e-05	0.00026249	0.00539002	0.00077219	0.00502488	0.03132784	0.01472112	0.00783522	0.00010094	0.00016961	0.00064996	0.00169654	0.00633445	0.01793414	0.03834663	0.0495842	0.00544061	0.0051213	0.00236133	0.00035101	0.00246692	0.00797827	0.0213292	0.02023318	0.00693718	0.00222891	0.07085288	0.01138338	0.00535836	0.00264176	0.02120036	0.02058615	0.0186674	0.00938441	0.00046796	0.00012161	0.0002048	0.00040489	0.0027264	0.01164262	0.00015484	0.013573	0.00067722	0.04933635	0.00302899	0.00411294	0.05589622	0.0591791	0.00453485	0.0047948	3.096e-05	0.00162462	0.00030569	0.00534677	0.04617525	0.01999756	0.01539547	2.51e-06	0.00071063	0.00013469	0.00019281	0.00133782	0.00615171	0.0034161	0.00459341	0.07136466	0.00350171	0.00559802	0.00266911	6.233e-05	0.0003038	0.00041668	0.01739317	0.00062366	0.01567355	0.00978719	0.00331914	0.05635978	9.25e-06	0.00680269	0.01992009	0.06344382	0.00581658	0.00782544	0.00526568	0.00985126	0.00015389	0.0019113	0.01771585	0.00024744	0.02068627	0.03964038	0.00742128	0.00188396	0.01947294	0.01359746	0.00438717	0.00406127	0.0468676	0.02795384	0.00053166	0.0150985	0.00778514	0.00970336	0.06097772	6.51e-05	0.00022885	0.03406484	0.00495246	0.01903134	0.00698222	0.0125407	0.00182809	0.00390793	0.00042062	0.02608649	0.00546523	0.01200031	9.059e-05	0.00013758	0.00039932	0.00035597	7.684e-05	0.00021482	0.00187928	0.00031313	0.00242514	0.00938673	0.04233751	0.00298841	0.03783962	0.03429884	0.00012374	0.00089672	0.00083838	0.05545904	0.0051948	0.02668663	0.00373166	0.05281136	0.00244287	0.00636372	0.00186478	0.00194694	0.00864082	0.00895625	0.00015379	0.01128593	0.05475488	0.00902024	0.01056583	0.00099171	0.00052681	0.00480154	0.00026246	0.00021028	0.03592343	0.00188978	0.00771257	0.0031953	0.00048338	9.38e-06	0.00078921	0.0008785	0.00580045	0.02054612	0.00435946	0.00899133	0.00647016	0.06152007	3.634e-05	0.02009143	0.00860747	0.00305773	0.00814723	0.00828151	0.01532714	0.061426	0.00077353	0.01093335	0.0003602	3.64e-06	0.00025634	0.00324994	0.00135097	0.0151325	0.00817981	0.01372301	0.00344396	0.02867014	0.00779024	0.00760109	0.00014147	0.00025754	0.00188977	0.00022611	0.00042705	0.00308211	0.0284329	0.01027514	0.0084683
[Del(C):R3]A	1.04e-06	0.00026056	0.00178392	1.101e-05	2.51e-06	0.00063837	5.838e-05	0.1221607	3.955e-05	0.0043713	0.00231573	0	0.01225259	8.564e-05	0.00012786	0.00440887	3.236e-05	0.00184987	2.49e-05	0.00231177	0.00026884	0.00011887	0.00120635	0.00334062	0.00014817	0.00013793	0.02982343	0.0025178	0.0067705	6.93e-06	0.00017354	0.00123071	0.00233476	0.00163332	0.00346846	0.08256474	0.00101488	0.00509464	0.00124163	0.00509747	0.00274767	6.187e-05	0.0024921	0.01357153	0.01340407	0.00065201	0.00166099	0.01216597	0.00509773	0.00020232	0.00646469	0.00785563	0.0142026	0.00987309	0.0148103	0.00062122	0.00081475	7.023e-05	0.00011467	0.00480946	5.41e-05	0.00012451	0.00199109	0.00156052	0.00531696	0	0.00042043	0.11694041	0.00399141	0.00401212	0.00482889	1.49e-05	0.00282603	0.0004662	0.00264596	0.00841603	0.01456969	0.00098629	0.00010724	0.00016109	0.00117476	0.00021354	0.00166641	0.00106328	0.0004204	0.00046348	0.04559008	0.00228068	0.00446572	0.00205857	0.00017132	0.00013184	0.00079369	0.00119665	0.00034243	1.662e-05	0.00279062	0.0016328	0.05997778	0.00019086	0.00098066	0.0094676	0.08785991	0.00133372	0.00381182	0	0.00330224	0.0022941	0.00060241	0.00458295	0.00042347	0.00862047	0.02842024	0.01035383	0.0011382	0.00299448	0.00791171	0.00693834	0.00035728	0.07082865	0.01631848	0.00151057	0.02272589	0.00435559	0.00118166	0.10701974	0.00016329	1.577e-05	0.00855076	0.00217877	0.02068566	0.00264053	0.00666344	0.00213786	0.00018826	0.00055247	0.00991801	0.00317066	0.00495751	0.00013845	2.873e-05	0.00079178	0.00070622	8.53e-06	0.00057118	0.00027927	8.542e-05	0.00142693	0.00343538	0.06259675	0.00537546	0.01333377	0.01473292	0.00037024	0.00032157	9.762e-05	0.1002667	6.921e-05	0.01042248	0.00017475	9.517e-05	0.00049703	0.00596389	0.000776	0.00142628	0.00253145	0.00440524	0.00017937	0.00380227	0.0208121	0.00437743	0.00466181	0.00115654	8.349e-05	0.00400729	0.00041652	0.00053247	0.01450073	0.00148885	0.00508244	0.00406718	0.00034034	0.00019977	0.00057233	0.00026391	0.00090853	0.00382102	0.00409491	0.00099702	0.00111388	0.0844542	0.00087814	0.00383095	0.00105418	7.05e-06	1.681e-05	9.525e-05	0.00094823	0.07885192	0.00028598	0.00311056	0.0008142	3.99e-06	1.985e-05	0.00223951	0.00107765	0.00666875	0.00329992	0.00676105	0.00281472	0.01500053	0.00109917	0.01091131	0.00058879	4.868e-05	0.00164202	0.00081887	4.21e-06	0.00337658	0.01112745	0.00672524	0.00319648
[Del(C):R3]T	0.00067324	8.639e-05	0.00015663	0.00011519	2.71e-05	0.00016592	0.00012171	0.04920382	0.0001647	0.00086008	0.00651689	5.91e-06	0.02039988	0.00043227	0.00114166	0.01327697	0.00200622	0.00699328	0.00029747	0.00089941	0	0.00032968	0.00053474	0.0022091	0.00081094	0.00297035	0.01503205	0.00271536	0.0007608	0.00023868	0.0004861	0.00024606	0.00142842	0.0016797	0.00491027	0.03079171	0.01194632	0.00179983	0.00144964	0.00097451	0.00167395	0.00285114	0.00415821	0.02053859	0.01199896	0.00200372	0.00368694	0.01887123	0.00247703	1.646e-05	0.00284924	0.00420303	0.0113142	0.00211436	0.00221478	0.00068901	0.00027235	0.00017708	0.00026203	0.00211193	0.00043324	0.00112472	0.00926643	0.00116654	0.01104397	0.00098597	0.00128071	0.04571615	0.01021609	0.00022185	0.00269206	0.00010834	0.00035496	0.00044145	0.00165664	0.01377077	0.01341242	0.00304156	0.00019076	0.00023918	0.00091223	0.00019531	0.00114859	0.00263405	0.00030612	0.00122215	0.02572324	0.00120664	0.00207701	0.00093913	0.00018731	0.00017777	0.00025705	0.00323527	0.00049183	0.00212112	0.0023069	0.00096873	0.03896366	0.00026771	0.00060046	0.0112777	0.04532552	0.00254321	0.0034892	0.00120053	0.00055356	0.00145195	0.00131244	0.00524707	0.00069315	0.01719055	0.01754874	0.00804688	0.00077863	0.01281936	0.00496992	0.00070701	0.0008158	0.02922594	0.01381244	0.00118382	0.0073526	0.00071377	0.00551892	0.04534055	0.00022415	0.00051971	0.00956135	0.00055603	0.00662684	0.0039386	0.00399125	0.00051466	0.00099295	0.00035425	0.00788218	0.00247688	0.00351554	0.00016379	0.00028099	0.00090885	0.00053893	8.741e-05	0.0002521	0.00056839	8.692e-05	0.00098797	0.00240439	0.03208695	0.00110224	0.02427691	0.01085345	0.00049449	0.00033822	0.00050885	0.04160157	0.00118594	0.01266936	0.00432408	0.0051519	8.005e-05	0.00139317	0.00215243	0.00123024	0.00154237	0.00193732	0.00018139	0.00428466	0.01326421	0.00394952	0.00766014	0.00062307	0.00020103	0.00214653	0.00046486	0.00098843	0.01169792	0.00113016	0.00400028	0.00278765	0	0.00021309	0.00032997	0.00159623	0.00089652	0.01074181	0.00112481	0.00195922	0.00030517	0.0372564	0.00018943	0.00534607	0.00665335	0.00104128	0.00033463	0.00366462	0.00228164	0.03028883	0.00119236	0.00122725	0.00069012	8.01e-06	8.657e-05	0.00142578	0.00122436	0.00485718	0.00291299	0.00417917	0.00135659	0.01163371	0.00157649	0.00730406	0.00080745	0.00014296	0.00103144	0.00030923	3.368e-05	0.00371635	0.01047749	0.00433469	0.00373032
[Del(C):R(4,5)]A	0.00610453	0.00183359	4.163e-05	0.00233128	0.00068046	0.01910355	0.00021042	0.06925649	0	0.00258088	0.00471606	0.00052764	0.01182264	0.00032005	0.00410064	0.01024381	0.00326312	0.00063642	0.00147543	0.0006151	0	0.00202034	0.01446788	0.00068056	0.00277697	0.00143244	0.02253762	0.0022177	0.00307663	0.00141437	0.0093997	0.00036436	0.00233157	0.00560702	0.00238826	0.08242715	0.00121239	0.00048396	0.00185151	0.00329121	0.00404191	0.00084843	0.00284151	0.0159104	0.00872561	0.00099144	0.00367624	0.01854765	0.00561412	0.00121353	0.00348254	0.00391852	0.01387775	0.0131436	0.00619528	0.00295345	0.00690498	0.00511655	0.00246265	0.00316506	8.18e-05	0.00060492	0.00043551	0.00021573	0.0057758	0.00215848	0.00117751	0.07031269	0.01321286	0.00082713	0.0024649	2.992e-05	0.00288251	0.00339701	0.00273042	0.0140105	0.01145794	0.00047313	0.0034239	1.977e-05	0.01572025	0.00115887	0.00219016	0.00163284	0.00148396	0.00063339	0.02396342	0.0007969	0.00504324	0.0009761	0.00397886	0.00182404	0.00586038	0.0021284	0.00097214	0.00395656	0.00249372	0.00608429	0.03473363	0.0024948	0.00320627	0.0082473	0.05317183	0.00561113	0.00431582	0.00387123	0.0076684	0.00606436	0.00138981	0.00263275	0.00493401	0.0068783	0.01930225	0.00801435	0.00596676	0.00595178	0.00468143	0.00242938	0.00033623	0.05090176	0.01306837	0.00993602	0.01601187	0.00278513	0.00525147	0.05916894	0.00519438	0.00054777	0.01791065	0.00256102	0.00693131	0.00333545	0.00593178	0.00557294	0.00030266	0.00785563	0.00956316	0.00141467	0.00283587	0.00294816	0.00129794	0.01833106	0.00878134	0.00012758	0.00476267	1.147e-05	4.046e-05	0.0020514	0.0058669	0.04851424	0.00194501	0.00772739	0.00760535	0.00127074	0.01090121	0.00022506	0.05671034	0.00764978	0.00890041	0.00131713	0.00061457	0.0003092	0.00403916	0.00034355	0.00117405	0.00314661	0.00306824	0.00111705	0.00492393	0.01772328	0.00647812	0.00534762	0.00084059	0.00173705	0.00912698	0.00920312	0.00107254	0.01410935	0.00066052	0.00451298	0.00137895	0	0.00401852	6.452e-05	0.01029828	0.00513015	0.00569813	0.00255802	0.00122514	0.00198701	0.05322833	0.00324749	0.005432	0.00270286	0.00067834	0.00020142	0.01295798	0.00278049	0.04310723	0.00115446	0.00300295	0.01129558	8.012e-05	2.33e-06	0.00049185	0.00151876	0.0062281	0.00508441	0.00483357	0.00241402	0.01046341	0.0019404	0.00311223	0.01230712	9.079e-05	0.00327428	0.00450773	6.499e-05	0.00318296	0.00984517	0.00281352	0.00585552
