rowname	InD1	InD2a	InD2b	InD3a	InD3b	InD4a	InD4b	InD5	InD6	InD7	InD8	InD9a	InD9b	InD9c	InD10	InD11	InD12	InD13	InD14	InD15	InD16a	InD16b	InD18	InD19	InD20	InD21	InD23	InD24	InD26	InD27	InD28	InD28m	InD29	InD30	InD31	InD32	InD33
A[Del(T):R(1,4)]A	0.0140362613338599	0.00502888572826502	0.0151842640575854	0.0159577993853816	0.00721503151664949	0.0169618129908701	0.0389238222321813	0.162125137165849	0.00959915319568324	0.00441014665161735	0.0150997749989111	0.0242813703342842	0.0304815111526077	0.0345756515806925	0.0150167426368021	0.00539412303113459	0.00940533727451471	0.194626658694062	0.0105668063151301	0.00490413166331528	0.0180041548412179	0.0219956594991377	0.323289334782884	0.00560144797980389	0.056927170215816	0.00691850131037015	0.0243419549532297	0.0147791949192097	0.0130406966648351	0.0101617206726084	0.0245024259998014	0.0199828750126903	0.0534822482371278	0.00827373753900193	0.0587808990620322	0.0317337461297264	0.00115381251501481
A[Del(T):R(1,4)]C	0.00415591517341168	0.00116019509764925	0.00411509477810746	0.010502337953279	0.00396800642541805	0.00846075341859802	0.0193644946736624	0.050375252978218	0.00315661139631649	0.00236200760704896	0.0149407463912207	0.00364347690094085	0.00716096071868049	0.00725980308164182	0.00717932252748081	0.00728381759602663	0.00567725777721744	0.00979490586905725	0.00800485130245618	0.00475244005668736	0.00654282618107972	0.010599622286328	0.209498475661778	0.00206508022907455	0.0401397534611289	0.00533218457348581	0.00827305655941656	0.00126268196097597	0.00219192734120504	0.00304391052089433	0.00385828478540386	0.00684055216531129	0.0286648689182169	0.00297240934660285	0.0153815898384612	0.00928792569648725	0.00414196890877169
A[Del(T):R(1,4)]G	0.00491105538479154	0.00103008008772556	0.00407307837840428	0.011211955581664	0.00871482328657629	0.00912489214462082	0.0198817293571033	0.0622917252917429	0.00394601653606591	0.00201391333736524	0.0129278867055651	0.0110936019627155	0.0175243497716238	0.0263300176386374	0.000900607482529438	0.00537015388773339	0.00401057682479079	0.00814291613433624	0.0052435340205779	0.00148789778461577	0.00555135961118125	0.00805596160488429	0.112460628576684	0.00208367151133257	0.0223966889443758	0.00282507995266361	0.00473650157952414	0.0144321758766059	0.00576362463697979	0.00478859554314263	0.00477324895891802	0.00603040627862771	0.0281852584035768	0.00323473303087908	0.0213969674567224	0.00619195046423492	1.05949358567919E-08
C[Del(T):R(1,4)]A	0.00306104246949227	0.00250379334996761	0.00511271022276807	0.0297894083979316	0.027288434393797	0.00762718085527924	0.0355610160009771	0.0512615045319679	0.00668282838547425	0.00245351116344954	0.0148614897203315	0.016790733162919	0.0391412536189449	0.016370773074534	0.00755494135501892	0.00569807700470199	0.00948063031935235	0.0438541015799279	0.00447237884835089	0.00019499308761024	0.0047635347115766	0.00371180897981204	0.00777291530436567	0.000785211480577727	0.00358103878360917	0.00341690989392074	0.0231911499814648	0.0171130147187881	0.0119808236533097	0.00725963524175358	0.0106550596188463	0.00570135251357343	0.027617303714241	0.0025805907779445	0.0662137111872793	0.0139318885447462	0.00291237246665102
C[Del(T):R(1,4)]C	0.00195193982519237	0.00155178196029918	0.00393328284370155	0.0185460098567322	0.0112316719051422	0.00366707964886402	0.0244513245045193	0.029959469422312	0.00772994481670216	0.00303192209128938	0.0188324934608881	0.00984012350105053	0.0292857059014371	0.0138452437269843	0.00571929206204222	0.00752231201009142	0.00625861327961113	0.0109837303069607	0.00334859059131615	0.000339767631873757	0.00324753629920225	0.00344146109893451	0.00482218085185683	0.000634017675793948	0.00303607052972888	0.00586550356888203	0.00669121982403352	0.00533063151683562	0.00678551772837489	0.00259228459955183	0.00241077917619809	4.47751349861639E-20	0.0194594246274716	0.00201782700932944	0.016610305378745	0.010061919504558	0.00500505085382757
C[Del(T):R(1,4)]G	0.00116287869939702	0.00225789966323145	0.00351239648696222	0.0307127389048477	0.0293505506785338	0.00353092137141038	0.0292973378992916	0.0190881505144223	0.00500316897738855	0.00179840257512547	0.0159702464553687	0.0149755971925933	0.02836863917209	0.0209492205462138	0.0199819193561827	0.00329999688211524	0.00548970625801369	0.00825279919723091	0.00201513518747246	6.18793708441025E-05	0.00253921890156291	0.00247403079733702	0.00231290794845019	0.000478019018396808	0.000831034095396495	0.00234016488430022	0.00497103684261033	0.00513137291579309	0.00549624823929175	0.0031386440485228	0.00161866081617389	2.53633980187617E-16	0.0209510032101963	0.00287326701000276	0.0405555665813735	0.00928792569651861	0.00461413229424905
G[Del(T):R(1,4)]A	0.00348385703786388	0.00190425290194861	0.00758884866927187	0.00886725935248699	0.00522390055050195	0.00478372000512591	0.021984296425074	0.0580568903033382	0.00569118215299309	0.00171656605974035	0.00857868217202216	0.0106657738113299	0.0250570568242491	0.00828183140766281	0.00235949778739185	0.00486018852463905	0.00733995399860117	0.0914870046030759	0.00698372426558142	0.00116720735380161	0.0135030601310824	0.0137098324088789	0.00678775844214496	0.00036560950797335	0.00851250989298799	0.00222238677091307	0.0134360616155382	0.156874703967174	0.0035744088847035	0.00356905906802089	0.00393255229725358	0.00439506006280086	0.0166714374971439	0.00353337437230624	0.0293524700329448	0.00773993808029525	0.00266388282200839
G[Del(T):R(1,4)]C	0.00130954441987632	0.00145997010069122	0.0053836421092261	0.007104619056848	0.00387007608520125	0.00176296417712463	0.0114314667953498	0.0196882951414932	0.00409456476409874	0.00161358258477557	0.0113805638994524	0.0058120113568137	0.0202632407523975	0.00949872260008127	0.00467002657056471	0.00318866337604546	0.00464580153925305	0.00598509107270983	0.00429490475500812	0.00160991510489842	0.00690815250814093	0.00922256829710084	0.00408580922910473	0.000719076276760085	0.00669636785648965	0.00287630630914667	0.00311653980801178	0.00842023757217462	0.00499477836584984	0.00128989025231059	0.00125979308490507	0.0018382540982677	0.016809824058911	0.00164690583510011	6.32655801777849E-158	0.00464396284819828	0.0024488668116017
G[Del(T):R(1,4)]G	0.00147812872310455	0.00148677932193564	0.00299033211238019	0.0105475867302246	0.00732229327200564	0.00193690077844044	0.0155175010005309	0.0213895882923357	0.00509351722857655	0.00161802415969054	0.00935031825314235	0.0103323172197897	0.0113228495258835	0.0148561222005283	0.0056492077915247	0.00405977891203605	0.0041254183858791	0.00788363511085697	0.0051195727447025	0.000936133334106515	0.00511587072035067	0.00711544383617547	3.76317713270886E-07	0.000515475781897284	0.00380573479003516	0.00156725943903533	0.00215434932725975	0.288380544663679	0.00413935479164978	0.00209148464597288	0.00220572255805135	0.000905030723186376	0.0103908076485063	0.00214589288101764	0.0147056743909874	0.00232198142400092	0.00111700033247547
A[Del(T):R(5,7)]A	0.00651809305529296	0.0686409037569259	0.0347965450898542	0.0131995521271834	0.00340688797535654	0.00810561801758297	0.00386091468891242	0.00942012688403183	0.00741189377271287	0.0423852433456816	0.00665532985990628	0.00323447980988284	0.0264341501986671	0.0162130725935693	0.00990129313359174	0.015311537817779	0.0115882615556602	0.0174394708228277	0.00815138648431794	0.0125766189848777	0.112670819468408	0.0731522017634761	0.0536573341174302	0.00888664285846489	0.10825765403335	0.0213404386659507	0.0104839456154384	0.0081924229113561	0.0155088304742301	0.0018429726533434	0.00587965346463189	0.00522035436524162	0.0126546109805047	0.0020156735178228	0.0106953046463927	0.0123839009287729	0.0103358102246298
A[Del(T):R(5,7)]C	0.00361738954957227	0.0428473963786208	0.0188938432484115	0.00753815848446115	0.00205315613075299	0.00527754290533483	0.00377740704012756	0.0102417850068076	0.00430577364210559	0.0210781828072201	0.00436432287918298	0.00505779614230127	0.016771032424825	0.010649809143093	0.00163888253264203	0.0126489991428132	0.00739374532032329	0.00400104165141568	0.00900888977767864	0.00973373146696514	0.0373059087202006	0.0285336514767672	0.0489369594277687	0.00569205105394327	0.054037993021981	0.0161440905771722	0.013004903712314	0.0110491351334143	0.00709381819689215	0.000925016559426937	0.00244344313390795	0.00280799157455003	0.00854507736448613	0.00149644594089026	0.00654165807755203	0.00928792569656898	0.00422300128847328
A[Del(T):R(5,7)]G	0.000950455115478841	0.0308063048008855	0.0208068782431556	0.00625059093990557	0.00133680852070943	0.00220863479825439	0.00217309188568555	0.0016659466736736	0.00375603647757951	0.0250451377019412	0.00210885957403573	0.000583200490585008	0.00432903337790413	0.00675623350904022	0.0307678023984553	0.00374680587091229	0.00763564331855489	0.00278857987235941	0.00182655850729669	0.0041398604465856	0.043716733068271	0.0285257355719018	0.0437135829678387	0.00293329140785836	0.0406907123259192	0.0111150230931648	0.00204250079890496	0.00448433905804714	0.00481408557588135	0.000897764223680712	0.000820562117290067	0.000167451358884857	0.00752217611734841	0.000561167227833568	0.00305870116394241	0.00619195046440833	0.00408635575727649
C[Del(T):R(5,7)]A	0.00208839275450465	0.0256649272150957	0.0128233796394252	0.0126995844709725	0.00344160925959457	0.00510733754565843	0.00702079714043749	0.00599930020110968	0.00252473789097576	0.0269886939777379	0.00355651169222778	0.00273095972320674	0.0129415514311316	0.0129987771616941	0.00393111722851036	0.00748004738094742	0.00822451473478203	0.00655170255237083	0.00334234666786533	0.0126514632601807	0.0380558002857338	0.0250774441646914	0.00161272508020215	0.00480216094150382	0.0206628157570942	0.0119190770448558	0.00792091966639915	0.00682127850627148	0.00926661266001612	0.00226858367665022	0.0051172188555728	0.000437072056916451	0.00318148202243655	0.00120461039869491	0.00712758572458523	0.00928792569662346	0.00262609090900949
C[Del(T):R(5,7)]C	0.000552188004412018	0.0229216121904945	0.0186289004460519	0.0110692877332495	0.00259965061642751	0.00504355971097769	0.000409275225591336	0.00718493540554625	0.00212466637510041	0.0257100394939635	0.00278614856980058	0.00542385047863253	0.011753942781773	0.00994209737191899	0.000846139091846885	0.00480165921829837	0.00634456214743271	0.00168450800251893	0.00290383962258958	0.0045360505907457	0.030088748216707	0.0182260457627202	0.0012618783931398	0.00645392218022215	0.0110583713697534	0.0163836902390678	0.00815623153610478	0.00435120525763507	0.00766849647759314	0.00343859040831634	0.00729636657794313	0.00295498883900849	0.00624998197277099	0.000505585248877956	0.00355113343359794	0.0054179566563243	0.00681892945007121
C[Del(T):R(5,7)]G	0.00139242318191486	0.0175737739707018	0.0120808040952227	0.00767955565427442	0.00261615394534173	0.00277479030332888	0.00272076681563923	0.00331442638650388	0.00274434332612598	0.0221173328263581	0.00266060875920596	0.00293405931706111	0.00659343292798133	0.00455996496477394	0.00281907394686629	0.00367754545044226	0.00258733022130174	0.000998156527900073	0.000884608144515566	0.0021578998105798	0.0240979815235097	0.0132992988702406	0.00146560094505028	0.00440370282973302	0.0049680958525755	0.00912762457928194	0.0046854604189749	0.00289956250194133	0.00461811093428938	0.00075684619328408	0.00200227944684284	0.00208756759479199	0.00312719697754555	0.00056116722783379	0.00246195757888465	0.00386996904024711	0.000812250262572771
G[Del(T):R(5,7)]A	0.00059684116434802	0.0152851741098019	0.0169119043704064	0.00542999909518354	0.00100865299673925	0.00249622511149813	0.00480904297488058	0.00594652210942686	0.00334960538142487	0.0196948405899031	0.0021185379159074	0.00279903937277013	0.0135437119319912	0.00707664173071206	0.00201826085119253	0.00476844275412832	0.00616198718968777	0.00742367305566244	0.00326321699267369	0.00404032041819424	0.0431913998556116	0.0268079710275659	0.00191498487636116	0.00469312068400671	0.0112024068365594	0.0093530235213092	0.00548873294524453	0.00809991777856623	0.00941528106986496	0.000764126153941779	0.00131851265962153	0.0010775442912684	0.00569550133603109	0.000561167227833685	1.64637838196942E-90	0.00232198142410782	0.0120216621113656
G[Del(T):R(5,7)]C	0.000596217815231131	0.012844591274442	0.0169633924228528	0.00433659423925542	0.000138803420256963	0.00296345373589241	0.00207818212660303	0.00373852360316325	0.00211189981344993	0.0143112981537165	0.00252767545262457	0.000595546655379563	0.00692755289839305	0.004913523380465	0.00237641937224602	0.00527300998888288	0.00697052212292721	0.00222265715103417	0.00298474086082565	0.00218121570029466	0.0190132934167284	0.0116981230448788	0.000954036667285137	0.00402523306300547	0.00667666112018955	0.00955822768592723	0.00176414924787107	0.00343064404635369	0.00446457714893905	0.000272504493999366	0.000541327997044474	0.000144756045548394	0.00657744799591423	0.000374111485222445	0.00206895450405705	0.00232198142413466	0.0123195804653851
G[Del(T):R(5,7)]G	0.000593457741783147	0.010512989759573	0.0124341424725335	0.00478266414409853	0.0016556306842038	0.00184768465425808	0.000945422921916061	0.00340915541471648	0.00398072746210329	0.0126998942816054	0.00148104118002265	0.00240327544202407	0.00805931212589957	0.00672660911186277	0.00518507743204382	0.0033808356664087	0.00380715862560819	0.00214659806967861	0.00150808845940348	0.00102794905088059	0.0225945437579501	0.0140242872533541	0.000975120506823075	0.00262242494212307	0.00560823654975759	0.00649126785068874	0.00111462315174162	0.00620754421907595	0.0041397541668991	0.00120336418148763	0.00109029234605201	0.000529832157406741	0.003970093977876	0.00107618820909067	0.00410910042049536	0.00154798761606451	0.0054880167617398
A[Del(T):R(8,)]A	0.0085742279825967	0.124847272266771	0.073780544618214	0.000936459721805486	0.00752393519320126	0.0170967527919296	0.00195049686456491	0.00331259077001647	0.0029205708929742	0.0741913811580376	0.00161652287781164	0.00185576617375112	0.01031981448426	0.00779320345178159	0.00554628861060033	0.00641086379595318	0.0172291239656034	0.00565624666565098	0.00253874864227259	0.0141196944936538	0.0759793296403419	0.0475124940265389	0.00725636398794139	0.026829440979943	0.0447742804914742	0.0415273871978151	0.00821242316510916	0.00826402642264469	0.0153200190989753	0.112023803641899	0.1460301049162	0.101058385425019	0.000626185675655988	0.00121093637310262	0.0103666876647041	0.0162538699690401	0.00957454260712755
A[Del(T):R(8,)]C	0.00684565335964704	0.0921444243976403	0.0602286671374185	0.000325536056485885	0.00371480767373928	0.0126279579095914	0.000130971102366855	0.00307160909352029	0.0040041914837499	0.0496970171514236	0.000520694636391047	0.00529360185616832	0.011468773220134	0.0159775275478297	0.00101160694293645	0.00688938302254203	0.0141414158262649	0.00166754255509608	0.00240600499243082	0.00430761700402146	0.0427728139652089	0.0265371565220021	0.00782103682089137	0.0207894508015553	0.0256534207825784	0.0299613295181021	0.00520321945004345	0.014113421434342	0.0195938698470716	0.0130702333952682	0.0167233404377104	0.0109997061660551	0.00225211518702213	0.000837935978246882	0.00358553972932307	0.0100619195046377	0.0145513496320802
A[Del(T):R(8,)]G	0.00404923116382138	0.0536698919385346	0.0227604317901539	0.000465112356391558	0.00356729558323219	0.00542439392992432	2.9846505107117E-06	0.000255211177612441	0.00103861021528039	0.0395541549249556	0.000554340762836581	0.000422493202556326	0.00129591696311563	0.00357047398850662	0.00691368687597271	0.00207430754457098	0.00922406236993474	0.00107008989720083	0.000269768879718773	0.00135806716095586	0.026475016540692	0.0150272186533161	0.00232018618494036	0.0131026327040763	0.011304074483308	0.0217113826380815	0.00650572991026308	0.00988513530893796	0.00480835245022476	0.078593328602124	0.11670646740488	0.0819631247009471	0.00096234295085547	0.000374111485222611	0.00100066563845116	0.00154798761610547	0.00293890115751615
C[Del(T):R(8,)]A	0.00657375979352889	0.0648771325067467	0.0357536212909157	0.000698009256946301	0.00665304838854114	0.0145764197775448	0.0010437712106585	0.00065955252425275	0.00104099927836539	0.0601120016727571	0.000932359947493398	0.000214268542576909	0.00232597520294995	0.0102417683869793	0.00428947205549583	0.00762432716460065	0.0167046813957242	0.00311086916512108	0.00073842290262014	0.0079336898421474	0.0401486627480811	0.0258700739719724	0.000458159142445997	0.0185388080296978	0.00618479939028128	0.0281674116339986	0.00669813736733163	0.0189091636963217	0.0056267915452894	0.0503423262222366	0.0689849213735726	0.0401671833838061	0.00079162098214448	0.00074822297044522	0.00386026100232847	0.00309597523220346	0.0167129271438023
C[Del(T):R(8,)]C	0.00300306521297982	0.0705670008559637	0.0719458612684417	0.000636346933102265	0.00569800643803978	0.0162429286318345	0.00568010535221996	0.00031066793326162	0.00136869308314119	0.0658920923354074	0.000570156805756166	0.000546807746388603	0.00100743658978705	0.00130367978948159	0.000710005861754567	0.00479739892385461	0.0180517635062003	0.00102580193806087	0.00117511982598547	0.00244366211358942	0.0413951606992556	0.0196117719401614	0.000719560687953689	0.0254018057921064	0.00248662684627497	0.0307282640546844	0.000240820514118887	0.0220767960910238	0.0184503947139451	0.00555336654926542	0.00887867955153963	0.00521472771964427	0.00183953961771208	0.00018705574261126	0.00152162047828144	0.00696594427248277	0.0156656084938515
C[Del(T):R(8,)]G	0.00266388398426702	0.0486725915955965	0.0217617248709236	0.000126700948030038	0.00513808061834055	0.00785966740819217	0.00143713413633562	0.000270574422680116	0.0010097377977093	0.056229508485435	0.000315879389870933	0.000191282410964407	4.54537525248374E-05	2.03407135438906E-05	0.0049428261110275	0.00244926952159812	0.00620113542855161	0.00139548661942723	7.287477020384E-70	0.00093135396756316	0.0240971100864936	0.0134363580601057	0.000153731018137158	0.0135054916609576	1.23182342493605E-30	0.0238814726070839	0.000481538866052484	0.00486105547246165	0.0100557979585533	0.0435414052067987	0.0658727038146333	0.0422873614620204	0.00145320842303011	0.000187055742611298	0.0043355097215113	0.00309597523220975	6.70399128569151E-61
G[Del(T):R(8,)]A	0.0025459845472227	0.0392254483361522	0.0293062585328646	0.00021040192685287	0.00200811808682704	0.00739598858859176	0.000256329192656086	0.000832497805924786	0.000860631274160689	0.0375958305143852	0.000721842039724586	0.000128061240991834	0.0023259089351494	0.0064211348758755	0.00081833256671854	0.00275915244657484	0.00479411022798176	0.00121049760151709	0.000700056835064369	0.00522246983239892	0.0262813638678484	0.0157084208981457	0.00218451569398924	0.015142351213346	0.00622674173839389	0.016004264689676	0.0012869962860537	0.0120008407236409	0.0100162681171515	0.00139888154745224	0.00241907885556704	0.00363121388638765	0.00146457300380208	0.000187055742611314	0.000194061143134695	0.00464396284830746	0.0185332274465662
G[Del(T):R(8,)]C	0.00145493686445774	0.0347781161122265	0.031088766608268	0.000463509068507551	0.00277006978621301	0.00588596956611073	0.000339061205556438	0.0015820151164682	0.00108482621630131	0.0284356209144365	0.000766516441278678	0.00206091392165743	0.00241166851171614	0.0016744816245802	0.000823438841429056	0.0025467322006206	0.00508221597817852	0.00158183166144207	0.000571345974333677	0.00142945275068532	0.0180316586905259	0.00984446199125865	0.000837049864928111	0.012225025905056	0.00151304772585653	0.0141428721999045	0.000434573546304843	0.00534572165086651	0.0110743238403079	8.75918476147543E-08	0.000202431858653633	1.15398216342993E-23	0.00172530945677166	0.000374111485222555	0.00306592620694796	0.00619195046440569	0.0144042948729071
G[Del(T):R(8,)]G	0.00154467238904503	0.0225663614404829	0.0133636895797606	5.88849208122588E-05	0.00299031395047053	0.00344327254266613	0.000820456399201615	0.000260448618719375	0.000956728079892895	0.0245385722360623	0.000321158264981424	3.67075371912176E-05	0.00100225351517919	6.78436866568782E-05	0.00242438615008373	0.00106646883024366	0.00385461666216795	0.000536718243429687	0.00010960370569983	0.000932737741169354	0.0124746608053606	0.0072916982651994	0.000217912544903327	0.00764077639788743	0.000753556209868242	0.0106354369422288	0.000489355006711342	0.00179487446033199	0.00281967899293585	0.00209943545739784	0.00468878728380211	0.00401939482694729	0.00027703186499282	0.000187055742611317	0.00104272532833772	0	0.00422100417823035
A[Ins(C):R0]A	0.00233187677073847	0.0014938513199522	0.000766026316782748	9.44010862784355E-06	0.0140579971464463	0.00104579092308459	6.9722391977975E-05	0.000916286852470812	0.000623212970773549	9.31128562496689E-05	7.27688873909889E-05	0.00136817587505329	0.000322063076558428	0.00214615907885197	0.00335996319957657	1.28471813908214E-07	0.216794922647797	0.0045189541178255	0.00913867652923948	0.0246230000445978	0.000118268466059009	0.000131508051332035	3.31093411925537E-07	0.004503625913791	0.0245937003867601	0.000521816575445364	1.98555853738264E-06	0.000487500014184327	0.000190881221755592	0.000687887361155359	0.000704476432930855	0.000388505046365076	0.00558872197242823	0	0.000739989580157265	0.00232198142415944	0.000932907110932034
A[Ins(C):R0]T	0.000727444237898109	0.000346732756520369	4.64532979605653E-05	0.000291947858464011	0.00546410469983091	0.000237623869936149	1.00807739630168E-203	0.000243232725024905	0.000378576345325136	6.03948195567723E-05	3.11335009538823E-05	0.00261007801759051	0.00010436709775191	0.00100794461858835	0.000156184988550072	8.34338163970704E-06	0.124207717274581	0.000515722785634072	0.00136516592887633	8.46775327922097E-05	3.02181114653645E-05	0.000129343204115146	6.98484939817109E-15	6.94807814040879E-05	0.00101837936485858	5.91614696243496E-05	6.6743021502358E-05	1.48394844742141E-20	3.11115709431063E-43	6.87515029999184E-13	0.000445826648454428	6.22540209193139E-61	0.000844835284726595	0	5.15414447267282E-07	0	0
