rowname	InD1	InD2a	InD2b	InD3a	InD3b	InD4a	InD4b	InD5	InD6	InD7	InD8	InD9a	InD9b	InD9c	InD10	InD11	InD12	InD13	InD14	InD15	InD16a	InD16b	InD18	InD19	InD20	InD21	InD23	InD24	InD26	InD27	InD28	InD28m	InD29	InD30	InD31	InD32	InD33
Ins(C):R(0,3)	0.00843839960978652	0.00188267872565154	0.00678330532427738	0.0161488509844581	0.0251294051898088	0.0116271127748478	0.00822577254321694	0.054545330971882	0.0042120527129464	0.00178286339242876	0.00769505553425534	0.0292098793232024	0.0185362660289801	0.0095158380693844	0.0513578951308764	0.0180159195109081	0.0516411691778015	0.0254240160429493	0.00792745902091272	0.00625381705580893	0.000570680585844081	0.0011865543938416	0.00794960524070567	0.00749056725195025	0.00556232350703978	0.00434965996120225	0.0390052078661467	0.0389926769009303	0.0288630010298178	0.0101502595413272	0.0187463452876603	0.0194922036938391	0.020994642809821	0.255524798855398	0.0313688803657681	0.00696594427230311	0.0120671527237041
Ins(C):R(4,6)	0.0040930855659378	0.0037313025234188	0.00394516292189234	0.00958114610863648	0.0108251445918618	0.0039706304559981	0.000296556047899251	0.0122257219452253	0.000662361133404905	0.0106698427533232	0.00274804187037725	0.00105772083989542	0.00102015351646434	7.79128067821879E-05	0.0108620852965783	0.0131040017589444	0.00207286830409512	0.00515534243147454	0.021236116667255	0.00719102476526575	0.0059459659164479	0.0149930187948674	0.000195944063391596	0.018651506405449	0.00316678465140122	0.0140963545734109	0.00374439367268475	0.00424937377818439	0.292794232184375	0.00282008396230804	0.00380209480193504	0.00622789602506084	0.0041803108200382	0.579642854969548	0.00571443398647228	0.00464396284828447	0.0502231328019921
Ins(C):R(7,)	0.0223316430161706	0.0055570440598764	0.0109508074178942	0.000839554190787637	0.00133856204936759	0.00334169137223142	0.000754172204649122	0.00376301216591053	0.0011778633745619	0.00880130617616303	0.00248068051365389	0.00128252275827306	0.00194129103650474	3.23369896988605E-05	0.00136967623597401	0.0104207117025398	0.00340486232044524	0.00266243873803868	0.00565796964147486	0.000255916932174045	0.00527532164909627	0.0074569271692997	0.000439365032498761	0.0286256785373024	2.25284568466161E-51	0.0153898609382371	0.00216957216729636	0.00260148333120465	0.0265399424190076	0.00426480606628485	0.00135299294493486	3.29777763901823E-05	0.00195326854866998	0.0076059105840027	0.00404258590801896	0.0069659442724406	0.045369696782242
A[Ins(T):R(0,4)]A	0.0128729429303215	0.00397327063519863	0.00394184836062476	0.00365847131370133	0.0114822048064738	0.00631723257329628	0.00792288690863475	0.00866907855330645	0.0040823949106921	0.00178515398773025	0.00570323259101142	0.0108990264565397	0.0178538774843848	0.0066532884770424	0.023080662454992	0.0163251560975226	0.0417840209588356	0.0207745113473612	0.0275874829960548	0.0108589972271544	0.00152071251292742	0.00590005873889095	0.00799336472414581	0.00802396269783879	0.0155846385528127	0.00464667074846208	0.0269010445477691	0.00264509891751533	0.0085640946714283	0.0104335690974799	0.0271787201649169	0.0155025087122235	0.0219137931524095	0.00165652793665535	0.0132717264138928	0.0100619195046303	0.00500541609360666
A[Ins(T):R(0,4)]C	0.00206235930101226	0.000753499982099824	0.00135684998042296	0.00150370843639551	0.00589786164390862	0.00374130054672979	0.00169487441894468	0.00823637600671356	0.000809617125778164	0.00211352618263346	0.00143173374029116	0.0141974019727128	0.0048129153927207	0.00315119693452897	0.00453592843755648	0.0104443275391166	0.00447793986485798	0.0130984352507249	0.0236527172445977	0.00461680493097713	0.00102165669532249	0.00424659415303116	0.00755122438649554	0.001804765518312	0.00512879522253294	0.00267941530812281	0.00862221719219308	0.00242038365411722	0.00246353610952858	0.00285866656437368	0.0037968123440826	0.00127003585984536	0.00856262141961017	0.00197620291762662	0.00358054580344309	0.00464396284829552	0.00709855895199472
A[Ins(T):R(0,4)]G	0.00283221130543047	0.0010392153013453	0.000423029700497138	0.0234426123039599	0.0575501230706718	0.000746422601647867	0.00441793711605639	0.00576223998732469	0.0026212298206703	0.00251435233789454	0.00251567728115989	0.0085896925723984	0.00763193165007912	0.0039207167347216	0.0123076935632543	0.0119915977537401	0.00693611026554451	0.00439604697720382	0.044873921198229	0.0106291755561112	0.00166458654808384	0.0072562355144915	0.00340901213994827	0.00408556032135562	0.0145496573181535	0.00685997276618698	0.00987515458136183	0.0152081930695147	0.00314834915714879	0.00388682541628994	0.00417604901902756	0.00439237574128029	0.0117790435695144	0.00056116722783389	0.00446743578520045	0.0139318885449172	0.00547387080156013
C[Ins(T):R(0,4)]A	0.00225595815940355	0.000650861677442831	0.00212169488417904	0.00139345153866449	0.00843216311560347	0.00288262125093198	0.0122991441167208	0.0107427635568027	0.00251502356209387	0.00117479660423676	0.004684950307129	0.00919519367813252	0.00835784736321636	0.000996536305538635	0.00664308599862375	0.00863516187082725	0.00139959251636515	0.00858745838945152	0.00651338385483758	0.0158188427900995	0.00179305710214688	0.00761256194331471	0.00149720196823058	0.00226162701750094	0.0191076061178629	0.00116402303156568	0.00979581418156015	0.00508136807014239	0.00435797535547777	0.00253544860915437	0.00621040854105554	0.00466349829851739	0.0103179679528301	0.000373560856317235	0.0228274542373207	0.00232198142410479	0.00303073030790029
C[Ins(T):R(0,4)]C	0.00194287038593016	0.000628786632708083	0.00597902180465789	0.00260328851736899	0.00593880948253705	0.00322618024578725	0.000164060088960549	0.00587413665565964	0.00221421576198241	0.0022418349953712	0.0027024930758838	0.0147881230955135	0.00473399822462721	0.000370968612145787	0.00635213452239991	0.00933276563205619	0.00291406548023475	0.0243281322307816	0.011030095172505	0.0181632050325293	0.00191784113784282	0.00867122595825432	0.000507453523145117	0.0025672493230954	0.014825132252118	0.00295608021403789	0.00278347386239733	0.00205351522563006	0.00246302996366101	0.00480243924905747	0.0104652838876932	0.00913740324240457	0.0147834997310154	0.00300481500088024	0.00195452288256986	0.00309597523218534	0.00988356718018506
C[Ins(T):R(0,4)]G	0.00184600970477569	0.000880537077679871	0.000875919917701249	0.023608021805527	0.0601976631506256	0.0014505713803129	0.000125685042583629	0.00626575309709925	0.000993018025091753	0.00227792050063145	0.00289325517663591	0.00501139493787823	0.00707684188935594	0.0026231499345644	0.0150243732035286	0.00566025622915003	0.00295204580750275	0.00448171258079609	0.014998323504772	0.0108551898091326	0.00182682734019398	0.00702834680236592	0.000791780127653909	0.00448130861545656	0.0110507429540758	0.00378824910548308	0.00704278287555257	0.0139112672989004	0.00267231029285369	0.00142403781262053	0.00571053531190544	0.00458962842441483	0.00683551001603962	0.000490424617627193	0.00565819531882559	0.00773993808051132	0.00861759113538138
G[Ins(T):R(0,4)]A	0.000628007869733955	0.000199094059956044	0.00345550601511699	0.000914286578172436	0.00918174488787649	0.00287610018918667	0.00440611003189483	0.00663911501430408	0.00106378513799646	0.000449434988801076	0.00478717368847547	0.000559948297991899	0.0127123138672706	0.00272995071044878	0.0392623013088627	0.011878187627607	0.00586342444831558	0.00584784498546861	0.00320572482414751	0.00235023926045871	3.23944336577823E-05	0.000615666959760681	0.000834964453039136	0.000431239810191007	0.00165681583473506	0.000341012471002355	0.00440252801316168	0.00185543284207837	0.00129517634900408	0.00353769707695092	0.00436263372625187	0.00702314487364537	0.0115460094276313	0.00143817552034399	0.00948229098473846	0.0595975232201112	0.0026214861580489
G[Ins(T):R(0,4)]C	0.000614395007077478	0.000210101482801951	0.00145244800341788	0.000354261212874523	0.00775131988623901	0.00171571730300056	0.000251380428208918	0.00514481833637727	0.00118300069944897	0.00064362844897368	0.00215349898845037	0.00561035094437022	0.00605412669032842	0.00285022212603106	0.0147148226280496	0.00384739898622173	0.00130837047638917	0.0049427139154908	0.00327475696969512	0.00118335760505782	0.000154090335472999	0.000813733976204641	0.000270139289013834	0.000474252995644963	0.000591683637435709	0.000616016068894214	0.0022181917430657	0.00105383732415788	0.00183341519782747	0.00161392218267459	0.0039919773174275	0.00428929508347609	0.00433845348833911	0.00201816517940832	0.00126655145765829	0.0541795665637552	0.00690764732530357
G[Ins(T):R(0,4)]G	0.00278125228659001	0.000508377949606673	0.00213848593418718	0.0160927194008312	0.0552858841421624	0.00194335123982893	0.00365537681792413	0.00510228609369875	0.000836847795151441	0.00136999446045185	0.003189648128788	0.00862660574854044	0.00590394366790081	0.00338152606074379	0.0162352527620441	0.007895736405385	0.00192452309189973	0.00416999474986959	0.0137929283823649	0.00378647513717568	0.000478257637176142	0.00163868313468935	0.000686852125725542	0.00482362181892857	0.00203682636023344	0.00293092172179691	0.0054001844624267	0.00529883712094546	0.00311233328232465	0.0084153110394824	0.0211360922568188	0.0120759550933597	0.00555476078088814	0.00324047027763227	0.00517321802883002	0.0866873065020028	0.00315852243820047
A[Ins(T):R(5,7)]A	0.0382121315926357	0.0094403925501779	0.00808811240547845	0.00414620760969153	0.00609855878929656	0.00432466354259222	0.00790669615290976	0.00283151975591612	0.00500417524761635	0.0127849240126849	0.00164150597256133	0.000344957090898293	0.0100419558300077	0.00558401198320904	0.0155987026597521	0.081981459001149	0.00810178198325827	0.00693732243126349	0.0786651626824561	0.10983364760785	0.0210339145467065	0.0597470097844743	0.00638082417277473	0.0363701392390806	0.0468281703917295	0.0310569696140278	0.0121936043458709	0.00536469976938327	0.0269459077169715	0.00147215537067312	0.00600256524030863	8.74257592129145E-09	0.00421206909617526	0.00112233445566791	0.012130458351882	0.0193498452013205	0.0408094854067043
A[Ins(T):R(5,7)]C	0.0452893271660812	0.00686223363609641	0.00720289005651878	0.00125670884810182	0.00460036693553869	0.00451053915597215	0.00200395996263952	0.00861359245887097	0.00408699260151136	0.0101776776007125	0.00213754133158271	0.0130552326884629	0.00762636449617313	0.00763589260242311	0.00292394283552923	0.0975754598950674	0.00909816218618731	0.0103252160920801	0.0853587791250868	0.0834779006694951	0.0119359423743023	0.0422201329688954	0.00556314965338143	0.0359064410515811	0.0329098621409379	0.0409746537285159	0.00570568628818773	0.0146028425077703	0.0285975544372479	0.00144207032377989	0.00636272248825101	0.00652998177809167	0.00268954040562446	0.000748222970445145	0.00883693674375547	0.00851393188853515	0.0379446415849402
A[Ins(T):R(5,7)]G	0.0311241652913152	0.00668432957585289	0.0075322193447673	0.00670097227613974	0.00553484326653675	0.00206515536657327	0.00190284051117318	0.000414730426875938	0.00361559529984306	0.0111123176690263	0.000975518463996419	0.00262485644426537	0.000952956192822074	0.00260207141397899	0.0467675031574731	0.0674801725404697	0.0124460045717498	0.0050849136070034	0.0766602884621833	0.0300710135286178	0.0085457639313758	0.0257815247714391	0.00324106978255783	0.0249794100183026	0.0128504153760459	0.0506618469204801	0.00168215056979216	0.00788185254325688	0.016434008483738	0.00149959974210387	0.00323843972196748	0.00342755896175486	0.00430199211906552	0.00037411148522264	0.00268912498014579	0.0108359133127528	0.0313057535511498
C[Ins(T):R(5,7)]A	0.0183645320587477	0.00559507642206485	0.00457073659454508	0.00151676348577008	0.00328028150705918	0.00307755730013451	0.00487104989065677	0.00352993846887447	0.000654132116310466	0.00589289970688539	0.00119637518324085	0.00182532590221946	0.00199497967262412	0.00209955631686733	0.00303632440658694	0.0406778798479664	0.0065726299299656	0.00371932096398872	0.0296698103267911	0.0739361663614827	0.00623627001504439	0.0293763052744466	0.000507629137736327	0.0165107308266461	0.0359245272341537	0.0148217641228277	0.00743587585531218	0.00326977415636519	0.00936615884030611	0.00198056677501016	0.00448106650747187	0.00388248434954107	0.00159499162764588	0.000517174153148487	0.00222647934417586	0.00619195046440538	0.0183274254009756
C[Ins(T):R(5,7)]C	0.023610879028748	0.00353517384289764	0.00446676501432984	0.0012662656370008	0.00403669478026245	0.0020135602597042	0.0034147034381611	0.00292123360591868	0.00242409635103448	0.00623133856092657	0.00209905010745129	0.00578811712438944	0.00293733231609631	0.00231728602658555	0.00241832394188964	0.0522733229952394	0.00561615853745213	0.00447780074734366	0.0465242736923848	0.0687341583636391	0.00407457425322149	0.0236261729078046	0.00272251622214293	0.0174942875728202	0.0280673431462881	0.0276075001809643	0.00787281348961752	0.010500903150192	0.014782939126233	0.00296045290315189	0.00559944978706598	0.00396098097124873	0.00228397734011982	0.00074822297044525	4.60879380021142E-23	0.00541795665636725	0.0231404260254121
C[Ins(T):R(5,7)]G	0.0211446562651724	0.00340163601752849	0.0058647860153056	0.00361843696107195	0.00490616796552599	0.0020166509292182	0.00236368774047263	0.00147648632855926	0.002021436798727	0.00702559096873167	0.00131221965186245	0.00238927311152491	0.00143362241862344	0.000491617334093324	0.00762676294755014	0.0411830584280789	0.00362421514959798	0.00217803304023085	0.0351739976348849	0.0265694951404149	0.00482609380752659	0.0159423535364682	0.00113818512846113	0.0176332223943313	0.00971231589447257	0.0314150594508984	0.00299702927911894	0.00862246511428725	0.00883225940414709	0.00177206912608665	0.003529838694166	0.00178592177094288	0.00238135827537951	0.00056116722783396	0.00538398103730427	0.00464396284831898	0.0204245825479292
G[Ins(T):R(5,7)]A	0.0168929756848426	0.00456663317596289	0.00620165578189474	0.000520475120347344	0.00244851214127451	0.00153531601426787	0.00184811266057296	0.0037047532918506	0.000796211796523258	0.00696569061276037	0.00194081463077835	0.00134681449457629	0.00323052636002303	0.00364520337460968	0.00414849216434066	0.0362191008605832	0.00758385319498535	0.00168327452964035	0.0228108696669099	0.0510165376221754	0.00857427496528783	0.0247655923779095	0.00210175719487894	0.0205291769931371	0.0204898944586077	0.0167608528259966	0.00693838374448058	0.00425032581422901	0.014838877054055	0.00101334501890481	0.00359085907818295	0.00193988431337025	0.00381848145423814	0.000187055742611314	0.00371016879227251	0.0108359133127253	0.0485617713256941
G[Ins(T):R(5,7)]C	0.0236021424693562	0.00161347204100608	0.00893814183978008	0.000568197519966979	3.8325466007064E-05	0.00322163490278815	0.00189793953626659	0.00247154329264017	0.00138922249394214	0.00723825644938587	0.00131055998984823	0.00558879375869602	0.00210817199357377	0.00391150449665633	0.0044616681743363	0.0409336551292748	0.00378634695150906	0.00361001547532305	0.0376001537639232	0.0499371586973109	0.00716559056062363	0.0222202905341998	0.000640424078462386	0.0228539942186488	0.0187735541038494	0.0267160498683372	0.00601238447240628	0.00541295466473991	0.00883959281383109	0.00108056125397686	0.00486818677346916	0.00138345734065906	0.00385430543860604	0	0.00333330074071883	0.00928792569664362	0.0632742660016302
G[Ins(T):R(5,7)]G	0.0210926292628442	0.00310160449106245	0.00706264586033986	0.00323753794931392	0.00431039615821947	0.00129705927012268	0.00196442809647214	0.00325882701530544	0.00133428653154651	0.00992525412565615	0.000906300461917959	0.00337858780119122	0.000766575954448872	0.00285516147458952	0.0147011336579855	0.0368302460488655	0.00714423223003111	0.00395739219713022	0.0355759721075764	0.0209022700336664	0.00705722528014368	0.0174384923377842	0.00133071985103207	0.0248896827067265	0.00574414371273501	0.0396133228279233	0.00460148966765039	0.000687012130355932	0.00892280389751435	0.00205559141100903	0.00679109825656825	0.00339055370672046	0.00189441098738885	0.000187055742611219	0.00551606580760853	0.0131578947369152	0.0632699847644111
A[Ins(T):R(8,)]A	0.0737778216762728	0.00422573015071312	0.00660676009626542	0.000748903760592338	0.00490232669463504	0.00615654070064836	0.00858490872326866	0.00239755790110654	0.00274367019990885	0.00942448789121024	0.0029035395883384	0.00267857581489085	0.0118873926643365	0.0116265571574811	0.00356744554743518	0.0169700574717009	0.012886437675811	0.00393956886180325	0.0339806840340389	0.0389660073795989	0.0106850072703852	0.0185103316893689	0.00495251590511655	0.0417793014228317	0.0181578641937698	0.029112891944524	0.00970613677284076	0.00617848163971006	0.0200702793286361	0.031078507622069	0.00466202417525632	0.0043609029348165	0.00250765129179454	0.00112233445566787	0.00603778607679809	0.0216718266254755	0.00980668200649386
A[Ins(T):R(8,)]C	0.0748295952813341	0.00346965209379123	0.00451901584891675	0.00173371517533885	0.00353927745540109	0.00588733828352433	0.0024405957176092	0.00562470175632289	0.00358817895805486	0.00893900566768558	0.00292808314798931	0.00163944500617849	0.0131042336289837	0.0124877754122026	0.000782905770892567	0.0151181227429253	0.0114830659173125	0.00414134530160024	0.0392583183139106	0.050014936030587	0.0136102330563438	0.0232517246664233	0.00466541673014904	0.0438889325566463	0.0240182236316629	0.0342114245836377	0.00639513212295122	0.00286795705444927	0.00878965745432645	0.0745401843511451	0.0108683462631958	0.0102344510864694	0.00545554596500699	0.000748222970445085	0.00606028565999637	0.0147058823529707	0.00865009120877582
A[Ins(T):R(8,)]G	0.0525833390890898	0.00206349436388136	0.00580166224692219	0.000741903555051653	0.00542610888804815	0.00303575988455799	0.00915494169029961	0.000834776255635971	0.00196579154725293	0.00536094077992398	0.0013284301996676	0.00097336046430855	0.00406351123961902	0.00391209716530626	0.0147762234126244	0.00724780980538416	0.00835625586242807	0.00228781831698965	0.0191462431663591	0.0104415755101888	0.00593355976546684	0.00838103709969868	0.00190014718759253	0.0252039410333528	0.0051861550966195	0.0246236643546202	0.00143906702417586	0.0013746658223368	0.00976057155431098	0.011201313925433	0.00161987132787731	1.27267566188058E-54	0.00279134255229857	0.00112233447206643	0.0118613843336752	0.0077399380805336	0.00517152994579365
C[Ins(T):R(8,)]A	0.0388950438226846	0.0024889653609389	0.00586930338147498	0.000632728618700276	0.00344028753889133	0.00248416630009299	0.00472938428926058	0.00105376098831601	0.00217568397416953	0.00560639259423125	0.000611091111185035	0.000764608254037519	0.00485690577820218	0.00466046015997488	0.00258194827208301	0.00898090718410291	0.0051197851322876	0.00209378753400628	0.0142794702724888	0.0178326305623384	0.0061743650348117	0.0104133586916116	0.00122243864839956	0.0245506696697273	0.00652793202359192	0.0167091468128046	0.00247868206347231	0.00498897449108407	0.00789098160177258	0.0214929065269663	0.00312749240332406	0.00340063755548114	0.000767406910139685	1.15934767809655E-17	0.00235862850207777	0.00773993808052519	0.00614628293602032
C[Ins(T):R(8,)]C	0.0460347425186141	0.00208755762585046	0.00564546280744279	0.00113063668150628	0.00106016084399406	0.00362244971390277	0.00401288867576443	0.00139000242082967	0.0016299681022562	0.00657079223179235	0.00124175684515211	0.000997804084473421	0.00617906155827787	0.00567233862633125	0.00204877881871171	0.00818497760859437	0.00557302873200085	0.0016393232580004	0.0204511689049374	0.0333778978065221	0.0119136185540513	0.0195582408290231	0.00189716393657703	0.0285385931794827	0.0117713133679263	0.0251548720299365	0.00181337975001553	0.004684042793655	0.0134395080002874	0.0525433917928019	0.00545814846071135	0.00582009657189333	0.00254065620210663	0.000561167227833935	0.00984045826187294	0.00851393188856883	0.00596345020612164
C[Ins(T):R(8,)]G	0.0380308588711059	0.00256326551301887	0.0057344005624798	0.00109428667021296	0.00220081995213173	0.00187930791251254	0.00224628608110451	0.000332845135666253	0.000843470146045429	0.00466052492441556	0.00100862415471263	0.00161037097313362	0.00188288297299603	0.00275097766357795	0.0141957426039622	0.00472747123382154	0.00511174082447455	0.00180228783511163	0.0115403374524259	0.00629912872093997	0.00576693880362889	0.00853570561247447	0.000333005931623426	0.0214781376981847	0.00203825239833232	0.0196399813734956	0.0020423746723738	0.000832227861541999	0.00899157417797188	0.0114685610135353	0.000878204225244956	0.000240342393294609	0.00266345232991639	0.000374111485222637	0.00301166572263036	0.00541795665637379	0.0065490193374598
G[Ins(T):R(8,)]A	0.0403180760229183	0.00211371226053879	0.00248620244039266	0.000545625249574991	0.00183310404789688	0.00278994280459827	0.00423884743317742	0.00184431982946116	0.00110296786366784	0.00646423112237064	0.00188988418663978	0.00220504438946176	0.00777855818911443	0.0107258875097547	0.00166272020106653	0.00863813291683587	0.00669214647361413	0.00291786599857625	0.0143134929427605	0.0164672573382431	0.00618773536955672	0.00897480261685367	0.00151260261241321	0.0315251736248543	0.00626767362107507	0.0184637742696106	0.00790777502543072	0.00492677206291183	0.00790561972429259	0.0545759410309923	0.00663480974002914	0.00498862171311029	0.00185625917351463	0.0003741114852226	0.0065877453052609	0.00541795665635184	0.00854593783409694
G[Ins(T):R(8,)]C	0.0421220354387743	0.00205006548120082	0.00483442179001245	0.00215876499405098	0.00153269826387208	0.00239407149111574	0.00504158481470776	0.00211869589641031	0.00202562453717672	0.00633331583743276	0.000643045355898245	0.000871370704703022	0.00808211465621787	0.00869649829566696	0.0028068676403623	0.00620965015895159	0.0048038978665179	0.0036222902060092	0.0159529460298617	0.0226259113698511	0.00817777323505622	0.0114174955696597	0.00205003583058892	0.0292496968566409	0.00929680811869877	0.021147544517415	0.00521179937056839	0.00230163053626875	0.00624387941238556	0.125699483265123	0.0141997755830835	0.00941804303028419	0.00343267764855632	0.00056116722783394	0.00747156541582243	0.0123839009288309	0.00799271417254941
G[Ins(T):R(8,)]G	0.0376019537548364	0.00325758787736968	0.00535015773501633	0.00032909566407538	0.00331113565110994	0.00105882933207003	0.00025585323452242	0.00107548757252371	0.00104351818523495	0.00460688231189675	0.00137910324271615	0.00463123060167498	0.00110663340543923	0.0023122179773404	0.00992577113693433	0.00510042339530902	0.00518824330208905	0.00276211012433232	0.00929981882831412	0.00553120577419474	0.00480654509704681	0.00582529307873999	0.00162153164771205	0.0234845674895243	0.001443634504269	0.018707430422301	0.00275776893428253	0.00150684947546267	0.00842208917282529	0.0270163203447126	0.00423468074537473	0.00473806681321304	0.00133435965644178	0.000374111485222647	0.00367840595085817	0.00773993808051179	0.00923708602743429
Del(2,4):R1	0.00404843652839643	0.00239878309957474	0.00642937668805578	0.000311178788374948	0.00712634951345974	0.040913627963003	0.0992432234089184	0.00798098529624523	0.00592565800767058	0.00561229396904702	0.0356580292386731	0.0195728104560604	0.0292241609934281	0.0251564442829172	0.0348147273095637	0.00693861938767328	0.0107628305504498	0.0143124119724707	0.000287092204178747	0.000948549585841538	0.00294975389298881	0.000812490565397748	0.00874860523341341	0.0056589342134412	0.00123221913813545	0.00437255979700775	0.0119348414532011	0.000112396491307927	0.00590850507356623	0.00636656219537833	0.00966146127615969	0.0421637594107193	0.0347860665720441	0.00336700336700328	0.0394426945416879	0.0255417956657058	0.000576642392186326
Del(5,):R1	0.00141122953995208	0.000353209840973212	0.00360185741295146	0.00409840712056688	0.00170698124534468	0.00998555059671414	0.0400748945096685	0.0131590677264888	0.0525255970593624	0.00075605198769764	0.228406184870969	0.00575786360092633	0.0237903781092	0.00177964382747762	0.0111158020576087	0.00852864093862253	0.000864153068195251	0.0356968694778191	0.000164977472897149	0.000317902352460286	0.000208334986625451	3.31306670254231E-222	0.00445132099054639	0.000285440693175073	0.000174766294516812	0.000157321092255916	0.0102939735971644	0.00173756026240774	0.00437729546115307	0.00424773636393372	0.00654284097137166	0.0203784476442357	0.0723714854150962	0.00434036838920421	0.00680739959809539	0.0201238390092406	0.00248549573958315
Del(2,8):U(1,2):R(2,4)	0.00752114223731385	0.00502442419886676	0.0400688132221121	0.026568120111984	0.0138128085545773	0.147334676747718	0.0597176115299984	0.0128412477057305	0.00672071251314062	0.00402250627500517	0.0161629744350049	0.0507911539487041	0.0185023987207003	8.10756535926946E-05	0.00890685444285118	0.0127451503968858	0.0120392120897878	0.0104674186486301	0.000163855818134735	0.000469937219501399	0.00159508530736288	1.87414153635204E-31	0.0145793166868127	0.00239348356802895	0.000290327956897594	0.00161873803705459	0.0170419716948449	0.0070714850757792	0.0161208576946261	0.00563281757546687	0.0105283155727335	0.135278473830451	0.0208440095713811	0.00286263683607805	0.0254170321640099	0.0170278637771478	0.00137023622942509
Del(2,):U(1,2):R(5,)	0.00605825766064805	0.00694263428153536	0.00945599383156319	0.0151682180325071	0.00243745905654041	0.032197381729241	0.0141916077819011	0.00482961347185458	0.00488323231094101	0.041249724809749	0.00585945122869622	0.0111666957223511	0.0050020960412287	0.0390572716319908	0.00852794244429795	0.00111199258484059	0.00409515026050788	0.0065036734347377	0.000323588462297368	0.000631910575614875	0.0200830036966209	0.00297826918212045	0.0072380849371342	0.00653639101844843	0.000604276996727865	0.00433095313514577	0.0085427511442153	0.00377250421607603	0.00243299253480976	0.0183500367692192	0.0417600578086692	0.0585783590589376	0.00506105809003739	0.00148858011218004	0.00494501962067795	0.00309597523217588	0.00176199842552423
Del(3,):U(3,):R2	0.0102837044702337	0.00413822447604587	0.0124683897466107	0.000598593522984034	0.00217855128315653	0.14106844524045	0.0278683712660121	0.0113198936377255	0.0133170880822592	0.000583984929953851	0.00103949878360794	0.0123266841987591	0.0152956393162039	0.0677033879098242	0.0085589102152147	0.00313840830419785	0.00225492950600613	0.0047939878920452	2.36871039584154E-90	0.00026629962893189	0.000283488909861105	0.00102514399167039	0.0035068893341671	0.00246827116550486	2.97134389593481E-101	8.79808784017595E-252	0.011641826374455	0.00465805517523414	0.00384940668537463	0.000511051852623072	0.000944928444010634	0.00237518993168009	0.00965926479721785	0.00374377108954617	1.60122231565158E-12	0.0185758513932488	0.00482853641478427
Del(3,):U(3,):R(3,)	0.00279971742188124	0.0018632184790149	0.00883448770887138	2.00758139750344E-06	0.000599932101607247	0.047600842378387	0.00503264784938478	0.00232732913130144	0.00306807870395581	0.00170334339314834	0.000194831081898089	0.00291122536941419	0.00168150471415934	0.0291027262320727	0.00744684441826874	4.69333895436684E-05	0.00116255144320066	0.00115536404711581	0.000119444848995681	0.000435214764398089	0.000549012086685422	0.000568100210502991	1.24326753644363E-06	0.000905560003201444	0.000142392806774778	0.000103745683746619	0.0044016912506337	0.000348099209700928	0.00239886071634102	0.00230289451896057	0.00238306552130292	0.00205802307506448	0.0018608894215033	0.00074822297044528	0.00165864255438416	0.00464396284831911	0.000295114454465526
Ins(2,4):R0	0.0134807844692711	0.00261794461733719	0.0142660448864374	0.00367268795141888	0.00375151740757894	0.00556029701031626	0.00239481348393624	0.00887220272934931	0.00569180169948236	0.00329535458139174	0.00307775046755083	0.0252380283325902	0.00261866093501968	0.004146961679086	0.0854139826923037	0.0016888742367685	0.0460148761956684	0.0196553355585894	0.00786116365493099	0.0148104665194786	0.00190153269780164	0.0017613649479336	5.67090454847734E-05	0.0201273687962393	0.0138394725246807	0.00843203151519946	0.00486822909560686	0.00349709092044273	0.00469764634541955	0.00741757652624713	0.0167016390808544	0.0225840575324466	0.0150501979865024	0.00185460904695081	0.0130950750009629	0.00696594427244922	0.00720422061230697
Ins(5,):R0	0.0070527968597713	0.00567604704425739	0.0105371264531698	0.000779901904770606	0.00100009782928148	0.0104622956246012	0.00365664443796531	0.0221771184785593	0.0184330763113418	0.00271554248439729	0.00346537884563454	0.0126128483185312	0.00883028487355204	0.0107570286417405	0.0776147726941388	0.0166383183076955	0.00792301719187339	0.0180436511523161	0.00269546459231831	0.00501397388580175	0.00097037694926337	0.0015658572511679	0.00311626189570208	0.0120771481879056	0.00594928923558065	0.00416989381854112	0.044383701058132	0.00691584378562462	0.0123757594695639	0.0304514299823385	0.0684994604009945	0.0325199308790402	0.0105854013670398	0.00463316265197064	0.0138692149669669	0.0116099071207563	0.0272055174356669
Ins(2,4):R1	0.00731386454631792	0.00101787890317053	0.00424711400758414	0.000710774088180005	0.00443311272185566	0.010839102550768	0.00884756490648118	0.0118301092103666	0.00131407235839077	4.12883948314237E-05	0.00549151699833982	0.00826311408978283	0.0104513674280713	0.00265221773834081	0.0150662174137452	0.00293281647580792	0.00391939660141805	0.012171447939684	0.00131282563327446	0.00129065565622303	4.9438261732255E-05	4.07618539306588E-129	0.0041141940455441	0.00620513948798898	0.00106721101462108	0.000625862514788898	0.0482912229933736	0.000123217320540229	0.00653128902534032	0.00300623389374426	0.00492902800522585	0.00246153765474777	0.0109748629927893	0.000919102405249759	0.00454057916176374	0.00232198142406396	0.00297872352262267
