rowname	C_ID1	C_ID2	C_ID3	C_ID4	C_ID5	C_ID6	C_ID7	C_ID8	C_ID9	C_ID10	C_ID11	C_ID12	C_ID13	C_ID14	C_ID17	C_ID18	C_ID19	C_ID23	ID_A	ID_B	ID_C	ID_D	ID_E	ID_F	ID_G	ID_H	ID_I	ID_J	ID_K	ID_L	ID_M	ID_N	ID_O	C_ID16	C_ID15	ID_P
DEL:C:1:0	0.004769151	0.001859313	0.109573504	0.00497835	0.053749631	0.030421848	0.001220427	0.037402673	0.203624071	0.016712172	0.001662262	0.023695164	0.056426732	0.002037789	0.009847505	0.005482444	0.005842772	0.035767627	0.295799574	0.055293341	0.018529842	0.021927181	0.024195544	0.013262415	0.060555123	0.021056439	0.166012441	0.009051478	0.002164247	0.018663401	0.241017777	0.007999792	0.001093892	0	0.020019196	0.005943523
DEL:C:1:1	0.006290852	0.000368389	0.173882883	0.003521624	0.042524145	0.012676037	0.002186489	0.018588816	0.05565346	0.007994003	0.000428526	0.01919074	0.028422576	0.001397148	0.005934551	0.002536776	0.004571543	0.11922076	0.125588671	0.050150881	0.010205024	0.009597682	0.008184041	0.006022272	0.018101923	0.008137751	0.000244753	0.003266958	0.006234481	0.005310057	0.027474491	0.00205486	0.000633263	0	0.104483752	0.003192624
DEL:C:1:2	0.002361428	0.000310856	0.154698861	0.002681675	0.031662415	0.009662482	0.007464955	0.0064969	0.025331006	0.006422125	0.000219421	0.005290163	0.01044959	0.001400108	0.003245754	0.001191852	0.012026015	0.055549827	0.043179243	0.02967222	0.00723072	0.004892604	0.003331282	0.004286194	0.00932295	0.00532675	0.003245073	0.00301049	0.004913815	0.005513054	0.010525469	0.002076061	0.00026698	0	0.134649664	0.001758887
DEL:C:1:3	0.002358031	0.000865248	0.054534473	0.002106088	0.01616215	0.003283838	0.031715577	0.004318471	0.022825001	0.003954554	2.26E-06	0.001964381	0.007056774	0.000185497	0.001248454	0.000955139	0.006325208	0.038745083	0.013995137	0.01639759	0.004180476	0.003491853	0.003688814	0.002641504	0.007369508	0.010655885	0.000193569	0.006434206	0.010908679	0.002832199	0.002111281	0.005548324	0.000475502	0	0.127519539	0.002434015
DEL:C:1:4	0.00155448	0.004091984	0.038726138	0.003272751	0.005803331	0.00216856	0.092746954	0.002839009	0.013800595	0.003850429	2.80E-06	0.002965593	0.004530698	0.001152309	0.000455239	0.002885279	0.010740693	0.01328362	0.006269277	0.00573089	0.005918895	0.003157112	0.000874826	0.003559135	0.001904054	0.004200375	0.00013494	0.013911058	0.007858759	0.003510179	0.001584621	0.019368586	0.000842304	0	0.081447964	0.002414103
DEL:C:1:5+	0.006796531	0.015737637	0.020308069	0.007261192	0.001105608	0.00113216	0.185839734	0.002275646	0.006721408	0.001966608	0.000205978	0.010482383	0.001078647	0.007020273	1.13E-06	0.003653869	0.00609877	0.005973247	0.004979604	0.00138328	0.004483017	0.002857211	0.003396278	0.002652985	0.003526962	0.001724817	0.00020939	0.039574037	0.002572836	0.007660049	0.000500366	0.015379723	0.004152765	0	0.018099548	0.007993906
DEL:T:1:0	0.005872298	0.000622038	0.037710939	0.003203593	0.075532923	0.012631541	0.001497307	0.022517703	0.044658134	0.013654714	0.000921142	0.02348069	0.042833772	0.023600269	0.018033801	0.109232031	0.006238758	0.233231527	0.024490579	0.069056021	0.493065429	0.019733883	0.013867014	0.006595878	0.014415153	0.032072576	0.138055673	0.005459787	0.000836695	0.01128473	0.077540458	0.0043885	0.000899577	0	0.022487317	0.005380904
DEL:T:1:1	0.003978183	0.000183072	0.033240149	0.001577077	0.071172134	0.004622955	0.005503931	0.012788177	0.023174894	0.008274015	0.000436779	0.017912557	0.342669195	0.019500446	0.008286353	0.141242551	0.00944334	0.110175418	0.013251563	0.058645241	0.03930055	0.016811784	0.009209866	0.008782091	0.011317136	0.012874015	0.027014049	0.002891121	0.005337957	0.007813561	0.025335369	0.002907062	0.000399582	0	0.077197312	0.004778039
DEL:T:1:2	0.001904883	0.000462208	0.021670276	0.002618356	0.090303661	0.014412748	0.010240342	0.012076236	0.048569485	0.017569839	0.000433052	0.014023838	0.029106378	0.015214422	0.003245905	0.128592093	0.013485699	0.041620376	0.010329435	0.04529907	0.023077802	0.011770767	0.004380636	0.004391006	0.008009633	0.010781726	0.018775266	0.004693464	0.091501753	0.004424386	0.020439208	0.005421554	0.000503917	0	0.119840943	0.004816006
DEL:T:1:3	0.004029452	0.005233812	0.027068046	0.002070592	0.069866861	0.017897593	0.066557238	0.010340476	0.081987882	0.01299326	0.000661191	0.022135945	0.053976425	0.030915985	0.000520133	0.251099358	0.004494288	0.012630794	0.013336705	0.02756943	0.027157296	0.016821918	0.003978209	0.005134542	0.008159302	0.021813422	0.013581474	0.007483821	0.28154694	0.025719879	0.017856176	0.009185721	0.001025889	0	0.124914301	0.008911488
DEL:T:1:4	0.004011103	0.021389341	0.016812043	0.006724268	0.042441572	0.015136327	0.214338871	0.005421118	0.068160036	0.015689378	0.002472396	0.012146273	0.026984505	0.00943244	0.001298105	0.091132392	0.004077505	0.005916336	0.007012158	0.01751645	0.015689707	0.011777189	0.0021539	0.004477051	0.002943381	0.006579463	0.00548973	0.012751528	0.444022579	0.024457111	0.001330184	0.019075673	0.002264297	0	0.098176333	0.015235739
DEL:T:1:5+	0.026725965	0.84905415	0.016948797	0.064863857	0.023881863	0.0154408	0.015119056	0.016234118	0.089834312	0.026843353	0.009381727	0.003838748	0.021102665	0.029447795	0.006337724	0.019132284	0.016712453	0.007010561	0.026866334	0.01125662	0.012231318	0.04257157	0.009820089	0.012822589	0.018244332	0.01973197	0.021499192	0.016409593	0.038604503	0.015358748	0.033528375	0.014832981	0.015994962	0	0.068970245	0.361088193
INS:C:1:0	0.002973729	0.000226847	0.008015159	0.000436226	0.001707792	0.003680729	0.003257753	0.003945123	0.003001657	0.00960631	0.000472184	0.001167981	0.017270638	0.325282724	0.006789491	0.002998199	0.014828167	0.00284509	0.012586885	0.00059233	0.009945354	0.498344439	0.224532402	0.004134633	0.003531188	0.01146793	0.143042868	0.001844418	0.000761044	0.008180905	0.011374622	0.001721566	0.001860941	0.152073733	0	0.009027078
INS:C:1:1	0.001807296	4.41E-05	0.004105229	0.000547828	0.006679105	0.001759431	0.000610009	0.002339406	0.007355637	0.006762071	0.227661205	0.002371209	0.004960928	0.01079153	0.008607654	0.001709089	0.00638244	0.00175468	0.001816823	0.00445752	0.003564066	0.018159119	0.067667544	0.002200291	0.021448558	0.003301912	0.003429336	0.000783134	0.000565064	0.005593602	0.0059402	0.000363148	0.003226253	0.134562212	0	0.001333718
INS:C:1:2	0.000739626	4.11E-05	0.003656791	0.000425032	0.007137066	0.000347329	0.000589147	0.001774419	0.002890542	0.004629059	0.11596415	0.003031155	0.002603608	0.002092057	0.010172126	0.000869615	0.008905391	0.002362147	0.001069947	0.00340589	0.0030364	0.003396395	0.012123732	0.000761228	0.012542912	0.002176785	0.000533245	0.000547584	0.001213707	0.005041322	0.006154422	0.000371802	0.001720718	0.151152074	0	0.000595327
INS:C:1:3	0.001137769	8.09E-05	0.006798112	0.000346803	0.002393052	0.000140484	0.002625193	0.000725491	0.00141457	0.004036534	0.041829743	0.001371662	0.001235297	0.001060829	0.022276129	0.000500498	0.00687579	0.006003768	0.00101178	0.00149965	0.0075378	0.001893863	0.017749796	0.000923114	0.007508212	0.001790154	0.000348983	0.000852194	0.001580338	0.006209094	0.000125285	0.000860422	0.0031029	0.069124424	0	0.001231647
INS:C:1:4	0.001121377	0.000922265	0.006113563	0.000155316	0.000566477	0.000154515	0.016815798	0.000700519	0.003622155	0.00376756	0.014676648	0.001218685	0.000615	0.00128833	0.007052689	0.000422078	0.001423848	0.000132579	0.001235065	0.00083023	0.003862079	0.001711948	0.012792024	0.000437227	0.003552619	0.001297162	0.000321995	0.002063218	0.00115717	0.065097236	0.000101311	0.001409183	0.197477455	0.043317972	0	0.001930655
INS:C:1:5+	0.024173666	0.006086614	0.006670921	0.000650166	0.001170867	0.00012735	0.042844274	0.000446338	0.015720816	0.013385781	0.004260507	0.001921273	0.00414871	0.004038648	0.002023786	0.00171797	0.017558048	0.00209487	0.002477232	0.00016034	0.009562351	0.002248947	0.038542333	0.002472038	0.004689785	0.002564184	0.000460657	0.005612459	0.003338247	0.429517215	0.000138432	0.005718794	0.189226092	0.01843318	0	0.017669181
INS:T:1:0	0.007141228	0.000496984	0.01955693	0.000701809	0.007907249	0.004275272	0.001080596	0.0061093	0.004364613	0.003843321	0.000476843	0.003069133	0.032639526	0.024611059	0.007995236	0.004271539	0.017537338	0.01109676	0.007958112	0.00204778	0.0151697	0.032677111	0.103648407	0.005498827	0.050019028	0.003627703	0.21371418	0.003999511	0.005396006	0.004340225	0.004822691	0.00272318	0.001331865	0.046082949	0	0.003794919
INS:T:1:1	0.007077289	0.000139853	0.039238833	0.00089357	0.030217997	0.002952364	0.001924991	0.005187129	0.011174321	0.017978535	0.234031467	0.016582604	0.014745582	0.008739927	0.037237202	0.003049815	0.011223301	0.01910288	0.017384615	0.00986111	0.022599133	0.015099871	0.028677462	0.008043059	0.261233138	0.008752551	0.038974382	0.001408839	0.001995141	0.014108982	0.030455031	0.00103767	0.002255565	0.130875576	0	0.002954067
INS:T:1:2	0.005729482	0.000729879	0.048322282	0.000526261	0.037011399	0.001160632	0.013720391	0.001898018	0.005275221	0.012153932	0.142580906	0.012801289	0.010898893	0.00731191	0.031433571	0.002051941	0.003045432	0.00753918	0.013022436	0.0055026	0.009432037	0.007189799	0.019124069	0.00210681	0.177992581	0.003559245	0.016318429	0.004163005	0.001520744	0.007761909	0.010425705	0.002505406	0.001779471	0.104147465	0	0.003648189
INS:T:1:3	0.006496262	0.000576798	0.027335199	0.001840054	0.022738738	0.001929271	0.007831407	0.002134024	0.007295151	0.016348528	0.092657344	0.014518881	0.01269446	0.002511822	0.006193297	0.003329263	0.003161702	0.005360905	0.007663267	0.0047322	0.01026505	0.005089569	0.003468994	0.002952797	0.077927894	0.001661736	0.006693952	0.002406931	0.005081981	0.005929883	9.51E-05	0.00246315	0.000697492	0.086635945	0	0.003367932
INS:T:1:4	0.012430799	0.000472913	0.007959499	0.000494914	0.011858245	0.002063714	0.015490541	0.000477895	0.009559913	0.013869086	0.046987767	0.003729878	0.01195984	0.008323122	0.002371345	0.005170057	0.001665926	0.003250774	0.005872072	0.00406725	0.003423363	0.0026549	0.001625583	0.002203498	0.033324442	0.002190327	0.000140524	0.002359099	0.035368075	0.028710286	0.002089627	0.004356482	0.073541471	0.044239631	0	0.007032556
INS:T:1:5+	0.759502144	0.052532146	0.02273816	0.007155992	0.003741657	0.008378592	0.030731015	0.007038314	0.028649179	0.245503221	0.04742388	0.03089474	0.013924014	0.255073365	0.016028578	0.018478767	0.020935445	0.002168101	0.075241839	0.00689018	0.012621577	0.045493717	0.020307692	0.01746282	0.054842627	0.02009027	0.032155726	0.017618177	0.010169101	0.011773439	0.00245156	0.005481118	0.013824715	0.019354839	0	0.430909218
DEL:repeats:2:0	0.002223619	0.000496789	0.006458495	0.025430087	0.023581928	0.006824808	0.00197187	0.006687107	0.00714235	0.005748661	2.60E-06	0.002272067	0.014728412	0.000922552	0.028509947	0.006790392	0.014230235	0.028151931	0.064533662	0.03063454	0.006539134	0.006032121	0.007215574	0.083198607	0.00798632	0.008954774	0.03022562	0.00807529	0.000712536	0.004159262	0.013772047	0.003589804	0.000740336	0	0	0.001180274
