rowname	InsDel1a	InsDel1b	InsDel1c	InsDel1d	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4a	InsDel4b	InsDel5a	InsDel5b	InsDel6	InsDel7	InsDel8	InsDel9	InsDel11	InsDel12	InsDel13	InsDel14	InsDel15	InsDel16	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel19c	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_J	InsDel_K_beta	InsDel_N	InsDel_O
Del3:U3:R3	0.001230623	0.00001109	0.003611011	0.003705574	0.00404726	0.00005337	0.00057193	0.00178703	0.00035539	0.017938315	0.00695276	0.00076477	0.00175617	0.000533657	0.001384986	0.000799244	0.001539121	0.00028615	0.003034138	0.000279785	0.00096914	0	0	0.000178581	0.001441697	0.004385769	0.001805168	0.00328799	0.000884402	0.003903384	0.00098679	0.00108923	0.001007629	0.00349164	0.000836636	0.000678805	0.00024587	0.000227542	0.000398219	0.000455133
Del3:U3:R4	0.000253595	0.0000033	0.000522438	0.000465059	0.000719878	0.00003242	0.00017833	0.00072251	0.0000293	0.0040599	0.00237947	0.00010342	0.000663673	0.000267227	0.000467818	0.000225641	0.000469832	0.00022329	0.002489873	0.000067235	0.00037044	0	0	0.000214374	8.87812153555821E-05	0.001040087	0.000657092	0.00118326	0.000381968	0.000574961	0.000353235	0.000182465	0.00059281	0.00053494	0.000272158	0.000691599	0.000191045	5.50728117300848E-05	0.000202999	0.000165847
Del3:U3:R(5,9)	0.000529778	0.00002034	0.000452703	0.001678958	0.000214188	0.00006072	0.00031487	0.00027756	0.000239469	0.005108493	0.00212058	0.00018089	0.000211425	0.000279333	0.001073221	0.000255068	0.001051047	0.00061552	0.168467805	0.00028352	0.00029526	0	0	0.0006817	0.000168211	0.001134493	0.00043836	0.00140814	0.000644467	0.000580605	0.00044789	0.000205065	0.000847583	0.0006203	0.00086435	0.001310321	0.00091282	0.000137885	0.000864261	0.000217118
Del4:U1:R(5,9)	0.000101339	0.00000063	5.5056184875799E-05	0.000296244	0.000538043	0	0.0002543	0.00008155	0.00005308875	0.001702905	0.00038827	0.00071737	0.000203598	0.000642836	0.0000449390625	0.000635141	0.000378029	0.0000015	0.00064212	0.00016119	0.00040835	0	0	0.000376779	0.002451632	0.000813802	0.000805772	0.00077202	0.000439479	0.000672389	0.000808575	0.00019557	0.000501823	0.00513522	0.00116758	0.000991493	0.006900365	1.35810925868924E-05	0.006350172	0.000118783
Del4:U2:R3	0.000100063	0.00000567	0.000294091	0.000196707	0.000194403	0.0000104	0.00000398	0.0002409	0.00001025125	0.0016711	0.00068806	0.00007023	0.000209804	0.000433548	0.0000312009375	0.000166049	0.000418232	0.00000365	0.000312434	0.00001409	0.00003987	0	0	0.000280986	0.000131559	0.000596103	0.000372785	0.00048786	7.39513660473055E-05	0.000122812	0.000373575	0.000105028	0.000259873	0.00103723	0.000542707	0.000515571	0.00000476	4.36590806467263E-06	1.14450942668025E-05	3.81445530551424E-05
Del4:U2:R4	0.000338178	0.00000013	0.000352	0.00061198	0.000543388	0.00000063	0.00004152	0.00034357	0.00006961375	0.003565483	0.00198351	0.00009586	0.000246988	0.00009770828125	0.00008981	0.000125296	0.000377688	0.00003824	0.001400869	0.000021075	0.00024719	0	0	0.000197215	0.00015245	0.001165433	0.000735221	0.00074765	0.00055286	0.001120561	0.00021058	0.000144145	0.000625816	0.00266903	0.000543813	0.000491154	0.000048025	1.24116529267122E-05	0.000159554	0.00018576
Del4:U2:R(5,9)	0.001324848	0.00000345	0.000380654	0.00025134	0.001338538	0.00010204	0.00000689	0.00043354	0.00007331	0.006331128	0.00273362	0.00000906	0.000208217	0.000332577	0.000212393	0.000296745	0.000330927	0.00002344	0.001448394	0.00006951	0.00042666	0	0	0.000553666	0.000578351	0.004246805	0.002424296	0.00210039	0.000700275	0.00142094	0.00040568	0.00013191	0.001312846	0.00674426	0.00019308	0.000726561	0.00340567	9.17932170597421E-05	0.003019425	0.000727716
Del4:U4:R2	0.005290473	0.00006898	0.008804928	0.008462077	0.003222093	0.00002972	0.0006588	0.00718276	0.000667546	0.045623765	0.04173645	0.00241981	0.006311825	0.003453846	0.001372865	0.002060169	0.006029014	0.00060942	0.0025662	0.00012612	0.00169781	0	0	0.002679915	0.003040784	0.014923216	0.006155993	0.00775791	0.002203682	0.004423638	0.00379312	0.002199233	0.001585112	0.0284406	0.001101745	0.001302729	0.00023786	0.000429481	0.000417145	0.001092332
Del4:U4:R3	0.001467443	0.00000063	0.001256335	0.001025992	0.001234815	0.00002739	0.00016638	0.00145661	0.000100945	0.012176093	0.01006696	0.00021229	0.000992788	0.000544121	0.000370093	0.000325366	0.00185096	0.00005054	0.00094562	0.00003382	0.00033296	0	0	0.000157433	0.000756236	0.004475789	0.002376491	0.00299877	0.000801732	0.002527275	0.00065907	0.000632583	0.001187447	0.00747096	0.000331658	0.00067843	0.00020011	6.34459996969748E-05	0.000325477	0.000510796
Del4:U4:R4	0.000757799	0.00000494	0.000507776	0.000663171	0.00047161	0.00002505	0.00014124	0.00071153	0.00009876875	0.006101345	0.00466523	0.00021951	0.000422384	0.000247115	0.000281751	0.000259361	0.000900137	0.00009195	0.02357172	0.00005248	0.00007106	0	0	0.000211204	0.000393755	0.002146445	0.001143424	0.0014934	0.000218601	0.000367779	0.00076065	0.000200818	0.000808545	0.00400107	0.000616305	0.0006542	0.00017553	0.000127375	0.000247523	0.000314865
Del4:U4:R(5,9)	0.000636975	0.00000215	0.000123165	0.000656685	0.00028903	0.00003828	0.00020741	0.00052891	0.000102788	0.005188283	0.00338135	0.00007146	0.00048085	0.000163932	0.000708313	0.000142737	0.000968332	0.00021511	0.039394748	0.000097245	0.0001467	0.000274236	0	0.000211641	0.00067578	0.001684912	0.000668252	0.00100084	0.00030686	0.000541366	0.000255425	0.00005751	0.000334292	0.00347129	0.000206032	0.000700269	0.00065036	9.90905205392664E-05	0.000662887	0.00033576
Del5:U1:R(5,9)	0.0000141625	0.00000242	1.6679476005652E-05	1.07252341338534E-05	0.00005929	0.00000017	0.00003594	0.00009227	0.00000724625	0.00028054	0.00059668	0.00017197	8.02508579912901E-05	0.00009195890625	0.0000679790625	5.5010356155052E-05	9.09099809944066E-05	0.00000194	8.77325095665743E-05	0.00008669	0.00012595	0	0	1.00547354661941E-05	0.000479404	0.000188081	0.000197231	0.00016991	0.000134683	0.000241273	0.000400825	0.0000731925	0.001024062	0.00043894	0.000158347	0.000466409	0.000678975	4.41268565107984E-06	0.000618738	2.24409946337221E-05
Del5:U5:R2	0.000987268	0.00001384	0.000831574	0.000929078	0.000563098	0.00002941	0.00006672	0.00127652	0.000301876	0.009871513	0.01065998	0.00041435	0.000977114	0.002325039	0.000193864	0.0005515	0.002039764	0.00020262	0.001070232	0.000008715	0.00008751	0	0	0.000754105	0.000222824	0.003571545	0.002045539	0.00151227	0.000277077	0.000855051	0.000900865	0.00020885	0.000456898	0.01136199	0.000507543	0.000685459	0.00003856	7.27079618056017E-05	9.62064320729782E-05	0.000255301
Del5:U5:R3	0.000146813	0.00000651	0.000307614	0.000157569	0.000240155	0.00001624	0.0000667	0.00051548	0.00006322125	0.00212917	0.00162607	0.00001073	0.000264886	0.000349121	0.000072679375	0.000156081	0.000480486	0.00000334	0.002942508	0.00000968	0.00012274	0	0	6.06562846058448E-06	0.000860312	0.000872732	0.000349955	0.00039494	0.000169921	0.000547129	0.00009819	0.000189663	0.00016785	0.00208079	0.000192064	0.000329842	0.00006821	6.82952761545219E-06	5.5365364958501E-05	0.000139709
Del5:U5:R4	0.000211917	0.00000016	0.000207241	6.39308073861068E-05	0.0000841175	0.00000099	0.00001193	0.00001083	0.00002624375	0.00101626	0.00097618	0.00000989	2.93244647184462E-05	0.000178209	0.000109685	3.72153747585751E-05	7.28767332419392E-05	0.00001126	0.000582475	0.00001436	0.00001643	0	0	3.77052579982279E-06	0.000112287	0.000267841	0.000150776	0.0002909	5.99252834880642E-05	0.000157019	0.000045975	0.0000549325	5.63461094625012E-05	0.00060578	6.30493824785605E-05	0.000260902	0.00002605	1.08368075176696E-05	4.90103292231375E-05	6.32438997098753E-05
Del5:U5:R(5,9)	0.000030041875	0.000014	6.02652600204213E-05	7.26526696126048E-05	0.00015234	0.00000059	0.00000342	0.0002738	0.00000394875	0.00065142	0.00016111	0.00000419	0.000131231	0.0000197225	0.000100217	3.59461894366934E-05	0.000151977	0.00001161	0.000689171	0.000027885	0.00004551	0	0	8.47002172423959E-06	6.76381496855797E-05	0.000224226	0.000108946	0.00043764	0.000165511	0.000150187	0.000060185	0.0000111175	0.00016257	0.00061039	4.17413056887567E-05	0.000804967	0.000067755	9.40229486784856E-06	5.27567591182837E-05	4.66232825710703E-05
Del(6,):U1:R(7,9)	0.000013595625	0.00001493	0.000274724	0.000282752	0.0000636625	0	0.0000069	0.00006517	0.000117515	0.000135533	0.00032719	0.00008365	8.31771911126477E-05	0.000295028	0.000270723	0.0001752	6.25510563339238E-05	0.00000386	0.000198895	0.000128995	0.00014273	0	0	1.85794024918804E-06	2.5501629540084E-05	3.90398823909515E-05	0.000113579	0.00003303	0.000113525	0.000133956	0.000098245	0.000069095	0.000167308	0.00032412	2.41940692573232E-05	0.00055222	0.000000475	4.1164276038342E-06	1.43198041198661E-05	7.5077432357935E-06
Del(6,):U2:R(4,9)	0.001072006	0	3.82897460129748E-05	3.25741631124156E-05	0.001046813	0.00000047	0.00000013	0.00002011	0.00008512875	0.001377885	0.00004485	0.00006436	2.01619204655906E-05	0.000527339	0.00006461375	0.000191821	2.42322114087006E-05	0.00001726	0.000272893	0.000064675	0.00061049	0	0	0.000402189	0.000464751	0.005154845	0.00425437	0.00389553	0.000312888	0.00075743	0.00010653	0.000087945	0.001364106	0.00156252	0.00073095	0.001057621	0.00215113	8.76300118695007E-06	0.00154171	0.000674268
Del(6,):U3:R(3,9)	0.000202731	0	0.000177204	3.35924515957123E-05	0.000315578	0.00000786	0.0000071	0.00001524	0.00000857375	0.001334803	0.00057318	0.00012373	2.03878592111575E-05	0.00052669	0.000018479375	0.000119476	0.000114725	0.00000617	0.000329258	0.00007009	0.00017992	0	0	1.25684193327426E-05	0.000202676	0.000803975	0.000626102	0.00023978	0.000329573	0.000433419	0.000242045	0.000159583	0.000238513	0.00098557	0.000118175	0.003809629	0.000109695	7.54678394036269E-06	6.4886120846691E-05	0.000134175
Del(6,):U(4,):R(2,9)	0.002641246	0.00000071	0.002140391	0.002313551	0.004393058	0.0000118	0.00007218	0.00060487	0.000313009	0.00850735	0.00544168	0.00038575	0.001174643	0.005642132	0.000409478	0.002831903	0.002213445	0.00044647	0.000826187	0.00234638	0.00281354	0	0	0.001989635	0.000382461	0.007314233	0.004259034	0.01014515	0.001837178	0.002225704	0.00093312	0.002264903	0.001419403	0.003586	0.001968136	0.066930715	0.00024629	4.53430737573858E-05	0.000324825	0.001252312
Ins(2,4):M	0.009877139	0.00759071	0.000347573	0.00100421	0.00732886	0.00028527	0.00028493	0.00285492	0.005023343	0.001818975	0.00642569	0.00318593	0.00240337	0.005180818	0.000615407	0.002720209	0.002227474	0.00084651	0.002056249	0.01913667	0.02347052	0	0	0.02063882	0.001475561	0.031258994	0.024703672	0.08041798	0.007648922	0.019952291	0.00085734	0.033620705	0.011214669	0.00382045	0.003995601	0.004710858	0.00183039	0.000207708	0.003394787	0.009685911
Ins(5,):M	0.014235889	0.0016428	0.001100202	0.000222396	0.01215281	0.00000333	0.00042919	0.00030391	0.003003354	0.003471168	0.00530021	0.00205093	0.001069987	0.006925371	0.000634527	0.002143585	0.000341082	0.0009635	0.000903797	0.017022795	0.01710504	0.000137118	0	0.003578557	0.005257036	0.065703717	0.086673892	0.12375356	0.009900721	0.020784745	0.00068278	0.010545858	0.01980706	0.00865645	0.00879551	0.004515615	0.00219776	8.33108813912353E-05	0.002544719	0.010719607
Ins2:U1:R0	0.00055389	0.0000443	9.0284838316308E-05	8.91445157007798E-05	0.000362295	0.00000759	0.00005434	0.00035484	0.00065432	0.000641183	0.00139771	0.00049827	0.000317975	0.000785557	0.000181484	0.000265343	0.000236749	0.00002377	0.000511757	0.001442065	0.00043897	0	0	0.001323509	0.000161938	0.003161661	0.002780436	0.00732102	0.000413077	0.000770062	0.00029216	0.000271533	0.045054939	0.00077141	0.000912175	0.001003538	0.0000632	4.7136214569662E-05	6.17099138362154E-05	0.000421085
Ins3:U1:R0	0.000101581	0	6.3656811450142E-06	4.103038486501E-05	0.000197805	0	0.00000519	0.00000289	0.00002043	0.000085045	0.00034972	0.0000622	2.64439997298954E-05	0.000227488	0.0000316625	4.84049440173659E-05	4.05834232910315E-05	0.00000479	0.000329543	0.000167845	0.00015198	0	0	3.71588049837608E-06	6.40459263770376E-05	0.000594295	0.000456873	0.00148269	7.57450913235157E-05	0.000159142	0.0000427	0.000026075	0.003614369	0.00009059	0.000129427	0.00079072	0.00000424	1.23960603979098E-05	1.0574685081926E-05	6.75541599048257E-05
Ins4:U1:R0	0.000016421875	0.00000101	0	1.31159983989849E-05	0.000129535	0	0	0.0000079	0.000003705	0.000027365	0.00038763	0.00000267	8.14576353372824E-06	0.000122958	0.0000002875	3.19623696776005E-05	2.90704269452728E-05	0.00001101	0.000136019	0.00018285	0.00005621	0	0	8.19679521700606E-07	8.35895949614672E-05	9.84159072898743E-05	0.000301723	0.00105937	5.29202025277166E-05	2.80094009855604E-05	0.00002562	0.00002496	0.000560227	0.00040527	0.000212689	0.000259637	0.000000105	6.14345634814649E-06	0	1.46459979731139E-05
Ins2:U2:R0	0.001876952	0.00027249	0.000168064	0.000238955	0.000503508	0.00006395	0.00005446	0.0002043	0.000737688	0.001742768	0.00123903	0.00088758	0.000479105	0.002000998	0.000313811	0.000447717	0.000659548	0.00002815	0.002411503	0.001572645	0.00180411	0	0	0.007540451	0.000628241	0.009461931	0.008853167	0.00974298	0.000743695	0.002419967	0.000589265	0.002153628	0.037499349	0.00036146	0.001512441	0.001460808	0.00016745	9.651775328687E-05	0.000230172	0.001825479
Ins3:U3:R0	0.000618499	0.0000066	0.000219051	0.000202894	0.00141259	0	0.00003299	0.00008484	0.000286645	0.000879078	0.00091754	0.00053865	0.00019731	0.00195293	0.0000950690625	0.000128254	0.000284217	0.00002086	0.000788785	0.000322565	0.00088915	0	0	0.006867712	0.000172881	0.004334776	0.004305392	0.00452041	0.000253855	0.001399006	0.00023074	0.000588203	0.016295276	0.00082565	0.001168435	0.00042348	0.0000918	1.67931535201872E-05	0.000155347	0.000562038
Ins4:U2:R0	0.000085250625	0.00001474	8.74846343153591E-06	5.60833450528745E-05	0.00010204	0	0.00000395	0.00001649	0.00000317875	0.0000631	0.00025525	0.00000537	1.60693867393182E-05	0.00002387875	0.0000024725	3.09270442838435E-05	2.26480071027228E-05	0.00000276	0.000128415	0.00012053	0.00005543	0	0	0.000689514	2.74939353911322E-05	0.000339717	0.000335226	0.00093669	5.94582780907077E-05	0.000325515	0.000043265	0.00000983	0.000488746	0.00000915	7.98022168022099E-05	0.000126866	0.000001685	1.87110345628827E-07	6.43368716773186E-06	2.98760640897018E-05
Ins4:U4:R0	0.000797639	0.00015827	9.33024494601876E-05	0.000203746	0.000409843	0.00000794	0.00001476	0.00004044	0.000218833	0.000444628	0.00166394	0.00022161	9.21985591058983E-05	0.001109375	0.000080528125	0.000229659	0.00010135	0.00000119	0.000865539	0.000716155	0.00045676	0	0	0.003379265	7.68325101254286E-05	0.003945861	0.004026514	0.00527289	0.000274987	0.002249476	0.00016588	0.000697895	0.006955492	0.00003672	0.000755486	0.000875032	0.00003996	5.58524381702049E-05	6.41848122414065E-05	0.000420855
Ins(5,):R0	0.008273644	0	0.000106721	7.97696206426025E-05	0.002646755	0.00000036	0.00020134	0.00000001	0.00028901	0.000081465	0.00000026	0.00000013	6.65634363719078E-05	0.000151161	0.0000101953125	0.000320087	3.65712174382077E-05	0.00017635	8.60691087893099E-05	0.00002732	0.00325025	0	0	0.003189919	0.004122917	0.022114966	0.169069742	0.0002879	0.002861761	0.001653116	0.00007062	0.000917955	0.014078061	0.00475405	0.00100341	0.000767709	0.00010353	2.40124943556995E-05	0.000238989	0.002056684
Ins2:U1:R1	0.000932628	0.00017244	9.19545251740166E-05	0.000634438	0.000433648	0.00000529	0.00009355	0.00095632	0.0019128	0.00095791	0.00244075	0.00304779	0.000887751	0.000779121	0.000126539	0.000566201	0.000741821	0.00001576	0.000629431	0.00424354	0.00069938	0	0	0.005262834	0.00062457	0.004036539	0.003045104	0.01164436	0.001389208	0.00421386	0.000661125	0.001011385	0.02439546	0.0012945	0.002935346	0.00121973	0.000052625	3.21829794481583E-05	0.000126026	0.000676628
Ins2:U1:R2	0.000504391	0.00005284	0.000182509	0.000737717	0.0002574	0.00001222	0.00001902	0.0010027	0.001089746	0.000446435	0.00029702	0.00565922	0.00068888	0.000234701	0.00008162375	0.000287689	0.000122226	0.00002192	0.000396175	0.00113346	0.00060205	0	0	0.005760434	0.000417034	0.00159763	0.001471319	0.00280559	0.001225709	0.002282672	0.001181115	0.000284993	0.002524363	0.00017878	0.000984113	0.002396718	0.000014285	5.68191749559538E-05	3.32066347459217E-05	0.000217462
Ins2:U1:R3	0.000539428	0.00001141	0.00050935	0.001059972	0.000523355	0.00001622	0.00000206	0.00101524	0.001229076	0.000760733	0.00066982	0.00311497	0.000796432	0.000388878	0.00009320125	0.000339304	0.00035037	0.00005354	0.001884015	0.0012322	0.00064525	0	0	0.003680908	0.000427364	0.002334555	0.001535606	0.00226354	0.000219678	0.00055433	0.00050033	0.0003767	0.001619606	0.00134015	0.001782136	0.000658605	0.000006335	2.28118696379145E-05	2.03825186982605E-05	0.000252873
Ins2:U1:R4	0.000323783	0.00000374	0.000131984	0.000328608	0.000125553	0.00000212	0.00006376	0.0007783	0.000747936	0.00027438	0.00028125	0.00173564	0.000483252	0.000454638	0.00004039625	0.000188318	0.000246808	0.0000161	0.000215814	0.0008166	0.00059221	0	0	0.00296948	0.001872192	0.000676656	0.00071146	0.00072099	0.000327657	0.001810908	0.00022749	0.000323648	0.00046814	0.00000372	0.000118024	0.001368857	0.000006535	3.90904697076225E-05	2.97839865806919E-05	0.000187499
Ins2:U1:R(5,9)	0.002662861	0.0008021	0.001651042	0.000277605	0.000524185	0.00404183	0.0002284	0.00067869	0.001005068	0.000321643	0.00109082	0.0013895	0.000572189	0.001065733	0.001053109	0.00027523	0.000589862	0.00055263	0.000378542	0.00111486	0.0011853	0	0	0.000207379	0.001544155	0.001848096	0.001004868	0.00233769	0.001059434	0.001287386	0.000069555	0.00046535	0.000396616	0.00078677	0.000253143	0.001366514	0.002707435	0.000727781	0.001938184	0.007895233
Ins2:U2:R1	0.002252991	0.00013361	0.001654616	0.002823183	0.00128591	0.00002113	0.00010979	0.00177936	0.000543479	0.00353185	0.00284177	0.00789132	0.002234554	0.00082641	0.000181398	0.001870279	0.000730645	0.00010792	0.002486166	0.00215405	0.0038276	0	0	0.045973092	0.001863793	0.00643035	0.006554674	0.003468	0.005651418	0.004570252	0.00412434	0.00166717	0.001643285	0.00286077	0.003223342	0.003608199	0.00006713	7.63877986029687E-05	0.000216963	0.001230147
Ins2:U2:R2	0.001269718	0.0002177	0.000845331	0.002266987	0.000727345	0.00000686	0.00005041	0.00108124	0.00036816	0.00111999	0.00115958	0.00377649	0.001064572	0.000599716	0.000233205	0.000833292	0.000470952	0.00010872	0.001318697	0.000895335	0.00132643	0	0	0.032191383	0.001235211	0.002657407	0.002713343	0.0017068	0.001111032	0.001886651	0.00200123	0.000286863	0.000775981	0.00088938	0.001396981	0.003569113	0.000196225	0.000102053	0.000331732	0.000860468
Ins2:U2:R3	0.00097273	0.00119827	0.000351504	0.000432684	0.000602925	0.00028573	0.00007556	0.00045316	0.000821694	0.00098478	0.00060846	0.00065622	0.000403082	0.000549256	0.000353304	0.000251253	0.000392127	0.00005872	0.00016211	0.000483345	0.00065808	0	0	0.009342215	0.000489664	0.002466018	0.002563888	0.00167786	0.001986323	0.000579138	0.000413835	0.000540563	0.001083395	0.00046574	0.000570994	0.0009271	0.00033204	0.000722199	0.000414654	0.000822768
Ins2:U2:R4	0.00310061	0.0029425	0.002142069	0.002867157	0.001948528	0.00125606	0.00057406	0.00021526	0.000615446	0.000451888	0.00064989	0.00014712	0.000363331	0.000450143	0.002105187	0.000313634	0.000258722	0.00075921	0.000331872	0.000381825	0.00094207	0	0	0.001587227	0.000677746	0.001820552	0.001451365	0.00130156	0.000846108	0.000637761	0.00035199	0.000949923	0.002062843	0.00087363	0.001291849	0.001067088	0.00122534	0.001757075	0.001440177	0.003846101
Ins2:U2:R(5,9)	0.027060691	0.00389375	0.007621103	0.015100764	0.015903015	0.00381452	0.00586672	0.0001628	0.001797065	0.002477615	0.00131049	0.00006914	0.001569664	0.002280548	0.013344769	0.001188273	0.002152745	0.00204805	0.01745549	0.00546896	0.01289487	0	0	0.003237516	0.004076026	0.012372404	0.008498354	0.01996427	0.002933754	0.00150406	0.00175071	0.002392085	0.003616579	0.00410183	0.003531821	0.004516084	0.01070689	0.004424458	0.010631744	0.039728809
Ins3:U1:R1	0.000234336	0	2.54279394371879E-05	2.26901238125898E-05	0.0000021725	0	0	0.00001727	0.00003051625	0.0000555	0.00011566	0.00060889	1.60617823433543E-05	0.0000815825	0.0000282440625	3.5490779694871E-05	2.98908780174213E-05	0.00000785	0.001122463	0.00013343	0.0001169	0	0	0.000696509	2.86689129661947E-05	0.000456104	0.000326994	0.00091263	0.000158644	0.000234109	0.00006091	0.000020735	0.003188551	0.00000829	0.000401465	0.001067463	0.00000221	9.15281440701013E-06	4.58800022148768E-08	3.26156169484198E-05
Ins3:U1:R2	0.00005943375	0.00001513	1.13486528609884E-05	2.84013940015149E-05	0.00011111	0	0.00000909	0.00000761	0.000036455	0.000033395	0.00000146	0.00120532	2.02601490032163E-05	0.000055239375	0.00000391	7.54362739899727E-05	3.05023252934127E-05	0.00000213	0.000225129	0.00026246	0.0000209	0	0	0.00072416	0.000109584	0.000144979	0.000219553	0.00106698	0.000242715	0.001653797	0.00001162	0.00021973	0.00038105	0.00000366	9.85460842567613E-05	0.000365038	0.00000074	7.17256324910504E-07	0	2.44183921081064E-05
Ins3:U1:R3	0.00006590875	0.00000843	1.54185145766532E-05	0.000142118	0.0000405325	0	0.00000028	0.00017168	0.00003130875	0.000192498	0.00010063	0.00064021	0.000115918	0.00005706234375	0.000005504375	7.91833820213296E-05	4.23555086690867E-05	0.00000711	0.000125515	0.00016205	0.00003757	0	0	0.000893615	0.000262115	0.000242826	0.000347114	0.00027956	0.000155587	0.000632184	0.00011356	0.000122735	0.000253917	0.00002823	7.60614878896063E-05	0.000263526	0.000000135	1.29417989059939E-06	9.17600044297535E-09	3.24808919345079E-05
Ins3:U1:R4	0.000081014375	0.0000124	0.000119313	4.07204709787893E-05	0.0000541025	0.00000786	0.00000025	0.00007397	0.00004677375	0.0000518575	0.00009658	0.00040814	9.17962735478101E-05	0.0000689025	0.000008083125	9.31593464642825E-05	0.000161979	0.00000098	0.000167291	0.00014443	0.00034106	0	0	0.000901975	7.34221476151383E-05	6.09026925879518E-05	0.000110749	0.00022581	0.000191536	0.000243287	0.000108425	0.000172468	0.000195921	0.00000895	0.000136335	0.000235735	0.00000111	5.16112703359515E-06	6.55559688790282E-06	2.75549757217949E-05
Ins3:U1:R(5,9)	0.000256616	0.00000284	9.3728567460332E-05	0.000485303	0.000103378	0.00011669	0.00005863	0.00009061	0.00005054	0.0000949075	0.0001542	0.00042559	8.71472232394445E-05	0.000513074	0.0000356875	7.80547590520269E-05	6.27211498488814E-05	0.00000818	0.000215862	0.000264235	0.00072798	0	0	0.00025033	0.000596618	0.000549146	0.000291291	0.00067499	0.000282655	0.000155649	0.000033355	0.00018523	0.00064072	0.00000068	0.000172053	0.0008142	0.00014876	2.36538661932442E-05	0.000179272	0.00024553
Ins3:U3:R1	0.001346047	0.00014757	0.001695524	0.004208985	0.00097468	0.00003159	0.00001438	0.00182932	0.00032129	0.002885903	0.00324135	0.00377534	0.00217353	0.00034067	0.000139189	0.001562689	0.001529769	0.00031249	0.001982489	0.0036221	0.00272655	0	0	0.077459004	0.000679419	0.004334572	0.00480165	0.00328187	0.000722765	0.004856182	0.00245671	0.00232948	0.002020063	0.00087469	0.000712317	0.001605951	0.00000017	6.90593100658396E-05	1.94308363666034E-05	0.000574816
Ins3:U3:R2	0.000117273	0.00000029	0.000405812	0.001131097	0.000323103	0.00000852	0.0000078	0.0003608	0.00009044	0.000702058	0.00035065	0.00105968	0.00040036	0.000551972	0.0000251065625	0.000182293	0.000418223	0.00022324	0.000392705	0.000593785	0.00067196	0	0	0.013530723	0.00016384	0.000832891	0.000736817	0.00011522	0.000561409	0.000697587	0.00056574	0.000451605	0.000774936	0.00009969	0.000670717	0.000358992	0.000002095	9.02807417659091E-06	1.54484521743521E-05	0.000148593
Ins3:U3:R3	0.000063835625	0.00001305	5.08384863029413E-05	0.000122084	0.0000840925	0	0.00002023	0.00004406	0.00005955875	0.000144768	0.00035525	0.00001875	6.2864398142988E-05	0.00007883296875	0.0000384778125	4.66645077700677E-05	5.36483839954885E-05	0.0000052	6.37795383739668E-05	0.000038785	0.00017907	0	0	0.000673012	4.03009386466737E-05	0.000123305	0.000141259	0.00008966	8.77757871849611E-05	0.000284042	0.000025645	0.00023821	0.000148372	0.0000018	6.96157695213835E-05	0.000208553	0.000028345	1.08835851040768E-05	3.16545798138527E-05	8.32636739016195E-05
Ins3:U3:R4	0.000206762	0.00000082	5.23081585891536E-05	0.000176086	0.000098805	0.00000033	0.00004264	0.00004079	0.000006425	0.0000757325	0.00015838	0.00000288	3.20770028452193E-05	0.0000544015625	0.000215033	0.000114818	9.46286921547545E-05	0.00002174	0.000284537	0.00003498	0.00048756	0	0	1.1748739811042E-05	0.000399675	5.75585200255687E-05	0.000049219375	0.00005717	0.000281323	0.000151266	0.00001612	0.00063462	0.000179676	0.00001164	0.000237486	0.000158406	0.000086295	1.24584305131194E-05	9.33854673653663E-05	0.000292449
Ins3:U3:R(5,9)	0.001466133	0.00000132	0.000540196	0.001409145	0.000742498	0.00000283	0.00014839	0.00004888	0.000028465	0.000610745	0.00096615	0.00000463	0.000130391	0.000257828	0.001422833	0.000284638	0.000240591	0.00033611	0.000544788	0.000464985	0.00162986	0	0	0.000436288	0.000252573	0.000670903	0.000109792	0.00048198	0.000520255	0.000398573	0.00017667	0.001845288	0.000711864	0.00072789	0.000269383	0.001686138	0.000743475	0.000105749	0.000614667	0.002548458
Ins4:U1:R1	0.000007310625	0	5.67867457335283E-06	2.06424784929171E-05	0.0000004175	0	0.00000183	0.00000326	0.0000061	0.000026575	0.00031166	0.00005055	1.71315897639035E-05	0.0000107134375	0.000006605	3.89948855889092E-05	1.73339744131972E-05	0.00000273	0.000225415	0.000130595	0.00000384	0	0	1.42077783761438E-06	2.95633968345981E-05	0.000106964	0.000142749	0.00054357	3.0307588912534E-05	0.000249603	0.00001902	0.0000090375	0.0002541	0.00000007	8.35831686063469E-05	0.000384253	0.00000021	8.12370750605158E-06	7.86514323683602E-09	1.05300405994898E-05
