Type	ID1	ID2	ID3	ID4	ID5	ID6	ID7	ID8	ID9	ID10	ID11	ID12	ID13	ID14	ID15	ID16	ID17	ID18	ID19	ID20	ID21	ID22	ID23	ID24	ID25
INS:T:1:0	0.002283824	0.001328556	0.018722365	0.000333665	0.006361965	0.006396251	0.00000136	0.004507979	0.012614484	0.017003667	0.000406945	0.004265301	0.041137013	0.032612007	6.58E-18	0.300460829493088	0.004892794	1E-18	0.018089253	0.001320223	0.007152362	0.00331705	0.00623642	0.00133828	0.01448952
INS:T:1:1	0.0000403	3.95E-18	0.043119029	0.001010044	0.013462697	0.001041187	0.000373648	0.004868696	0.010385274	0.043809449	0.314277276	0.002496518	0.004748853	0.003165883	6.58E-18	0.080184331797235	0.038893641	0.002004016	0.028089646	0.008660094	0.022054862	0.007960156	0.01262155	0.01904617	0.01618837
INS:T:1:2	0.000192865	0.000647033	0.04015704	0.0000106	0.029721144	0.000738848	0.018382706	0.001429636	0.002314663	0.003650787	0.161807823	1.42E-17	0.003054171	0.001774606	6.58E-18	0.0313364055299539	0.043924608	1E-18	0.011563009	0.004854207	0.001713	0.004635919	0.0105721	0.0097759	0.00597962
INS:T:1:3	0.004243267	0.001082879	0.025125434	0.000173935	0.01884025	0.000930638	0.008891635	0.001087286	0.001600885	0.003750809	0.107725327	0.000105674	0.009271857	0.001173836	6.58E-18	0.0119815668202765	0.004872091	0.002000008	0.006792575	0.003634998	0.002741801	0.002279392	0.00581943	0.00750924	0.00563053
INS:T:1:4	0.016649127	0.003487461	0.006563305	0.000016	0.011268752	0.001349852	0.012787969	0.000822618	0.001585355	0.00000966	0.04903068	0.00033648	0.012098641	0.004784999	6.58E-18	0.00460829493087558	0.004903486	0.008016064	0.006701586	0.00233315	0.000543914	0.000519919	0.00330097	0.00500554	0.00357056
INS:T:1:5+	0.890906468	0.003132585	0.026181239	0.000832926	0.001439215	0.014390041	0.010789849	0.020161248	0.00577248	0.0000000111	0.023629043	0.00016655	0.011099794	0.232747555	6.58E-18	0.00276497695852535	0.00487383	0.004008032	0.010733883	0.051457761	0.016359294	0.017875614	0.00027934	0.0119619	0.34213643
DEL:repeats:2:0	0.000686046	0.000163809	0.006897553	0.071724214	0.028054407	0.001783647	0.0000233	0.008769219	0.013174747	0.000839181	9.08E-18	0.006268105	0.022184399	0.000661996	6.58E-18	0	0.014682054	1E-18	0.002382332	0.002703211	0.005974766	0.003117327	0.02385067	0.08764835	0.00488513
DEL:repeats:2:1	0.001219969	0.003568885	0.008474654	0.230512879	0.024562729	0.002454347	0.008182302	0.010307145	0.003198541	0.009472042	0.001363099	0.000278425	0.004333215	0.006600036	6.58E-18	0	0.008535951	0.036072289	0.001512093	0.002072556	0.058327989	0.001516385	0.05613034	0.02210702	0.01295105
DEL:repeats:2:2	0.000472749	0.001849574	0.011800641	0.055059396	0.004562618	0.0020886	0.008991541	0.000532026	0.001189697	0.006541411	0.000150729	0.001398167	0.003108924	0.00270193	6.58E-18	0	0.0000000146	0.002004016	0.004762349	0.000586319	0.008209245	0.000388753	0.02322644	0.00317004	0.00651219
DEL:repeats:2:3	0.00042672	0.000739044	0.006671125	0.012811006	0.000395919	0.000525746	0.072132138	0.0000271	0.0000959	0.00018504	9.08E-18	0.00067331	0.000105566	0.000392799	6.58E-18	0	0.000000035	1E-18	0.000529949	0.000255389	0.003128391	0.000434173	0.00668162	0.00053563	0.00184115
DEL:repeats:2:4	0.0000546	0.000881932	0.002822525	0.003219218	0.000867563	0.000232527	0.052250842	0.000274027	5.41E-18	8.42E-18	0.00000913	0.011980739	0.00000613	0.00000141	6.58E-18	0	0.0000000434	0.002004016	0.0000458	0.0000000109	0.001925763	0.000737297	0.00180121	0.00000002	0.00129842
DEL:repeats:2:5+	3.31E-18	4.67E-18	0.000101239	0.002382721	0.02142678	0.000215685	0.057046331	0.000833079	5.41E-18	8.42E-18	0.004527713	0.251519844	0.0000663	0.0000437	6.58E-18	0	0.0000000389	1E-18	0.00000684	0.0000000135	0.002766509	0.001011988	0.00049256	0.00001256	0.00017077
DEL:repeats:3:0	0.000128045	0.0000125	0.000589124	0.005068954	0.01713637	0.001051047	0.000625412	0.010964101	0.002858095	0.001200259	0.000189442	0.007599859	0.003039667	0.001146659	6.58E-18	0	0.008558573	0.004008032	0.000868076	0.00000000714	0.017130372	0.004391951	0.00495202	0.01987634	0.00085435
DEL:repeats:3:1	0.005011085	0.005003258	0.000372386	0.097114466	0.005909794	0.005413653	0.011689003	0.001348867	0.00430191	0.042709211	0.000390863	0.000569429	0.001186963	0.004840165	6.58E-18	0	0.002445446	0.006012048	0.00500577	0.00178089	0.148733688	0.002395167	0.00300516	0.00297375	0.01169181
DEL:repeats:3:2	0.000769383	0.002289891	0.0000963	0.021484282	0.00084271	0.000536054	0.005474849	0.000376571	0.001275717	0.005061091	0.000170422	0.002680339	0.000384379	0.001053481	0.0000935	0	0.0000000341	1E-18	0.001333068	0.00000000389	0.034572849	0.000318398	0.00049782	0.00008147	0.00111746
DEL:repeats:3:3	0.000371256	0.000402587	0.0000245	0.003837627	0.000621155	0.000047	0.003456748	0.000253509	0.00030211	0.002730589	0.000127576	0.005920051	0.000069	0.000249605	6.58E-18	0	0.0000000199	1E-18	0.0000385	0.0000000166	0.007157176	0.0000267	0.000104	0.00000756	0.00002435
DEL:repeats:3:4	3.31E-18	3.97E-18	0.00000382	0.000786295	0.005867075	0.0000731	0.000492537	0.00000268	5.41E-18	8.42E-18	0.001202108	0.068622143	0.00000309	9.19E-18	6.58E-18	0	0.0000000213	1E-18	0.0000381	0.000000018	0.002464177	0.0000214	0.00005494	0.00000074	0.00006255
DEL:repeats:3:5+	3.31E-18	3.95E-18	0.000000383	0.001138609	0.008378911	0.000150616	0.000436589	0.000091	5.41E-18	8.42E-18	0.001742363	0.097480944	0.0000996	9.19E-18	6.58E-18	0	0.0000000451	1E-18	0.000118082	0.0000000202	0.001402456	0.0000234	0.00004982	0.0000009	0.00029702
DEL:repeats:4:0	0.0000997	0.0000121	0.000177645	0.007252429	0.010791265	0.002315098	0.000130877	0.006691309	0.001432774	0.001470317	9.08E-18	0.001734516	0.002155349	0.000193687	6.58E-18	0	0.006109585	0.004008032	0.002197962	0.0000000105	0.014603366	0.003517587	0.00285339	0.02835941	0.00019409
DEL:repeats:4:1	0.000900503	0.002115787	0.000634573	0.06352373	0.002843569	0.002806729	0.003396804	0.001622955	0.004594217	0.000521112	0.000355504	0.002302595	0.000023	0.000617337	6.58E-18	0	0.0000000155	0.002004016	0.0000709	0.00057493	0.114895679	0.00153302	0.00219556	0.01439245	0.00339009
DEL:repeats:4:2	0.00000323	0.000543292	0.000116799	0.014548922	0.000164644	0.00047449	0.002777387	0.000272623	0.000896024	0.000075	9.08E-18	0.000611679	0.0000792	0.000524295	6.58E-18	0	0.0000000383	1E-18	0.000402692	0.0000000171	0.021881849	0.000657343	0.0001608	0.00480249	0.00092652
DEL:repeats:4:3	3.31E-18	0.00000727	4.12E-18	0.004554752	0.003877814	0.000291345	0.000439586	0.0000288	0.0000238	0.000132028	0.000312137	0.039259058	0.0000392	0.0000503	0.00000139	0	0.0000000146	1E-18	0.0000599	0.0000000146	0.006887065	0.0000234	0.00011157	0.00128977	0.00019445
DEL:repeats:4:4	3.31E-18	3.95E-18	4.12E-18	0.000849679	0.004557254	0.000110576	0.00020181	0.0000973	5.41E-18	8.42E-18	0.000687366	0.053287873	0.00000947	0.00000773	6.58E-18	0	0.00000000319	1E-18	0.000194309	0.0000000212	0.002399621	0.00000532	0.0000262	0.00003929	0.00005655
DEL:repeats:4:5+	0.0000289	0.000210413	0.00000283	0.00061078	0.001584436	0.0000568	0.000250764	0.00000634	0.0000137	0.000209045	0.000157603	0.018644449	0.000063	9.19E-18	0.00000176	0	0.00000000444	1E-18	0.000157985	0.0000000283	0.0000331	0.000000661	0.0000137	0.00011684	0.00000806
DEL:repeats:5+:0	0.00000835	0.0000385	0.001776785	0.004132826	0.018447949	0.019333291	0.0000855	0.237978862	0.000772052	0.0013903	0.001281454	0.003382885	0.020097536	0.006086814	0.000284018	0	0.023396376	0.024048192	0.004262979	0.002181228	0.004533871	0.003146455	0.01685377	0.0103666	0.00340893
DEL:repeats:5+:1	0.000190676	0.002977512	0.0000741	0.015718533	0.000410335	0.007501825	0.003476729	0.000572257	0.000479551	0.026205652	0.000474634	0.002797035	0.002980534	0.000314462	6.58E-18	0	0.0000000192	1E-18	0.001770921	0.00000000348	0.025535891	0.000275481	0.00003437	0.00197004	0.00222752
DEL:repeats:5+:2	0.000126355	0.000397525	0.00000278	0.002343845	0.000470925	0.000370524	0.0011689	0.000516838	0.000264969	0.001770382	9.08E-18	0.005103842	0.0000699	0.0000213	6.58E-18	0	0.0000000486	1E-18	0.001018979	0.0000000132	0.002836687	0.00000975	0.0000116	0.00041162	0.00037639
DEL:repeats:5+:3	0.0000189	0.000158151	4.12E-18	0.00118248	0.000257167	0.000168175	0.000406617	0.00000816	0.00000612	0.00013703	9.08E-18	0.002200952	0.0000064	0.0000285	0.00000125	0	0.0000000343	1E-18	0.000126375	0.0000000199	0.000854605	0.00000369	0.00000767	0.00003606	0.0002506
DEL:repeats:5+:4	0.00000311	0.0000847	0.0000437	0.000146923	0.0000973	0.0000532	0.000125882	0.000112898	0.00000725	0.000125027	9.08E-18	0.001256186	0.00000146	0.000015	6.58E-18	0	0.00000000921	1E-18	0.00000224	0.0000000309	0.000000526	0.0000000296	0.00003031	0.00001848	0.00002075
DEL:repeats:5+:5+	0.0000313	0.0000212	0.00000382	0.000106174	0.000585018	0.0000115	0.0000208	0.0000443	0.0000299	0.001120242	0.0000000818	0.00618126	0.00000235	0.0000908	0.00000174	0	0.0000000334	1E-18	0.00000224	0.0000000309	0.000000526	0.0000000296	0.0000016	0.00000008	0.00005207
INS:repeats:2:0	0.000402036	0.000331853	0.00263595	0.000492922	0.006349454	0.001998387	0.0000304	0.00191671	0.001162339	0.025305458	0.000190467	0.007440331	0.010618411	0.023942256	6.58E-18	0	0.034379414	1E-18	0.078270263	0.000557266	0.0000481	0.005366029	0.00376734	0.00353797	0.00720895
INS:repeats:2:1	0.00000788	0.000271665	0.002242683	0.000553302	0.018387642	0.000208533	0.000397626	0.001661816	0.002100192	0.038908392	9.08E-18	0.001062301	0.001801368	0.000123773	6.58E-18	0	0.058508649	1E-18	0.02359708	0.000609208	0.005076259	0.030684627	0.00326139	0.00813213	0.00203569
INS:repeats:2:2	0.000221347	0.001035341	0.000955604	0.000266335	0.007207952	0.000790414	0.0000701	0.000304586	0.000760941	0.026205652	0.000247885	0.000550238	0.000688524	0.001114199	6.58E-18	0	0.063694193	1E-18	0.003639604	0.002345574	0.000222987	0.008888139	0.00154666	0.00049856	0.00064392
INS:repeats:2:3	0.000514268	0.000381326	0.000897238	0.000137794	0.001172292	0.000499074	0.003147039	0.000177583	0.000351635	0.00028006	0.000372356	0.000165525	0.000743544	0.000871483	6.58E-18	0	0.009762713	0.002004016	0.001183172	0.000374507	0.001080992	0.005774136	0.00024006	0.00106105	0.00035493
INS:repeats:2:4	0.0029131	0.001977423	0.000253085	0.0000719	0.0000688	0.000189469	0.00182828	0.0000166	0.0000307	8.42E-18	0.000442384	0.001018206	0.000213354	0.002973978	6.58E-18	0	0.00000000384	1E-18	0.003802592	0.0000000102	0.001769329	0.000922912	0.00022169	0.00097089	0.00088684
INS:repeats:2:5+	0.018121584	0.013633376	0.00000667	0.000103689	0.000994122	0.000748642	0.00024477	0.001764384	5.41E-18	8.42E-18	0.000288801	0.038005197	0.000846575	0.000544275	6.58E-18	0	0.0000000464	0.002004016	0.033275223	0.00103185	0.014259815	0.001554575	0.00000259	0.0018288	0.01049181
INS:repeats:3:0	0.000000306	0.0000578	0.000096	0.0000263	0.003792478	0.001219185	1E-18	0.000667863	0.000254573	0.018103905	9.08E-18	0.01515014	0.0000821	0.006623497	6.58E-18	0	0.019583137	0.004008032	0.05448195	0.00000000966	0.001592806	0.08662352	0.00077334	0.00161158	0.00382815
INS:repeats:3:1	0.000254695	0.00122705	0.000286144	0.000450983	0.006122761	0.000288615	0.00000551	0.000671723	0.000823355	0.055211908	0.000207083	0.000869573	0.003688328	0.0025232	6.58E-18	0	0.112273274	1E-18	0.005101451	0.000529852	0.00000115	0.231492523	0.00152975	0.00439696	0.0002876
INS:repeats:3:2	0.0000441	0.000210075	0.0000975	0.000600335	0.001143468	0.000746533	0.0000547	0.000135768	0.000118261	0.009432034	0.000221526	0.000183891	0.000202511	0.000204501	6.58E-18	0	0.038874479	1E-18	0.001262601	0.0000000134	0.001417047	0.011918844	0.00004958	0.00239573	0.00059532
INS:repeats:3:3	0.000166702	0.00000302	0.0000136	0.0000742	0.0000102	0.000249737	0.000177833	0.0000379	0.00000518	0.000461099	0.0000218	0.000087	0.0000237	0.000327493	6.58E-18	0	0.0000000139	1E-18	0.000566956	0.0000000205	0.0000585	0.000155001	0.00004653	0.00008289	0.00017021
INS:repeats:3:4	0.0000889	0.000141807	0.00000156	0.000074	0.0000118	0.000155952	0.000415609	0.000122041	0.0000161	0.00018704	9.08E-18	0.000340788	0.00000349	0.00060186	6.58E-18	0	0.0000000284	1E-18	0.000201184	0.0000000228	0.000149896	0.0000142	0.00001575	0.00010134	0.00011381
INS:repeats:3:5+	0.001248696	0.001864707	4.12E-18	0.0000396	0.000102574	0.0000198	0.000769276	0.0000366	5.41E-18	0.00018504	0.0000901	0.002840312	0.0000354	0.002205997	6.58E-18	0	0.0000000278	1E-18	0.00101487	0.000000017	0.000743075	0.000028	0.00001267	0.00024554	0.00253638
INS:repeats:4:0	3.31E-18	0.0000168	4.12E-18	0.000166645	0.002439186	0.001467917	1E-18	0.000777758	0.000164387	0.016003452	0.000159621	0.005701178	0.001118797	0.00594693	6.58E-18	0	0.014692452	1E-18	0.049751651	0.0000000148	0.00000649	0.212742408	0.00052016	0.00054899	0.00309713
INS:repeats:4:1	0.000744381	0.001203728	0.000175982	0.001266435	0.003612298	0.000476283	0.0000261	0.001103901	0.000715565	0.074616092	0.000377636	0.001908886	0.002691635	0.001326926	6.58E-18	0	0.210245111	0.002004016	0.001479678	0.000378074	0.000508317	0.217852954	0.00136458	0.00571956	0.00213109
INS:repeats:4:2	0.0000755	0.0000122	0.0000274	0.0000984	0.000376459	0.000528663	0.000194817	0.0000799	0.0000424	0.004090882	9.08E-18	0.00021849	0.0000693	0.0000845	6.58E-18	0	0.009749097	1E-18	0.001017378	0.0000000153	0.000663976	0.0036275	0.0003998	0.00034975	0.00011109
INS:repeats:4:3	0.000157544	0.000134169	0.0000477	0.0000525	0.00000187	0.000334824	0.000273742	0.00000858	0.0000215	0.000239052	9.08E-18	0.000176569	0.000000639	0.000713852	0.00000136	0	0.0000000186	1E-18	0.000309935	0.0000000204	0.000335185	0.0000239	0.00000479	0.00008665	0.00001627
INS:repeats:4:4	0.000319653	0.000249385	0.00000418	0.000146911	0.00000641	0.000056	0.000258757	0.000205515	5.41E-18	0.002280492	9.08E-18	0.000636053	0.0000121	0.00166501	0.00000145	0	0.00000000968	1E-18	0.001528572	0.0000000145	0.000322588	0.00000571	0.00003082	0.00077134	0.00043988
INS:repeats:4:5+	0.00100132	0.002193545	0.0000329	0.000135205	0.000635977	0.000106861	0.00000874	0.000885225	0.00000218	0.013802977	9.08E-18	0.011670537	0.000000314	0.000274449	6.58E-18	0	0.0000000117	1E-18	0.000000122	0.000000026	0.00056024	0.000180119	0.00000719	0.00146458	0.00070282
INS:repeats:5+:0	3.31E-18	3.95E-18	0.0000883	0.0000858	0.004750071	0.008716781	1E-18	0.000318329	0.000165846	0.049210613	0.00066606	0.013790645	0.002590231	0.002712141	6.58E-18	0	0.014673882	0.012024096	0.336651799	0.000906095	0.004929548	0.014950647	0.00072143	0.00310967	0.0004728
INS:repeats:5+:1	0.001443126	0.000135658	0.00065622	0.002135852	0.004793431	0.005405643	1E-18	0.009761114	0.001253996	0.278059972	0.00115191	0.003834265	0.013501952	0.026455525	6.58E-18	0	0.004919532	0.002004016	0.008432312	0.003178667	0.01709467	0.004733335	0.00229238	0.02152458	0.00001324
INS:repeats:5+:2	0.000254832	0.00000553	0.00000551	0.000222027	0.000298796	0.001321843	0.00000884	0.000101153	0.000102849	0.009221989	0.000366007	0.002130016	0.0000459	0.000488313	0.00000118	0	0.0000000464	1E-18	0.000246442	0.00000000315	0.000693116	0.0000181	0.00021296	0.00033879	0.00005698
INS:repeats:5+:3	0.000237087	0.0000977	0.0000332	0.00000759	0.000165546	0.0000288	0.00000446	0.0000709	0.0000802	0.003660789	0.000000834	0.002660489	0.0000461	0.000103831	0.00000162	0	0.0000000476	1E-18	0.001737586	0.0000000211	0.00015937	0.000195338	0.00000302	0.00017981	0.00021686
INS:repeats:5+:4	0.000261865	0.00000215	0.00000787	0.0000253	0.000126707	0.0000483	0.0000106	0.00000674	0.0000505	0.00334072	0.00000225	0.001592407	0.00000243	0.000157593	6.58E-18	0	0.0000000396	1E-18	0.000165085	0.0000000269	0.0000251	0.00000151	0.00005035	0.00000668	0.00001411
INS:repeats:5+:5+	0.000119834	0.000115629	0.00000348	0.000160229	0.000626342	0.0000617	0.00000428	0.000190551	0.00000989	0.002740591	0.00000184	0.00613607	0.0000433	0.0000215	6.58E-18	0	0.0000000448	1E-18	0.00000224	0.0000000309	0.00000707	0.0000342	0.0000026	0.00002184	0.00012446
DEL:MH:2:1	0.001197815	0.000175553	0.006930764	0.188997489	0.028687946	0.000632866	0.003127058	0.004913672	0.003900972	0.000638138	0.000382064	0.002653503	0.008872408	0.002640925	6.58E-18	0	0.003668966	0.018036144	0.002361922	0.001885514	0.01183853	0.001744942	0.03953384	0.15468429	0.00906527
DEL:MH:3:1	0.0000819	0.000000546	0.000344612	0.007034156	0.013157147	0.000990097	0.00025476	0.009290337	0.003011328	0.003960854	0.000200443	0.010328352	0.001140083	0.001575173	6.58E-18	0	0.004887304	1E-18	0.000142903	0.00051866	0.016456594	0.003256536	0.00210806	0.02477473	0.00239704
DEL:MH:3:2	0.001479593	0.002944063	0.00030285	0.049416601	0.00900421	0.00443363	0.004635639	0.004302693	0.001543302	0.019304164	0.000301744	0.006061158	0.000450306	0.003236935	6.58E-18	0	0.003681076	1E-18	0.001188445	0.000572256	0.076342425	0.001382468	0.00445127	0.09408264	0.00758805
DEL:MH:4:1	0.0000838	0.000147005	0.0000735	0.010981719	0.008732202	0.002745395	0.000183827	0.005809551	0.001927721	0.000179039	9.08E-18	0.003771718	0.001270798	0.0000082	6.58E-18	0	0.010979731	0.006012048	0.001230367	0.000443206	0.021683163	0.003828183	0.00334573	0.03151639	0.00191716
DEL:MH:4:2	0.000145479	0.000550614	0.000340216	0.029483877	0.006047187	0.00868271	0.001019041	0.001591587	0.003297448	0.000387083	9.08E-18	0.004573153	0.000159723	0.000950493	6.58E-18	0	0.004890442	1E-18	0.00011789	0.000510533	0.055939003	0.001748172	0.00271152	0.09014531	0.0028055
DEL:MH:4:3	0.000160684	0.000693566	0.000130463	0.04886664	0.003442442	0.004773094	0.000717325	0.001098342	0.002544079	0.0000822	0.000789868	0.000525263	0.000270578	0.002230434	6.58E-18	0	0.003659617	1E-18	0.000412019	0.000464372	0.078494647	0.00012253	0.00175756	0.15521228	0.0014924
DEL:MH:5+:1	0.000000816	0.000624963	0.001369634	0.000453121	0.008617073	0.071066579	0.0000236	0.28072426	0.0000354	0.001330287	0.000282794	0.000563378	0.011740777	0.006551706	0.000660877	0	0.020771328	0.030060241	0.0000727	0.002936567	0.000651791	0.0015615	0.01006779	0.00623417	0.00359075
DEL:MH:5+:2	2.38E-10	0.000117708	0.001751272	0.000136232	0.007851021	0.253108348	0.000245769	0.123610163	0.000221236	0.000124027	0.000372771	1.42E-17	0.007055421	0.004498634	0.000432409	0	0.012290058	0.022044176	0.000690739	0.003399086	0.0000307	0.000334283	0.00828299	0.00047324	0.00329719
DEL:MH:5+:3	2.33E-12	0.0000567	0.000774958	0.001112236	0.007157975	0.216806033	0.0000616	0.046130408	0.000570907	0.0000565	0.000750127	0.000323568	0.002165984	0.001404487	0.000266126	0	0.008596258	0.006012048	0.000617644	0.001452413	0.000222529	0.001072803	0.00336542	0.01166155	0.00023289
DEL:MH:5+:4	0.0000388	0.000462842	0.000640555	0.003652946	0.002492549	0.120483943	0.0000682	0.016367256	0.000448308	0.000104022	0.000130278	0.000277663	0.000281736	0.000100143	0.000247928	0	0.004897913	0.004008032	0.0000532	0.001219253	0.003589866	0.0000876	0.00213513	0.01362695	0.00015915
DEL:MH:5+:5+	0.000665116	0.002367319	0.00036297	0.0000456	0.001112367	0.099282999	0.001738365	0.012814882	5.41E-18	0.041408931	0.000518955	0.006657973	0.013131907	0.000931512	0.000139829	0	0.006075636	1E-18	0.003317459	0.00000000183	0.003415398	0.001031553	0.00074925	0.00258631	0.00221017
