Type	jinID1	jinID2	jinID3	jinID4	jinID5	jinID6	jinID7	jinID8	jinID9	jinID10	jinID11a	jinID11b	jinID12	jinID13	jinID14	jinID17	jinID18	jinID19	jinID20	jinID21	jinID22	jinID23	jinID24	jinID25	jinID26
DEL.C.1.1	0.000000119322283174848	0.0051072317121269	0.117778656914163	0.000000121148914319451	0.0338090411098952	0.0301099732149953	0.0000058907180768931	0.0039286604160237	0.630432215253947	0.00000012235906901085	0.0024050681713292	0.0018078577323213	0.0237091388921037	0.0655483705411614	0.0021817650484841	0.0029044059102389	0.0540747432531752	0.000000120668827565179	0.0033445643525409	0.000843086899379	0.0255596891404861	0.0601048193955915	0.0336848893403234	0.0896553709132952	0.0016123975251468
DEL.C.1.2	0.0018420472088292	0.000000119388852805885	0.278683428937059	0.0005607933442748	0.0365302275964508	0.00000592149078239542	0.000000121356232777461	0.0139455729887868	0.0847815321998047	0.0322255750903825	0.000447031418529	0.0004151179966529	0.0160619581978117	0.0175364628772448	0.000000122868930741327	0.0008204463801439	0.022564088232586	0.0064761811032777	0.000000122434139976193	0.00000012287392161954	0.000000217159520457157	0.000000122787008632551	0.00000012203923325271	0.0016437876863209	0.0039402775547637
DEL.C.1.3	0.000000119322283174848	0.000000119388852805885	0.228414810815127	0.000000121148914319451	0.0338415747388388	0.003380313041363	0.0064384091026086	0.0000160129215001797	0.000000119548213441177	0.00000012235906901085	0.0003417884273524	0.000383369325195	0.000000121793864389377	0.0051202189641584	0.000217824300754	0.000000122424839207098	0.0025791465228124	0.0031822585820328	0.000000122434139976193	0.0001376844346058	0.0420382872061801	0.0051789141986834	0.00000012203923325271	0.0017468444924827	0.005832037624693
DEL.C.1.4	0.0022908139595195	0.0005901576805037	0.0872010689596016	0.0001900402577901	0.0158072219172369	0.000000120646691749697	0.039377863728151	0.0071898713110663	0.0165522381820662	0.0072517816192854	0.000000123656269236418	0.0030408426626664	0.000000121793864389377	0.0053505159625463	0.0002927049418105	0.0031408233574632	0.0029910663833757	0.0000131723872456547	0.0000799812424063993	0.0000617037777788076	0.0049970306486441	0.000000122787008632551	0.000137372413318	0.0040661960968457	0.0095139439250407
DEL.C.1.5	0.000000119322283174848	0.0016459838589472	0.0587157597835346	0.0026811756137263	0.0039537604486405	0.0002113799430169	0.11748721963639	0.0006428524442061	0.0015558703476053	0.0001964252404711	0.000000123656269236418	0.0012004918310033	0.000000121793864389377	0.0043460049695779	0.0022987507168009	0.0041912311424305	0.0060393659917639	0.000000120668827565179	0.0157102118055524	0.0075779068625021	0.000000120418901602936	0.0172719793483196	0.00000012203923325271	0.0016100158904338	0.0118320676500715
DEL.C.1.6+	0.0000782660504517767	0.0133667089253038	0.0282495139783627	0.0048570427264267	0.000000119266746364251	0.0003739730534131	0.23033792330497	0.000000121116497512226	0.000000119548213441177	0.00000012235906901085	0.0005134456085609	0.0000305597959253259	0.0175394008602927	0.0008430559940986	0.0031871717210875	0.000000122424839207098	0.0019516187090942	0.0091552533188914	0.0280002499777038	0.0224716121275899	0.000000120418901602936	0.0006429778840704	0.0076062684291831	0.0007618813408274	0.0034901575784575
DEL.T.1.1	0.0020562753903861	0.0103315420319232	0.0343923787023068	0.0010379071823931	0.111672200098309	0.0098124882950715	0.000000121356232777461	0.0012537189819802	0.0883114001157692	0.0187480014112446	0.0013077170842882	0.0009579792377522	0.0250618751422289	0.0536987616241087	0.0026559755868089	0.000000122424839207098	0.134083435094609	0.0428248241537798	0.000000122434139976193	0.0076796732542049	0.0460640392222473	0.0050499844576899	0.0084363921151349	0.0842531985021004	0
DEL.T.1.2	0.000000119322283174848	0.0043537712037294	0.0356468257824896	0.0030449885898214	0.119582020450881	0.000000120646691749697	0.0015934511119283	0.0021286105481835	0.0013458686072662	0.00000012235906901085	0.0005005457816415	0.001003234755279	0.0012801965440529	0.498224164512431	0.0132587363378324	0.0493449490034746	0.148436515495669	0.000000120668827565179	0.0011256076227068	0.00000012287392161954	0.000000120418901602936	0.0018927082088866	0.00000012203923325271	0.0167621503489666	0.0059035066193289
DEL.T.1.3	0.000000119322283174848	0.0011204838177355	0.0054225982416458	0.0002188246448997	0.135402891252047	0.0064324725975953	0.0002246245384458	0.0006596371748146	0.0201722995504304	0.0405676816069519	0.0005483066238422	0.0028375314284453	0.0065427405820678	0.0237778048335554	0.0026528279203791	0.0015339824155443	0.0857512778428882	0.0002753997372099	0.000000122434139976193	0.0001851287492329	0.0248545859666481	0.0202841891722583	0.00000012203923325271	0.0126434058534168	0.08042975714811
DEL.T.1.4	0.00158558309225	0.002300071950205	0.0005058836605982	0.000000121148914319451	0.105334566885092	0.0058334963083705	0.0015041303688489	0.0115175015071171	0.0090427451648227	0.00000012235906901085	0.0009188420748381	0.002858735726949	0.017651383905602	0.0627809515605333	0.0180452108318472	0.010276150616774	0.125757303518979	0.007183136897213	0.001441667710495	0.0163692123483491	0.0146893495835659	0.000000122787008632551	0.00000012203923325271	0.0069964895631354	0.240622134983139
DEL.T.1.5	0.0010618994399231	0.0313424206019426	0.000000119311800755308	0.0019851050259136	0.0596833279559167	0.0021046881632157	0.0813807546492278	0.000000121116497512226	0.0196598535093584	0.0258897606823796	0.0027945785669271	0.0010041383404365	0.0203968608527743	0.0230043818389693	0.0105258337804719	0.0001231069079916	0.0819876105184209	0.000000120668827565179	0.0510211035610565	0.0014332290271399	0.0000816780529955963	0.0074373761596277	0.0043526485721659	0.0085623086473362	0.402658502308669
DEL.T.1.6+	0.009598946343692	0.805707776318946	0.0106504121350422	0.0214267837181139	0.0205647145699751	0.000000120646691749697	0.136865948970938	0.000000121116497512226	0.0239616998321691	0.0738696478152478	0.0138003113405114	0.0109889937169104	0.000000121793864389377	0.0060795749574429	0.0691915928845081	0.000000122424839207098	0.0963801571914457	0.000000120668827565179	0.000000122434139976193	0.0245721920363276	0.000000120418901602936	0.000000122787008632551	0.00000012203923325271	0.0359220071486529	0.0800826679167238
INS.C.1.0	0.000000119322283174848	0.000000119388852805885	0.000000119311800755308	0.000000121148914319451	0.000000119266746364251	0.000000120646691749697	0.000000121356232777461	0.000000121116497512226	0.000000119548213441177	0.00000012235906901085	0.0005478233586006	0.0049177867910595	0.000000121793864389377	0.002850427980047	0.526922390348716	0.000000122424839207098	0.000000120057946032819	0.000000120668827565179	0.000000122434139976193	0.00000012287392161954	0.000000120418901602936	0.000000122787008632551	0.00000012203923325271	0.170387535614662	0.000000118837722693503
INS.C.1.1	0.000000119322283174848	0.000000119388852805885	0.000000119311800755308	0.0005826677069528	0.001477338295532	0.0002758577540855	0.000026862944055161	0.00170714556676	0.0083555138608091	0.000525047965156	0.210475042185698	0.0496992196554558	0.000000121793864389377	0.0016522559884342	0.0164063018089567	0.000000122424839207098	0.0057898906608707	0.0009811442873683	0.0004874073394704	0.00000012287392161954	0.000000120418901602936	0.0033834213021415	0.00000012203923325271	0.0070815512875915	0.0002044990694332
INS.C.1.2	0.000000119322283174848	0.000000119388852805885	0.000000119311800755308	0.0000207115538605689	0.003387800938329	0.000000120646691749697	0.000179641142439	0.0012903083291506	0.0028353445054852	0.00000012235906901085	0.109606908812161	0.0427925378277211	0.0012587165430665	0.0008212499942512	0.000000122868930741327	0.0162498782656976	0.0010490116822386	0.0000738718148355884	0.000000122434139976193	0.0000624055516180996	0.0011962332706187	0.000000122787008632551	0.0002321010583829	0.0011025247441005	0.0002796115414159
INS.C.1.3	0.000000119322283174848	0.000000119388852805885	0.0055122763568215	0.0002187687411178	0.0005417620726768	0.0000713311254341429	0.0016028428959688	0.000000209035839056857	0.000000119548213441177	0.0000233917943157969	0.040911473877802	0.0209120543636797	0.000000121793864389377	0.0003755549973711	0.0012032277104576	0.003491824134476	0.0005827445720593	0.000000120668827565179	0.0186689611176118	0.0006232171126369	0.001466725981424	0.0070181163879568	0.000184306108577	0.0026698440007542	0.001349000203861
INS.C.1.4	0.000000119322283174848	0.0018553905993408	0.0068677418543797	0.0000542330588394755	0.0000190434316007857	0.0002533996419233	0.009585700390811	0.0000219472201670958	0.000147391402386	0.0013760685025372	0.0143511445501006	0.0042842542753211	0.000000121793864389377	0.0001485779989599	0.0020842617082117	0.0042981162704879	0.0039815069532595	0.000000120668827565179	0.0546899093370928	0.0144625194391103	0.000000120418901602936	0.000000122787008632551	0.0029454929128485	0.0046251305938212	0.0035137966086661
INS.C.1.5+	0.000000119322283174848	0.000000119388852805885	0.000000119311800755308	0.000000121148914319451	0.0002251614267831	0.000000120646691749697	0.0014376232807288	0.000000121116497512226	0.000000119548213441177	0.00000012235906901085	0.0045095906985052	0.0067826107082283	0.000000121793864389377	0.0007069809950511	0.000000122868930741327	0.000000122424839207098	0.0016781422748833	0.000000120668827565179	0.425823891503439	0.0194260094385133	0.000000120418901602936	0.000000122787008632551	0.00000012203923325271	0.0029709238205839	0.0083592002096873
INS.T.1.0	0.0001243804746187	0.0012180720211008	0.0205820150292436	0.000000121148914319451	0.0030579409506547	0.000000120646691749697	0.0001296506284525	0.000000121116497512226	0.029548099013887	0.00000012235906901085	0.0005455632498057	0.0154027348499795	0.000000121793864389377	0.0411370127120409	0.0201868564148852	0.000000122424839207098	0.0067468234181822	0.000000120668827565179	0.001687283780114	0.000203593206364	0.000000120418901602936	0.0082974410565589	0.00000012203923325271	0.173714110019505	0.0050409741327381
INS.T.1.1	0.000000119322283174848	0.000000119388852805885	0.0030980012593715	0.000000121148914319451	0.0041044694976245	0.000000120646691749697	0.000000121356232777461	0.0000660342365665727	0.0116220720537695	0.00000012235906901085	0.233647971449886	0.290916593703624	0.000000121793864389377	0.004748852966758	0.0068623855796762	0.002900797255378	0.0045651603658789	0.0020556766191409	0.000000122434139976193	0.00000012287392161954	0.000000120418901602936	0.0167485850619136	0.00000012203923325271	0.0265793578245796	0.0020221116988513
INS.T.1.2	0.000000119322283174848	0.0001973329830104	0.000000119311800755308	0.000000121148914319451	0.029592374735557	0.000000120646691749697	0.0191902393493353	0.000000121116497512226	0.000000119548213441177	0.00000012235906901085	0.142074551666839	0.141827267987839	0.0001429741763289	0.0030541709786208	0.0010871292435958	0.000000122424839207098	0.0106102472319092	0.000000120668827565179	0.000000122434139976193	0.0031218081609086	0.000151285593001	0.000000122787008632551	0.00000012203923325271	0.004347125407111	0.0070632942867598
INS.T.1.3	0.002675307307056	0.0000133759269994908	0.0074101345996986	0.0036037121690517	0.0148725716459971	0.0004429451863494	0.0060993412502758	0.000000121116497512226	0.000000119548213441177	0.0074208663555049	0.0938200824947233	0.112381514376804	0.0011559563894852	0.009271856935097	0.0004289873330089	0.0005512484423369	0.0033639926645392	0.0006353543727405	0.0257452586831521	0.0010771866033852	0.000000120418901602936	0.000000122787008632551	0.00000012203923325271	0.0064730692809958	0.0110077315168706
