rowname	InsDel1a	InsDel1b	InsDel1c	InsDel_P	InsDel1d	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel19c	InsDel23	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K_alpha	InsDel_K_beta	InsDel_L	InsDel_M	InsDel_N	InsDel_O	InsDel15	InsDel16
"A[Ins(T):R(0,4)]A"	0.009980154	0.010123117	0.009330549	0.007294627	0.007022489	0.005158729	0.001900766	0.000737811	0.006468564	0.004266779	0.002344534	0.029717069	0.018467109	0.001341556	0.001680471	0.003332587	0.005129122	0.011483718	0.069297679	0.00803472	0.028732786	0.021250183	0.026789407	0.007575353	0.01544971	0.010321752	0.015950578	0.005172089	0.002166191	0.002540005	0.004545886	0.079020707	0.053045104	0.006115613	0.000984949	0.003502161	0.009166136	0.087701614	0.000587238	0.002093754	0.018069771	0.004640795	6.97E-06	0.000587238	0.005626968	0	0.023963134
"A[Ins(T):R(0,4)]C"	0.002740274	0.003284118	0.008287309	0.003017911	0.000354533	0.001262505	0.002214658	0.000311006	0.002015343	0.002605494	0.000935738	0.01316298	0.0083231	0.001369075	0.001091878	0.000369346	0.002046586	0.006638858	0.07223662	0.004003543	0.009645056	0.002252794	0.002359854	0.004943996	0.00359535	0.00251466	0.009461016	0.005581186	0.004754067	0.009021781	0.001597026	0.002995646	0.004455122	0.009084995	0.000935671	0.004892567	0.001560977	0.02761444	0.000224366	0.004124434	0.005838136	0.006263577	0.003128015	0.000224366	0.001215864	0	0.038709677
"A[Ins(T):R(0,4)]G"	0.003604874	0.007467594	0.01624027	0.005068091	0.007500404	0.001746724	0.004164691	0.000643353	0.007826463	0.041421199	0.000379304	0.020337197	0.016058495	0.001892658	0.00205795	0.002267361	0.002296193	0.005622036	0.08189751	0.008700684	0.005266055	0.00365122	0.007583411	0.001423244	0.00394365	0.00178363	0.00295893	0.005172089	0.002349014	0.00210413	0.002861393	0.001824203	0.006088345	0.020450334	0.001326591	0.006886604	0.005019206	0.03972296	0.000591486	0.002232833	0.020788307	0.005521082	0.001226018	0.000591486	0.002672738	0	0.023963134
"C[Ins(T):R(0,4)]A"	0.002581359	0.018156113	0.004325239	0.001966351	0.0030994	0.000894241	0.00228067	0.000229601	0.002953615	0.005130835	0.000508892	0.012177368	0.007016828	0.000459821	0.000830054	0.002270676	0.00290146	0.00894803	0.032427705	0.00425389	0.006543545	0.001951605	0.02332137	0.000610674	0.005870155	0.003851328	0.008834901	0.009986951	0.00276239	0.003945026	0.003670616	0.00782469	0.001508765	0.00300268	0.002815489	0.003713748	0.002248074	0.019469763	0.000185398	0.001070372	0.01866846	0.005546278	6.47E-06	0.000185398	0.00228079	0	0.052534562
"C[Ins(T):R(0,4)]C"	0.003377421	0.015164184	0.005278036	0.001921845	0.006620355	0.001527665	0.002707904	0.000555537	0.004015026	0.004717894	0.000544536	0.007049113	0.004271891	0.000983456	0.001337887	0.001266086	0.002547205	0.003162391	0.057360287	0.005225782	0.02463705	0.001205842	0.002724195	0.000669976	0.007770703	0.005208353	0.02944074	0.007432207	0.008138736	0.018136696	0.002246906	0.006110812	0.000358134	0.022094443	0.000237198	0.004715035	0.002915004	0.019711984	0.000360131	0.002739321	0.014250184	0.006076969	1.99E-06	0.000360131	0.003655386	0	0.074654378
"C[Ins(T):R(0,4)]G"	0.00236661	0.00844994	0.010790937	0.001994149	0.006794004	0.000951657	0.003667864	0.000388236	0.008052555	0.045386132	0.000585145	0.008915789	0.007799312	0.001123845	0.002503573	0.000976636	0.001985939	0.007194408	0.062713672	0.003056181	0.003996887	0.001299487	0.00976004	0.000494055	0.004429164	0.003315687	0.007079552	0.004540905	0.002939922	0.00348781	0.003092852	0.00285659	0.000627574	0.001273052	0.001449627	0.007239086	0.001750774	1.77E-05	0.000638043	5.05E-06	0.016981238	0.002120404	7.47E-06	0.000638043	0.003445861	0	0.031336406
"G[Ins(T):R(0,4)]A"	0.003203572	0.000509143	0.001519215	0.001183838	0.002087592	0.000545515	0.000511965	9.47E-05	0.00404712	0.003515079	0.002713447	0.009379128	0.006419178	0.000989707	0.000270624	0.002322881	0.007473647	0.008034674	0.037979995	0.001975921	0.002352241	0.003143384	0.012213814	0.000832373	0.006988873	0.003311195	0.003557949	0.003995873	0.007221721	0.004452072	0.00255489	0.004026884	0.002157456	0.082727374	0.001101131	0.106224344	0.002566759	0.035011007	1.96E-05	0.000619075	0.001384881	0.002624325	3.48E-06	1.96E-05	0.000278638	0	0.057142857
"G[Ins(T):R(0,4)]C"	0.000971861	0.000373302	0.001272155	0.00054162	0.000744481	0.000431434	0.000368437	0.000146393	0.003096217	0.002887802	0.000289659	0.004244893	0.003102006	0.001081835	0.000363407	0.000529597	0.002523307	0.003308784	0.050447179	0.004451762	0.004770473	0.001191632	0.002018479	0.000457854	0.002186557	0.001156534	0.003984755	0.00117075	0.012003823	0.011551802	0.001417274	0.000391886	0.000797306	0.002167114	0.000424233	0.113432055	0.001513512	0.032248175	8.18E-05	0.00067395	0.000628741	0.001507038	3.48E-06	8.18E-05	0.000455436	0	0.085714286
"G[Ins(T):R(0,4)]G"	0.003221788	0.000257959	0.004446251	0.001578414	0.004493921	0.001771969	0.001686648	0.000261545	0.00728387	0.038595797	0.00034767	0.007266876	0.004778212	0.001343076	0.001551396	0.000938263	0.003097367	0.003541613	0.048611507	0.009674982	0.000997484	0.003603258	0.004232524	0.000598182	0.00542838	0.0037605	0.002691959	0.004663525	0.011556736	0.001357348	0.00321997	0.000254362	0.002957017	0.002058149	0.000804609	0.209613354	0.000719861	0.019590874	0.000496898	0.001014867	0.001964881	0.004502217	0.025756343	0.000496898	0.00298772	0	0.040552995
"A[Ins(T):R(5,7)]A"	0.031885303	0.100718979	0.079441911	0.034960501	0.004453936	0.014589546	0.038272628	0.002452247	0.004885306	0.001104007	0.000543024	0.002434711	0.014147281	0.001326935	0.012078629	0.001446159	0.00255056	0.022083908	0.009047896	0.004522558	0.005065549	0.015673843	0.000213389	0.003177496	0.006051816	0.001321845	0.001439908	0.000640127	0.006776065	0.009674498	0.001149212	0.005029391	0.006154275	0.001564838	0.000829785	0.006513752	0.007824799	0.001679146	0.004257467	0.035848961	0.014522784	0.00655097	0.000858661	0.004257467	0.041665751	0	0
"A[Ins(T):R(5,7)]C"	0.036962883	0.066561425	0.088346823	0.039003511	0.001547225	0.013773031	0.022762121	0.00251135	0.009266439	0.000981385	0.001605955	0.001167402	0.016969152	0.001287499	0.011216851	0.00090571	0.004882577	0.023864878	0.006638614	0.008563128	0.007792026	0.009771515	0.001084689	0.004692808	0.00560577	0.001285789	0.00149912	0.001623768	0.007480404	0.019434228	0.000616993	0.001200174	0.005990228	0.007797671	0.001535699	0.010369287	0.003832328	0.006196817	0.00165383	0.015082348	0.019729249	0.004335293	0.002983162	0.00165383	0.029587796	0	0
"A[Ins(T):R(5,7)]G"	0.036081099	0.02508339	0.107261038	0.036683948	0.000661464	0.013652355	0.030081221	0.002625842	0.014150732	0.007623652	0.000580482	0.002103226	0.021131881	0.000858179	0.01609084	0.001199998	0.005306089	0.021079629	0.007171054	0.00414234	0.005236422	0.009923463	0.001430731	0.002672948	0.005238877	0.002774973	0.001497323	0.002137002	0.003337405	0.011430508	0.000514816	0.00953397	0.003747812	0.002957381	0.001887666	0.010046607	0.002540686	0.016666562	0.003962789	0.023298734	0.020331045	0.01039809	0.003002575	0.003962789	0.037632284	0	0
"C[Ins(T):R(5,7)]A"	0.013796705	0.067862853	0.032301453	0.015582253	0.000289414	0.007819348	0.01309792	0.001121383	0.002705667	0.001110184	0.000235032	0.000817772	0.006865412	0.00030036	0.004605332	0.001333049	0.000806963	0.010298863	0.004143946	0.002693973	0.001653109	0.008175296	0.001094999	0.0031702	0.003314058	0.000503848	0.001177252	0.001510389	0.002785744	0.002310638	0.000416783	0.001542643	0.003584337	0.000966459	0.001043309	0.008831415	0.002971265	0.002476456	0.001451953	0.002956612	0.010322064	0.003459731	0.001127459	0.001451953	0.014954848	0	0.000921659
"C[Ins(T):R(5,7)]C"	0.019919094	0.051711056	0.048096491	0.020603493	0.000241052	0.007850842	0.012352892	0.001619335	0.003996791	0.001429009	0.00077215	0.000927567	0.010942561	0.000517213	0.005947582	0.001023452	0.001393025	0.013280487	0.004899581	0.001545712	0.004142402	0.003366782	0.000596292	0.001593529	0.003461669	0.000206437	0.000935423	0.000520687	0.004281315	0.011547157	0.000351386	0.001569841	0.002317831	0.004238582	0.001868557	0.003161236	0.013212763	0.008235509	0.000827629	0.003134166	0.010793975	0.002950298	0.002384837	0.000827629	0.01575965	0	0.001843318
"C[Ins(T):R(5,7)]G"	0.018697639	0.019677791	0.052911392	0.019900204	0.000386521	0.007133663	0.013429479	0.001817687	0.004708594	0.003471678	0.001138071	0.000886829	0.012342928	0.000502001	0.007799786	0.000451037	0.001284865	0.010350224	0.004374158	0.002806532	0.002188958	0.00415428	0.000980486	0.000892664	0.003235429	0.000694509	0.000512274	0.001564942	0.001961939	0.002881962	0.000570486	0.001430019	0.002126751	0.001722492	0.00084757	0.003670433	0.006765174	0.002108078	0.001787262	0.002326184	0.012338127	0.004084907	0.000997042	0.001787262	0.018281388	0	0
"G[Ins(T):R(5,7)]A"	0.013422262	0.047424899	0.030842422	0.013027244	0.000265424	0.006120276	0.016712997	0.001296304	0.001684239	0.000558767	0.002000587	0.000473579	0.005746716	0.000577697	0.006534408	0.000575051	0.002116999	0.009948746	0.003616603	0.005486144	0.002008863	0.010039375	0.000573985	0.00232301	0.002177638	0.000137114	0.00090481	0.000990497	0.002976237	0.004166786	0.000524666	0.006845933	0.004988708	0.00073544	0.000350157	0.01040753	0.003418681	3.78E-06	0.002032393	0.002542844	0.006236625	0.002866049	0.002845279	0.002032393	0.022949388	0	0
"G[Ins(T):R(5,7)]C"	0.018312387	0.046886786	0.045453787	0.016907771	0.000299696	0.006380565	0.015028577	0.001992094	0.002415797	0.000544401	0.002902118	0.000612665	0.007408647	0.000195649	0.008079662	0.000398131	0.002463365	0.015577887	0.002522799	0.008504598	0.006900271	0.008178552	0.001335467	0.001739609	0.003008239	0.000388167	0.000891478	0.002846388	0.005615796	0.008886919	0.000546042	0.006423018	0.004170667	0.001524388	0.000299496	0.006835794	0.007278809	0.004438193	0.001787	0.006984227	0.005179254	0.003145568	3.98E-06	0.001787	0.025369867	0	0
"G[Ins(T):R(5,7)]G"	0.021849872	0.015666679	0.065497266	0.019722155	0.002567411	0.007509081	0.022053206	0.001925903	0.004370982	0.003322402	0.003101626	0.000997918	0.010917783	0.000472396	0.015043981	0.000515295	0.00240582	0.014631081	0.003281678	0.003985455	0.003750538	0.010143573	0.000198861	0.002259883	0.003041628	0.000943487	0.000442278	0.000891229	0.004634482	0.005284947	0.000568856	0.001287515	0.003590684	0.002063121	0.000313532	0.012322008	0.004383626	0.004195972	0.004559481	0.003216163	0.007654754	0.004314821	0.002269354	0.004559481	0.039414903	0	0
"A[Ins(T):R(8,)]A"	0.071092869	0.033421469	0.029414939	0.022980269	0.138088006	0.028677017	0.002046018	0.005813693	0.008232919	0.000275878	0.001221542	4.15E-05	0.009678285	0.000375498	0.01667079	0.002427463	0.001648156	0.013977476	0.000869748	0.001519784	0.000540378	0.022539986	0.001444152	0.004338792	0.021171769	0.004190413	0.015248838	0.000600777	0.001792969	0.008094128	0.000936308	0.006435277	0.007500044	0.003423302	0.002009796	0.012985071	0.00455511	0.003678729	0.002987393	0.000776446	0.003645622	0.007795811	9.46E-06	0.002987393	0.078110435	0	0
"A[Ins(T):R(8,)]C"	0.065241425	0.040539905	0.027338518	0.021809589	0.056866891	0.024324254	0.002599212	0.004847238	0.008122293	0.000390546	0.00131477	4.17E-05	0.010112076	0.000633606	0.014185112	0.000416289	0.002195114	0.016146389	0.001931979	0.003895951	0.000486606	0.014849832	0.002258235	0.005885563	0.019772316	0.003743128	0.012749266	0.001227986	0.004933328	0.012367359	0.000476312	0.004967716	0.005665267	0.005290804	0.000439889	0.011713934	0.003665933	0.00161859	0.002162339	3.78E-06	0.002230201	0.004802207	3.48E-06	0.002162339	0.066940257	0	0
"A[Ins(T):R(8,)]G"	0.06046	0.008111615	0.023536558	0.017503827	0.069162054	0.02162189	0.000588355	0.003868918	0.00566702	0.000592797	0.000959858	0.000115261	0.00705558	0.00124951	0.015183701	0.000713886	0.000479437	0.014625086	0.001417676	0.0023993	0.000246135	0.008871173	0.001417046	0.0065072	0.017955925	0.003066143	0.009317204	0.000784011	0.003698545	0.012302113	0.00058878	0.007029809	0.004030498	0.002048466	0.000506177	0.008161261	0.007937697	0.00426662	0.00280081	3.15E-06	0.006155214	0.004018768	0.001123477	0.00280081	0.065398601	0	0
"C[Ins(T):R(8,)]A"	0.040196324	0.013149985	0.010956056	0.010861993	0.120728852	0.018381076	0.000754613	0.003825794	0.004102999	0.000290458	0.000840063	4.67E-05	0.00596932	0.000456719	0.009277844	0.000704531	0.000648536	0.00675827	1.52E-06	0.001103082	0.00011736	0.015520341	0.002098214	0.002068813	0.014034454	0.002039822	0.005990037	0.001701175	0.002062198	0.005465251	0.000301524	0.007778337	0.004919225	0.001321619	0.000951368	0.007669404	0.005110775	0.00902525	0.001849094	0.000711795	0.00328371	0.002822744	5.48E-06	0.001849094	0.047195171	0	0
"C[Ins(T):R(8,)]C"	0.044307964	0.024875378	0.015117063	0.012089084	0.07171804	0.016742068	0.001749347	0.003024137	0.00745848	0.000465309	0.00027803	0.000135561	0.006637219	0.000624503	0.010683223	0.000356547	0.002020088	0.006338333	0.000428454	0.004189071	0.000526456	0.010505053	0.00315295	0.002430356	0.013735897	0.002603124	0.006546561	0.002038429	0.001542113	0.00819624	0.000289037	0.003026675	0.003453901	0.001513033	0.000591801	0.004121431	0.004312476	1.39E-05	0.001433667	0.000501757	0.002093257	0.00629271	0.001217556	0.001433667	0.054979552	0	0
"C[Ins(T):R(8,)]G"	0.043623441	0.004641402	0.017586308	0.014136632	0.055127738	0.016597238	0.000894882	0.004273043	0.004860961	0.000292372	0.00039146	7.52E-05	0.005572676	0.000644173	0.013482692	0.000621366	0.000560977	0.009132939	0.001454147	0.003849453	0.000528903	0.004145224	0.000888834	0.002413764	0.013675763	0.002258332	0.004688018	0.001347625	0.001829663	0.003024523	0.000224984	0.00990517	0.001936181	0.001339818	0.000258266	0.004237468	0.005014997	0.00491128	0.002549769	6.31E-06	0.004272765	0.00225662	6.97E-06	0.002549769	0.061034401	0	0
"G[Ins(T):R(8,)]A"	0.030248466	0.011902784	0.011362782	0.010750854	0.069828469	0.012445372	0.000437015	0.001874595	0.002647988	0.000129033	0.00055078	5.09E-05	0.004438977	0.000167427	0.010105929	0.000773644	0.000587576	0.00618237	0.00070202	0.002732631	7.63E-05	0.012241677	0.001889729	0.002469645	0.011936108	0.00242854	0.00501892	0.000412177	0.002182568	0.004719256	0.000546201	0.008636042	0.003048424	0.002540672	0.000419349	0.006091152	0.001951189	0.002273344	0.002173856	5.05E-06	0.001984147	0.004203801	2.99E-06	0.002173856	0.04088235	0	0
"G[Ins(T):R(8,)]C"	0.033321506	0.015467922	0.00945332	0.009489225	0.046762519	0.012357446	0.000689686	0.002329575	0.003854319	0.000257107	0.000581626	2.71E-05	0.004412183	0.000170639	0.009850084	0.00041452	0.000943398	0.003286194	0.00020592	0.008355398	8.96E-05	0.012501641	0.001611873	0.00347195	0.014166608	0.003251675	0.006644373	0.000170515	0.000989843	0.004665932	0.000412434	0.00466547	0.003220338	0.000828738	0.001314088	0.005412067	0.004666972	0.002309929	0.00176999	0.003705936	0.002402168	0.001929072	4.98E-06	0.00176999	0.043055706	0	0
"G[Ins(T):R(8,)]G"	0.032110119	0.003693442	0.01320008	0.01052679	0.02580244	0.010976549	0.000450948	0.001729356	0.003429271	0.000188285	0.00055372	4.16E-05	0.003996561	0.00051459	0.012951346	0.000857469	0.000722985	0.005264319	0.000199036	0.001705236	0.000196112	0.007576205	0.001042185	0.002486042	0.010905085	0.003530113	0.003377586	0.001234743	0.001528148	0.004486981	0.001011034	0.005376074	0.003064301	0.001283057	0.000348048	0.001356182	0.001429827	0.008645519	0.003084193	0.001720354	0.00219531	0.002641647	3.98E-06	0.003084193	0.047631823	0	0
"Del(2,4):R1"	0.006844155	0.000355186	0.001152795	0.0047764	0.01532716	0.003955767	0.000445934	0.000970839	0.011190684	0.00730727	0.037601106	0.04491222	0.01916623	0.015688313	0.001259419	0.014289388	0.022006225	0.009350039	0.000208303	0.003254596	0.019353388	0.005099382	0.067569927	0.011396924	0.02713544	0.019301348	0.004051088	0.034889392	0.088421665	0.012722317	0.072537304	0.016180704	0.006558347	0.011162708	0.106310617	0.011476777	0.011362221	0.029849937	0.003509547	0.025776296	0.000977291	0.004842363	0.014209469	0.003509547	0.000314318	0	0
"Del(5,):R1"	0.006876566	0.000164894	0.001636037	0.003305179	0.006020582	0.003706112	0.000162046	0.000143127	0.012073864	0.004114564	0.002433351	0.051635909	0.046186547	0.074124742	0.00018034	0.219151977	0.01333979	0.04379752	0.000943154	0.009134464	0.038354276	0.007942064	0.053197704	0.001890668	0.039047533	0.15311927	0.010231668	0.016983431	0.00169544	0.002638679	0.12414103	0.008415008	0.000422869	0.001733218	0.006285396	0.002736297	0.099982889	7.57E-06	8.42E-05	0.001037889	0.000484118	0.005776979	0.00125688	8.42E-05	0.000110065	0.000274236	0
"Del(2,8):U(1,2):R(2,4)"	0.011256249	0.000232964	0.00129347	0.017303968	0.004249061	0.010403101	0.006106168	0.002655688	0.045300768	0.031204886	0.156286631	0.030773467	0.019273671	0.006251854	0.007788065	0.010807769	0.018274252	0.025726809	0.001736716	0.006690373	0.006251665	0.007057623	0.019445356	0.016341699	0.034275687	0.01848674	0.009458987	0.098073538	0.024555924	0.014206555	0.034091338	0.016904333	0.003824338	0.015958452	0.42212584	0.012923491	0.014002424	0.003036592	0.004232752	0.067449231	0.001815198	0.001522785	0.005080286	0.004232752	0.000750507	0	0
"Del(2,):U(1,2):R(5,)"	0.007802248	0.000163116	0.000716978	0.002738834	0.013672167	0.013946021	0.001367311	0.015589632	0.019406392	0.00756963	0.043477893	0.006018453	0.003885167	0.003932406	0.01947145	0.002400062	0.013334701	0.004612584	0.000227167	0.269580536	0.002823977	0.005618223	0.002776876	0.009925001	0.027437173	0.01913119	0.017452299	0.001848438	0.001452477	0.006041512	0.008873668	0.008839072	0.000712098	0.005746934	0.040524233	0.000841053	0.007022698	0.002023553	0.184912798	0.020876362	0.000855352	0.004178605	0.03074255	0.184912798	0.005833336	0	0
"Del(3,):U(3,):R2"	0.009343669	0.000181403	0.00140132	0.015092077	0.007882735	0.010166427	0.002953811	0.001236408	0.001981955	0.000387396	0.196487608	0.011669173	0.013545822	0.013050394	0.004873466	0.006376583	0.018931654	0.021975483	0.0014793	0.004245817	0.000921038	0.004409269	0.014772581	0.001440349	0.027707603	0.014731502	0.003057357	0.002602142	0.010378844	0.009190584	0.013471823	0.003677903	0.001588791	0.003113839	0.02522111	0.005246346	0.037848688	0.002544581	0.000805905	0.008085191	0.001052666	0.002576295	0.003898569	0.000805905	0.000157765	0	0
"Del(3,):U(3,):R(3,)"	0.005847455	0.000105639	0.000633358	0.005432183	0.002584547	0.007280127	0.001360245	0.001435284	0.002434419	9.34E-05	0.101348616	0.002478217	0.003904947	0.001988576	0.004495135	0.001839214	0.011534474	0.005952404	0.000216312	0.350968721	0.00019574	0.00401624	0.001722957	0.001198081	0.016745863	0.008598796	0.001953475	0.000593026	0.004359265	0.00743258	0.002835794	0.002912136	0.000485043	0.002970041	0.003632382	0.001462768	0.017299976	0.010132906	0.002849675	0.013522519	0.000491398	0.001788131	0.006520348	0.002849675	0.000745534	0.000137118	0
"Ins(2,4):R0"	0.01290031	0.00879661	0.000470482	0.001373391	0.031228199	0.012258653	8.93E-05	0.002987931	0.010154243	0.006267678	0.00119507	0.005306977	0.003132324	0.004570747	0.00024857	0.001745112	0.003291544	0.008453793	0.00023736	0.008488451	0.016966264	0.050628957	0.043112821	0.001046719	0.051613056	0.045568245	0.178360297	0.000864102	0.00880367	0.033612549	0.002148225	0.036144657	0.044918126	0.145459993	0.000700194	0.008633044	0.016250247	0.023092984	0.001979276	0.000411876	0.001528083	0.002549524	0.148439328	0.001979276	0.007288049	0	0
"Ins(5,):R0"	0.013697904	0.00136796	0.000160754	0.000196931	0.007176716	0.017621332	3.02E-05	0.0035563	0.002065919	0.000593033	0.000183133	0.001840824	0.00012042	0.002956982	3.08E-05	0.000594482	0.000179064	0.001196214	0.000749479	0.001835261	0.003871556	0.035601608	0.004775053	0.001796789	0.092607699	0.336229815	0.238528887	0.002828005	0.002624691	0.01320444	0.00057503	0.013720597	0.008658173	0.03430721	0.000520988	0.005720011	0.005425597	0.007119023	0.001657828	5.05E-06	0.000591364	0.007400548	1.49E-06	0.001657828	0.001707315	0	0
"Ins(2,4):R1"	0.004006097	0.000647009	0.001068154	0.00481896	0.012371706	0.00479284	0.000110201	0.000366407	0.006508989	0.003143901	0.001547737	0.018024805	0.007878056	0.000195159	0.000233889	0.00418316	0.005144971	0.052486866	0.000484716	0.013245909	0.013314956	0.006938028	0.239678624	0.002097883	0.020123425	0.012021329	0.033546447	0.004867924	0.013301167	0.016558063	0.007556971	0.006941319	0.002006116	0.036761889	0.003049772	0.009791631	0.005912939	0.005924319	3.51E-05	0.000651243	0.000545376	0.0024637	0.002660604	3.51E-05	0.001068627	0	0
"Ins(5,):R1"	0.004712938	0.00089008	0.00037378	0.006062789	0.003866348	0.003700559	4.08E-05	2.51E-05	0.007639427	0.001216597	0.002065417	0.009153783	0.015377673	0.007743932	8.72E-05	0.01246027	0.008594144	0.139324719	0.001267688	0.001925231	0.020462127	0.013305488	0.006405593	0.000226448	0.014605273	0.008653296	0.008224247	0.001234743	0.00489246	0.011338436	0.003115049	0.017879642	0.011219341	0.002246524	0.001122915	0.00210613	0.00868426	1.26E-05	5.87E-06	0.001244773	0.000764441	0.004178605	0.009308382	5.87E-06	8.41E-05	0	0
"Ins(2,):R(2,4)"	0.007569821	0.004690595	0.004746417	0.005506545	0.007334752	0.007406146	0.002260545	0.001512725	0.005743774	0.004613196	0.001898295	0.021179878	0.005090521	0.002438408	0.003704439	0.001435573	0.004546009	0.033181437	0.001006697	0.006193637	0.007188618	0.011566143	0.089074843	0.008452053	0.020334837	0.014762894	0.035394784	0.002108384	0.006475248	0.010466593	0.00493595	0.008611526	0.004125146	0.010786694	0.001773672	0.00592927	0.005727445	8.83E-06	0.002336761	0.00086475	0.008499142	0.013025564	3.98E-06	0.002336761	0.011411297	0	0
"Ins(2,):R(5,)"	0.029285284	0.005760614	0.002913551	0.015941667	0.011304299	0.026510043	0.006639237	0.008397294	0.003558165	0.000372601	0.002127045	0.001585134	0.001908158	0.000954744	0.025714085	0.002011092	0.003944065	0.02197338	0.001467518	0.02852984	0.008798404	0.019042555	0.00563433	0.00675623	0.03000529	0.016906009	0.039132838	0.000335962	0.003980647	0.006415488	0.00086261	0.004539439	0.004108996	0.005465261	0.000623771	0.004817973	0.010227362	0.001855765	0.016036754	0.002766127	0.009263272	0.004870709	0.003378893	0.016036754	0.110514375	0	0
"Del(2,5):M1"	0.007655261	0.000179722	0.001326402	0.006691459	0.020634488	0.005466737	0.000651361	0.001162936	0.008508295	0.00775374	0.066071533	0.03682148	0.016807193	0.014320924	0.001758834	0.016243896	0.019788948	0.016484781	0.000450098	0.010440386	0.005673723	0.007411781	0.05486914	0.006337203	0.029324676	0.022861449	0.009803406	0.051972687	0.039231807	0.012517692	0.069056707	0.002475814	0.000801328	0.011010102	0.277196143	0.006522895	0.013092922	0.006246018	0.002487823	0.051837688	0.000548661	0.005908471	0.012422957	0.002487823	0.000878276	0	0
"Del(3,5):M2"	0.005653081	0.00023944	0.000895931	0.008835111	0.003762769	0.005619065	0.001388937	0.000671992	0.002843333	0.000394212	0.111860906	0.015936206	0.010101883	0.023003343	0.002833381	0.005751336	0.013492241	0.013838252	0.000719627	0.006806271	0.000618102	0.00430566	0.02527591	0.003943531	0.020491626	0.01341867	0.00600553	0.004358267	0.008524274	0.00838011	0.029518101	0.00941062	0.001063732	0.002699278	0.021537172	0.001672292	0.015835343	0.003599251	0.000924844	0.00841097	0.000404926	0.003492013	0.000725755	0.000924844	0.000423452	0	0
"Del(4,5):M(3,4)"	0.003340699	0.00014051	0.000681145	0.003666076	0.006203751	0.002597776	0.000306077	0.000346217	0.00195941	0.000150195	0.078748113	0.006840956	0.005965482	0.014976684	0.001057822	0.001175073	0.009612883	0.006270282	0.000756032	0.002535225	4.46E-05	0.001363536	0.007323511	0.00074556	0.011732347	0.007510926	0.002217293	0.001636288	0.002097045	0.001290785	0.01077364	0.004524882	0.000397376	0.002027888	0.018722429	0.000882124	0.001641582	7.57E-06	0.000305456	0.000943278	0.000331949	0.003054232	0.001000029	0.000305456	0.0001287	0	0
"Del(6,):M1"	0.005372535	4.60E-05	0.000569454	0.003428041	0.005656148	0.003287644	4.89E-05	0.000471029	0.00959639	0.004163641	0.001298412	0.033660238	0.036062746	0.100808499	6.61E-05	0.245386843	0.011017482	0.029649695	0.000206714	0.009855543	0.029507221	0.007320361	0.043895133	0.001716724	0.027959522	0.050289487	0.009774207	0.004541899	0.0020089	0.004336849	0.095175261	0.003010586	0.002257689	0.001535483	0.002787756	0.004964471	0.068413793	0.005866287	0.00114121	0.000870742	0.000128287	0.006410029	0.002750702	0.00114121	0.000269702	0.000685589	0
"Del(6,):M2"	0.003097745	0.000166731	0.000706462	0.003725173	0.004338932	0.002782886	5.07E-05	6.65E-05	0.008331767	0.003543044	0.000281005	0.019185253	0.023263441	0.217138871	8.29E-05	0.159483568	0.011320177	0.019490715	0.000461615	0.002826327	0.01560193	0.007748798	0.044670483	0.001549203	0.018705353	0.021224573	0.002773601	0.005502983	0.002186952	0.003655826	0.05840548	0.001378304	0.002040278	0.002764326	0.003174131	0.010438033	0.04689759	0.002771663	1.49E-05	0.000396738	0.000349172	0.00438726	0.001993587	1.49E-05	8.22E-05	0.000411353	0
"Del(6,):M3"	0.001843803	4.08E-05	0.00021574	0.00225726	0.000549126	0.002257772	5.17E-05	0.000127438	0.006511058	0.002044627	0.000885982	0.008780288	0.012449406	0.164114024	6.73E-05	0.073286188	0.006990261	0.013958806	0.000230609	0.005044911	0.005975792	0.002699342	0.025639195	0.000774948	0.009866011	0.007407504	0.001435483	0.001828863	0.001762578	0.001305286	0.02526969	0.002468535	0.001666341	0.001916484	0.001918114	0.007158411	0.02974001	7.57E-06	6.86E-05	0.00117003	0.000115237	0.007090322	0.001083655	6.86E-05	0.000106518	0.000274236	0
"Del(6,):M(4,)"	0.004204187	8.59E-05	0.000499479	0.00513609	0.005268485	0.005407317	8.30E-05	0.000237308	0.006016229	0.002426995	0.003043586	0.006555571	0.011811538	0.177507523	7.66E-05	0.066502279	0.007843879	0.020393446	0.000732799	0.001781465	0.021604	0.01040227	0.019637651	0.00115869	0.021101534	0.013675845	0.002197922	0.001377833	0.004996687	0.003935151	0.018686496	0.001882047	0.003243356	0.002149712	0.001750068	0.007591823	0.238949546	0.002958375	0.000184288	0.000571454	0.000270646	0.006961193	0.005878716	0.000184288	0.000161447	0.000411353	0
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
