MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	9.54E-04	2.94E-03	5.16E-04	1.89E-03	2.92E-04	2.70E-03	3.67E-03	1.64E-03	9.48E-03	1.09E-03	5.33E-03	3.23E-03	4.06E-03
1:Del:C:1	3.59E-04	1.02E-03	1.92E-04	6.73E-04	2.95E-04	7.83E-04	1.53E-03	4.25E-04	2.25E-03	5.77E-04	1.57E-03	1.67E-03	1.32E-03
1:Del:C:2	2.22E-04	4.65E-04	2.24E-04	3.58E-04	1.57E-04	1.78E-04	8.38E-04	4.37E-04	6.54E-04	3.85E-04	6.18E-04	1.88E-03	4.80E-04
1:Del:C:3	2.22E-04	3.94E-04	1.36E-04	4.77E-04	2.10E-04	3.72E-04	5.32E-04	1.97E-04	4.28E-04	1.88E-04	4.58E-04	8.41E-04	5.34E-04
1:Del:C:4	4.32E-04	6.34E-04	1.33E-04	1.29E-03	1.20E-04	3.32E-04	2.88E-04	4.10E-05	5.50E-04	1.27E-04	3.53E-04	3.64E-04	1.04E-03
1:Del:C:5	1.29E-03	1.64E-03	2.67E-04	3.45E-03	2.39E-04	4.11E-04	4.76E-04	3.23E-04	1.62E-03	1.86E-04	4.94E-04	3.15E-04	2.83E-03
1:Del:T:0	6.95E-04	1.61E-03	7.30E-04	1.47E-03	7.04E-04	2.30E-03	1.90E-03	1.06E-03	2.27E-03	5.17E-04	2.27E-03	8.06E-04	1.39E-03
1:Del:T:1	1.41E-03	1.82E-03	1.76E-04	2.28E-03	4.20E-04	3.56E-03	2.01E-03	1.10E-03	1.51E-03	5.67E-04	2.39E-03	1.04E-03	1.67E-03
1:Del:T:2	3.27E-04	9.18E-04	3.15E-04	9.98E-04	3.29E-04	1.15E-03	1.24E-03	6.92E-04	1.54E-03	3.86E-04	1.48E-03	4.85E-04	9.27E-04
1:Del:T:3	6.22E-04	1.63E-03	4.37E-04	1.70E-03	4.46E-04	2.02E-03	2.07E-03	7.43E-04	3.33E-03	5.59E-04	2.49E-03	6.99E-04	1.71E-03
1:Del:T:4	1.30E-03	2.02E-03	4.54E-04	2.63E-03	5.44E-04	1.86E-03	2.17E-03	0.00E+00	2.64E-03	5.21E-04	2.42E-03	5.07E-04	2.20E-03
1:Del:T:5	9.99E-03	1.15E-02	5.40E-04	1.91E-02	1.02E-02	5.76E-03	6.49E-03	3.64E-03	4.62E-03	3.59E-03	1.83E-03	8.58E-04	1.84E-02
1:Ins:C:0	3.96E-04	4.63E-04	2.50E-04	5.93E-04	5.70E-03	9.87E-04	6.45E-04	3.42E-04	3.98E-04	6.15E-04	6.56E-04	2.79E-04	4.65E-04
1:Ins:C:1	1.13E-04	3.01E-04	1.07E-04	3.12E-04	3.07E-04	2.59E-04	4.19E-04	2.59E-04	4.58E-04	7.73E-05	4.11E-04	1.43E-04	2.74E-04
