column_name	original_column	file	file_stem	source	tissue_last	tissue_full	column_index	column_sum	raw_cluster_id	cluster_id	is_retained	is_medoid
hartwig_prostate.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	205	1	17	15	TRUE	FALSE
hartwig_prostate.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	206	1	24	20	TRUE	FALSE
hartwig_prostate.7	hdp.7	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	207	1	52	33	TRUE	TRUE
hartwig_prostate.8	hdp.8	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	208	1	22	19	TRUE	FALSE
hartwig_prostate.9	hdp.9	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	209	1	2	2	TRUE	FALSE
hartwig_prostate.10	hdp.10	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	210	1	11	11	TRUE	FALSE
hartwig_prostate.11	hdp.11	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	211	1	14	13	TRUE	FALSE
hartwig_prostate.12	hdp.12	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	212	1	54	34	TRUE	FALSE
hartwig_prostate.13	hdp.13	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	213	1	94	NA	FALSE	FALSE
hartwig_prostate.14	hdp.14	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	214	1	95	NA	FALSE	FALSE
hartwig_prostate.15	hdp.15	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Prostate.txt	CAP9.mSigHdp.Hartwig.Koh89.Prostate	hartwig	prostate	Prostate	215	1	96	NA	FALSE	FALSE
hartwig_skin.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	216	1	73	39	TRUE	FALSE
hartwig_skin.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	217	1	80	42	TRUE	FALSE
hartwig_skin.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	218	1	6	6	TRUE	FALSE
hartwig_skin.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	219	1	2	2	TRUE	FALSE
hartwig_skin.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	220	0.999999999999999	97	44	TRUE	FALSE
hartwig_skin.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	221	1	24	20	TRUE	FALSE
hartwig_skin.7	hdp.7	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	222	1	98	45	TRUE	FALSE
hartwig_skin.8	hdp.8	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	223	1	31	24	TRUE	FALSE
hartwig_skin.9	hdp.9	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	224	1	14	13	TRUE	FALSE
hartwig_skin.10	hdp.10	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	225	1	99	NA	FALSE	FALSE
hartwig_skin.11	hdp.11	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	226	1	100	NA	FALSE	FALSE
hartwig_skin.12	hdp.12	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	227	1	47	NA	FALSE	FALSE
hartwig_skin.13	hdp.13	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	228	1	101	NA	FALSE	FALSE
hartwig_skin.14	hdp.14	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Skin.txt	CAP9.mSigHdp.Hartwig.Koh89.Skin	hartwig	skin	Skin	229	0.999999999999999	102	NA	FALSE	FALSE
hartwig_stomach.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Stomach.txt	CAP9.mSigHdp.Hartwig.Koh89.Stomach	hartwig	stomach	Stomach	230	1	73	39	TRUE	TRUE
hartwig_stomach.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Stomach.txt	CAP9.mSigHdp.Hartwig.Koh89.Stomach	hartwig	stomach	Stomach	231	1	28	22	TRUE	FALSE
hartwig_stomach.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Stomach.txt	CAP9.mSigHdp.Hartwig.Koh89.Stomach	hartwig	stomach	Stomach	232	1	63	37	TRUE	FALSE
hartwig_thymus.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Thymus.txt	CAP9.mSigHdp.Hartwig.Koh89.Thymus	hartwig	thymus	Thymus	233	1	103	NA	FALSE	FALSE
hartwig_thymus.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Thymus.txt	CAP9.mSigHdp.Hartwig.Koh89.Thymus	hartwig	thymus	Thymus	234	1	104	NA	FALSE	FALSE
hartwig_thymus.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Thymus.txt	CAP9.mSigHdp.Hartwig.Koh89.Thymus	hartwig	thymus	Thymus	235	1	5	5	TRUE	FALSE
hartwig_uterus.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Uterus.txt	CAP9.mSigHdp.Hartwig.Koh89.Uterus	hartwig	uterus	Uterus	236	1	3	3	TRUE	FALSE
hartwig_uterus.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Uterus.txt	CAP9.mSigHdp.Hartwig.Koh89.Uterus	hartwig	uterus	Uterus	237	1	17	15	TRUE	FALSE
hartwig_uterus.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Uterus.txt	CAP9.mSigHdp.Hartwig.Koh89.Uterus	hartwig	uterus	Uterus	238	1	5	5	TRUE	FALSE
hartwig_uterus.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Uterus.txt	CAP9.mSigHdp.Hartwig.Koh89.Uterus	hartwig	uterus	Uterus	239	1	75	41	TRUE	FALSE
hartwig_uterus.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Uterus.txt	CAP9.mSigHdp.Hartwig.Koh89.Uterus	hartwig	uterus	Uterus	240	1	46	30	TRUE	FALSE
hartwig_uterus.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Uterus.txt	CAP9.mSigHdp.Hartwig.Koh89.Uterus	hartwig	uterus	Uterus	241	1	14	13	TRUE	FALSE
hartwig_uterus.7	hdp.7	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Uterus.txt	CAP9.mSigHdp.Hartwig.Koh89.Uterus	hartwig	uterus	Uterus	242	1	105	NA	FALSE	FALSE
hartwig_uterus.8	hdp.8	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.Hartwig.Koh89.Uterus.txt	CAP9.mSigHdp.Hartwig.Koh89.Uterus	hartwig	uterus	Uterus	243	1	86	43	TRUE	FALSE
pcawg_all.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	244	1	35	25	TRUE	TRUE
pcawg_all.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	245	1	57	36	TRUE	TRUE
pcawg_all.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	246	1	106	NA	FALSE	FALSE
pcawg_all.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	247	1	3	3	TRUE	FALSE
pcawg_all.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	248	0.999999999999999	56	35	TRUE	TRUE
pcawg_all.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	249	1	107	46	TRUE	TRUE
pcawg_all.7	hdp.7	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	250	1	17	15	TRUE	FALSE
pcawg_all.8	hdp.8	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	251	1	108	47	TRUE	FALSE
pcawg_all.9	hdp.9	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	252	0.999999999999999	21	18	TRUE	FALSE
pcawg_all.10	hdp.10	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	253	1	109	48	TRUE	FALSE
pcawg_all.11	hdp.11	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	254	1	12	12	TRUE	FALSE
pcawg_all.12	hdp.12	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	255	1	10	10	TRUE	TRUE
pcawg_all.13	hdp.13	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	256	1	110	NA	FALSE	FALSE
pcawg_all.14	hdp.14	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	257	1	111	49	TRUE	FALSE
pcawg_all.15	hdp.15	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	258	1	112	NA	FALSE	FALSE
pcawg_all.16	hdp.16	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	259	1	22	19	TRUE	FALSE
pcawg_all.17	hdp.17	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	260	1	2	2	TRUE	FALSE
pcawg_all.18	hdp.18	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	261	0.999999999999999	113	50	TRUE	FALSE
pcawg_all.19	hdp.19	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	262	1	97	44	TRUE	FALSE
pcawg_all.20	hdp.20	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	263	0.999999999999999	114	51	TRUE	TRUE
pcawg_all.21	hdp.21	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	264	1	115	52	TRUE	TRUE
pcawg_all.22	hdp.22	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	265	1	116	NA	FALSE	FALSE
pcawg_all.23	hdp.23	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	266	1	117	NA	FALSE	FALSE
pcawg_all.24	hdp.24	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	267	1	9	9	TRUE	FALSE
pcawg_all.25	hdp.25	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	268	1	118	NA	FALSE	FALSE
pcawg_all.26	hdp.26	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	269	1	27	21	TRUE	FALSE
pcawg_all.27	hdp.27	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	270	1	119	53	TRUE	FALSE
pcawg_all.28	hdp.28	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	271	1	120	54	TRUE	FALSE
pcawg_all.29	hdp.29	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	272	1	121	55	TRUE	TRUE
pcawg_all.30	hdp.30	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	273	1	122	NA	FALSE	FALSE
pcawg_all.31	hdp.31	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.All.txt	CAP9.mSigHdp.PCAWG.Koh89.All	pcawg	all	All	274	0.999999999999999	123	56	TRUE	FALSE
pcawg_biliary.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Biliary.txt	CAP9.mSigHdp.PCAWG.Koh89.Biliary	pcawg	biliary	Biliary	275	1	124	57	TRUE	FALSE
pcawg_biliary.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Biliary.txt	CAP9.mSigHdp.PCAWG.Koh89.Biliary	pcawg	biliary	Biliary	276	1	125	58	TRUE	FALSE
pcawg_biliary.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Biliary.txt	CAP9.mSigHdp.PCAWG.Koh89.Biliary	pcawg	biliary	Biliary	277	1	126	59	TRUE	FALSE
pcawg_biliary.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Biliary.txt	CAP9.mSigHdp.PCAWG.Koh89.Biliary	pcawg	biliary	Biliary	278	1	127	60	TRUE	FALSE
pcawg_biliary.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Biliary.txt	CAP9.mSigHdp.PCAWG.Koh89.Biliary	pcawg	biliary	Biliary	279	1	128	NA	FALSE	FALSE
pcawg_bladder.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Bladder.txt	CAP9.mSigHdp.PCAWG.Koh89.Bladder	pcawg	bladder	Bladder	280	0.999999999999999	129	61	TRUE	FALSE
pcawg_bladder.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Bladder.txt	CAP9.mSigHdp.PCAWG.Koh89.Bladder	pcawg	bladder	Bladder	281	1	130	NA	FALSE	FALSE
pcawg_bladder.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Bladder.txt	CAP9.mSigHdp.PCAWG.Koh89.Bladder	pcawg	bladder	Bladder	282	1	131	62	TRUE	FALSE
pcawg_softtissue.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Bone.SoftTissue.txt	CAP9.mSigHdp.PCAWG.Koh89.Bone.SoftTissue	pcawg	softtissue	Bone.SoftTissue	283	1	56	35	TRUE	FALSE
pcawg_softtissue.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Bone.SoftTissue.txt	CAP9.mSigHdp.PCAWG.Koh89.Bone.SoftTissue	pcawg	softtissue	Bone.SoftTissue	284	1	22	19	TRUE	FALSE
pcawg_softtissue.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Bone.SoftTissue.txt	CAP9.mSigHdp.PCAWG.Koh89.Bone.SoftTissue	pcawg	softtissue	Bone.SoftTissue	285	1	132	NA	FALSE	FALSE
pcawg_breast.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Breast.txt	CAP9.mSigHdp.PCAWG.Koh89.Breast	pcawg	breast	Breast	286	1	126	59	TRUE	TRUE
pcawg_breast.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Breast.txt	CAP9.mSigHdp.PCAWG.Koh89.Breast	pcawg	breast	Breast	287	1	48	31	TRUE	FALSE
pcawg_breast.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Breast.txt	CAP9.mSigHdp.PCAWG.Koh89.Breast	pcawg	breast	Breast	288	1	133	63	TRUE	FALSE
pcawg_breast.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Breast.txt	CAP9.mSigHdp.PCAWG.Koh89.Breast	pcawg	breast	Breast	289	1	131	62	TRUE	TRUE
pcawg_breast.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Breast.txt	CAP9.mSigHdp.PCAWG.Koh89.Breast	pcawg	breast	Breast	290	1	51	32	TRUE	FALSE
pcawg_breast.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Breast.txt	CAP9.mSigHdp.PCAWG.Koh89.Breast	pcawg	breast	Breast	291	1	119	53	TRUE	TRUE
pcawg_cns.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.CNS.txt	CAP9.mSigHdp.PCAWG.Koh89.CNS	pcawg	cns	CNS	292	1	35	25	TRUE	FALSE
pcawg_cns.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.CNS.txt	CAP9.mSigHdp.PCAWG.Koh89.CNS	pcawg	cns	CNS	293	1	134	NA	FALSE	FALSE
pcawg_cns.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.CNS.txt	CAP9.mSigHdp.PCAWG.Koh89.CNS	pcawg	cns	CNS	294	1	21	18	TRUE	FALSE
pcawg_cns.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.CNS.txt	CAP9.mSigHdp.PCAWG.Koh89.CNS	pcawg	cns	CNS	295	1	22	19	TRUE	FALSE
pcawg_cns.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.CNS.txt	CAP9.mSigHdp.PCAWG.Koh89.CNS	pcawg	cns	CNS	296	1	135	NA	FALSE	FALSE
pcawg_cns.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.CNS.txt	CAP9.mSigHdp.PCAWG.Koh89.CNS	pcawg	cns	CNS	297	1	136	NA	FALSE	FALSE
pcawg_colon.1	hdp.1	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Colon.txt	CAP9.mSigHdp.PCAWG.Koh89.Colon	pcawg	colon	Colon	298	1	137	64	TRUE	FALSE
pcawg_colon.2	hdp.2	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Colon.txt	CAP9.mSigHdp.PCAWG.Koh89.Colon	pcawg	colon	Colon	299	1	3	3	TRUE	FALSE
pcawg_colon.3	hdp.3	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Colon.txt	CAP9.mSigHdp.PCAWG.Koh89.Colon	pcawg	colon	Colon	300	1	138	65	TRUE	TRUE
pcawg_colon.4	hdp.4	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Colon.txt	CAP9.mSigHdp.PCAWG.Koh89.Colon	pcawg	colon	Colon	301	1	10	10	TRUE	FALSE
pcawg_colon.5	hdp.5	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Colon.txt	CAP9.mSigHdp.PCAWG.Koh89.Colon	pcawg	colon	Colon	302	1	108	47	TRUE	FALSE
pcawg_colon.6	hdp.6	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Colon.txt	CAP9.mSigHdp.PCAWG.Koh89.Colon	pcawg	colon	Colon	303	1	120	54	TRUE	FALSE
pcawg_colon.7	hdp.7	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Colon.txt	CAP9.mSigHdp.PCAWG.Koh89.Colon	pcawg	colon	Colon	304	1	139	NA	FALSE	FALSE
pcawg_colon.8	hdp.8	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Colon.txt	CAP9.mSigHdp.PCAWG.Koh89.Colon	pcawg	colon	Colon	305	1	140	NA	FALSE	FALSE
pcawg_colon.9	hdp.9	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Colon.txt	CAP9.mSigHdp.PCAWG.Koh89.Colon	pcawg	colon	Colon	306	1	141	NA	FALSE	FALSE
pcawg_colon.10	hdp.10	Manuscript_data/Mo_CAP9_analysis/Signatures/Koh89/CAP9.mSigHdp.PCAWG.Koh89.Colon.txt	CAP9.mSigHdp.PCAWG.Koh89.Colon	pcawg	colon	Colon	307	1	142	NA	FALSE	FALSE
