Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP85623	6	2	0	3	0	0	18	0	0	11	0	0	24	0	0	0	0	0	0	4
SP85491	1	0	0	0	0	1	17	0	18	12	3	3	36	0	0	0	7	0	0	0
SP87582	0	0	1	2	0	1	0	0	0	0	2	0	0	0	30	0	7	10	3	7
SP89090	2	3	0	3	4	0	0	0	0	0	6	1	16	20	0	0	17	0	0	0
SP85511	7	0	0	8	8	0	0	0	51	0	0	5	0	0	76	0	0	1	0	1
SP85952	0	5	0	1	0	0	3	0	16	0	0	11	0	11	0	0	0	0	7	1
SP85840	5	0	0	0	0	1	10	0	1	2	0	39	3	7	15	0	0	0	0	9
SP87675	5	12	0	0	0	0	0	0	10	6	0	24	1	0	0	0	0	4	0	5
SP85836	0	5	4	1	0	0	0	0	18	23	9	0	51	13	25	0	0	1	0	5
SP120767	0	0	8	5	3	0	46	0	0	8	6	37	21	0	0	0	0	3	0	1
SP105708	6	2	9	0	0	0	6	0	17	16	14	9	0	1	5	0	0	5	0	6
SP85818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP105922	1	0	0	0	0	0	4	0	0	11	22	2	2	9	0	0	0	10	0	0
SP86118	10	2	0	0	0	0	0	0	45	34	1	0	0	0	0	0	0	0	0	2
SP86306	0	0	0	0	57	14	0	0	1	42	16	0	0	18	3	0	0	0	8	0
SP87099	15	0	0	2	12	0	12	0	0	19	26	0	0	0	0	0	0	12	0	5
SP87434	0	8	0	0	0	12	0	0	9	0	0	26	12	0	0	0	0	0	0	3
SP85864	0	0	4	2	5	0	0	0	0	0	0	0	0	0	0	0	0	2	2	9
SP105807	0	0	8	0	0	0	4	7	0	0	0	0	14	43	0	0	22	5	0	1
SP89291	2	7	0	0	0	0	3	0	0	14	0	0	0	0	0	0	0	20	0	6
SP88050	1	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	25	0	0	6
SP88593	2	4	0	1	0	0	0	0	0	2	23	33	0	0	0	0	0	0	0	7
SP88158	1	2	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	10	0	1
SP87534	1	0	0	7	73	0	45	0	0	0	18	23	8	3	0	0	0	0	0	7
SP88776	0	7	0	0	0	0	7	0	10	0	0	11	2	55	6	0	0	5	0	0
SP85725	2	11	0	0	0	0	2	1	0	0	0	0	53	0	10	0	5	0	0	0
SP86660	0	9	0	2	22	0	16	0	0	0	18	29	0	0	27	0	5	27	0	7
SP87903	0	5	0	1	0	0	0	0	0	0	17	0	7	3	15	0	0	0	0	0
SP88098	0	7	0	0	0	0	58	0	0	0	0	0	0	0	0	0	4	0	52	0
SP85487	1	14	22	0	31	0	0	0	33	5	10	5	0	0	12	0	0	0	105	3
SP105759	7	0	0	3	3	8	0	0	8	0	3	16	0	7	0	0	0	0	0	5
SP86775	0	0	0	1	0	0	0	0	12	0	0	0	6	0	0	0	0	0	0	1
SP88322	2	6	0	0	16	0	0	0	0	26	0	0	0	43	0	0	0	0	0	0
SP85582	3	4	0	0	6	0	0	7	0	0	0	18	6	0	5	0	0	29	0	9
SP87446	0	0	14	0	13	0	0	0	9	0	19	1	0	1	0	0	82	1	47	14
SP87337	1	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	24	0	2
SP86929	0	11	0	8	2	0	15	0	0	16	0	0	0	0	59	0	44	0	0	2
SP86130	5	6	0	1	0	0	0	0	8	0	5	0	0	36	0	0	0	0	0	12
SP86425	12	0	0	0	0	18	0	0	0	62	0	5	0	0	0	0	39	0	0	0
SP85495	3	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	8
SP85787	0	0	0	3	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	9
SP86836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
SP89245	3	3	0	0	0	0	0	0	0	0	0	1	8	2	0	0	0	15	0	0
SP86989	4	14	5	1	0	0	54	0	8	2	39	0	11	0	0	0	0	6	0	7
SP88757	0	1	0	0	0	0	1	0	5	0	0	0	4	0	0	7	0	41	0	0
SP85733	4	0	0	4	0	0	20	0	6	29	0	5	0	27	0	0	0	0	0	4
SP85737	0	0	0	0	0	0	13	0	7	0	0	0	0	3	0	0	0	0	0	2
SP85647	2	0	0	0	8	0	0	0	4	13	24	0	6	0	0	0	0	0	0	10
CPCT02011098T	2	10	0	0	0	14	0	0	0	0	0	0	11	0	3	148	0	0	0	0
WIDE01010618T	30	668	67	52	186	0	0	0	0	0	5	0	0	7	0	0	0	0	0	1
WIDE01010310T	0	29	617	37	0	0	4	0	6	0	10	14	9	7	0	0	0	24	0	0
CPCT02080230T	0	51	0	140	84	7	0	71	0	3	8	4	21	0	0	0	0	0	0	0
CPCT02010914T	0	0	0	79	19	0	0	0	0	0	5	0	0	0	0	127	0	0	0	0
DRUP01010057T	0	22	148	152	0	19	83	184	60	0	0	2	3	0	0	0	15	0	0	13
CPCT02010635T	0	6	147	407	27	0	114	44	0	0	0	0	0	0	0	0	0	0	0	4
WIDE01010556T	2380	366	0	97	225	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WIDE01010540T	0	37	56	6	154	0	29	162	52	14	0	0	0	0	0	0	0	0	0	1
