Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP111062	390	350	0	7	13	214	0	7	25	61
SP111006	346	772	162	693	84	264	0	0	78	150
SP110846	208	114	0	1	54	188	0	1	41	68
SP111086	453	227	0	838	220	231	40	15	75	44
SP111096	463	303	0	40	97	111	0	2	46	15
SP111021	0	0	0	0	1	0	0	0	0	1
SP111058	419	356	0	989	389	1	16	24	102	40
SP111092	1051	175	0	53	153	194	0	42	711	128
SP111076	780	572	268	60	22	107	0	0	39	50
SP111098	318	406	74	114	100	130	0	23	40	70
SP111039	6	53	0	2	37	78	0	8	3	66
SP111052	8	13	0	20	10	43	0	4	13	9
SP111166	350	890	414	213	165	145	0	0	61	40
SP111014	62	46	0	6	88	40	0	0	10	18
SP111066	557	541	298	409	484	0	0	0	23	58
SP111094	376	145	0	277	199	357	263	0	43	57
SP111015	140	86	59	64	107	43	0	0	39	65
SP110853	309	226	34	163	212	213	0	6	117	117
SP111051	225	254	45	8	52	69	0	10	91	87
SP110855	483	228	38	240	159	257	0	2	86	45
SP111004	423	712	0	29	57	285	0	0	28	52
SP111078	150	94	0	7	67	67	0	0	3	30
SP110863	154	241	0	86	214	164	0	10	43	18
SP111013	275	248	0	50	78	140	0	0	26	27
SP111042	10	14	1	4	17	27	0	0	1	15
SP111040	32	210	0	72	55	88	0	2	63	62
SP111031	1793	789	0	170	155	266	0	15	14	57
SP23496	225	301	65	90	104	147	0	0	38	51
SP111030	65	139	0	19	96	152	0	1	33	37
SP111019	37	58	0	35	166	112	0	1	26	36
SP111026	369	274	0	197	282	61	324	0	38	7
SP110860	841	387	0	138	250	193	0	12	56	38
SP110851	384	640	0	74	91	303	0	0	56	50
SP111059	459	410	0	55	44	215	0	6	118	108
SP111170	513	678	487	115	152	165	0	0	112	80
SP111054	457	538	0	43	289	58	0	0	86	93
SP111033	893	615	0	55	74	87	0	0	90	55
SP111113	1017	337	476	306	529	188	0	0	108	46
SP110865	573	574	0	308	337	223	0	25	724	288
SP111061	360	304	57	109	74	197	0	0	11	45
SP111101	937	776	0	39	333	33	0	0	45	0
SP110859	135	581	259	74	63	125	12	0	9	101
SP111168	8	116	122	25	35	113	0	5	22	78
SP111067	120	275	32	24	40	167	0	5	32	42
SP111036	546	409	67	24	23	131	0	0	16	53
SP111116	577	734	534	98	85	129	0	0	12	29
SP111099	414	356	53	248	57	276	0	0	16	54
SP23502	664	241	0	506	445	222	0	0	78	118
SP111069	257	751	0	525	139	75	0	4	54	63
SP111043	785	774	0	242	275	230	45	8	233	0
SP111024	752	302	0	101	181	94	118	14	91	16
SP111011	272	146	196	197	230	354	0	0	15	12
SP111082	246	468	483	346	128	97	0	0	13	46
SP111074	292	246	0	60	184	134	0	3	99	47
SP110845	281	362	0	144	180	133	0	13	54	0
SP110857	367	476	0	31	74	101	0	0	29	51
SP111017	486	485	223	101	108	151	0	0	48	8
SP111080	67	90	0	9	57	65	0	3	23	30
SP23506	51	223	0	10	43	185	0	0	55	50
SP111075	262	457	0	224	95	151	0	24	24	54
SP111112	402	411	0	103	83	154	0	17	35	59
SP111001	873	634	0	310	380	238	0	37	134	33
SP111027	33	74	0	0	35	78	0	3	12	44
SP111117	539	949	0	91	65	160	0	2	109	55
SP110842	630	596	223	218	95	248	0	0	44	51
SP111173	790	307	226	181	604	41	0	0	26	25
SP111008	335	583	226	34	101	130	0	3	31	74
SP111070	557	613	249	33	21	252	1	0	49	45
SP110847	1035	333	56	58	38	129	0	0	6	71
SP111077	694	325	44	184	305	299	0	5	98	96
SP111091	9	69	0	170	189	148	0	0	7	47
SP111072	387	349	1	24	10	178	0	10	29	36
SP111084	89	244	0	291	141	169	0	1	78	116
SP23504	0	182	88	9	31	101	9	0	32	48
SP23500	23	90	0	108	54	107	0	0	7	0
SP111029	35	74	0	7	29	108	0	5	7	32
SP111175	1557	515	158	1380	583	173	0	4	152	45
SP111049	405	736	232	56	75	115	0	0	49	73
SP23498	510	536	256	50	126	166	0	0	67	67
SP111002	90	96	0	26	49	93	0	0	26	12
SP110866	303	418	120	89	175	80	0	0	7	36
SP111035	925	1130	0	233	152	33	0	25	50	28
SP111009	677	369	0	91	122	114	0	0	187	0
SP111114	1458	965	395	280	311	110	0	0	52	56
SP111000	550	842	99	72	209	40	0	0	0	28
SP111045	939	873	0	48	68	116	0	12	105	55
SP110861	0	379	281	113	52	206	11	0	37	61
SP111047	344	433	0	23	97	352	0	0	57	75
SP111088	532	467	104	134	46	243	0	0	31	39
SP111056	401	450	0	176	165	147	0	12	49	120
SP111089	144	160	95	28	41	179	0	0	26	70
SP111038	1268	1149	584	67	91	142	0	0	42	76
SP110849	640	545	63	36	129	163	0	1	13	18
SP111164	807	602	6	54	210	157	0	0	29	56
SP111057	345	619	110	19	72	54	0	0	40	38
SP111119	2600	299	47	184	158	502	0	0	9	51
SP111095	1006	844	0	85	116	198	0	4	54	41
SP111064	594	925	68	81	63	134	0	0	44	95
CPCT02030245T	0	0	16	44	4	138	245	136	155	34
CPCT02030257T	612	865	917	58	47	112	0	90	50	111
CPCT02070015T	982	858	949	287	181	0	0	117	0	0
CPCT02040043T	0	296	296	46	57	145	47	160	27	39
CPCT02100032T	0	548	134	10	35	47	49	91	132	132
CPCT02160007T	121	223	0	12	101	194	15	76	185	40
CPCT02030286T	271	554	853	58	69	72	0	134	22	52
CPCT02100140T	684	2255	0	212	25	0	0	201	103	69
CPCT02100141T	963	760	972	117	108	27	0	143	40	84
CPCT02330072TII	817	540	603	289	148	7	903	41	13	47
CPCT02330132T	1535	148	0	64	23	149	1006	131	189	27
CPCT02130030T	0	658	329	72	23	0	94	204	28	30
CPCT02060183T	797	592	1061	242	240	12	433	68	78	29
CPCT02130033T	150	511	820	54	85	18	0	129	17	7
CPCT02300031T	236	570	538	67	43	58	0	182	46	54
CPCT02180054T	322	1045	1183	143	48	0	0	300	0	43
CPCT02090037T	0	485	1020	128	117	54	37	126	77	136
CPCT02130041T	525	71	0	258	191	3	725	251	44	47
CPCT02060200T	0	106	245	1082	0	99	82	225	0	61
WIDE01010009T	261	536	851	18	0	58	0	59	23	0
CPCT02330094T	33	171	170	4	1	155	227	177	54	81
CPCT02110061T	0	207	334	40	27	0	575	208	180	47
WIDE01010016T	0	174	462	107	341	0	0	9	38	18
CPCT02230070T	719	881	1279	92	98	26	0	108	5	94
CPCT02340070T	463	292	843	51	92	45	0	97	15	15
CPCT02340073T	38	381	0	1	6	35	0	157	68	17
CPCT02050330T	163	120	116	2	5	35	405	147	37	250
CPCT02340077T	113	377	428	24	47	53	0	99	46	77
WIDE01010064T	10	1071	2845	232	133	0	0	12	0	343
CPCT02050314T	87	25	0	14	26	87	197	197	47	93
CPCT02220037T	82	423	939	77	93	143	0	83	42	74
WIDE01010073T	14	205	0	28	50	38	644	55	153	97
CPCT02210045T	704	491	1084	104	82	132	0	234	41	40
CPCT02100163T	223	307	507	53	71	50	0	217	43	52
CPCT02130049T	1619	130	0	180	342	30	1674	403	321	154
CPCT02050343T	62	128	0	6	46	94	393	138	168	70
CPCT02020712T	264	129	0	308	168	66	549	248	205	113
CPCT02130070T	221	362	0	40	63	0	614	315	177	106
CPCT02130071T	78	225	351	15	12	51	0	174	44	221
DRUP01020027T	327	162	0	161	163	277	148	377	228	277
CPCT02050349T	70	12	0	52	0	0	0	194	0	2185
CPCT02040242T	491	432	400	20	0	47	4	94	580	0
CPCT02300039T	248	295	192	63	16	0	392	166	39	62
CPCT02010815T	1408	248	773	42	229	71	0	269	65	121
CPCT02010813T	182	362	413	30	61	27	0	187	35	46
WIDE01010355T	0	383	756	210	85	156	0	87	109	55
CPCT02330072T	826	605	378	57	144	114	0	104	13	57
CPCT02130091T	301	197	0	840	469	469	0	254	186	388
CPCT02230097T	240	164	54	31	67	91	0	72	39	98
CPCT02050357T	210	125	0	48	46	183	405	142	131	151
CPCT02010833T	646	300	0	41	78	76	812	110	109	94
CPCT02060213T	274	192	345	28	55	69	0	129	18	25
CPCT02130107T	382	387	0	22	28	168	410	131	79	43
CPCT02070342T	223	225	0	10	0	116	0	306	26	0
CPCT02050362T	444	632	1013	135	216	0	0	131	16	0
CPCT02150012T	38	519	2087	94	243	198	0	162	391	260
DRUP01210002T	639	464	1031	74	63	105	0	246	47	18
CPCT02130105T	103	81	0	16	24	80	0	228	97	68
CPCT02100176T	275	405	371	95	174	181	0	178	99	98
CPCT02230106T	394	336	0	257	84	279	394	148	239	62
CPCT02060199T	73	69	0	9	19	52	29	55	6	9
DRUP01330005T	410	731	1355	256	108	229	0	179	90	77
CPCT02120150T	1009	217	0	31	124	195	545	73	122	48
CPCT02060248T	203	377	503	48	34	24	0	172	14	58
CPCT02060255T	93	210	650	226	139	0	0	51	3	17
DRUP01010088T	0	268	343	10	3	152	215	78	29	68
CPCT02440014T	632	725	1174	183	277	47	0	104	30	155
CPCT02050384T	159	281	384	76	25	0	228	245	73	29
CPCT02030519T	619	738	1360	185	0	0	0	337	12	0
