Samples	ID83A	ID83B	ID83C	ID83D
SP112182	1.37E+00	1.25E+00	6.92E-01	3.76E-01
SP98953	3.21E+00	2.61E+00	1.28E+00	2.08E+00
SP112186	1.84E+00	1.52E+00	9.17E-01	1.13E+00
SP98955	4.71E+00	2.83E+00	1.50E+00	3.36E+00
SP112188	1.31E+00	1.18E+00	6.33E-01	6.82E-01
SP112190	3.32E+00	2.41E+00	1.24E+00	2.30E+00
SP112192	2.64E+00	1.71E+00	1.07E+00	1.54E+00
SP112194	2.19E+00	1.92E+00	9.74E-01	4.40E-01
SP98959	1.75E+00	1.29E+00	4.41E-01	1.39E+00
SP112196	2.97E+00	2.08E+00	1.03E+00	2.01E+00
SP112198	1.72E+00	1.54E+00	8.72E-01	5.91E-01
SP112201	9.52E-01	9.59E-01	4.90E-01	2.15E-01
SP98965	2.49E+00	2.05E+00	9.80E-01	1.74E+00
SP112205	2.52E+00	1.87E+00	9.73E-01	1.65E+00
SP112208	3.06E+00	2.41E+00	1.08E+00	2.05E+00
SP98967	1.78E+00	1.53E+00	9.35E-01	7.57E-01
SP112210	3.04E+00	2.29E+00	1.02E+00	1.81E+00
SP112211	2.50E+00	2.25E+00	1.01E+00	2.01E+00
SP98973	4.41E+00	2.33E+00	1.90E+00	3.87E+00
SP112213	2.37E+00	2.08E+00	8.86E-01	1.69E+00
SP50097	3.29E+00	3.10E+00	1.65E+00	4.98E-01
SP112215	2.09E+00	1.93E+00	8.62E-01	8.20E-01
SP112217	3.64E+00	1.82E+00	9.96E-01	3.00E+00
SP98975	1.65E+00	1.38E+00	6.34E-01	1.12E+00
SP112219	3.36E+00	2.30E+00	1.31E+00	2.37E+00
SP112221	9.58E-01	1.01E+00	4.64E-01	2.66E-01
SP112228	2.31E+00	1.72E+00	8.53E-01	1.62E+00
SP50099	2.49E+00	2.12E+00	1.07E+00	1.52E+00
SP98981	2.34E+00	1.79E+00	8.78E-01	1.70E+00
SP112234	3.01E+00	2.41E+00	1.34E+00	1.65E+00
SP98985	2.09E+00	1.99E+00	8.72E-01	0.00E+00
SP112237	1.91E+00	1.44E+00	9.12E-01	9.83E-01
SP98989	1.52E+00	1.25E+00	5.74E-01	7.65E-01
SP112241	2.56E+00	1.70E+00	6.42E-01	1.65E+00
SP112245	1.77E+00	1.24E+00	7.37E-01	1.22E+00
SP98991	1.84E+00	1.07E+00	7.01E-01	1.47E+00
SP112248	2.90E+00	1.57E+00	9.20E-01	2.21E+00
SP112051	2.62E+00	2.06E+00	1.06E+00	1.78E+00
SP98997	2.40E+00	2.24E+00	1.09E+00	1.14E+00
SP112252	2.35E+00	2.36E+00	1.34E+00	4.87E-01
SP99001	1.19E+00	1.09E+00	5.58E-01	3.72E-01
SP112257	3.54E-01	3.38E-01	0.00E+00	1.49E-01
SP99007	2.14E+00	1.38E+00	8.24E-01	1.59E+00
SP112261	2.10E+00	1.02E+00	4.63E-01	1.75E+00
SP50101	2.46E+00	1.38E+00	7.81E-01	1.87E+00
SP112265	2.54E+00	1.75E+00	8.55E-01	1.78E+00
SP112268	3.10E+00	2.00E+00	1.07E+00	2.15E+00
SP99011	2.74E+00	1.99E+00	1.16E+00	1.73E+00
SP112269	2.20E+00	1.76E+00	8.25E-01	1.18E+00
SP99013	2.73E+00	1.93E+00	7.50E-01	2.87E+00
SP112273	3.22E+00	2.86E+00	1.41E+00	2.09E+00
SP112274	1.12E+00	7.64E-01	4.42E-01	5.84E-01
SP50105	2.00E+00	1.58E+00	7.21E-01	1.67E+00
SP112276	1.04E+00	1.04E+00	3.83E-01	9.00E-02
SP99019	2.57E+00	1.98E+00	8.80E-01	1.72E+00
SP99021	2.29E+00	1.63E+00	8.05E-01	1.56E+00
SP112283	1.04E+00	8.20E-01	3.55E-01	5.58E-01
SP112288	2.32E+00	1.84E+00	8.40E-01	1.56E+00
SP99025	2.41E+00	1.68E+00	9.14E-01	1.84E+00
SP112290	2.57E+00	2.22E+00	1.01E+00	1.54E+00
SP99029	1.55E+00	1.43E+00	7.04E-01	4.02E-01
SP99033	1.94E+00	1.95E+00	9.43E-01	0.00E+00
SP99037	8.04E-01	7.60E-01	2.73E-01	3.20E-01
SP99041	2.05E+00	1.82E+00	7.68E-01	9.79E-01
SP99045	2.72E+00	1.78E+00	1.05E+00	1.83E+00
SP112300	1.95E+00	1.61E+00	5.73E-01	1.37E+00
SP99049	3.53E+00	1.85E+00	8.71E-01	2.92E+00
SP112304	2.74E+00	1.76E+00	6.80E-01	2.20E+00
SP50107	2.87E+00	2.39E+00	1.16E+00	1.61E+00
SP112310	2.53E+00	1.89E+00	8.93E-01	1.96E+00
SP99053	1.78E+00	1.30E+00	7.39E-01	1.04E+00
SP99057	9.61E-01	4.82E-01	1.42E-01	8.54E-01
SP99061	3.23E+00	3.13E+00	1.51E+00	0.00E+00
SP50109	2.31E+00	1.52E+00	7.67E-01	1.97E+00
SP99065	2.18E+00	1.68E+00	9.12E-01	1.26E+00
SP106993	2.52E+00	2.35E+00	1.24E+00	1.04E+00
SP50111	1.78E+00	1.45E+00	7.62E-01	1.22E+00
SP99069	2.86E+00	1.71E+00	6.90E-01	2.46E+00
SP99073	2.71E+00	1.92E+00	8.15E-01	1.89E+00
SP99077	1.72E+00	1.40E+00	5.53E-01	1.04E+00
SP99081	2.72E+00	1.94E+00	8.94E-01	2.04E+00
SP99085	2.51E+00	1.89E+00	9.15E-01	1.48E+00
SP99089	2.05E+00	1.81E+00	8.53E-01	8.05E-01
SP99093	1.82E+00	1.70E+00	9.15E-01	8.03E-02
SP99097	1.42E+00	1.07E+00	5.09E-01	9.78E-01
SP99101	2.05E+00	1.74E+00	7.45E-01	1.24E+00
SP106998	2.24E+00	2.11E+00	8.86E-01	5.95E-01
SP99105	1.83E+00	1.27E+00	5.95E-01	1.30E+00
SP99109	2.53E+00	2.02E+00	9.00E-01	1.41E+00
SP50113	3.11E+00	2.52E+00	1.37E+00	1.56E+00
SP50115	1.95E+00	1.48E+00	6.63E-01	1.36E+00
SP50117	2.46E+00	1.83E+00	9.38E-01	1.79E+00
SP107004	2.37E+00	1.78E+00	9.90E-01	1.64E+00
SP99117	1.97E+00	1.71E+00	1.09E+00	7.25E-01
SP99121	2.50E+00	1.99E+00	1.03E+00	1.24E+00
SP107007	2.75E+00	2.24E+00	8.36E-01	1.41E+00
SP99125	1.77E+00	1.38E+00	8.01E-01	1.01E+00
SP99129	2.83E+00	2.01E+00	8.99E-01	2.20E+00
SP99133	2.17E+00	1.55E+00	8.02E-01	1.41E+00
SP50119	2.63E+00	1.87E+00	1.15E+00	1.78E+00
SP99137	2.75E+00	2.05E+00	1.20E+00	1.85E+00
SP50121	1.28E+00	1.24E+00	3.68E-01	0.00E+00
SP50123	2.86E+00	2.46E+00	1.23E+00	1.18E+00
SP99141	1.95E+00	1.93E+00	1.16E+00	1.22E+00
SP50125	2.38E+00	1.52E+00	7.68E-01	1.81E+00
SP99145	1.70E+00	1.64E+00	1.12E+00	6.50E-01
SP99149	1.85E+00	1.47E+00	9.36E-01	9.74E-01
SP50129	2.11E+00	1.91E+00	8.01E-01	8.47E-01
SP99153	8.43E-01	5.55E-01	4.28E-01	4.66E-01
SP99157	2.31E+00	1.63E+00	7.44E-01	1.58E+00
SP99161	2.35E+00	1.49E+00	6.92E-01	1.95E+00
SP99165	2.41E+00	1.54E+00	8.64E-01	1.52E+00
SP50131	3.50E+00	2.86E+00	1.84E+00	2.92E+00
SP50133	1.40E+00	1.16E+00	5.69E-01	6.90E-01
SP99169	1.17E+00	8.68E-01	4.85E-01	6.82E-01
SP50135	2.24E+00	1.37E+00	8.34E-01	1.78E+00
SP50137	1.68E+00	1.25E+00	6.25E-01	1.19E+00
SP99173	2.04E+00	1.52E+00	6.77E-01	1.25E+00
SP99177	1.87E+00	1.87E+00	9.45E-01	2.84E-01
SP99181	1.68E+00	1.36E+00	4.71E-01	9.03E-01
SP50139	1.63E+00	1.17E+00	3.71E-01	1.23E+00
SP107010	2.62E+00	1.90E+00	9.17E-01	1.95E+00
SP99189	1.04E+00	1.01E+00	5.07E-01	2.44E-01
SP50141	5.57E-01	1.28E-01	0.00E+00	5.36E-01
SP99193	1.38E+00	1.31E+00	5.75E-01	5.20E-01
SP50145	1.71E+00	1.23E+00	7.53E-01	1.06E+00
SP50147	2.64E+00	2.03E+00	1.11E+00	1.33E+00
SP107012	0.00E+00	2.16E+01	2.19E+01	2.21E+00
SP50149	2.93E+00	1.97E+00	1.15E+00	2.35E+00
SP107017	2.15E+00	1.50E+00	6.60E-01	1.43E+00
SP107019	2.32E+00	2.14E+00	8.51E-01	1.27E+00
SP107023	1.60E+00	1.32E+00	6.62E-01	1.10E+00
SP50151	1.95E+00	1.17E+00	7.50E-01	1.28E+00
SP50153	2.22E+00	2.10E+00	1.05E+00	5.22E-01
SP99197	5.55E+00	2.31E+00	1.94E+00	5.89E+00
SP50155	2.58E+00	2.36E+00	1.28E+00	1.20E+00
SP99201	1.98E+00	1.57E+00	6.91E-01	1.19E+00
SP50157	2.53E+00	1.63E+00	7.50E-01	1.68E+00
SP99205	1.79E+00	1.24E+00	5.26E-01	1.34E+00
SP50159	3.17E+00	1.95E+00	1.00E+00	2.43E+00
SP50161	3.01E+00	1.74E+00	7.97E-01	2.32E+00
SP107025	2.43E+00	1.29E+00	7.75E-01	2.35E+00
SP107028	3.36E-01	1.85E-01	2.60E-01	7.59E-02
SP50163	1.72E+00	1.71E+00	8.59E-01	5.30E-01
SP99217	1.70E+00	1.17E+00	6.13E-01	1.25E+00
SP50165	2.20E+00	1.41E+00	9.94E-01	1.61E+00
SP107030	1.61E+00	1.51E+00	8.94E-01	6.25E-01
SP50167	2.41E+00	1.53E+00	7.87E-01	2.01E+00
SP99229	2.10E+00	1.74E+00	7.53E-01	1.38E+00
SP99233	2.38E+00	1.39E+00	6.80E-01	1.71E+00
SP107032	8.78E-01	4.75E-01	0.00E+00	6.94E-01
SP50169	2.42E+00	1.95E+00	9.67E-01	1.20E+00
SP50171	2.11E+00	1.89E+00	9.16E-01	7.44E-01
SP50173	1.47E+00	1.31E+00	5.67E-01	7.47E-01
SP50175	6.14E-01	4.87E-01	1.40E-01	3.45E-01
SP107034	1.27E+00	1.16E+00	5.51E-01	3.28E-01
SP50179	1.56E+00	1.51E+00	7.10E-01	0.00E+00
SP99237	1.83E+00	1.41E+00	8.99E-01	1.60E+00
SP107037	2.86E+00	1.85E+00	9.35E-01	1.72E+00
SP107041	1.64E+00	1.35E+00	6.70E-01	8.91E-01
SP50181	1.67E+00	1.45E+00	6.87E-01	7.19E-01
SP99249	2.03E+00	1.53E+00	8.98E-01	1.34E+00
SP99253	2.37E+00	1.74E+00	1.14E+00	1.29E+00
SP50183	1.75E+00	1.72E+00	9.42E-01	2.64E-01
SP99257	3.27E+00	2.15E+00	1.31E+00	2.47E+00
SP107044	1.20E+00	9.78E-01	4.98E-01	6.59E-01
SP50185	3.06E+00	1.89E+00	6.73E-01	2.28E+00
CPCT02020315T	2.72E+00	2.37E+00	1.50E+00	2.12E+00
CPCT02020321T	5.29E-01	3.13E-01	2.18E-01	5.68E-01
CPCT02020330T	2.34E+00	2.32E+00	1.16E+00	1.79E+00
CPCT02010372T	1.04E-01	2.22E+00	1.64E+00	2.18E+00
CPCT02020326T	2.44E+00	2.22E+00	9.93E-01	1.83E+00
CPCT02020403T	2.60E+00	1.69E+00	1.15E+00	2.23E+00
CPCT02040063T	3.12E+00	2.61E+00	1.96E+00	2.20E+00
CPCT02060054T	3.75E+00	2.79E+00	1.46E+00	2.79E+00
CPCT02060053T	1.27E+00	1.32E+00	6.16E-01	1.01E+00
CPCT02020886T	2.89E+00	2.37E+00	1.62E+00	2.48E+00
CPCT02130167T	2.23E+00	1.84E+00	1.16E+00	1.50E+00
CPCT02080186T	2.43E+00	2.33E+00	1.31E+00	1.85E+00
CPCT02130172T	2.08E+00	1.71E+00	8.39E-01	2.15E+00
CPCT02020413TII	4.46E+00	7.26E-01	1.14E+00	4.35E+00
CPCT02130180T	3.08E+00	1.74E+00	1.17E+00	2.66E+00
CPCT02130057T	2.30E+00	1.93E+00	1.07E+00	1.94E+00
CPCT02130186T	2.93E+00	2.56E+00	1.58E+00	2.03E+00
CPCT02130184T	3.28E+00	2.67E+00	1.24E+00	2.48E+00
CPCT02020690T	2.86E+00	1.96E+00	1.33E+00	2.25E+00
CPCT02080215T	2.39E+00	1.95E+00	9.98E-01	1.92E+00
CPCT02050360T	2.53E+00	2.08E+00	1.34E+00	2.40E+00
CPCT02130096T	3.10E+00	2.19E+00	1.42E+00	2.76E+00
CPCT02020759T	3.01E+00	2.48E+00	1.62E+00	2.43E+00
CPCT02130127T	2.67E+00	1.94E+00	1.00E+00	2.24E+00
CPCT02060242T	2.83E+00	2.43E+00	1.45E+00	2.26E+00
CPCT02050386T	2.43E+00	1.83E+00	1.06E+00	2.05E+00
CPCT02290055T	1.75E+00	1.70E+00	5.84E-01	1.39E+00
CPCT02130048T	2.12E+00	1.91E+00	8.33E-01	1.89E+00
CPCT02130155T	2.37E+00	1.78E+00	8.60E-01	1.99E+00
CPCT02130156T	2.75E+00	2.16E+00	1.11E+00	2.10E+00
CPCT02130157T	2.67E+00	2.99E+00	1.49E+00	2.88E+00
CPCT02130158T	2.63E+00	2.14E+00	1.06E+00	2.54E+00
CPCT02020852T	2.80E+00	2.56E+00	1.49E+00	2.01E+00
CPCT02020839T	1.21E+00	6.14E-01	4.48E-01	1.01E+00
CPCT02130159T	2.68E+00	2.06E+00	8.11E-01	2.55E+00
CPCT02020861T	2.41E+00	2.18E+00	1.14E+00	2.15E+00
CPCT02060276T	2.35E+00	1.85E+00	1.01E+00	1.63E+00
CPCT02350014T	2.60E+00	3.38E+00	9.81E-01	3.55E+00
CPCT02030315T	3.97E+00	1.98E+00	1.71E+00	3.59E+00
CPCT02090015T	2.73E+00	2.26E+00	1.61E+00	1.55E+00
CPCT02020533T	2.03E+00	2.39E+00	1.43E+00	1.75E+00
CPCT02020546T	1.40E+00	1.08E+00	5.42E-01	1.30E+00
CPCT02050224T	3.20E+00	2.59E+00	1.07E+00	2.28E+00
CPCT02180031T	2.63E+00	2.16E+00	1.34E+00	2.23E+00
CPCT02080057T	1.40E+00	1.79E+00	1.26E+00	1.36E+00
CPCT02020421T	2.45E+00	1.89E+00	1.29E+00	2.20E+00
CPCT02080054T	3.01E+00	2.06E+00	1.07E+00	2.48E+00
CPCT02020413T	6.43E+00	1.62E+00	1.44E+00	6.26E+00
CPCT02020448T	1.29E+00	6.39E-01	3.35E-01	1.27E+00
CPCT02190014T	2.22E+00	1.56E+00	1.01E+00	1.78E+00
CPCT02080101T	2.00E+00	1.68E+00	7.08E-01	2.10E+00
CPCT02030336T	2.75E+00	2.04E+00	1.54E+00	2.46E+00
CPCT02050295T	2.42E+00	2.05E+00	8.76E-01	1.95E+00
