MutationType	ID83A	ID83B	ID83C	ID83D
2:Del:R:5	6.53E-05	1.34E-05	8.66E-05	2.52E-05
3:Del:R:0	5.72E-06	2.59E-06	1.28E-05	1.05E-05
3:Del:R:1	6.74E-06	3.68E-06	2.61E-05	2.24E-05
3:Del:R:2	3.44E-06	9.92E-07	9.90E-06	1.31E-05
3:Del:R:3	1.64E-06	1.11E-06	4.02E-06	5.25E-06
3:Del:R:4	1.04E-06	6.89E-07	2.81E-06	3.31E-06
3:Del:R:5	2.98E-06	1.11E-06	3.93E-06	3.19E-06
4:Del:R:0	2.60E-06	2.93E-06	8.06E-06	1.04E-05
4:Del:R:1	4.94E-06	4.12E-06	1.11E-05	2.07E-05
4:Del:R:2	4.18E-06	2.68E-06	8.42E-06	1.12E-05
4:Del:R:3	4.37E-06	1.55E-06	4.03E-06	7.46E-06
4:Del:R:4	1.20E-06	1.39E-06	2.51E-06	3.90E-06
4:Del:R:5	2.83E-06	1.25E-06	3.25E-06	2.94E-06
5:Del:R:0	3.86E-06	1.06E-05	2.83E-05	3.62E-05
5:Del:R:1	2.53E-06	3.95E-06	9.46E-06	1.44E-05
5:Del:R:2	1.58E-06	2.66E-06	6.79E-06	6.84E-06
5:Del:R:3	1.00E-06	7.34E-07	1.23E-06	4.26E-06
5:Del:R:4	4.90E-07	6.92E-07	5.32E-07	2.46E-06
5:Del:R:5	4.89E-07	9.17E-07	1.28E-06	1.66E-06
2:Ins:R:0	1.91E-05	1.05E-04	2.58E-04	3.10E-05
2:Ins:R:1	2.55E-06	1.50E-05	3.52E-05	1.39E-05
2:Ins:R:2	2.93E-06	2.09E-05	4.50E-05	9.42E-06
2:Ins:R:3	5.24E-06	5.90E-05	1.31E-04	6.78E-06
2:Ins:R:4	1.44E-05	1.77E-04	4.37E-04	7.81E-06
2:Ins:R:5	8.80E-05	7.85E-04	1.51E-03	2.43E-05
3:Ins:R:0	4.77E-06	3.00E-05	6.92E-05	1.28E-05
3:Ins:R:1	8.61E-07	3.76E-06	7.62E-06	1.00E-05
3:Ins:R:2	8.78E-07	1.38E-05	2.58E-05	3.52E-06
3:Ins:R:3	6.50E-07	1.14E-05	2.07E-05	1.32E-06
3:Ins:R:4	1.08E-06	1.03E-05	1.67E-05	6.32E-08
3:Ins:R:5	6.35E-06	5.03E-05	9.26E-05	2.34E-06
4:Ins:R:0	1.48E-05	9.01E-05	2.13E-04	2.54E-05
4:Ins:R:1	1.73E-06	1.00E-05	2.15E-05	1.03E-05
4:Ins:R:2	1.47E-06	1.84E-05	3.59E-05	2.77E-06
4:Ins:R:3	1.89E-06	4.03E-05	7.26E-05	2.08E-06
4:Ins:R:4	3.41E-06	3.87E-05	7.38E-05	9.70E-07
4:Ins:R:5	2.26E-06	1.78E-05	3.28E-05	3.20E-06
5:Ins:R:0	4.14E-05	2.19E-04	5.62E-04	6.75E-05
5:Ins:R:1	3.28E-06	2.36E-05	4.99E-05	1.81E-05
5:Ins:R:2	9.89E-07	1.77E-05	3.19E-05	3.56E-06
5:Ins:R:3	8.38E-07	7.59E-06	1.45E-05	1.61E-06
5:Ins:R:4	5.37E-07	3.64E-06	5.94E-06	2.32E-06
5:Ins:R:5	2.82E-07	1.53E-06	2.40E-06	1.74E-06
2:Del:M:1	1.34E-05	1.17E-05	3.24E-05	3.83E-05
3:Del:M:1	2.25E-06	1.56E-06	4.28E-06	8.49E-06
3:Del:M:2	5.86E-06	4.52E-06	1.36E-05	1.85E-05
4:Del:M:1	5.72E-06	4.46E-06	1.92E-05	1.19E-05
4:Del:M:2	2.08E-06	2.38E-06	4.47E-06	1.25E-05
4:Del:M:3	3.89E-06	4.99E-06	8.91E-06	1.53E-05
5:Del:M:1	1.09E-05	8.99E-06	4.84E-05	3.95E-05
5:Del:M:2	1.74E-06	4.23E-06	1.21E-05	2.94E-05
5:Del:M:3	3.54E-06	6.33E-06	2.50E-05	3.10E-05
5:Del:M:4	1.62E-06	3.32E-06	1.09E-05	1.79E-05
5:Del:M:5	3.32E-06	6.47E-06	2.23E-05	2.25E-05
