MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Ins:T:4	4.16E-05	2.12E-04	1.03E-04	1.39E-04	4.06E-04	2.93E-04	1.78E-04	1.28E-04	6.63E-04	1.79E-04
1:Ins:T:5	1.06E-03	2.51E-03	8.51E-04	1.44E-03	4.98E-03	4.13E-03	3.00E-46	1.02E-03	1.19E-02	3.22E-03
2:Del:R:0	3.62E-05	1.97E-04	1.17E-04	4.54E-04	4.26E-04	5.42E-04	5.31E-04	2.29E-04	9.98E-04	1.00E-03
2:Del:R:1	6.41E-05	4.06E-04	1.51E-04	4.49E-04	5.60E-04	3.67E-04	2.21E-04	2.94E-04	3.76E-03	2.17E-03
2:Del:R:2	3.10E-05	5.82E-06	1.49E-04	1.70E-04	3.37E-04	2.03E-04	1.67E-04	1.22E-04	1.25E-03	8.84E-04
2:Del:R:3	4.62E-05	5.40E-05	9.19E-05	1.29E-05	1.57E-04	1.12E-04	1.30E-04	2.57E-09	3.00E-04	5.20E-04
2:Del:R:4	3.38E-05	2.70E-05	6.46E-05	6.04E-06	1.07E-04	5.11E-05	1.01E-04	1.64E-09	2.09E-04	2.23E-04
2:Del:R:5	6.22E-05	6.04E-05	6.35E-05	5.76E-05	9.05E-05	4.66E-05	2.90E-04	0.00E+00	2.51E-04	3.83E-04
3:Del:R:0	2.18E-05	1.72E-04	5.92E-05	3.75E-04	2.68E-04	4.46E-04	4.11E-04	1.89E-04	4.78E-04	2.13E-04
3:Del:R:1	5.29E-05	4.85E-04	6.24E-05	2.78E-04	4.21E-04	2.86E-04	3.67E-04	1.28E-04	7.08E-03	3.48E-03
3:Del:R:2	2.01E-05	1.48E-04	2.79E-05	1.05E-04	1.21E-04	1.49E-04	1.33E-04	9.33E-05	1.68E-03	8.89E-04
3:Del:R:3	1.00E-05	2.81E-05	0.00E+00	3.25E-05	5.48E-05	3.10E-05	1.17E-04	8.32E-10	4.88E-04	2.98E-04
3:Del:R:4	1.74E-05	3.94E-05	1.79E-05	0.00E+00	5.06E-05	8.50E-06	1.24E-09	6.32E-05	3.07E-04	1.64E-04
3:Del:R:5	2.90E-05	4.93E-05	1.10E-05	9.25E-07	1.43E-05	2.89E-05	8.65E-05	2.62E-09	2.81E-04	1.28E-04
4:Del:R:0	1.26E-05	8.63E-05	5.51E-05	3.38E-04	1.58E-04	2.76E-04	3.51E-04	1.46E-04	3.97E-04	2.23E-04
4:Del:R:1	2.67E-05	3.37E-04	3.90E-05	2.16E-04	1.93E-04	3.14E-04	3.62E-04	1.39E-04	4.19E-03	2.00E-03
4:Del:R:2	2.01E-05	5.09E-05	7.30E-07	5.72E-06	5.68E-06	9.44E-05	1.95E-04	4.55E-05	1.14E-03	5.88E-04
4:Del:R:3	1.51E-05	3.40E-05	1.51E-05	1.62E-05	8.40E-05	6.22E-05	1.64E-04	9.79E-10	5.19E-04	2.80E-04
4:Del:R:4	1.53E-05	2.03E-05	1.63E-05	1.56E-05	2.92E-05	5.57E-06	3.50E-05	6.53E-05	1.76E-04	1.11E-04
4:Del:R:5	1.57E-05	4.29E-06	0.00E+00	1.61E-05	1.20E-05	5.16E-05	2.67E-05	2.23E-06	1.33E-04	5.44E-05
5:Del:R:0	8.24E-06	4.11E-04	1.61E-04	1.83E-03	4.16E-04	2.50E-03	1.76E-03	4.17E-04	5.38E-04	7.48E-04
5:Del:R:1	2.07E-05	1.46E-04	2.79E-05	1.23E-04	4.41E-04	4.08E-04	3.68E-04	0.00E+00	7.80E-04	3.72E-04
5:Del:R:2	9.18E-06	6.68E-05	1.74E-10	3.34E-05	9.31E-05	1.67E-04	1.45E-04	7.08E-05	2.94E-04	3.87E-05
5:Del:R:3	1.11E-05	4.03E-05	0.00E+00	1.66E-05	2.01E-05	6.69E-05	8.61E-05	1.83E-09	1.38E-04	3.53E-05
5:Del:R:4	1.22E-05	1.59E-09	7.02E-11	4.76E-06	5.31E-06	1.88E-05	5.18E-05	5.28E-10	3.06E-05	3.04E-09
5:Del:R:5	3.65E-06	1.98E-10	5.55E-10	7.96E-10	5.25E-06	4.88E-06	2.93E-05	1.66E-09	3.70E-05	2.30E-05
2:Ins:R:0	4.19E-05	3.52E-04	1.07E-04	5.45E-04	2.04E-04	1.38E-03	7.66E-04	8.82E-05	2.33E-03	5.46E-05
2:Ins:R:1	1.53E-05	1.92E-04	5.75E-05	2.51E-04	2.70E-04	1.51E-04	3.17E-04	1.12E-04	4.11E-04	1.49E-04
2:Ins:R:2	1.84E-05	1.31E-04	5.61E-05	1.69E-04	1.94E-04	7.28E-05	9.29E-05	1.48E-04	3.36E-04	1.40E-47
2:Ins:R:3	2.21E-05	1.01E-04	4.36E-05	8.76E-05	9.73E-05	1.89E-04	1.91E-04	2.48E-09	3.47E-04	1.24E-04
2:Ins:R:4	3.72E-05	1.29E-04	4.38E-05	6.34E-05	1.35E-04	7.03E-05	1.88E-04	8.41E-05	1.97E-04	9.41E-05
2:Ins:R:5	1.17E-04	4.32E-04	9.62E-05	3.64E-04	4.18E-04	4.95E-04	7.95E-04	2.49E-04	8.31E-04	3.42E-04
3:Ins:R:0	8.29E-06	8.50E-05	4.12E-05	3.29E-04	1.16E-04	9.19E-04	7.05E-04	0.00E+00	1.50E-03	6.32E-05
3:Ins:R:1	2.36E-06	1.77E-04	3.02E-05	1.83E-04	2.40E-04	1.73E-04	1.56E-04	8.67E-05	4.57E-04	8.16E-05
3:Ins:R:2	8.46E-06	6.57E-05	9.93E-06	4.95E-05	1.19E-04	7.47E-05	4.03E-05	1.11E-04	2.76E-04	8.96E-05
3:Ins:R:3	4.53E-06	2.36E-05	1.03E-05	1.61E-05	3.26E-05	4.83E-05	4.13E-05	3.08E-09	5.42E-05	1.26E-09
3:Ins:R:4	1.07E-05	3.21E-05	2.04E-06	1.86E-05	1.51E-05	5.36E-05	6.11E-05	1.05E-05	1.13E-04	1.64E-05
3:Ins:R:5	2.51E-05	8.53E-05	4.97E-06	4.25E-05	4.76E-05	1.42E-04	3.38E-06	3.84E-09	7.91E-05	7.25E-05
4:Ins:R:0	2.83E-05	1.66E-04	3.56E-05	2.89E-04	9.22E-05	9.30E-04	7.81E-04	7.03E-05	1.47E-03	1.73E-04
4:Ins:R:1	1.15E-05	2.10E-04	2.31E-05	1.88E-04	2.26E-04	2.13E-04	1.57E-04	2.37E-09	5.69E-04	1.05E-04
4:Ins:R:2	8.25E-06	4.47E-05	1.49E-10	1.82E-05	3.62E-05	7.25E-05	9.74E-05	2.00E-09	8.92E-05	5.25E-05
4:Ins:R:3	1.39E-05	1.89E-05	1.74E-05	4.56E-06	2.78E-05	2.11E-05	8.26E-05	3.49E-07	1.21E-04	8.66E-10
4:Ins:R:4	1.04E-05	5.45E-05	9.79E-06	2.92E-05	6.19E-05	4.46E-05	7.50E-05	6.65E-05	7.43E-05	7.76E-05
4:Ins:R:5	1.57E-05	8.09E-05	1.65E-05	4.05E-05	1.25E-04	2.19E-05	9.68E-05	2.74E-09	1.32E-04	3.30E-05
5:Ins:R:0	7.47E-06	0.00E+00	1.14E-05	5.43E-05	2.94E-09	1.31E-07	3.09E-03	3.10E-04	5.70E-05	5.28E-04
5:Ins:R:1	2.24E-05	4.21E-04	6.55E-05	3.28E-04	4.85E-04	5.66E-04	4.55E-04	1.42E-04	1.44E-03	1.97E-04
5:Ins:R:2	1.03E-05	5.64E-05	1.25E-05	1.64E-05	6.74E-05	1.55E-04	1.41E-04	9.51E-10	2.15E-04	4.11E-05
5:Ins:R:3	4.47E-06	3.63E-05	1.64E-06	2.83E-05	6.74E-05	4.14E-05	4.89E-05	2.15E-05	6.99E-05	4.70E-06
5:Ins:R:4	3.78E-06	1.44E-05	1.35E-10	2.23E-05	3.68E-05	8.86E-05	3.31E-05	2.64E-09	1.36E-04	2.91E-05
5:Ins:R:5	0.00E+00	2.54E-05	1.14E-05	9.19E-06	4.07E-05	4.96E-05	8.03E-09	2.95E-05	8.30E-05	1.78E-09
2:Del:M:1	6.69E-05	3.92E-04	1.74E-04	6.75E-04	6.85E-04	4.16E-04	6.25E-04	1.61E-04	1.62E-03	4.63E-03
3:Del:M:1	3.89E-06	1.52E-04	1.98E-05	3.44E-04	2.21E-04	3.34E-04	3.10E-04	2.79E-04	5.25E-04	2.27E-04
3:Del:M:2	3.67E-05	3.37E-04	4.81E-05	2.64E-04	1.51E-04	3.31E-04	1.77E-04	2.04E-04	3.85E-03	1.77E-03
4:Del:M:1	1.83E-05	1.18E-04	3.51E-05	2.84E-04	2.15E-04	2.55E-04	3.63E-04	1.26E-04	6.06E-04	3.46E-04
4:Del:M:2	1.29E-05	1.61E-04	2.47E-05	2.19E-04	2.14E-04	2.95E-04	2.12E-04	2.56E-04	1.66E-03	7.43E-04
4:Del:M:3	2.34E-05	1.90E-04	2.73E-05	1.94E-04	1.67E-04	3.36E-04	2.17E-04	1.48E-04	2.91E-03	1.38E-03
5:Del:M:1	4.29E-05	2.87E-04	1.34E-04	1.49E-03	5.60E-04	2.29E-03	1.01E-03	4.09E-04	1.43E-03	5.76E-04
5:Del:M:2	2.99E-05	3.29E-04	1.43E-04	2.14E-03	5.58E-04	3.27E-03	6.62E-04	2.31E-04	9.54E-04	5.41E-04
5:Del:M:3	2.58E-05	2.83E-04	1.20E-04	1.76E-03	6.11E-04	2.71E-03	4.88E-04	1.81E-04	8.56E-04	2.59E-04
5:Del:M:4	1.38E-05	1.28E-04	6.96E-05	9.92E-04	3.40E-04	1.36E-03	3.05E-04	1.02E-04	5.51E-04	2.33E-04
5:Del:M:5	2.07E-05	2.46E-04	9.44E-05	1.24E-03	6.68E-04	2.11E-03	2.86E-04	2.22E-04	8.84E-04	2.08E-04
