Samples	ID83A	ID83B	ID83C	ID83D
SP116536	23	28	47	2
SP116539	6	2	15	0
SP116542	0	7	22	1
SP116545	0	3	26	0
SP116548	6	14	20	0
SP116550	2	1	2	1
SP116553	5	20	8	2
SP116557	3	0	2	4
SP116559	2	11	26	1
SP116562	14	25	1	6
SP116564	10	13	20	3
SP116571	3	7	16	0
SP116393	2	0	0	0
SP116442	0	0	4	0
SP116446	1	3	5	1
SP116419	21	7	101	2
SP116383	209	125	169	0
SP116385	64	106	46	10
SP116440	45	66	63	5
SP116450	162	167	95	20
SP116493	6	44	29	4
SP116391	7	29	38	0
SP116401	28	18	16	4
SP116409	20	71	49	4
SP116416	5	3	23	0
SP116424	10	5	19	0
SP116515	38	1	53	2
SP116499	27	27	101	3
SP116505	6	226	45	1
SP116509	41	40	101	0
SP116437	16	11	36	2
SP116512	34	71	265	16
SP116465	15	43	134	0
SP116496	278	91	177	6
SP116525	69	44	139	2
SP116481	5	15	18	3
SP116586	18	6	51	0
SP116528	53	303	1	18
SP116589	132	119	132	12
SP116406	17	22	78	0
SP116484	0	5	33	5
SP116453	14	19	61	5
SP116469	252	36	132	12
SP116578	613	42	49	15
SP116531	6	59	31	2
SP116593	0	4	55	3
SP116487	12	11	7	0
SP116456	3	6	36	4
SP116472	61	90	88	0
SP116518	27	249	291	0
SP116412	3	40	60	0
SP116534	32	22	35	0
SP116596	156	35	194	13
SP116490	14	52	91	0
SP116459	39	59	103	0
SP116475	3	54	56	0
SP116520	40	41	171	0
SP116431	30	82	160	12
SP116582	106	180	107	0
SP116599	0	74	85	0
SP116478	4	41	124	0
SP116462	16	52	34	0
SP116523	21	73	33	0
SP116434	14	11	0	2
SP122725	58	131	104	2
SP122476	77	27	161	14
SP122372	191	0	85	11
SP122489	19	54	106	2
SP122560	52	75	52	4
SP122590	40	27	125	1
SP122714	33	26	80	9
SP121870	15	95	116	0
SP123010	59	131	73	15
SP121865	56	40	112	6
SP122676	33	206	121	11
SP122412	71	42	59	16
SP122392	277	237	246	0
SP122634	62	54	98	3
SP122702	38	52	172	14
SP121828	59	44	101	5
SP121783	99	14	127	2
SP121774	109	72	266	2
SP121790	47	27	156	1
SP121859	40	46	142	2
SP121808	40	21	58	13
SP121781	116	86	349	3
SP121763	70	23	64	4
SP121811	104	27	68	2
SP121852	81	53	110	11
SP122361	78	200	411	0
SP121837	67	13	67	7
SP121824	56	0	59	2
SP121841	20	13	83	0
SP121831	56	60	100	4
SP121761	64	93	219	8
SP121816	50	36	176	6
SP121861	9	2	2	3
SP121847	63	51	127	4
DRUP01010001T	176	114	206	62
CPCT02010424T	240	157	176	78
CPCT02010349T	45	18	58	23
CPCT02020325T	22	105	51	163
CPCT02030246T	71	68	109	112
CPCT02070010T	21	127	59	90
CPCT02010370T	81	20	105	47
CPCT02010369T	339	247	190	190
CPCT02070013T	419	151	180	145
CPCT02060018T	17	93	57	112
CPCT02060022T	50	105	72	97
CPCT02070009T	74	166	137	204
CPCT02010398T	363	61	38	229
CPCT02010408T	62	97	53	172
CPCT02030246TII	60	110	162	53
CPCT02010386T	80	262	177	96
CPCT02020309T	45	207	31	294
CPCT02080045T	730	150	298	82
CPCT02020398T	79	68	44	75
CPCT02010392T	73	0	5	186
CPCT02090003T	33	158	22	149
CPCT02060274T	94	219	137	90
CPCT02020650T	322	122	113	173
CPCT02080181T	49	93	137	104
DRUP01340015T	0	113	195	352
CPCT02070436T	2291	397	57	54
CPCT02050225TII	23	129	75	155
DRUP01070031T	1	258	0	116
CPCT02070278T	25	60	28	111
CPCT02010732T	77	199	47	177
CPCT02060181T	41	77	117	113
CPCT02080175T	107	146	89	173
CPCT02020903T	37	49	131	98
CPCT02070441T	30	182	60	81
CPCT02080181TII	48	128	219	142
CPCT02070290T	71	137	154	144
DRUP01090011T	41	124	0	240
CPCT02080297T	63	71	178	34
CPCT02010680T	34	43	81	145
CPCT02090064T	33	116	72	39
CPCT02020937T	0	188	39	112
CPCT02090065T	67	167	99	96
CPCT02060191T	427	195	143	143
CPCT02060192T	67	13	44	187
CPCT02011090T	17	46	61	59
CPCT02070463T	168	91	26	54
CPCT02011094T	16	30	57	59
CPCT02030458T	72	39	30	137
CPCT02060282T	5	67	36	38
DRUP01090012T	12	223	1	199
CPCT02090042T	60	85	44	121
CPCT02340078T	16	16	10	111
WIDE01010040T	604	81	137	70
CPCT02020683T	896	111	26	337
CPCT02020691T	196	190	180	258
DRUP01010077T	63	188	46	132
DRUP01050021T	928	1211	1388	303
CPCT02080206T	21	40	29	105
CPCT02060292T	380	177	21	65
CPCT02060290T	24	28	69	45
CPCT02090044T	389	85	592	241
WIDE01010138T	168	129	19	152
CPCT02130062T	110	97	120	160
WIDE01010160T	127	242	125	97
CPCT02020706T	49	0	0	160
CPCT02070313T	33	78	58	133
WIDE01010187T	465	92	249	89
WIDE01010169T	108	492	305	95
CPCT02100161T	702	608	316	200
CPCT02070317T	5	191	119	103
WIDE01010239T	12	251	15	131
WIDE01010233T	17	338	174	107
CPCT02070322T	52	53	50	160
WIDE01010262T	448	66	214	83
WIDE01010267T	20	269	173	85
WIDE01010293T	8	3	9	57
WIDE01010167T	46	37	56	75
CPCT02060211T	48	80	240	231
DRUP01080012T	845	111	136	736
WIDE01010356T	240	81	83	109
WIDE01010374T	264	50	19	16
WIDE01010393T	514	194	559	104
CPCT02090036T	37	445	84	102
CPCT02340018TII	560	93	220	377
CPCT02340088T	81	81	109	123
WIDE01010452T	56	239	35	81
CPCT02080227T	101	113	0	252
CPCT02060230T	35	339	0	141
CPCT02020750T	32	13	38	96
CPCT02060241T	40	65	57	113
