Samples	ID83A	ID83B	ID83C	ID83D
SP116536	6.69E-01	6.65E-01	8.50E-01	0.00E+00
SP116539	5.08E-01	2.09E-01	5.21E-01	9.16E-02
SP116542	4.69E-02	3.02E-01	3.05E-01	8.42E-02
SP116545	1.30E-01	3.10E-01	3.12E-01	0.00E+00
SP116548	3.00E-01	3.71E-01	4.45E-01	0.00E+00
SP116550	1.78E-01	9.69E-02	1.82E-01	0.00E+00
SP116553	3.33E-01	4.92E-01	5.24E-01	2.82E-01
SP116557	2.10E-01	8.25E-02	2.54E-01	2.66E-01
SP116559	1.45E-01	4.42E-01	4.78E-01	1.13E-01
SP116562	4.22E-01	4.92E-01	5.41E-01	3.38E-01
SP116564	4.26E-01	5.13E-01	6.17E-01	3.79E-01
SP116571	2.06E-01	3.77E-01	4.41E-01	6.72E-02
SP116393	7.98E-02	1.00E-02	1.00E-02	8.19E-02
SP116442	0.00E+00	0.00E+00	0.00E+00	0.00E+00
SP116446	1.65E-01	1.72E-01	3.01E-01	2.74E-01
SP116419	7.92E-01	5.39E-01	1.01E+00	1.79E-01
SP116383	1.94E+00	1.77E+00	2.30E+00	3.52E-01
SP116385	1.01E+00	9.37E-01	1.27E+00	5.53E-01
SP116440	9.04E-01	8.68E-01	1.12E+00	4.00E-02
SP116450	1.90E+00	1.45E+00	2.23E+00	3.82E-01
SP116493	3.65E-01	6.33E-01	6.84E-01	1.00E-02
SP116391	4.38E-01	6.25E-01	7.42E-01	3.00E-02
SP116401	6.07E-01	5.42E-01	6.94E-01	3.71E-01
SP116409	6.71E-01	9.26E-01	1.12E+00	1.50E-01
SP116416	3.42E-01	2.54E-01	4.02E-01	0.00E+00
SP116424	3.94E-01	2.79E-01	4.52E-01	0.00E+00
SP116515	1.02E+00	3.91E-01	1.07E+00	3.86E-01
SP116499	8.19E-01	8.92E-01	1.11E+00	5.39E-01
SP116505	6.72E-01	1.40E+00	1.30E+00	3.03E-01
SP116509	9.22E-01	1.05E+00	1.23E+00	3.45E-01
SP116437	6.45E-01	4.18E-01	6.93E-01	0.00E+00
SP116512	1.07E+00	1.32E+00	1.69E+00	0.00E+00
SP116465	6.44E-01	9.51E-01	1.09E+00	0.00E+00
SP116496	2.54E+00	1.32E+00	2.73E+00	4.00E-02
SP116525	1.14E+00	9.75E-01	1.34E+00	0.00E+00
SP116481	3.85E-01	4.93E-01	6.18E-01	1.88E-01
SP116586	6.36E-01	3.59E-01	7.00E-01	0.00E+00
SP116528	1.23E+00	1.57E+00	1.50E+00	0.00E+00
SP116589	1.52E+00	1.38E+00	1.75E+00	5.90E-01
SP116406	6.21E-01	7.78E-01	8.80E-01	0.00E+00
SP116484	3.72E-01	3.47E-01	4.89E-01	2.03E-01
SP116453	6.82E-01	6.20E-01	8.35E-01	1.94E-01
SP116469	2.84E+00	8.24E-01	2.86E+00	0.00E+00
SP116578	3.94E+00	1.18E+00	3.99E+00	1.93E-01
SP116531	4.39E-01	6.33E-01	7.27E-01	0.00E+00
SP116593	2.55E-01	3.78E-01	4.75E-01	2.36E-01
SP116487	4.17E-01	3.80E-01	5.20E-01	1.15E-01
SP116456	2.12E-01	2.95E-01	6.73E-01	6.77E-01
SP116472	1.08E+00	1.19E+00	1.31E+00	3.87E-01
SP116518	1.02E+00	2.45E+00	2.41E+00	5.20E-01
SP116412	4.15E-01	7.86E-01	8.44E-01	0.00E+00
SP116534	6.42E-01	6.15E-01	8.25E-01	6.44E-02
SP116596	1.94E+00	9.99E-01	2.17E+00	3.97E-01
SP116490	6.54E-01	1.09E+00	1.08E+00	0.00E+00
SP116459	1.00E+00	9.68E-01	1.29E+00	0.00E+00
SP116475	4.65E-01	9.28E-01	9.40E-01	8.82E-02
SP116520	1.06E+00	1.05E+00	1.43E+00	0.00E+00
SP116431	1.08E+00	1.12E+00	1.37E+00	4.76E-01
SP116582	1.60E+00	1.53E+00	1.87E+00	0.00E+00
SP116599	4.17E-01	1.08E+00	1.11E+00	0.00E+00
SP116478	5.02E-01	9.66E-01	1.04E+00	2.34E-01
SP116462	5.62E-01	8.46E-01	8.80E-01	9.96E-02
SP116523	6.77E-01	8.60E-01	8.79E-01	0.00E+00
SP116434	4.88E-01	3.28E-01	3.79E-01	7.29E-02
SP122725	1.28E+00	1.46E+00	1.74E+00	0.00E+00
SP122476	1.32E+00	8.11E-01	1.55E+00	7.65E-01
SP122372	2.21E+00	1.27E-01	2.23E+00	1.54E-01
SP122489	7.28E-01	8.91E-01	1.02E+00	0.00E+00
SP122560	9.50E-01	1.06E+00	1.16E+00	1.00E-02
SP122590	8.19E-01	8.83E-01	1.05E+00	0.00E+00
SP122714	8.74E-01	5.67E-01	1.09E+00	6.39E-01
SP121870	6.64E-01	1.37E+00	1.37E+00	2.52E-01
SP123010	9.98E-01	1.18E+00	1.46E+00	4.68E-01
SP121865	1.25E+00	8.37E-01	1.35E+00	3.61E-01
SP122676	9.28E-01	1.33E+00	1.59E+00	3.20E-01
SP122412	1.12E+00	8.02E-01	1.22E+00	7.93E-01
SP122392	2.11E+00	1.90E+00	2.39E+00	4.44E-01
SP122634	1.09E+00	9.54E-01	1.38E+00	0.00E+00
SP122702	9.52E-01	9.91E-01	1.28E+00	4.97E-01
SP121828	1.02E+00	8.29E-01	1.15E+00	2.53E-01
SP121783	1.17E+00	5.97E-01	1.33E+00	0.00E+00
SP121774	1.45E+00	1.13E+00	1.61E+00	0.00E+00
SP121790	1.14E+00	7.68E-01	1.30E+00	3.03E-01
SP121859	9.92E-01	8.76E-01	1.13E+00	3.00E-02
SP121808	7.55E-01	6.13E-01	9.96E-01	6.83E-01
SP121781	1.54E+00	1.60E+00	2.13E+00	0.00E+00
SP121763	1.02E+00	6.56E-01	1.20E+00	2.23E-01
SP121811	1.01E+00	5.89E-01	1.10E+00	0.00E+00
SP121852	1.31E+00	1.03E+00	1.47E+00	8.61E-01
SP122361	1.58E+00	2.69E+00	2.82E+00	3.19E-01
SP121837	1.04E+00	5.26E-01	1.05E+00	6.44E-02
SP121824	8.72E-01	8.00E-02	8.66E-01	3.00E-02
SP121841	7.04E-01	4.42E-01	8.49E-01	0.00E+00
SP121831	7.75E-01	8.80E-01	8.82E-01	3.32E-01
SP121761	1.26E+00	1.40E+00	1.82E+00	3.24E-01
SP121816	1.11E+00	1.02E+00	1.42E+00	3.48E-01
SP121861	3.34E-01	1.38E-01	2.88E-01	3.05E-01
SP121847	1.08E+00	9.73E-01	1.24E+00	2.86E-01
DRUP01010001T	2.21E+00	1.55E+00	2.46E+00	1.55E+00
CPCT02010424T	2.79E+00	1.67E+00	2.88E+00	1.98E+00
CPCT02010349T	1.06E+00	5.43E-01	1.10E+00	1.02E+00
CPCT02020325T	1.25E+00	1.25E+00	1.36E+00	1.70E+00
CPCT02030246T	1.41E+00	1.27E+00	1.67E+00	1.25E+00
CPCT02070010T	1.03E+00	1.30E+00	1.26E+00	1.34E+00
CPCT02010370T	1.45E+00	8.33E-01	1.34E+00	1.02E+00
CPCT02010369T	3.19E+00	2.14E+00	3.02E+00	2.39E+00
CPCT02070013T	3.50E+00	1.75E+00	3.30E+00	1.91E+00
CPCT02060018T	9.22E-01	1.24E+00	1.35E+00	1.35E+00
CPCT02060022T	1.45E+00	1.32E+00	1.65E+00	1.51E+00
CPCT02070009T	1.67E+00	1.72E+00	1.99E+00	2.03E+00
CPCT02010398T	2.85E+00	1.50E+00	2.45E+00	2.19E+00
CPCT02010408T	1.43E+00	1.45E+00	1.88E+00	2.09E+00
CPCT02030246TII	1.24E+00	1.52E+00	1.53E+00	1.31E+00
CPCT02010386T	1.69E+00	2.00E+00	2.21E+00	1.44E+00
CPCT02020309T	1.65E+00	2.01E+00	1.68E+00	2.11E+00
CPCT02080045T	4.84E+00	2.11E+00	4.95E+00	1.69E+00
CPCT02020398T	1.19E+00	1.31E+00	1.34E+00	1.37E+00
CPCT02010392T	1.44E+00	3.88E-01	1.33E+00	1.60E+00
CPCT02090003T	1.39E+00	1.29E+00	1.29E+00	1.40E+00
CPCT02060274T	1.72E+00	2.04E+00	2.21E+00	1.62E+00
CPCT02020650T	3.32E+00	1.41E+00	3.32E+00	1.83E+00
CPCT02080181T	1.27E+00	1.11E+00	1.77E+00	1.47E+00
DRUP01340015T	1.22E+00	1.83E+00	2.27E+00	2.50E+00
CPCT02070436T	4.47E+00	4.11E+00	9.33E-01	3.07E+00
CPCT02050225TII	1.37E+00	1.57E+00	1.72E+00	1.78E+00
DRUP01070031T	8.66E-01	1.76E+00	1.37E+00	1.65E+00
CPCT02070278T	1.02E+00	1.18E+00	1.38E+00	1.33E+00
CPCT02010732T	1.54E+00	1.74E+00	1.64E+00	1.88E+00
CPCT02060181T	1.19E+00	1.38E+00	1.59E+00	1.44E+00
CPCT02080175T	1.70E+00	1.65E+00	2.14E+00	2.00E+00
CPCT02020903T	1.10E+00	1.15E+00	1.44E+00	1.44E+00
CPCT02070441T	1.11E+00	1.65E+00	1.52E+00	1.46E+00
CPCT02080181TII	1.18E+00	1.65E+00	2.30E+00	2.11E+00
CPCT02070290T	1.67E+00	1.61E+00	2.09E+00	1.71E+00
DRUP01090011T	1.26E+00	1.52E+00	1.56E+00	2.11E+00
CPCT02080297T	1.46E+00	1.22E+00	1.76E+00	1.32E+00
CPCT02010680T	1.27E+00	1.07E+00	1.45E+00	1.69E+00
CPCT02090064T	1.12E+00	1.28E+00	1.28E+00	1.18E+00
CPCT02020937T	3.89E-01	1.55E+00	1.34E+00	1.63E+00
CPCT02090065T	1.48E+00	1.49E+00	1.77E+00	1.45E+00
CPCT02060191T	3.56E+00	2.00E+00	3.32E+00	1.89E+00
CPCT02060192T	1.42E+00	8.88E-01	1.45E+00	1.69E+00
CPCT02011090T	8.17E-01	8.61E-01	1.10E+00	1.31E+00
CPCT02070463T	1.61E+00	1.22E+00	1.70E+00	1.32E+00
CPCT02011094T	7.94E-01	8.83E-01	1.18E+00	1.24E+00
CPCT02030458T	1.49E+00	9.84E-01	1.47E+00	1.67E+00
