Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP116788	16	0.791	15.689	98.056%	2.899	61.807%	1.16261	0.753
SP116789	6	0.505	8.482	141.367%	2.121	86.589%	1.9661	0.446
SP116919	1	0.112	1.955	195.5%	0.997	99.7%	3.80067	0.062
SP109002	53	0.836	45.487	85.825%	7.9	54.909%	0.69114	0.801
SP109001	11	0.661	12.32	112.0%	2.708	75.106%	1.30854	0.605
SP109006	65	0.926	41.529	63.891%	7.137	41.001%	0.44571	0.914
SP108998	138	0.98	53.671	38.892%	9.091	20.4%	0.23426	0.977
SP127706	155	0.906	78.179	50.438%	14.627	42.527%	0.31831	0.873
SP108999	111	0.95	56.407	50.817%	9.775	31.241%	0.33639	0.941
SP109007	76	0.888	43.734	57.545%	7.943	46.013%	0.4459	0.852
SP109003	52	0.878	33.504	64.431%	6.091	47.855%	0.49051	0.845
SP116868	55	0.849	38.162	69.385%	6.698	53.119%	0.43012	0.799
SP116794	15	0.774	13.979	93.193%	3.305	63.605%	0.88351	0.745
SP116791	13	0.566	16.219	124.762%	3.805	83.032%	1.40035	0.5
SP116866	48	0.87	31.041	64.669%	5.354	49.288%	0.44977	0.827
SP116815	47	0.814	35.838	76.251%	7.622	58.287%	0.52046	0.776
SP116853	42	0.895	32.511	77.407%	5.302	45.134%	0.61683	0.876
SP116901	24	0.845	19.466	81.108%	3.543	53.413%	0.85263	0.813
SP116830	92	0.948	39.547	42.986%	6.705	31.965%	0.22821	0.932
SP116802	15	0.555	16.825	112.167%	4.003	83.468%	1.08503	0.467
SP116885	90	0.928	57.636	64.04%	9.592	38.215%	0.44628	0.915
SP116834	31	0.651	32.917	106.184%	5.829	80.067%	1.03337	0.541
SP116913	25	0.827	21.362	85.448%	4.284	56.743%	0.70722	0.798
SP116799	35	0.874	26.151	74.717%	5.148	50.725%	0.59049	0.857
SP116920	18	0.583	23.382	129.9%	4.329	81.81%	1.30921	0.487
SP116835	88	0.92	49.125	55.824%	7.838	39.19%	0.36489	0.894
SP116852	38	0.866	34.682	91.268%	6.065	51.629%	0.77123	0.848
SP116902	31	0.883	25.089	80.932%	4.251	47.827%	0.76738	0.863
SP116871	10	0.573	13.61	136.1%	2.854	82.388%	1.67899	0.505
SP116820	51	0.892	34.802	68.239%	5.933	45.911%	0.56314	0.866
SP116889	63	0.919	34.969	55.506%	6.223	39.437%	0.38876	0.899
SP116923	62	0.931	32.57	52.532%	5.585	36.51%	0.40549	0.913
SP116829	74	0.925	38.459	51.972%	6.643	37.976%	0.29401	0.904
SP116872	8	0.387	12.329	154.112%	2.674	94.54%	2.16598	0.277
SP116904	5	0.465	7.746	154.92%	1.981	88.593%	1.92072	0.407
SP116806	52	0.956	35.324	67.931%	6.319	35.106%	0.44414	0.955
SP116857	81	0.936	43.524	53.733%	7.75	36.575%	0.32486	0.924
SP116888	27	0.858	23.457	86.878%	4.328	52.875%	0.71995	0.838
SP116818	22	0.814	19.25	87.5%	3.51	58.5%	0.70855	0.774
SP116837	73	0.891	44.609	61.108%	7.566	45.46%	0.45191	0.855
SP116905	4	0.376	6.633	165.825%	1.859	92.95%	1.97524	0.316
SP116804	59	0.951	36.839	62.439%	6.402	33.148%	0.50302	0.946
SP116819	31	0.878	22.634	73.013%	3.857	47.84%	0.65839	0.85
SP116856	51	0.923	29.822	58.475%	5.696	40.378%	0.33829	0.911
SP116839	78	0.908	45.83	58.756%	7.653	42.128%	0.44135	0.88
SP116925	28	0.849	21.581	77.075%	3.74	52.892%	0.70113	0.81
SP116878	22	0.742	22.978	104.445%	4.744	67.09%	1.05777	0.702
SP116893	52	0.875	37.429	71.979%	7.308	49.271%	0.5178	0.853
SP116876	1	0.066	1.974	197.4%	1.007	100.7%	4.33875	0.006
SP116927	43	0.819	34.897	81.156%	6.365	57.864%	0.68139	0.774
SP116909	28	0.896	22.127	79.025%	4.514	47.062%	0.61419	0.887
SP116795	7	0.639	8.92	127.429%	2.044	77.256%	1.44237	0.596
SP116826	48	0.934	34.949	72.81%	8.746	43.73%	0.44159	0.935
SP116891	31	0.843	23.626	76.213%	4.335	53.769%	0.67845	0.805
SP116860	36	0.903	24.031	66.753%	4.044	43.109%	0.49346	0.881
SP116848	56	0.881	33.191	59.27%	6.633	47.379%	0.36126	0.85
SP116910	72	0.958	33.745	46.868%	6.281	28.789%	0.34777	0.952
SP116797	11	0.723	12.708	115.527%	2.899	70.311%	1.24386	0.693
SP116862	66	0.91	39.888	60.436%	6.572	41.732%	0.44503	0.885
SP116823	35	0.948	24.305	69.443%	5.01	39.484%	0.55736	0.949
SP116897	15	0.515	19.575	130.5%	4.469	86.006%	1.73786	0.431
SP116846	19	0.754	17.676	93.032%	3.329	66.58%	0.99058	0.694
SP116784	1	0.07	1.972	197.2%	1.006	100.6%	4.27332	0.011
SP116896	14	0.552	18.597	132.836%	4.254	83.428%	1.54689	0.485
SP116824	35	0.924	28.582	81.663%	6.011	45.181%	0.65041	0.925
SP116881	9	0.365	14.988	166.533%	3.397	94.216%	1.9805	0.269
SP116812	43	0.856	27.86	64.791%	5.66	51.885%	0.4968	0.819
SP116915	78	0.932	44.014	56.428%	7.497	37.025%	0.31272	0.918
SP116786	66	0.908	40.035	60.659%	6.899	42.142%	0.42593	0.885
SP116851	15	0.816	16.06	107.067%	3.061	61.22%	0.91585	0.802
CPCT02220038T	1273	0.998	141.057	11.081%	33.482	6.453%	0.01583	0.998
CPCT02290013T	846	0.983	215.705	25.497%	52.587	19.26%	0.07522	0.982
