MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	3.78E-04	7.49E-05	1.99E-03	3.52E-03	5.67E-04	2.97E-04
1:Del:C:1	5.31E-04	4.55E-05	2.21E-03	4.51E-03	4.74E-04	1.73E-04
1:Del:C:2	2.28E-04	5.66E-05	1.59E-03	3.25E-03	1.76E-05	1.19E-04
1:Del:C:3	8.95E-05	4.30E-05	6.26E-04	1.21E-03	2.80E-05	8.36E-05
1:Del:C:4	1.15E-04	5.61E-05	4.52E-04	9.70E-04	1.77E-05	5.53E-05
1:Del:C:5	7.51E-05	1.12E-04	1.99E-04	5.08E-04	8.00E-05	8.24E-05
1:Del:T:0	2.50E-04	3.54E-05	5.95E-04	3.44E-04	3.87E-04	2.03E-04
1:Del:T:1	3.57E-03	3.85E-05	4.84E-06	1.52E-03	3.75E-04	7.06E-04
1:Del:T:2	1.05E-04	3.72E-05	2.62E-04	2.52E-04	2.52E-04	1.63E-04
1:Del:T:3	3.14E-04	5.05E-05	2.51E-04	2.83E-04	1.51E-04	2.00E-04
1:Del:T:4	1.53E-04	8.55E-05	1.44E-04	2.29E-04	6.64E-05	1.40E-04
1:Del:T:5	4.68E-04	8.73E-04	1.27E-03	7.12E-04	2.87E-04	9.46E-04
1:Ins:C:0	3.12E-04	3.37E-05	2.56E-04	9.29E-04	2.95E-04	5.07E-05
1:Ins:C:1	5.50E-05	1.52E-05	1.08E-04	2.71E-04	1.14E-04	7.44E-05
1:Ins:C:2	4.03E-05	5.50E-06	6.40E-05	1.86E-04	7.40E-05	2.20E-05
1:Ins:C:3	3.11E-05	1.16E-05	8.92E-05	2.08E-04	6.74E-05	4.52E-05
1:Ins:C:4	2.22E-05	2.32E-05	6.38E-05	1.81E-04	8.48E-05	1.61E-05
1:Ins:C:5	6.69E-05	6.64E-05	3.75E-04	3.44E-04	3.96E-04	5.37E-05
1:Ins:T:0	6.46E-04	3.32E-05	5.21E-04	1.46E-03	3.23E-04	1.27E-04
1:Ins:T:1	2.97E-04	1.01E-06	9.06E-04	2.44E-03	1.87E-04	1.01E-04
1:Ins:T:2	3.40E-04	4.82E-05	9.15E-04	2.28E-03	1.96E-04	7.40E-05
1:Ins:T:3	2.25E-04	3.51E-05	4.56E-04	1.11E-03	1.48E-04	5.65E-05
1:Ins:T:4	1.77E-04	3.75E-05	1.55E-04	5.70E-04	1.40E-04	6.27E-05
1:Ins:T:5	4.78E-04	8.42E-04	4.49E-03	1.53E-03	4.17E-03	3.80E-04
2:Del:R:0	7.40E-05	3.43E-05	1.34E-04	2.22E-04	1.18E-04	2.77E-04
2:Del:R:1	1.56E-04	7.95E-05	3.05E-05	3.34E-04	7.31E-05	1.09E-03
2:Del:R:2	5.65E-05	2.50E-05	1.28E-04	3.02E-04	2.38E-05	2.95E-04
2:Del:R:3	1.73E-05	3.10E-05	6.58E-05	1.33E-04	6.45E-05	1.51E-04
2:Del:R:4	2.08E-06	2.54E-05	4.40E-05	7.02E-05	2.99E-05	7.03E-05
2:Del:R:5	0.00E+00	5.95E-05	8.12E-05	1.54E-04	6.68E-05	7.70E-05
3:Del:R:0	1.56E-04	1.20E-05	1.38E-04	5.22E-04	1.04E-04	1.07E-04
3:Del:R:1	5.60E-05	3.49E-05	1.87E-04	1.44E-04	1.37E-04	4.24E-04
3:Del:R:2	1.30E-05	2.34E-05	7.56E-05	1.65E-05	4.89E-05	1.80E-04
3:Del:R:3	4.58E-06	1.20E-05	2.16E-05	1.84E-05	2.12E-05	8.43E-05
3:Del:R:4	9.68E-06	1.17E-05	2.10E-05	2.46E-05	2.09E-05	5.43E-05
3:Del:R:5	1.25E-05	1.59E-05	2.45E-05	3.42E-05	2.69E-05	4.89E-05
4:Del:R:0	1.16E-04	4.40E-06	9.90E-05	4.26E-04	1.06E-04	7.64E-05
4:Del:R:1	1.71E-05	3.34E-05	1.57E-04	6.85E-05	9.78E-05	2.85E-04
4:Del:R:2	9.33E-07	1.59E-05	5.62E-05	2.51E-05	5.32E-05	1.11E-04
4:Del:R:3	4.93E-06	1.37E-05	3.63E-05	3.04E-05	3.09E-05	6.80E-05
4:Del:R:4	2.17E-06	8.98E-06	2.53E-05	2.63E-05	2.02E-05	4.86E-05
4:Del:R:5	3.43E-06	1.18E-05	8.50E-06	1.19E-05	1.40E-05	4.08E-05
5:Del:R:0	2.26E-03	0.00E+00	9.80E-04	7.20E-03	1.19E-03	5.05E-04
5:Del:R:1	1.88E-04	2.31E-05	2.18E-04	5.77E-04	1.37E-04	1.29E-04
5:Del:R:2	7.59E-06	9.64E-06	4.93E-05	5.17E-05	3.77E-05	6.89E-05
5:Del:R:3	1.39E-06	7.65E-06	7.90E-06	7.23E-06	1.66E-05	3.23E-05
5:Del:R:4	6.08E-08	7.99E-06	2.63E-06	7.07E-07	1.09E-05	1.66E-05
5:Del:R:5	1.88E-06	3.89E-06	3.25E-06	4.53E-06	5.99E-06	1.78E-05
2:Ins:R:0	2.18E-04	3.19E-05	1.51E-04	4.39E-04	2.94E-04	6.68E-05
2:Ins:R:1	5.33E-05	7.66E-06	1.02E-04	1.14E-04	9.95E-05	6.78E-05
2:Ins:R:2	3.61E-05	1.50E-05	9.80E-05	8.51E-05	9.04E-05	5.00E-05
2:Ins:R:3	2.66E-05	1.59E-05	4.80E-05	9.17E-05	5.69E-05	1.79E-05
2:Ins:R:4	1.69E-05	2.62E-05	6.26E-05	6.35E-05	7.02E-05	1.22E-05
2:Ins:R:5	3.40E-05	9.68E-05	7.92E-04	2.79E-05	6.12E-04	4.57E-05
3:Ins:R:0	3.83E-05	6.03E-06	4.86E-05	8.12E-05	1.61E-04	3.74E-05
3:Ins:R:1	4.14E-05	2.14E-06	7.94E-05	1.15E-04	8.78E-05	6.39E-05
3:Ins:R:2	1.66E-05	6.92E-06	3.04E-05	3.18E-05	3.11E-05	2.46E-05
3:Ins:R:3	3.55E-06	3.96E-06	2.17E-05	3.94E-06	1.69E-05	1.64E-05
3:Ins:R:4	2.12E-06	6.70E-06	1.22E-05	1.15E-05	3.75E-06	1.80E-05
3:Ins:R:5	1.19E-05	2.01E-05	6.76E-05	1.64E-05	5.46E-05	2.77E-05
4:Ins:R:0	1.24E-04	2.09E-05	1.42E-05	1.76E-06	4.93E-04	1.27E-07
4:Ins:R:1	5.17E-05	1.10E-07	1.21E-04	1.37E-04	1.06E-04	7.81E-05
4:Ins:R:2	1.13E-05	4.69E-06	2.74E-05	1.43E-05	3.33E-05	2.73E-05
4:Ins:R:3	0.00E+00	6.75E-06	2.61E-05	8.87E-06	2.35E-05	1.66E-05
4:Ins:R:4	4.85E-06	9.04E-06	4.15E-05	2.03E-05	3.54E-05	6.07E-06
4:Ins:R:5	0.00E+00	1.37E-05	3.98E-05	1.11E-05	3.70E-05	7.02E-06
5:Ins:R:0	3.01E-05	1.37E-05	1.28E-05	9.19E-05	1.47E-03	3.05E-06
5:Ins:R:1	1.46E-04	1.05E-05	3.19E-04	8.30E-04	1.67E-04	1.27E-04
5:Ins:R:2	1.04E-05	2.03E-06	2.94E-05	3.10E-05	3.37E-05	2.42E-05
5:Ins:R:3	9.02E-06	2.98E-06	2.16E-05	2.59E-05	2.45E-05	1.06E-07
5:Ins:R:4	3.67E-06	4.25E-06	1.53E-05	1.29E-05	1.30E-05	1.97E-06
5:Ins:R:5	5.29E-06	9.07E-07	1.41E-05	1.35E-05	1.29E-05	9.08E-06
2:Del:M:1	1.02E-04	5.81E-05	1.64E-04	3.01E-04	1.47E-04	6.93E-04
3:Del:M:1	1.08E-04	1.34E-05	9.52E-05	3.40E-04	9.01E-05	9.92E-05
3:Del:M:2	7.72E-05	3.24E-05	1.82E-04	2.78E-04	1.10E-04	2.66E-04
4:Del:M:1	1.03E-04	2.02E-05	1.26E-04	3.40E-04	9.48E-05	9.27E-05
4:Del:M:2	7.96E-05	1.98E-05	1.28E-04	2.54E-04	9.11E-05	1.30E-04
4:Del:M:3	3.12E-05	2.29E-05	1.00E-04	8.43E-05	8.23E-05	1.97E-04
5:Del:M:1	1.61E-03	4.45E-05	8.68E-04	5.48E-03	8.45E-04	3.82E-04
5:Del:M:2	1.04E-03	4.10E-06	6.17E-04	3.64E-03	6.43E-04	3.08E-04
5:Del:M:3	5.40E-04	8.45E-06	3.71E-04	1.77E-03	2.73E-04	2.15E-04
5:Del:M:4	3.06E-04	5.23E-06	1.68E-04	9.46E-04	1.89E-04	1.47E-04
5:Del:M:5	7.52E-04	2.21E-05	3.51E-04	2.50E-03	2.98E-04	4.83E-04
