MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	0.05554993867874145	0.004750439347699285	0.05393738988786936	0.09048781029880047	0.006471494516008533	0.006397657698544208
1:Del:C:1	0.03007361540570855	0.00028296861675698894	0.03912473366537597	0.054456783793866634	0.010347556864144281	0.0034228069879463875
1:Del:C:2	0.009550823196768761	0.0007220948516260251	0.02299360316565071	0.0359464583452791	2.9241696897770452e-05	0.0015090875054011121
1:Del:C:3	0.006636404767632485	0.0038743214099667966	0.011765583164524286	0.01745497833006084	8.949392420618096e-05	0.0011843132802823674
1:Del:C:4	0.004770272043533624	0.009711408019065858	0.006586669495395654	0.008231786186734098	8.028050668144715e-05	0.0009858881887339522
1:Del:C:5	0.0020331258419901133	0.0366120733320713	0.0024419242723524802	0.00427439778455664	0.0007153481973500675	0.0016019661426798849
1:Del:T:0	0.040014945752918724	0.0006860888298069767	0.03443311221897602	0.059905936866998674	0.0073053986183822415	0.004011104097589851
1:Del:T:1	0.3481212759017944	0.0022045108780730516	4.838958848267793e-06	0.022129542543552816	0.0018500066362321377	0.00964899905375205
1:Del:T:2	0.029614522643387316	0.0018202317197574302	0.02164662452414632	0.03063526464626193	0.005678232063073665	0.00622662904439494
1:Del:T:3	0.05505253069102764	0.009349120948463678	0.020199310760945083	0.02911830063909292	0.0008939005607680883	0.0073546179989352825
1:Del:T:4	0.026952301096171142	0.032949736174196005	0.01649619210511446	0.018580448040738703	0.0003484262796519033	0.005661924768937752
1:Del:T:5	0.02980273261666298	0.6355581802129745	0.008373292269303079	0.005948986823204905	0.0015505625274820647	0.012744085257345921
1:Ins:C:0	0.02201792273670435	0.0011666058393166167	0.011747992145828903	0.011677714058896527	0.01570259132422507	0.0002833326412655879
1:Ins:C:1	0.005093946310225874	0.0003627641539060278	0.007079170779325068	0.0055232133739627895	0.006178118742536753	0.0013246066591818817
1:Ins:C:2	0.002271995678311214	2.864238425104304e-05	0.0040564390504732725	0.0025384614677750506	0.005980919455178082	0.00014158455901451815
1:Ins:C:3	0.0005751826006053307	0.00032353174616218895	0.004772224614862352	0.0032725056540220975	0.004698781201150268	0.0010732110511889913
1:Ins:C:4	0.0002815854670734552	0.002194012403488159	0.005240306123159826	0.0014862836179236182	0.0036062910727923734	5.737421559388167e-05
1:Ins:C:5	0.001978312061401084	0.013281006962060929	0.034562647473067046	0.0026183319035044408	0.01095786294201389	0.0008148779429393471
1:Ins:T:0	0.03906774364411831	0.0017282144870841875	0.009032330977643142	0.00996995146619156	0.026037043258547783	0.002418098399502924
1:Ins:T:1	0.013397350939922035	1.0114342876477167e-06	0.030423285011202096	0.02172704365570098	0.017467834474518894	0.002277285577438306
1:Ins:T:2	0.011840280429460108	0.0032635295088402926	0.016727109787461815	0.017875430227140898	0.006006909781135618	0.0010883881270092389
1:Ins:T:3	0.013739273697137833	0.00251385293668136	0.011914194968994707	0.011098918593488634	0.004123136745620286	0.00043808781753341464
1:Ins:T:4	0.011847814377397299	0.0036551424022763968	0.01338936734944582	0.005028861826649518	0.003153513859360828	0.0006655167262579198
1:Ins:T:5	0.03580859174951911	0.15634639844298362	0.4092918157577515	0.04145910248160362	0.051118861882714556	0.009135040771216154
2:Del:R:0	0.014228089740499853	0.0013468647035188041	0.009837621683254838	0.01612422529608011	0.0010937809515962726	0.05997750155627728
2:Del:R:1	0.0067923057987354695	0.0023631259513786063	7.54710066030384e-05	0.002979507027262116	0.00018398241107661306	0.2536591106653214
2:Del:R:2	0.0020589390641544015	0.001282703719334677	0.002035790457721305	0.0037666507554240526	0.00010857903327632812	0.061279270239174365
2:Del:R:3	0.00016010764832742554	0.0035687754768878224	0.0008332436015916756	0.000998441830270167	0.0036193503928370774	0.02016887431964278
