MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	1.76E-04	4.40E-04	2.74E-04	1.28E-05	1.15E-04	3.18E-05	2.90E-05	3.50E-04	1.98E-03	5.07E-04	2.89E-04
1:Del:C:1	2.91E-05	5.72E-05	5.74E-05	9.54E-06	4.87E-06	2.78E-05	1.20E-05	5.42E-04	4.36E-04	1.96E-04	2.32E-04
1:Del:C:2	1.65E-05	2.84E-05	3.42E-05	9.06E-06	1.43E-04	2.38E-05	1.13E-05	4.63E-04	2.01E-04	1.63E-04	2.00E-04
1:Del:C:3	1.14E-04	8.46E-05	1.90E-04	5.53E-06	8.22E-04	6.85E-05	7.01E-05	1.05E-04	2.03E-04	2.77E-04	7.79E-05
1:Del:C:4	3.66E-04	2.39E-04	4.96E-04	8.16E-06	2.36E-03	6.26E-05	1.95E-04	1.81E-04	3.52E-04	5.21E-04	6.96E-05
1:Del:C:5	6.95E-04	6.94E-04	1.05E-03	1.28E-05	4.85E-03	1.06E-04	5.84E-04	5.79E-04	2.56E-03	5.90E-04	7.45E-05
1:Del:T:0	9.12E-05	2.43E-04	1.07E-04	3.55E-06	8.36E-05	8.97E-06	2.12E-05	1.14E-04	1.38E-03	5.15E-04	6.20E-04
1:Del:T:1	4.30E-05	1.28E-04	6.02E-05	7.33E-07	1.99E-04	4.51E-05	2.33E-05	1.51E-04	2.40E-03	4.93E-04	1.59E-03
1:Del:T:2	6.23E-05	1.25E-04	7.53E-05	4.83E-05	3.70E-06	2.88E-04	1.21E-05	9.39E-05	1.12E-03	2.39E-04	7.92E-04
1:Del:T:3	2.14E-04	2.90E-04	3.79E-04	1.05E-04	2.72E-04	7.87E-04	4.11E-05	1.64E-04	1.34E-03	4.59E-04	3.53E-04
1:Del:T:4	6.18E-04	9.08E-04	1.36E-03	1.47E-04	1.56E-03	1.33E-03	2.54E-04	2.20E-04	7.40E-04	7.60E-04	4.29E-04
1:Del:T:5	1.93E-03	5.37E-03	8.10E-03	6.63E-04	1.32E-02	1.91E-03	5.60E-03	1.28E-04	1.22E-02	6.01E-03	2.73E-03
1:Ins:C:0	1.69E-05	4.65E-05	2.70E-05	1.01E-04	8.72E-05	1.05E-05	3.60E-05	6.88E-05	1.44E-04	1.46E-04	5.86E-03
1:Ins:C:1	7.10E-06	1.79E-05	1.71E-05	7.24E-06	2.26E-05	2.66E-06	3.12E-05	5.59E-05	7.51E-05	5.65E-05	1.23E-04
1:Ins:C:2	4.59E-06	9.66E-06	4.35E-06	5.38E-06	1.88E-05	1.10E-05	1.81E-05	4.11E-05	5.57E-05	7.11E-06	4.38E-05
1:Ins:C:3	6.83E-06	1.37E-05	1.04E-05	1.42E-05	6.82E-05	2.06E-05	3.35E-05	3.39E-05	7.91E-05	1.25E-05	4.34E-05
1:Ins:C:4	5.12E-05	5.95E-05	4.44E-05	0.00E+00	7.47E-04	4.97E-05	2.36E-03	4.28E-05	4.34E-06	7.12E-05	1.28E-04
1:Ins:C:5	1.61E-04	2.39E-04	1.96E-04	3.09E-04	1.18E-03	2.29E-04	1.60E-03	9.37E-05	1.74E-03	1.59E-04	8.34E-05
1:Ins:T:0	8.98E-05	2.63E-04	6.88E-05	7.52E-05	9.22E-05	4.87E-05	2.12E-05	7.88E-05	1.65E-03	7.31E-05	6.79E-04
1:Ins:T:1	1.29E-05	2.45E-05	1.34E-05	1.32E-05	4.85E-05	2.59E-06	2.74E-05	2.09E-04	2.30E-04	1.13E-04	1.04E-04
1:Ins:T:2	5.35E-05	8.37E-05	1.46E-04	7.06E-05	9.06E-04	0.00E+00	1.26E-04	1.44E-04	3.72E-04	0.00E+00	1.08E-04
1:Ins:T:3	2.58E-05	6.15E-05	6.15E-05	3.29E-05	4.70E-04	4.02E-05	6.24E-05	8.73E-05	2.68E-04	3.42E-05	3.25E-04
1:Ins:T:4	0.00E+00	3.99E-05	3.16E-05	4.02E-04	4.84E-04	2.44E-04	1.09E-03	5.74E-05	7.75E-05	1.88E-06	1.49E-03
1:Ins:T:5	1.49E-03	4.00E-03	3.62E-03	7.99E-04	8.45E-03	3.69E-03	3.41E-03	7.81E-04	2.54E-02	1.43E-03	2.35E-03
2:Del:R:0	8.98E-05	2.28E-04	2.10E-04	1.01E-06	2.52E-05	0.00E+00	1.87E-05	5.45E-05	9.31E-04	2.32E-04	1.36E-04
2:Del:R:1	5.30E-05	9.35E-05	1.27E-04	7.12E-06	3.78E-04	1.72E-05	3.47E-05	4.78E-05	4.58E-04	1.28E-03	1.62E-04
2:Del:R:2	3.38E-05	4.54E-05	5.27E-05	2.90E-06	1.60E-04	1.95E-05	1.28E-05	3.81E-05	2.58E-04	3.68E-04	3.33E-05
2:Del:R:3	4.85E-04	1.50E-04	6.59E-04	1.01E-05	7.61E-04	3.69E-05	4.13E-05	6.53E-05	9.31E-04	3.63E-04	0.00E+00
2:Del:R:4	1.62E-04	6.49E-05	4.45E-04	6.67E-06	7.02E-04	2.63E-05	6.16E-05	6.87E-05	6.70E-04	1.24E-04	7.61E-06
2:Del:R:5	4.96E-04	2.07E-04	2.31E-03	1.66E-05	1.45E-03	2.46E-05	1.90E-04	1.03E-04	2.62E-03	4.49E-04	6.88E-06
3:Del:R:0	4.23E-05	9.56E-05	1.37E-04	4.39E-07	1.01E-06	6.17E-08	7.77E-06	2.23E-05	3.68E-04	1.25E-04	8.89E-05
3:Del:R:1	4.90E-05	4.56E-05	1.19E-04	4.91E-06	4.17E-04	2.90E-05	2.87E-05	1.89E-05	9.76E-05	1.53E-03	1.06E-04
3:Del:R:2	1.98E-05	1.50E-05	4.17E-05	1.08E-06	1.50E-04	1.05E-05	1.04E-05	1.06E-05	3.64E-05	4.54E-04	2.46E-05
3:Del:R:3	8.13E-06	5.48E-06	2.73E-05	1.20E-06	5.12E-05	3.45E-06	4.92E-06	2.34E-06	3.66E-05	1.02E-04	8.70E-06
3:Del:R:4	8.77E-06	3.93E-06	3.17E-05	6.47E-07	3.46E-05	6.60E-06	4.29E-06	1.24E-11	3.73E-05	4.80E-05	1.62E-05
3:Del:R:5	1.98E-05	7.11E-06	9.53E-05	9.09E-07	5.90E-05	1.64E-06	8.18E-06	1.16E-11	1.05E-04	7.74E-05	1.17E-05
4:Del:R:0	1.60E-05	3.20E-05	5.82E-05	2.75E-06	5.61E-07	2.84E-06	3.22E-06	1.27E-05	1.90E-04	1.01E-04	1.14E-04
4:Del:R:1	2.85E-05	5.34E-05	6.20E-05	4.48E-06	1.95E-04	1.31E-05	1.40E-05	1.80E-05	2.22E-04	7.48E-04	7.55E-05
4:Del:R:2	2.20E-05	5.55E-05	7.72E-05	8.42E-07	5.97E-05	3.17E-06	6.33E-06	8.97E-06	2.16E-04	2.02E-04	1.94E-05
4:Del:R:3	3.04E-05	3.78E-05	1.52E-04	5.68E-07	3.52E-05	3.60E-06	5.00E-06	3.15E-06	1.64E-04	8.99E-05	2.44E-05
4:Del:R:4	4.77E-06	3.80E-06	2.35E-05	1.58E-06	2.48E-05	1.95E-06	3.28E-06	1.53E-06	2.32E-05	7.01E-05	3.09E-06
4:Del:R:5	1.71E-05	1.54E-05	9.15E-05	8.98E-07	3.00E-05	1.28E-07	5.52E-06	1.72E-11	8.49E-05	7.82E-05	2.78E-06
5:Del:R:0	2.93E-05	8.04E-05	2.87E-05	6.87E-06	1.56E-05	3.64E-06	3.01E-06	1.05E-04	2.60E-03	1.10E-03	1.95E-03
5:Del:R:1	1.58E-05	4.17E-05	2.63E-05	6.48E-07	2.91E-05	3.55E-06	5.00E-06	1.56E-05	2.93E-04	1.26E-04	1.94E-04
5:Del:R:2	8.05E-06	2.23E-05	2.76E-05	1.23E-06	1.42E-05	2.68E-06	3.78E-06	5.30E-06	9.79E-05	4.74E-05	3.34E-05
5:Del:R:3	4.19E-06	2.98E-06	1.67E-05	4.31E-07	1.44E-05	4.50E-07	2.51E-06	4.45E-07	2.36E-05	4.66E-05	1.21E-05
