MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
3:Ins:R:5	5.17E-05	7.22E-05	6.95E-05	2.60E-05	7.64E-05	4.01E-05	1.27E-04
4:Ins:R:0	8.78E-04	1.86E-04	2.39E-04	7.59E-04	1.80E-03	5.46E-04	6.63E-04
4:Ins:R:1	4.78E-04	1.90E-04	2.08E-04	2.27E-04	6.08E-04	1.77E-04	3.64E-04
4:Ins:R:2	2.29E-05	4.04E-05	4.18E-05	6.74E-05	6.95E-05	5.36E-05	9.19E-05
4:Ins:R:3	1.10E-06	2.81E-05	4.58E-05	4.75E-05	5.86E-05	2.27E-05	8.03E-05
4:Ins:R:4	1.46E-05	5.44E-05	3.34E-05	5.82E-05	7.58E-05	2.98E-05	9.36E-05
4:Ins:R:5	2.07E-05	6.37E-05	4.08E-05	3.32E-05	5.68E-05	1.40E-06	1.24E-04
5:Ins:R:0	1.48E-07	2.72E-08	4.37E-08	2.77E-03	8.59E-04	2.42E-07	5.79E-06
5:Ins:R:1	3.97E-04	2.34E-04	2.93E-04	3.26E-04	6.84E-04	4.82E-04	6.81E-04
5:Ins:R:2	5.59E-05	7.38E-05	6.64E-05	8.34E-05	1.40E-04	8.78E-05	1.73E-04
5:Ins:R:3	2.32E-05	4.06E-05	3.40E-05	3.07E-05	4.22E-05	1.38E-05	7.45E-05
5:Ins:R:4	1.84E-05	1.13E-05	4.07E-05	2.11E-06	4.50E-05	2.29E-05	4.25E-05
5:Ins:R:5	1.85E-06	2.22E-05	2.67E-05	1.31E-05	2.54E-05	3.21E-05	4.40E-05
2:Del:M:1	4.76E-04	2.60E-04	3.27E-04	3.94E-04	6.20E-04	4.26E-04	1.89E-03
3:Del:M:1	4.99E-04	1.43E-04	1.27E-04	7.28E-05	1.69E-04	4.17E-04	2.94E-04
3:Del:M:2	2.79E-04	1.92E-04	2.01E-04	9.53E-05	2.20E-04	2.43E-04	6.09E-04
4:Del:M:1	3.04E-04	1.90E-04	2.36E-05	1.68E-04	4.10E-04	3.05E-04	4.36E-04
4:Del:M:2	2.02E-04	1.48E-04	1.06E-04	1.39E-04	2.56E-04	2.33E-04	5.29E-04
4:Del:M:3	1.69E-04	2.13E-04	1.86E-04	1.08E-04	2.90E-04	2.00E-04	9.28E-04
5:Del:M:1	3.04E-03	4.56E-04	4.00E-04	1.34E-03	5.48E-04	1.72E-03	3.80E-04
5:Del:M:2	1.72E-03	2.73E-04	4.87E-04	4.34E-04	3.53E-04	2.61E-03	1.30E-04
5:Del:M:3	8.33E-04	8.91E-05	3.77E-04	1.17E-04	1.29E-04	2.56E-03	4.23E-04
5:Del:M:4	4.27E-04	1.65E-04	8.58E-05	1.81E-04	3.00E-04	1.35E-03	3.41E-04
5:Del:M:5	4.21E-04	2.23E-04	3.60E-04	3.44E-04	5.45E-04	1.73E-03	4.26E-04
