MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	2.04E-04	2.92E-03	9.06E-04	1.23E-03	3.47E-04	2.80E-03	2.86E-03	6.26E-03	2.66E-03	1.97E-03	6.43E-04	2.11E-03	5.34E-03	3.34E-03	1.55E-03	3.26E-03
1:Del:C:1	2.09E-05	1.23E-03	2.54E-04	8.68E-04	2.57E-04	1.39E-03	1.88E-03	3.48E-03	2.21E-03	9.05E-04	3.21E-04	9.56E-04	2.08E-03	2.00E-03	9.75E-04	2.36E-03
1:Del:C:2	3.27E-05	6.20E-04	2.45E-04	7.52E-04	2.40E-04	5.31E-04	9.22E-04	1.51E-03	1.18E-03	4.83E-04	2.07E-04	8.11E-04	1.59E-03	1.68E-03	6.07E-04	8.61E-04
1:Del:C:3	1.78E-04	8.17E-04	2.53E-04	2.59E-03	8.61E-04	6.32E-04	1.22E-03	7.37E-04	1.34E-03	3.50E-04	1.41E-04	3.93E-04	8.05E-04	9.97E-04	2.33E-04	1.27E-03
1:Del:C:4	5.40E-04	1.31E-03	1.03E-04	6.19E-03	1.73E-03	3.38E-03	1.69E-03	1.62E-03	2.14E-03	2.08E-04	1.11E-04	2.55E-04	5.72E-04	5.35E-04	1.30E-04	2.96E-03
1:Del:C:5	1.62E-03	2.30E-03	3.18E-04	1.31E-02	3.13E-03	4.88E-03	8.04E-03	8.24E-04	3.08E-03	2.42E-04	4.90E-05	0.00E+00	2.96E-04	3.58E-04	5.41E-04	3.63E-03
1:Del:T:0	6.92E-05	1.10E-03	1.32E-04	5.91E-04	1.90E-04	1.90E-03	1.56E-03	5.11E-03	2.60E-03	6.46E-04	3.55E-04	1.31E-03	2.76E-03	1.98E-03	8.07E-04	2.37E-03
1:Del:T:1	4.53E-05	6.27E-04	2.64E-04	5.98E-04	2.42E-04	9.17E-04	1.06E-03	3.15E-03	2.13E-03	2.06E-04	2.41E-04	1.05E-03	1.83E-03	1.55E-03	7.65E-04	1.21E-03
1:Del:T:2	1.07E-04	1.77E-03	3.94E-04	1.23E-03	3.25E-04	1.72E-03	1.12E-03	6.02E-03	1.65E-03	5.67E-04	3.04E-04	1.21E-03	1.89E-03	1.25E-03	7.93E-04	1.51E-03
1:Del:T:3	5.31E-04	5.72E-03	1.67E-04	1.54E-03	5.43E-04	3.89E-03	2.74E-03	1.17E-02	1.58E-03	5.78E-04	4.35E-04	7.83E-04	2.11E-03	1.04E-03	6.78E-04	2.09E-03
1:Del:T:4	1.32E-03	9.71E-03	1.43E-03	3.47E-03	9.42E-04	5.68E-03	3.41E-03	1.73E-02	2.68E-03	6.32E-05	4.95E-04	6.21E-04	2.66E-04	2.43E-04	5.77E-04	3.52E-03
1:Del:T:5	6.05E-03	1.18E-02	2.66E-03	4.71E-03	6.50E-03	2.48E-02	1.07E-02	8.61E-03	4.32E-03	6.96E-04	1.44E-03	2.17E-03	5.23E-03	4.69E-03	1.63E-03	2.17E-02
1:Ins:C:0	5.01E-05	4.78E-04	8.22E-04	3.63E-04	4.03E-04	2.12E-04	1.86E-04	5.90E-04	4.58E-04	3.73E-05	2.25E-04	1.52E-04	3.12E-04	2.03E-04	3.82E-03	5.86E-04
1:Ins:C:1	7.73E-06	1.34E-04	5.42E-05	2.28E-04	1.17E-04	3.42E-04	4.04E-04	6.48E-04	5.97E-04	3.50E-04	1.18E-04	3.14E-04	5.39E-04	7.61E-04	9.99E-04	4.73E-04
1:Ins:C:2	4.93E-06	9.64E-05	5.80E-05	2.06E-04	1.32E-04	1.61E-04	2.12E-04	3.43E-04	2.50E-04	2.06E-04	9.86E-05	2.37E-04	3.49E-04	3.21E-04	4.43E-04	2.32E-04
1:Ins:C:3	3.04E-05	1.67E-04	6.56E-05	6.32E-04	4.11E-04	2.22E-04	4.05E-04	3.88E-04	4.30E-04	2.27E-04	1.71E-05	2.32E-04	1.57E-04	4.66E-04	6.03E-04	5.49E-04
1:Ins:C:4	1.17E-04	3.79E-04	9.70E-05	2.92E-03	1.99E-03	1.12E-03	5.84E-04	7.28E-04	1.66E-03	1.35E-04	3.27E-05	2.18E-04	1.50E-04	7.28E-04	6.20E-04	2.50E-03
1:Ins:C:5	6.52E-04	2.16E-03	4.33E-04	9.41E-03	7.27E-03	1.47E-03	2.56E-03	1.96E-03	4.27E-03	4.80E-04	6.92E-05	4.38E-04	1.54E-04	3.55E-03	1.94E-03	9.93E-03
1:Ins:T:0	4.51E-05	4.61E-04	2.85E-04	4.17E-04	2.88E-04	1.14E-03	1.16E-03	1.07E-03	1.04E-03	6.53E-04	1.83E-04	5.37E-04	1.06E-03	1.47E-03	1.41E-03	1.34E-03
1:Ins:T:1	2.12E-05	6.98E-04	2.14E-04	6.93E-04	3.08E-04	1.03E-03	7.09E-04	1.33E-03	1.63E-03	6.72E-04	1.85E-04	1.19E-03	1.30E-03	4.06E-03	1.02E-03	1.43E-03
1:Ins:T:2	2.19E-05	6.51E-04	3.81E-04	2.26E-03	1.79E-03	3.00E-04	6.07E-04	6.60E-04	1.34E-03	2.80E-04	1.08E-04	8.13E-04	8.03E-04	3.26E-03	9.82E-04	2.26E-03
1:Ins:T:3	8.78E-05	3.04E-04	3.07E-04	1.19E-03	7.86E-04	3.67E-04	4.49E-04	7.08E-04	8.12E-04	7.74E-05	3.45E-05	5.87E-04	5.62E-04	1.70E-03	5.81E-04	1.22E-03
1:Ins:T:4	1.18E-04	1.15E-03	1.11E-03	1.77E-03	1.25E-03	9.94E-04	8.08E-04	3.09E-03	8.57E-04	2.42E-04	2.39E-05	2.50E-04	1.22E-04	9.52E-04	3.48E-04	1.17E-03
1:Ins:T:5	2.86E-03	1.50E-02	7.01E-03	1.54E-02	1.71E-02	9.36E-03	8.06E-03	7.57E-03	1.62E-02	5.23E-03	1.35E-03	3.45E-03	3.82E-03	7.36E-03	4.71E-03	1.19E-02
2:Del:R:0	1.07E-04	8.80E-04	1.20E-04	5.74E-04	2.00E-04	1.15E-03	1.26E-03	1.72E-03	1.33E-03	3.61E-04	1.93E-04	7.45E-04	9.46E-04	1.38E-03	6.26E-04	1.54E-03
2:Del:R:1	3.52E-04	1.63E-03	5.19E-04	2.22E-03	1.08E-03	1.99E-03	1.73E-03	3.30E-03	2.68E-03	6.24E-04	2.30E-04	7.15E-04	1.48E-03	1.07E-03	9.44E-04	3.41E-03
2:Del:R:2	2.29E-04	4.90E-04	1.05E-04	9.04E-04	2.49E-04	6.97E-04	8.00E-04	1.09E-03	7.79E-04	3.19E-04	8.21E-05	3.48E-04	6.20E-04	5.31E-04	3.89E-04	8.90E-04
2:Del:R:3	1.17E-03	2.40E-03	1.53E-04	3.41E-03	2.74E-04	7.79E-03	3.29E-03	5.85E-03	3.28E-03	1.93E-04	6.42E-05	1.11E-04	2.38E-04	1.95E-04	9.22E-05	8.88E-03
2:Del:R:4	1.28E-03	2.07E-03	3.41E-04	1.17E-03	3.02E-04	2.14E-03	3.02E-03	1.76E-04	5.14E-04	5.49E-05	3.02E-05	2.94E-05	0.00E+00	5.19E-05	1.00E-04	6.44E-04
2:Del:R:5	2.21E-03	1.70E-03	4.87E-04	1.51E-03	2.38E-04	4.37E-03	1.19E-02	5.99E-04	2.10E-03	2.02E-04	9.78E-06	3.72E-05	9.28E-05	4.98E-05	1.56E-04	2.16E-03
3:Del:R:0	2.23E-05	1.78E-04	4.59E-05	7.05E-05	4.40E-05	3.91E-04	5.01E-04	7.12E-04	5.22E-04	3.83E-04	1.22E-04	5.15E-04	5.10E-04	3.52E-04	2.98E-04	4.27E-04
3:Del:R:1	1.17E-04	1.68E-03	3.99E-04	1.94E-03	9.84E-04	1.90E-03	1.63E-03	3.70E-03	3.22E-03	2.87E-04	1.80E-04	6.58E-04	1.70E-03	1.15E-03	4.75E-04	3.89E-03
3:Del:R:2	1.15E-04	4.57E-04	1.35E-04	8.73E-04	2.13E-04	5.54E-04	6.48E-04	9.18E-04	9.48E-04	2.48E-04	8.92E-05	1.43E-04	3.94E-04	1.59E-04	2.14E-04	1.29E-03
3:Del:R:3	7.22E-05	2.42E-04	1.34E-04	1.79E-04	1.24E-04	1.31E-04	2.86E-04	2.90E-04	3.68E-04	1.67E-04	1.82E-05	2.07E-05	2.16E-04	1.22E-04	1.84E-04	3.10E-04
3:Del:R:4	4.96E-05	8.63E-05	4.59E-05	1.79E-04	9.52E-05	1.57E-04	3.12E-04	4.55E-04	3.43E-04	4.28E-06	2.13E-05	2.03E-05	3.11E-04	2.06E-04	1.14E-09	2.14E-04
3:Del:R:5	9.07E-05	1.06E-04	8.94E-05	9.37E-05	1.65E-05	2.04E-04	6.42E-04	4.04E-04	3.56E-04	0.00E+00	0.00E+00	1.40E-47	3.35E-04	6.41E-05	5.79E-10	2.12E-04
4:Del:R:0	1.68E-05	2.10E-04	3.60E-05	1.03E-04	8.98E-05	1.63E-04	1.61E-04	5.70E-04	6.02E-04	3.36E-04	1.09E-04	4.59E-04	1.59E-04	6.98E-04	3.62E-04	3.39E-04
4:Del:R:1	9.53E-05	9.99E-04	3.40E-04	1.19E-03	3.64E-04	1.41E-03	1.33E-03	2.41E-03	1.82E-03	5.21E-04	1.49E-04	2.59E-04	1.15E-03	7.82E-04	5.60E-04	2.60E-03
4:Del:R:2	6.59E-05	3.07E-04	7.92E-05	2.20E-04	8.07E-05	4.39E-04	3.42E-04	6.67E-04	6.91E-04	2.10E-04	9.21E-05	1.53E-04	4.48E-04	2.73E-04	2.37E-04	7.14E-04
4:Del:R:3	5.61E-05	1.78E-04	7.08E-05	1.23E-04	1.13E-04	2.74E-04	4.97E-04	4.37E-04	4.27E-04	3.28E-05	4.79E-05	3.21E-05	2.50E-04	9.36E-05	3.20E-07	4.18E-04
4:Del:R:4	1.93E-05	8.66E-05	1.24E-05	1.89E-04	5.35E-05	1.58E-04	2.57E-04	3.29E-04	2.77E-04	5.88E-05	3.11E-05	0.00E+00	3.07E-04	1.24E-04	1.10E-04	1.92E-04
4:Del:R:5	5.49E-05	7.87E-05	4.27E-05	9.15E-05	2.89E-05	1.27E-04	4.88E-04	7.00E-05	1.01E-04	0.00E+00	2.61E-05	1.90E-05	3.18E-05	0.00E+00	1.47E-09	5.60E-05
5:Del:R:0	8.41E-06	1.89E-04	8.54E-05	1.79E-04	1.37E-04	6.08E-04	3.16E-04	1.45E-03	1.70E-03	1.82E-03	5.95E-04	2.10E-03	1.18E-03	1.41E-03	1.66E-04	1.22E-03
5:Del:R:1	1.18E-05	2.39E-04	2.72E-04	2.72E-04	6.47E-05	5.51E-04	4.22E-04	9.87E-04	6.55E-04	4.60E-04	1.25E-04	1.46E-04	7.51E-04	6.22E-04	3.48E-04	7.66E-04
5:Del:R:2	9.01E-06	1.38E-04	6.12E-06	6.87E-05	4.90E-05	1.18E-04	1.66E-04	1.95E-04	2.84E-04	2.20E-04	4.90E-05	3.62E-05	6.57E-05	1.33E-04	7.59E-05	2.32E-04
5:Del:R:3	2.18E-05	5.49E-05	2.58E-05	9.49E-05	4.24E-05	7.21E-05	1.63E-04	1.18E-04	1.26E-04	7.37E-05	2.78E-05	4.17E-05	5.72E-05	1.66E-04	1.12E-09	1.21E-04
5:Del:R:4	1.01E-05	1.10E-05	1.04E-05	4.16E-05	1.92E-05	3.26E-05	3.22E-05	2.27E-05	4.46E-05	1.60E-05	0.00E+00	1.92E-10	2.04E-05	2.56E-05	2.55E-06	4.11E-05
