Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP123975	1888	0	28	0	52	0	22	0	0	0	0	0	3	0	25	46	24	0	69	54
SP124044	0	8	0	0	6	0	0	0	26	0	0	0	0	0	0	5	5	0	12	5
SP123972	45	12	15	0	55	0	0	12	52	53	11	11	2	0	81	0	0	0	29	35
SP123850	5	0	0	0	2	8	11	24	0	1	2	0	4	0	14	7	20	0	43	0
SP123902	6	0	0	0	8	0	28	14	6	17	0	13	0	0	9	17	9	1	28	3
SP123884	5	37	0	0	4	0	65	0	0	12	0	0	2	0	0	10	51	0	31	2
SP123964	3	1	0	0	2	51	2	6	0	1	4	15	1	0	0	8	0	3	40	0
SP123995	2	0	0	50	3	2	0	0	0	0	0	0	0	0	15	10	12	2	39	3
SP123846	3	3	0	9	4	2	13	4	0	0	0	14	1	0	1	31	5	21	61	4
SP124003	6	1	0	0	7	1	18	15	0	0	0	4	4	3	7	3	0	0	24	0
SP123876	4	2	15	9	7	16	0	7	0	0	0	38	0	0	0	0	0	1	34	0
SP123878	5	0	0	12	6	0	11	1	10	18	0	4	4	0	0	5	5	0	6	4
SP123842	2	6	20	0	0	0	32	0	0	21	0	0	1	0	1	0	4	0	12	0
SP123900	2	0	21	28	2	0	0	0	35	0	0	0	3	2	5	3	35	4	3	0
SP123978	3	0	4	4	1	2	0	0	0	23	4	0	0	0	4	3	0	11	4	2
SP123897	3	0	12	0	11	0	6	8	0	11	0	2	0	0	2	13	12	0	12	0
SP124013	2	0	13	22	5	0	7	7	11	0	0	0	2	0	11	2	0	0	43	0
SP124021	2	0	0	0	5	0	8	9	29	3	0	2	0	0	0	5	0	1	24	1
SP123852	9	0	23	0	5	0	0	2	0	0	0	0	3	29	3	9	20	0	16	2
SP123998	0	0	0	0	20	0	12	0	0	20	0	5	7	29	13	7	31	9	7	10
SP123967	4	2	0	27	0	0	0	10	5	0	0	25	0	0	9	6	1	0	7	0
SP123988	11	13	55	38	6	31	6	20	0	0	0	28	0	0	30	19	11	10	13	0
SP123984	6	20	0	0	3	7	2	9	3	7	0	7	2	0	10	4	0	0	22	1
