Samples	ID83A	ID83B	ID83C
SP24708	1.01E+00	1.28E+00	1.18E+00
SP24301	1.45E+00	1.77E+00	1.62E+00
SP27201	1.24E+00	1.77E+00	1.29E+00
SP28791	5.87E-01	8.61E-01	6.83E-01
SP23739	7.39E-01	8.19E-01	8.24E-01
SP24702	1.24E+00	1.21E+00	1.32E+00
SP25332	6.37E-01	7.45E-01	6.48E-01
SP28335	7.37E-01	9.76E-01	8.36E-01
SP26709	9.39E-01	8.68E-01	9.94E-01
SP25350	1.03E+00	1.28E+00	1.14E+00
SP25380	1.22E+00	1.78E+00	1.26E+00
SP24565	4.12E-01	7.54E-01	7.15E-01
SP25833	1.09E+00	1.11E+00	1.12E+00
SP25905	5.91E-01	7.19E-01	5.59E-01
SP26439	6.31E-01	7.20E-01	7.08E-01
SP24236	1.17E+00	1.59E+00	1.30E+00
SP23925	5.51E-01	1.85E+00	1.75E+00
SP24815	1.10E+00	1.80E+00	1.54E+00
SP27957	9.92E-01	1.09E+00	8.92E-01
SP27603	8.69E-01	1.23E+00	1.06E+00
SP27825	1.13E+00	1.46E+00	1.18E+00
SP24135	9.51E-01	1.51E+00	1.42E+00
SP26499	7.73E-01	9.86E-01	9.00E-01
SP25518	1.17E+00	1.63E+00	1.37E+00
SP28659	1.17E+00	1.66E+00	1.63E+00
SP23622	9.62E-01	1.17E+00	9.80E-01
SP27939	7.51E-01	1.08E+00	9.87E-01
SP23754	5.40E-01	8.14E-01	6.73E-01
SP29697	1.05E+00	1.13E+00	1.07E+00
SP27339	8.51E-01	1.07E+00	1.03E+00
SP29559	9.79E-01	9.62E-01	1.19E+00
SP29331	9.30E-01	1.26E+00	1.23E+00
SP26475	1.09E+00	1.20E+00	1.10E+00
SP23775	1.10E+00	1.56E+00	1.58E+00
SP28275	7.36E-01	8.07E-01	9.87E-01
SP28581	1.09E+00	1.40E+00	1.09E+00
SP23639	1.03E+00	1.34E+00	1.14E+00
SP24391	9.69E-01	1.30E+00	1.21E+00
SP28041	1.15E+00	1.59E+00	1.53E+00
SP25494	1.55E+00	2.22E+00	2.13E+00
SP26649	9.19E-01	1.25E+00	1.09E+00
SP78927	4.69E-01	3.35E-01	3.91E-01
SP78913	3.71E-01	3.34E-01	4.19E-01
SP107375	7.40E-01	6.31E-01	7.68E-01
SP107408	1.03E+00	1.11E+00	8.05E-01
SP107439	9.40E-01	4.97E-01	9.74E-01
SP78816	3.39E-01	2.09E-01	3.20E-01
SP78663	7.94E-01	4.04E-01	7.35E-01
SP78709	6.00E-01	4.30E-01	4.85E-01
SP107462	7.95E-01	5.55E-01	5.74E-01
SP78951	6.35E-01	5.70E-01	5.26E-01
SP107435	8.98E-01	7.39E-01	8.11E-01
SP78679	8.89E-01	1.03E+00	8.51E-01
SP107360	1.11E+00	1.01E+00	8.32E-01
SP78819	3.87E-01	3.66E-01	3.79E-01
SP78821	6.19E-01	4.61E-01	6.88E-01
SP107552	3.99E-01	2.02E-01	4.06E-01
SP78865	4.14E-01	2.57E-01	4.42E-01
SP107470	8.52E-01	8.67E-01	5.00E-01
SP78673	2.42E-01	2.64E-01	3.23E-01
SP78824	4.01E-01	2.89E-01	3.16E-01
SP107550	5.70E-01	4.80E-01	4.22E-01
SP78718	9.62E-01	9.21E-01	5.42E-01
SP107451	5.47E-01	4.26E-01	4.36E-01
SP107557	5.29E-01	3.65E-01	4.89E-01
SP107358	4.85E-01	4.56E-01	4.73E-01
SP78731	5.35E-01	3.70E-01	3.85E-01
SP107455	4.24E-01	3.55E-01	3.57E-01
SP107549	4.61E-01	3.35E-01	4.14E-01
SP78814	5.67E-01	4.28E-01	5.85E-01
SP107357	1.29E+00	1.38E+00	1.19E+00
SP78919	4.95E-01	3.36E-01	4.73E-01
