Samples	ID83A	ID83B	ID83C
SP24708	63	105	257
SP24301	137	148	356
SP27201	52	175	270
SP28791	20	38	109
SP23739	36	41	176
SP24702	127	106	250
SP25332	26	32	96
SP28335	24	58	230
SP26709	89	41	102
SP25350	39	100	304
SP25380	59	157	288
SP24565	8	30	199
SP25833	100	60	251
SP25905	10	33	165
SP26439	24	32	105
SP24236	54	185	364
SP23925	4	286	1467
SP24815	66	164	346
SP27957	44	103	228
SP27603	33	74	272
SP27825	58	151	309
SP24135	34	149	881
SP26499	40	55	154
SP25518	58	149	350
SP28659	82	179	930
SP23622	35	93	264
SP27939	47	54	215
SP23754	10	32	87
SP29697	69	79	165
SP27339	48	65	199
SP29559	61	29	724
SP29331	31	129	293
SP26475	90	99	218
SP23775	48	140	832
SP28275	49	38	201
SP28581	53	118	250
SP23639	58	111	304
SP24391	67	87	272
SP28041	77	177	283
SP25494	120	277	1559
SP26649	55	88	293
SP78927	42	7	14
SP78913	23	4	24
SP107375	68	20	107
SP107408	178	70	72
SP107439	39	17	231
SP78816	32	3	9
SP78663	138	8	65
SP78709	94	9	28
SP107462	179	13	31
SP78951	59	14	40
SP107435	99	32	68
SP78679	61	76	82
SP107360	156	64	78
SP78819	12	8	15
SP78821	63	14	64
SP107552	47	1	23
SP78865	32	4	29
SP107470	78	43	23
SP78673	3	8	36
SP78824	25	5	21
SP107550	34	14	14
SP78718	207	46	21
SP107451	59	11	20
SP107557	57	9	13
SP107358	26	10	57
SP78731	39	7	18
SP107455	34	7	17
SP107549	36	9	11
SP78814	45	7	61
SP107357	231	114	151
SP78919	70	6	36
SP107453	52	20	28
SP78719	4	6	4
SP78662	12	6	17
SP107457	136	5	44
SP107404	119	85	75
SP78714	41	20	23
SP107454	44	9	16
SP107359	166	85	105
SP78664	85	4	24
SP78931	80	16	7
SP78815	27	5	16
SP107466	86	47	69
SP78901	198	22	11
SP107384	172	78	490
SP107467	11	6	32
SP78680	30	3	12
SP78672	33	4	16
SP107365	59	25	60
SP78660	34	7	17
SP78659	15	20	18
SP107449	37	9	50
SP78813	47	9	28
SP78953	22	6	5
SP78804	70	4	58
SP107460	32	35	39
SP107548	99	0	34
SP78730	110	47	44
SP78727	70	14	26
SP78822	134	39	113
SP78818	72	11	18
SP78923	23	3	12
SP107405	173	66	120
SP107437	81	112	59
SP78675	77	12	37
SP107371	141	96	311
SP107556	128	24	38
SP78807	35	15	35
SP78945	67	3	20
SP107480	34	15	21
SP107448	52	5	32
SP107436	96	9	33
SP79150	3	4	13
SP107546	181	60	26
SP107459	43	29	39
SP78823	14	2	6
SP78666	51	10	20
SP78721	24	8	10
SP78665	144	9	30
SP78935	77	15	32
SP107458	235	25	77
SP79160	82	2	18
SP107479	104	10	24
SP107377	146	41	71
SP78937	145	33	123
SP107444	49	5	26
SP79144	103	14	76
SP107469	18	1	10
SP107373	143	23	122
SP107406	134	55	688
SP107369	185	103	107
SP107403	252	108	184
SP107363	157	82	152
SP78955	51	1	12
SP78711	0	0	2
SP78677	22	13	17
SP78805	103	0	38
SP107461	30	2	22
SP107472	12	10	16
SP107356	71	37	87
SP78825	29	20	37
SP107468	60	8	27
SP78851	387	40	127
SP78726	26	16	65
SP107379	246	147	154
SP107474	65	15	37
SP107438	36	5	47
SP107478	90	6	40
SP78716	164	88	69
SP78676	115	47	28
SP107443	11	0	6
SP107361	192	105	137
SP107464	145	60	92
SP78717	6	8	11
SP78671	53	7	36
SP78817	22	14	14
SP107381	129	75	72
SP107463	162	67	76
SP107477	99	11	33
SP78661	87	38	55
SP78939	40	10	18
SP78674	210	21	38
SP107553	7	4	10
SP107555	88	14	47
SP107446	33	13	25
SP78713	260	70	48
SP78720	44	10	36
SP78947	51	7	23
SP78875	25	5	17
SP107554	195	10	67
SP107407	206	139	141
SP78820	81	8	36
SP78668	5	10	12
SP107547	42	1	14
SP79148	243	64	28
SP107386	254	71	79
SP78921	128	17	38
SP107545	57	7	38
SP107440	55	18	24
SP79066	17	10	35
SP107473	67	7	32
SP107362	112	42	88
SP78722	12	3	11
SP78729	134	5	15
SP107441	115	11	42
SP78873	69	3	26
SP47708	80	25	134
SP47990	22	16	106
SP48414	26	16	108
SP48135	74	87	201
SP47652	28	18	71
SP48888	27	2	46
SP48426	3	0	20
SP48480	91	36	183
SP48263	12	4	66
SP47628	3	6	49
SP47808	48	41	120
SP48850	21	69	284
SP48189	43	88	342
SP48073	37	29	89
SP48008	7	75	504
SP48504	20	67	305
SP48534	76	29	133
SP48010	27	14	96
SP79365	3	7	1
SP79237	0	8	5
SP79462	2	0	11
SP79201	4	0	17
SP79371	5	0	6
SP79439	0	0	7
SP79175	0	0	4
SP79354	1	0	9
SP79184	2	2	7
SP79312	3	8	7
SP79252	0	4	5
SP79294	4	5	13
SP79246	5	4	11
SP79458	0	3	13
SP79222	6	3	25
SP79178	0	3	5
SP79474	2	7	1
SP79387	0	0	4
SP79306	2	0	16
SP79270	1	2	10
SP79210	0	3	0
SP79427	2	0	4
SP79297	5	0	15
SP79368	4	0	5
SP79351	4	2	5
SP79300	1	2	1
SP79435	2	2	6
SP79288	1	0	8
SP79447	0	0	8
SP79403	0	3	1
SP79377	1	4	7
SP79327	1	0	1
SP79324	0	1	2
SP79359	0	1	4
SP79330	1	0	3
SP79391	1	8	19
SP79399	2	0	4
SP79243	0	1	0
SP79192	1	2	0
SP79395	5	2	27
SP79195	3	0	5
SP79318	0	0	7
SP79282	3	2	14
SP79261	0	0	2
SP79228	3	3	3
SP79431	4	3	4
SP79172	1	3	8
SP79234	3	5	24
SP79345	0	3	3
SP79342	2	5	3
SP79415	4	2	15
SP79407	5	5	8
SP79374	2	0	1
SP79291	4	0	0
SP79336	6	2	30
SP79380	3	2	7
SP79455	7	4	16
SP79181	0	2	5
SP79207	4	2	2
SP79190	1	0	14
SP79303	2	0	5
SP79258	1	2	3
SP79249	3	0	9
SP79321	0	4	3
SP79423	0	6	7
SP79219	4	0	6
SP79240	0	1	4
SP79255	3	0	4
SP79466	0	0	2
SP79357	0	0	1
SP79443	0	0	9
SP79285	13	7	14
SP79470	6	2	10
SP79309	2	2	2
SP79383	0	3	16
SP79187	10	2	12
SP79315	1	2	0
SP79264	3	0	10
SP79333	14	4	23
SP79204	2	4	10
SP79419	1	3	9
SP79198	2	7	16
SP79339	1	2	5
SP79411	0	0	4
SP79279	5	4	5
SP79451	0	0	2
SP79231	3	5	12
SP79225	0	2	1
SP79267	2	2	7
CPCT02030434T	61	176	369
CPCT02060161T	29	37	243
CPCT02030441T	134	141	506
CPCT02030426T	80	178	437
CPCT02100147T	52	152	401
CPCT02030445T	90	92	346
CPCT02060147T	5	134	895
CPCT02030453T	48	215	455
CPCT02090038T	71	31	392
CPCT02100151T	75	163	273
CPCT02100159T	40	131	351
CPCT02030465T	148	94	403
CPCT02100166T	306	1546	616
CPCT02070311T	3	35	743
CPCT02030467T	74	154	480
CPCT02060225T	77	236	869
CPCT02060224T	8	35	485
CPCT02030466T	10	39	242
CPCT02070341T	154	114	724
CPCT02080225T	75	144	927
CPCT02030476T	35	236	651
CPCT02070351T	37	40	235
CPCT02070353T	96	159	335
CPCT02060247T	68	115	310
CPCT02060257T	123	24	410
CPCT02030506T	49	107	365
CPCT02050390T	151	247	1009
CPCT02030483T	46	158	363
CPCT02030487T	47	158	409
CPCT02070373T	42	386	1262
CPCT02050396T	98	1772	1041
CPCT02030510T	88	48	316
CPCT02030516T	46	158	555
CPCT02030537T	161	142	469
CPCT02030529T	74	93	326
CPCT02060246T	0	421	1397
CPCT02030532T	105358	5232	6
DRUP01060020T	98	118	835
CPCT02060264T	47	100	403
CPCT02030399T	57	155	369
CPCT02050254T	28	97	413
CPCT02030392T	5186	20065	1132
CPCT02030397T	132	79	354
CPCT02100121T	82	145	469
CPCT02100116T	119	266	1116
CPCT02030385T	95	118	909
CPCT02030387T	90	102	568
CPCT02080162T	4026	7069	453
CPCT02100122T	75	83	291
CPCT02030386T	31	178	371
CPCT02030400T	73	207	555
CPCT02030396T	89	136	483
CPCT02050176T	122	82	1060
CPCT02100081T	167	107	412
CPCT02100084T	46	185	522
DRUP01050008T	41	23	550
CPCT02100085T	134	141	295
CPCT02100092T	34	156	365
CPCT02100090T	74	145	419
CPCT02100094T	37	38	171
CPCT02100089T	0	261	831
CPCT02100101T	10417	4611	101
CPCT02100095T	52	45	244
CPCT02030368T	76	179	548
CPCT02030369T	48	115	449
CPCT02100108T	51	82	348
CPCT02030375T	120	124	405
CPCT02030377T	26	21	234
CPCT02030374T	41	92	335
DRUP01050003T	103175	1766	0
CPCT02330058T	120	160	689
CPCT02030417T	26	167	422
CPCT02100129T	58	53	303
CPCT02100134T	19	88	445
CPCT02030410T	23	133	480
CPCT02030421T	80	151	543
CPCT02030430T	1804	13257	0
CPCT02030416T	66	146	311
