MutationType	ID83A	ID83B
1:Del:C:0	5.30E-05	3.59E-04
1:Del:C:1	2.91E-05	1.75E-04
1:Del:C:2	2.45E-05	1.09E-04
1:Del:C:3	3.20E-05	7.86E-05
1:Del:C:4	2.94E-05	6.84E-05
1:Del:C:5	3.74E-05	6.93E-05
1:Del:T:0	3.97E-05	2.54E-04
1:Del:T:1	2.26E-05	1.77E-04
1:Del:T:2	4.01E-05	1.76E-04
1:Del:T:3	5.52E-05	1.79E-04
1:Del:T:4	8.04E-05	1.84E-04
1:Del:T:5	3.32E-04	1.39E-03
1:Ins:C:0	4.73E-05	1.08E-04
1:Ins:C:1	2.12E-05	5.48E-05
1:Ins:C:2	1.01E-05	4.14E-05
1:Ins:C:3	1.67E-05	3.87E-05
1:Ins:C:4	2.07E-05	3.97E-05
1:Ins:C:5	6.28E-05	1.27E-04
1:Ins:T:0	4.27E-05	1.20E-04
1:Ins:T:1	2.13E-05	1.02E-04
1:Ins:T:2	3.41E-05	9.08E-05
1:Ins:T:3	3.45E-05	7.15E-05
1:Ins:T:4	5.95E-05	1.22E-04
1:Ins:T:5	2.64E-04	1.52E-03
2:Del:R:0	1.45E-05	1.17E-04
2:Del:R:1	5.99E-05	1.96E-04
2:Del:R:2	2.38E-05	8.67E-05
2:Del:R:3	1.71E-05	4.16E-05
2:Del:R:4	1.24E-05	2.35E-05
2:Del:R:5	1.54E-05	1.44E-05
3:Del:R:0	1.18E-05	5.12E-05
3:Del:R:1	5.91E-05	1.60E-04
3:Del:R:2	2.98E-05	8.80E-05
3:Del:R:3	1.37E-05	3.46E-05
3:Del:R:4	9.42E-06	2.43E-05
3:Del:R:5	6.46E-06	1.87E-05
4:Del:R:0	9.30E-06	4.80E-05
4:Del:R:1	3.97E-05	1.57E-04
4:Del:R:2	2.53E-05	7.67E-05
4:Del:R:3	4.85E-06	3.32E-05
4:Del:R:4	4.49E-06	1.90E-05
4:Del:R:5	7.67E-06	1.66E-05
5:Del:R:0	1.82E-05	1.85E-04
5:Del:R:1	2.77E-05	8.92E-05
5:Del:R:2	1.81E-05	4.82E-05
5:Del:R:3	9.25E-06	2.26E-05
5:Del:R:4	4.50E-06	9.73E-06
5:Del:R:5	3.58E-06	5.38E-06
2:Ins:R:0	2.89E-05	6.70E-05
2:Ins:R:1	2.44E-05	6.20E-05
2:Ins:R:2	1.74E-05	4.50E-05
2:Ins:R:3	1.16E-05	2.39E-05
2:Ins:R:4	2.10E-05	4.20E-05
2:Ins:R:5	5.14E-05	1.05E-04
3:Ins:R:0	1.92E-05	4.60E-05
3:Ins:R:1	2.30E-05	6.03E-05
3:Ins:R:2	1.10E-05	2.87E-05
3:Ins:R:3	3.44E-06	3.19E-06
3:Ins:R:4	4.41E-06	1.03E-05
3:Ins:R:5	1.29E-05	2.68E-05
4:Ins:R:0	1.77E-05	4.64E-05
4:Ins:R:1	3.00E-05	6.94E-05
4:Ins:R:2	4.98E-06	1.85E-05
4:Ins:R:3	6.02E-06	6.77E-06
4:Ins:R:4	1.03E-05	2.20E-05
4:Ins:R:5	1.84E-05	4.05E-05
5:Ins:R:0	7.52E-05	2.11E-04
5:Ins:R:1	4.01E-05	1.05E-04
5:Ins:R:2	9.49E-06	2.84E-05
5:Ins:R:3	7.45E-06	1.46E-05
5:Ins:R:4	5.97E-06	1.36E-05
5:Ins:R:5	5.88E-06	1.20E-05
2:Del:M:1	4.22E-05	1.59E-04
3:Del:M:1	6.64E-06	4.56E-05
3:Del:M:2	3.67E-05	1.08E-04
4:Del:M:1	9.37E-06	4.94E-05
4:Del:M:2	1.07E-05	7.72E-05
4:Del:M:3	2.48E-05	1.10E-04
5:Del:M:1	1.92E-05	1.75E-04
5:Del:M:2	2.57E-05	1.48E-04
5:Del:M:3	2.28E-05	1.07E-04
5:Del:M:4	2.36E-05	8.27E-05
5:Del:M:5	3.46E-05	9.81E-05
