Samples	ID83A	ID83B
SP116788	7	9
SP116789	2	4
SP116919	0	1
SP109002	24	29
SP109001	2	9
SP109006	47	18
SP108998	116	22
SP127706	28	127
SP108999	62	49
SP109007	20	56
SP109003	19	33
SP116868	16	39
SP116794	6	9
SP116791	5	8
SP116866	13	35
SP116815	20	27
SP116853	15	27
SP116901	8	16
SP116830	11	81
SP116802	0	15
SP116885	46	44
SP116834	12	19
SP116913	0	25
SP116799	1	34
SP116920	2	16
SP116835	25	63
SP116852	15	23
SP116902	9	22
SP116871	0	10
SP116820	26	25
SP116889	14	49
SP116923	19	43
SP116829	12	62
SP116872	0	8
SP116904	0	5
SP116806	27	25
SP116857	15	66
SP116888	2	25
SP116818	7	15
SP116837	9	64
SP116905	0	4
SP116804	32	27
SP116819	15	16
SP116856	3	48
SP116839	26	52
SP116925	11	17
SP116878	0	22
SP116893	11	41
SP116876	0	1
SP116927	20	23
SP116909	13	15
SP116795	3	4
SP116826	29	19
SP116891	5	26
SP116860	10	26
SP116848	2	54
SP116910	41	31
SP116797	9	2
SP116862	21	45
SP116823	17	18
SP116897	1	14
SP116846	0	19
SP116784	0	1
SP116896	0	14
SP116824	17	18
SP116881	0	9
SP116812	15	28
SP116915	15	63
SP116786	26	40
SP116851	4	11
CPCT02220038T	1273	0
CPCT02290013T	696	150
