Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP116788	2.73E-01	2.72E-01	3.55E-01	3.24E-01	4.72E-01	3.92E-01	2.86E-01
SP116789	9.16E-02	9.90E-02	1.14E-01	1.34E-01	2.16E-01	2.18E-01	2.06E-01
SP116919	0.00E+00	0.00E+00	3.78E-02	2.56E-02	3.59E-02	3.68E-02	5.00E-02
SP109002	8.91E-01	1.44E+00	1.61E+00	6.08E-01	9.39E-01	8.34E-01	1.09E+00
SP109001	1.32E-01	2.12E-01	2.33E-01	3.19E-01	2.66E-01	2.43E-01	2.32E-01
SP109006	1.23E+00	1.20E+00	1.22E+00	7.84E-01	8.24E-01	5.19E-01	6.51E-01
SP108998	2.90E+00	3.19E+00	2.50E+00	8.71E-01	1.67E+00	6.17E-01	1.40E+00
SP127706	1.06E+00	1.42E+00	2.35E+00	3.99E+00	3.13E+00	3.01E+00	2.03E+00
SP108999	1.94E+00	2.65E+00	1.74E+00	1.57E+00	2.31E+00	1.82E+00	6.04E-01
SP109007	6.59E-01	1.28E+00	1.36E+00	1.37E+00	1.32E+00	1.19E+00	9.06E-01
SP109003	6.51E-01	5.13E-01	1.25E+00	7.85E-01	1.19E+00	8.22E-01	1.13E+00
SP116868	4.55E-01	8.13E-01	1.12E+00	8.60E-01	9.54E-01	9.98E-01	1.20E+00
SP116794	2.78E-01	1.88E-01	3.32E-01	4.32E-01	4.08E-01	3.93E-01	2.52E-01
SP116791	1.65E-01	2.37E-01	2.73E-01	4.55E-01	3.38E-01	2.98E-01	2.57E-01
SP116866	4.84E-01	6.30E-01	9.89E-01	6.25E-01	9.69E-01	8.99E-01	1.23E+00
SP116815	8.46E-01	5.73E-01	1.28E+00	4.81E-01	8.80E-01	6.23E-01	9.77E-01
SP116853	5.76E-01	7.94E-01	1.02E+00	8.19E-01	1.11E+00	7.42E-01	7.38E-01
SP116901	3.59E-01	3.21E-01	4.10E-01	6.08E-01	7.43E-01	6.17E-01	3.83E-01
