Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP135192	2	0.747	2.283	114.15%	0.971	68.66%	1.03379	0.741
SP135335	56	0.893	42.23	75.411%	7.98	50.47%	0.83141	0.877
SP135278	24	0.829	17.856	74.4%	4.118	56.039%	0.73828	0.801
SP135287	64279	0.999	7966.728	12.394%	1927.543	4.326%	0.38288	0.999
SP135345	283	0.975	121.795	43.037%	20.207	25.862%	0.30155	0.972
SP85122	100440	0.999	15208.326	15.142%	4462.846	6.554%	0.39932	0.999
SP84384	101638	0.997	22977.174	22.607%	8388.284	12.411%	0.47313	0.997
SP135184	7	0.668	9.31	133.0%	2.792	77.436%	1.53604	0.658
SP135226	229	0.976	180.101	78.647%	59.701	68.049%	1.9884	0.981
SP135436	1306	0.994	650.939	49.842%	227.165	39.532%	1.28816	0.996
SP135262	133	0.956	66.292	49.844%	12.746	33.624%	0.50477	0.951
SP135431	1632	0.996	647.745	39.69%	225.745	28.828%	1.57596	0.997
SP135425	840	0.987	333.697	39.726%	72.958	24.913%	0.29023	0.987
SP135222	472	0.991	256.085	54.255%	91.099	43.63%	1.17283	0.993
SP135230	310	0.991	138.462	44.665%	39.716	32.675%	0.68396	0.993
SP135205	99	0.971	71.572	72.295%	25.204	65.581%	1.54631	0.975
SP135180	5	0.284	8.513	170.26%	2.209	98.789%	3.12175	0.198
SP135213	352	0.971	205.875	58.487%	54.245	48.761%	0.46205	0.974
SP135217	1	0.598	1.524	152.4%	0.826	82.6%	1.43557	0.595
SP135405	808	0.984	388.841	48.124%	91.381	31.063%	0.31506	0.985
SP135238	8	0.639	11.667	145.838%	5.128	162.162%	7.16392	0.632
SP135270	865	0.988	376.547	43.531%	93.837	33.851%	0.24988	0.991
SP135411	284	0.98	127.432	44.87%	25.82	24.49%	0.25974	0.978
SP135188	200	0.964	91.103	45.552%	17.975	32.431%	0.27082	0.96
SP135194	367	0.988	225.784	61.522%	74.4	48.659%	1.24683	0.991
SP135186	433	0.983	228.883	52.86%	59.673	40.902%	1.00715	0.985
SP135420	777	0.984	376.979	48.517%	89.045	33.798%	0.30486	0.986
SP135258	70	0.978	46.346	66.209%	15.209	49.819%	1.91355	0.98
SP135234	1146	0.987	731.757	63.853%	253.107	54.83%	2.14753	0.991
SP135293	5	0.598	6.291	125.82%	1.793	80.185%	2.06269	0.563
SP135393	597	0.993	196.04	32.838%	39.352	19.134%	0.15015	0.994
SP135299	817	0.992	315.569	38.625%	82.162	28.927%	0.25972	0.994
SP135415	198	0.969	101.829	51.429%	19.87	35.016%	0.53144	0.967
SP135310	1	0.22	1.888	188.8%	0.976	97.6%	2.88349	0.192
