NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	295.062	20.78	75.067	13.929	5.112	0.987	1000000.0
2	300.911	20.678	77.621	13.798	0.061	0.988	1000000.0
3	273.367	21.706	56.546	14.867	0.064	0.984	1000000.0
4	293.83	20.695	73.794	13.629	0.061	0.988	1000000.0
5	269.188	21.22	55.745	14.335	0.064	0.986	1000000.0
6	274.51	21.569	57.373	14.704	0.064	0.984	1000000.0
7	283.878	21.674	62.71	14.836	0.066	0.984	1000000.0
8	271.083	21.214	56.849	14.285	0.064	0.986	1000000.0
9	297.38	20.594	74.292	13.471	0.061	0.988	1000000.0
10	299.934	20.612	75.692	13.639	5.111	0.988	1000000.0
11	297.237	20.63	74.324	13.571	0.065	0.988	1000000.0
12	263.417	20.922	54.067	13.99	0.064	0.986	1000000.0
13	298.138	20.843	75.455	13.923	5.111	0.987	1000000.0
14	298.846	20.573	75.261	13.547	0.061	0.988	1000000.0
15	302.239	20.93	76.574	13.958	0.062	0.987	1000000.0
16	271.406	21.616	56.41	14.712	0.064	0.984	1000000.0
17	262.693	21.226	54.143	14.279	0.064	0.986	1000000.0
18	274.988	21.646	57.52	14.845	0.064	0.985	1000000.0
19	269.135	21.173	55.539	14.273	0.064	0.986	1000000.0
20	293.423	20.601	74.002	13.6	5.111	0.988	1000000.0
21	275.393	21.456	58.446	14.711	0.064	0.984	1000000.0
22	299.746	20.582	76.445	13.611	0.061	0.987	1000000.0
23	295.103	20.674	72.992	13.756	0.061	0.988	1000000.0
24	299.912	20.554	77.161	13.533	0.061	0.988	1000000.0
25	299.209	20.608	76.849	13.62	0.061	0.988	1000000.0
26	301.478	20.718	76.561	13.774	5.111	0.988	1000000.0
27	270.77	21.151	57.442	14.12	0.064	0.987	1000000.0
28	297.309	20.602	75.307	13.643	5.111	0.988	1000000.0
29	264.069	20.951	53.86	13.943	0.064	0.986	1000000.0
30	301.23	20.813	76.256	13.901	0.062	0.987	1000000.0
31	298.343	20.624	74.859	13.666	0.061	0.988	1000000.0
32	301.02	20.708	75.381	13.745	0.061	0.988	1000000.0
33	303.15	20.878	77.898	13.843	0.061	0.987	1000000.0
34	299.435	20.766	76.034	13.839	0.061	0.987	1000000.0
35	269.27	21.103	56.016	14.171	0.064	0.986	1000000.0
36	298.133	20.679	74.8	13.674	5.111	0.988	1000000.0
37	298.893	20.728	74.861	13.659	0.062	0.988	1000000.0
38	301.778	20.745	76.862	13.715	5.111	0.987	1000000.0
39	274.867	21.782	57.498	15.07	0.064	0.984	1000000.0
40	296.816	20.643	75.549	13.684	0.061	0.988	1000000.0
41	298.928	20.714	75.269	13.842	0.062	0.988	1000000.0
42	302.151	20.818	78.205	13.795	0.062	0.988	1000000.0
43	300.616	20.779	76.844	13.672	0.063	0.988	1000000.0
44	300.822	20.914	74.672	13.885	0.062	0.987	1000000.0
45	300.808	20.615	77.978	13.643	0.061	0.988	1000000.0
46	300.061	20.814	76.119	13.725	5.112	0.987	1000000.0
47	263.913	21.102	53.861	14.223	0.064	0.986	1000000.0
48	297.275	20.686	74.058	13.688	0.062	0.988	1000000.0
49	268.227	21.066	54.988	14.198	0.064	0.986	1000000.0
50	299.477	20.796	75.588	13.799	0.061	0.988	1000000.0
51	302.343	20.688	77.275	13.694	0.062	0.988	1000000.0
52	300.939	20.806	76.862	13.781	0.061	0.987	1000000.0
53	297.698	20.515	75.064	13.473	0.061	0.988	1000000.0
54	301.208	20.744	78.357	13.767	0.061	0.988	1000000.0
55	301.841	20.645	78.155	13.582	0.061	0.988	1000000.0
56	298.728	20.58	75.338	13.701	0.061	0.988	1000000.0
57	297.321	20.61	74.538	13.572	0.061	0.988	1000000.0
58	296.894	20.805	73.645	13.742	0.061	0.988	1000000.0
59	262.131	20.89	53.357	13.822	0.064	0.987	1000000.0
60	299.36	20.691	76.906	13.749	0.063	0.987	1000000.0
61	297.535	20.394	74.524	13.34	0.061	0.988	1000000.0
62	298.346	20.528	76.184	13.584	0.061	0.988	1000000.0
63	273.272	21.524	57.423	14.64	0.064	0.985	1000000.0
64	300.739	20.908	77.154	13.929	0.062	0.987	1000000.0
65	264.811	20.973	54.231	14.0	0.064	0.986	1000000.0
66	299.475	20.695	75.515	13.747	10.161	0.988	1000000.0
67	262.242	21.026	53.914	14.015	0.064	0.985	1000000.0
68	298.229	20.611	75.902	13.655	0.062	0.988	1000000.0
69	298.802	20.825	75.642	13.857	0.062	0.988	1000000.0
70	298.889	20.659	75.871	13.772	0.061	0.987	1000000.0
71	297.206	20.509	76.461	13.439	0.061	0.988	1000000.0
72	299.913	20.68	76.333	13.767	0.061	0.988	1000000.0
73	299.162	20.706	76.267	13.634	0.061	0.988	1000000.0
74	301.475	20.706	75.932	13.727	0.061	0.988	1000000.0
75	302.801	20.727	76.778	13.738	0.061	0.988	1000000.0
76	298.292	20.71	75.113	13.696	0.062	0.988	1000000.0
77	273.326	21.438	57.979	14.574	0.064	0.984	1000000.0
78	298.892	20.656	75.751	13.638	0.061	0.988	1000000.0
79	298.243	20.619	76.866	13.721	0.061	0.988	1000000.0
80	297.629	20.714	73.889	13.687	0.061	0.988	1000000.0
81	264.312	21.086	53.863	13.984	0.064	0.986	1000000.0
82	299.34	20.606	76.339	13.65	0.062	0.988	1000000.0
83	294.374	20.601	73.395	13.64	0.061	0.988	1000000.0
84	276.863	21.787	58.26	14.914	0.065	0.984	1000000.0
85	300.08	20.652	76.788	13.604	0.065	0.988	1000000.0
86	267.889	21.189	55.616	14.293	0.064	0.986	1000000.0
87	300.172	20.676	76.642	13.67	5.112	0.988	1000000.0
88	296.782	20.62	75.069	13.595	0.062	0.988	1000000.0
89	295.978	20.772	73.904	13.824	0.061	0.988	1000000.0
90	302.486	20.732	76.894	13.73	5.111	0.988	1000000.0
91	267.411	20.949	55.136	13.908	0.064	0.987	1000000.0
92	299.266	20.852	73.792	13.747	0.061	0.988	1000000.0
93	293.915	20.604	73.848	13.519	0.061	0.988	1000000.0
94	268.648	21.108	55.841	13.981	0.065	0.986	1000000.0
95	265.815	21.262	53.952	14.338	0.064	0.986	1000000.0
96	274.895	21.655	58.577	14.751	0.064	0.985	1000000.0
97	302.401	20.757	77.232	13.958	5.111	0.987	1000000.0
98	273.915	21.468	56.967	14.562	0.064	0.985	1000000.0
99	297.907	20.576	75.37	13.59	0.061	0.988	1000000.0
100	298.519	20.697	74.605	13.682	5.111	0.988	1000000.0
