Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP124389	206	19	27	29	2	9	77	3	19	0	15	8	0	9
SP124362	517	4	87	88	24	75	57	0	63	25	55	25	0	6
SP124394	217	8	30	139	0	62	44	14	20	58	0	10	0	3
SP124334	209	13	70	83	6	111	23	0	7	0	1	11	0	14
SP124339	1	2	19	36	2	15	0	0	4	3	21	13	0	13
SP124454	129	24	72	83	4	49	53	4	8	6	8	8	0	12
SP124380	346	16	30	66	0	117	7	6	64	20	39	9	9	17
SP124273	13	20	239	23	7	53	51	3	13	0	50	6	0	13
SP124357	16	39	49	37	7	78	8	0	16	7	35	9	0	12
SP124399	344	18	117	186	14	46	79	0	83	47	48	8	0	4
SP124311	417	9	60	272	0	58	28	8	64	38	21	37	0	3
SP124355	9	9	61	33	8	55	0	0	7	3	14	4	0	20
SP124434	250	27	47	60	11	43	62	4	42	57	18	13	0	8
SP124428	607	23	169	197	45	149	113	7	86	267	29	22	0	4
SP124449	258	52	144	77	35	83	29	3	49	1	32	7	8	3
SP124298	725	28	121	541	35	81	136	18	192	143	36	33	13	5
SP124431	220	8	39	199	1	87	22	9	36	39	4	8	12	12
SP124396	150	100	123	66	0	52	48	1	21	26	26	29	0	27
SP124409	474	18	108	97	27	118	143	0	99	28	0	23	0	19
SP124341	13	29	73	7	0	119	70	1	10	11	18	7	0	5
SP124353	2	1	23	26	0	33	22	2	8	0	7	3	0	13
SP124278	6	30	153	18	0	27	27	3	0	17	39	12	0	8
SP124376	141	23	46	90	0	55	31	7	0	69	23	19	0	17
SP124346	52	20	199	22	1	110	42	0	3	6	60	22	0	8
SP124439	654	31	34	142	41	3	95	15	131	12	22	11	17	14
SP124351	8	7	31	30	5	17	16	0	2	6	6	5	0	2
SP124406	185	74	0	84	0	61	65	5	21	37	0	75	0	121
SP124323	11	20	75	21	0	33	16	1	0	15	11	2	0	16
SP124391	16	8	70	37	0	72	27	7	9	14	41	10	5	6
SP124423	34	0	11	9	0	2	13	0	0	1	5	4	0	0
SP124382	1404	18	16	840	1	207	311	4	115	154	0	57	0	26
SP124415	868	41	93	122	96	63	289	23	511	17	0	13	84	14
SP124436	932	33	212	393	37	261	159	2	111	17	30	63	0	34
SP124460	448	51	99	73	25	66	82	0	73	33	39	23	0	12
SP124425	166	7	17	110	0	21	32	4	13	25	8	7	1	4
SP124456	104	33	11	184	0	0	4	8	13	55	0	2	0	30
SP124367	304	21	43	162	15	68	51	0	34	21	0	21	0	16
SP124281	8	9	75	7	0	19	17	5	11	6	15	9	0	1
SP124377	168	1	27	157	0	60	24	6	0	84	3	16	1	11
SP124412	228	7	36	132	0	0	17	7	0	6	4	14	0	16
SP124333	76	10	39	81	6	78	43	0	13	18	9	10	0	3
SP124359	2	31	134	33	6	107	19	0	17	8	36	13	0	11
SP124286	3	19	31	13	0	30	0	0	2	3	0	4	0	6
SP124329	98	0	4	42	1	7	20	0	0	25	8	9	1	3
SP124326	91	22	94	110	0	60	28	3	14	18	31	16	0	11
SP124458	345	32	32	325	0	102	54	15	44	137	0	24	0	18
SP124401	1294	65	134	397	4	133	174	27	192	155	45	36	39	26
SP124264	15	16	92	17	17	260	103	0	6	0	0	12	0	11
SP124384	417	17072	3143	127	0	576	262	10	0	83	0	73	87	150
SP124403	36	3	0	59	1	12	7	0	8	15	8	2	0	4
SP124462	291	40	77	215	0	135	44	13	34	50	10	32	0	23
SP124271	33	48	309	99	20	228	64	0	20	16	11	16	10	10
SP124336	11	0	186	27	7	62	47	0	11	2	69	11	0	21
SP124452	217	18	40	229	0	33	23	11	17	30	6	11	2	12
SP124386	289	20	72	153	24	0	59	2	44	137	31	14	0	27
SP124441	8	108	91	27	1	165	42	2	8	18	0	11	0	58
SP124418	299	11	25	119	12	7	72	3	33	13	16	12	0	6
SP124291	2	17	107	37	1	40	26	0	2	16	9	8	6	30
SP124319	396	7	20	106	5	0	32	0	21	38	6	11	0	15
SP124305	84	0	96	67	0	42	49	6	0	20	58	20	1	12
SP124447	1127	83	73	1007	19	303	240	36	311	560	15	72	46	0
SP124344	1	8	45	14	7	78	20	2	10	11	7	7	0	15
SP124369	302	28	43	159	6	93	67	13	68	29	54	25	4	12
SP124348	2	1	55	22	0	52	18	0	8	0	44	3	6	2
SP124295	28	99	159	18	0	209	20	2	3	4	9	10	0	19
SP124444	62	29	136	43	1	13	2	10	7	18	51	2	0	15
SP124365	230	27	53	151	1	69	90	5	35	13	9	23	7	27
SP124420	142	23	69	109	13	73	39	3	3	92	22	14	0	17
SP124364	241	61	128	89	0	7	18	0	13	30	0	463	0	735
SP124307	317	29	54	48	0	34	47	4	16	103	19	29	16	29
SP82445	927	8	58	66	10	176	201	7	257	0	0	19	9	0
SP83242	178	22	37	76	0	84	42	5	22	0	7	19	13	10
SP103894	393	31	16	265	0	55	30	7	21	65	5	3521	2	321
SP83382	152	17	32	139	2	72	18	0	11	101	16	25	0	27
SP82451	117	28	112	77	10	98	50	2	6	24	17	38	54	39
SP104330	9	0	3	48	0	0	2	2	1	2	3	4	0	7
SP83312	183	28	12	77	2	28	29	0	0	45	14	12	54	0
SP82614	171	25	10	126	5	64	2	7	22	46	14	9	31	11
SP82431	879	56	20	534	0	141	111	18	184	70	0	44	0	4
SP82459	145	4	39	43	2	89	42	0	12	11	7	6	44	0
SP113197	8	0	33	6	0	50	14	3	0	4	28	6	13	13
SP82532	384	5	81	154	0	124	101	4	81	14	19	13	3	23
SP82636	21	58	95	19	3	86	38	0	6	9	27	15	10	7
SP82796	128	16	51	18	10	87	19	0	21	3	15	4	38	6
SP83482	115	39	29	36	0	72	37	3	28	0	7	7	29	18
SP104530	161	80	459	161	0	196	68	14	45	29	35	18	0	18
SP82429	66	15	43	61	0	49	32	11	14	15	26	10	8	3
SP82644	546	12	66	141	0	77	83	11	12	143	14	14	2	21
SP82988	160	33	55	31	0	39	60	1	24	7	40	10	9	10
SP82461	184	5	66	200	2	35	46	8	24	81	24	17	29	21
SP82900	242	29	8	206	19	124	111	0	84	55	21	18	31	1
SP82399	209	10	78	191	0	121	46	14	48	35	5	14	31	3
SP82756	45	4	17	33	1	13	19	0	15	14	10	15	25	15
SP82836	74	14	115	45	3	93	29	1	8	1	28	11	0	4
SP82417	458	0	25	89	0	87	58	5	0	5	17	13	32	0
SP82471	17	4	223	27	0	57	35	9	6	2	34	16	18	17
SP82435	9	19	74	18	0	12	19	3	0	7	37	2	38	11
SP104056	995	33	43	521	28	208	168	0	171	189	34	59	11	4
SP83083	233	15	38	92	0	72	52	5	15	27	28	5	3	9
SP82433	83	29	60	34	5	52	23	0	14	16	21	8	46	8
SP82780	82	19	52	59	8	53	50	0	16	23	10	5	13	0
SP83019	279	16	37	77	11	39	49	0	13	14	12	13	54	5
SP83099	61	8	33	33	0	14	7	0	3	6	15	5	51	9
SP83146	636	13	30	411	9	113	130	5	95	142	9	28	66	13
SP103866	258	28	43	69	0	128	44	6	45	20	1	25	2	4
SP83844	182	23	24	134	0	35	24	8	4	58	12	12	17	0
SP83027	9	19	70	41	0	13	18	2	2	4	22	5	0	25
CPCT02060044T	173	76	41	59	171	147	40	61	72	29	10	16	2	9
CPCT02030247T	78	22	48	49	35	25	16	39	20	50	40	10	2	16
CPCT02050043T	31	18	99	25	15	8	7	30	11	8	28	1	21	0
CPCT02020342T	207	25	49	41	109	33	27	63	28	26	34	5	0	0
CPCT02010371T	128	18	33	107	52	31	42	84	11	28	39	13	19	15
CPCT02030256T	61	16	19	9	16	52	23	22	13	7	0	17	0	9
CPCT02050045T	194	36	85	23	164	35	28	84	47	30	73	8	4	20
CPCT02050047T	16	3	271	34	15	45	23	46	33	18	46	17	0	32
CPCT02010393T	322	67	73	11	234	91	87	81	79	6	157	11	5	21
CPCT02020358T	66	23	34	38	31	0	18	22	3	6	31	16	0	23
CPCT02090002T	209	0	21	35	21	46	45	124	44	228	22	7	0	17
CPCT02010403T	7	0	10	21	3	21	0	44	6	4	1	0	12	19
CPCT02030272T	107	41	56	81	69	29	16	92	25	9	30	16	18	27
CPCT02020373T	62	42	91	109	55	33	27	49	10	29	53	17	0	13
CPCT02050052T	76	49	16	51	62	23	20	39	9	14	62	80	9	127
CPCT02030270T	1	10	27	34	12	26	6	72	11	6	66	8	11	4
CPCT02050056T	185	32	41	87	67	0	23	99	25	32	15	4	4	22
CPCT02050055T	99	179	78	54	63	127	48	54	28	37	57	27	0	22
CPCT02030279T	26	28	55	18	4	47	17	36	9	18	38	14	12	8
CPCT02020320T	207	43	86	61	125	6	51	57	10	27	104	12	4	18
CPCT02060037T	6	4	11	12	25	21	7	14	4	5	1	1	13	4
CPCT02100033T	97	8	21	46	18	10	18	16	4	14	20	6	0	0
CPCT02010436T	180	21	26	100	112	28	3	60	30	21	19	15	16	20
CPCT02010439T	114	14	21	44	27	27	15	28	7	20	66	5	0	13
CPCT02060043T	26	54	202	35	83	17	2	7	6	26	29	26	25	52
CPCT02030284T	216	27	88	22	62	47	27	48	13	44	83	17	0	12
CPCT02020410T	238	16	37	75	13	14	47	40	12	28	30	5	0	4
CPCT02020408T	143	47	24	63	80	69	6	49	24	34	10	19	5	23
CPCT02030291T	558	21	36	84	258	0	83	99	42	33	69	20	3	2
CPCT02050079T	1	0	18	12	22	18	9	52	5	11	3	6	7	13
CPCT02050073T	34	4	47	22	20	52	24	32	25	21	69	16	4	9
CPCT02220001T	6	0	6	50	7	5	20	109	10	14	7	6	19	21
CPCT02010440T	55	25	55	56	18	27	15	51	13	22	24	8	4	21
CPCT02011020T	294	43	41	185	175	33	52	21	68	176	12	61	0	98
CPCT02340050T	11	405	343	101	36	70	1	70	27	12	70	27	7	23
CPCT02080280T	234	19	30	137	137	24	15	34	83	27	22	15	0	12
CPCT02080282T	77	61	66	4	59	51	42	20	27	30	55	28	8	41
CPCT02060163T	4	4	9	16	11	15	5	65	2	19	9	9	12	6
CPCT02011025T	103	79	67	36	106	55	24	38	46	46	54	18	0	15
CPCT02010754TII	83	24	51	44	96	30	0	36	234	14	37	0	7	9
CPCT02010716T	536	16	72	26	209	74	69	97	42	106	62	20	0	0
CPCT02170039T	64	8	45	42	6	17	9	20	4	62	9	12	7	8
CPCT02080284T	33	0	12	14	22	0	4	21	7	2	0	2	19	8
CPCT02030555T	224	12	57	80	69	29	46	9	29	19	71	26	0	6
CPCT02011037T	466	44	61	50	177	30	68	18	72	46	62	15	7	13
CPCT02120180T	75	16	34	20	52	41	49	15	8	0	72	9	0	2
CPCT02050304T	519	31	60	946	275	127	180	59	86	253	68	48	15	21
CPCT02020895T	9	23	105	70	60	0	9	16	11	39	56	2	8	12
CPCT02090032T	50	29	19	125	102	192	84	23	181	11	0	15	0	2
CPCT02020662T	95	7	4	24	55	38	21	61	33	18	8	8	16	12
DRUP01080025T	420	82	19	80	194	151	79	117	324	50	65	124	20	179
CPCT02020891T	208	30	22	9	46	28	39	30	22	30	22	23	37	23
CPCT02080266TII	5	15	39	0	57	45	25	49	140	18	93	20	35	35
CPCT02020901T	121	24	45	27	117	51	0	22	26	32	53	14	57	23
CPCT02080287T	118	26	41	31	61	18	33	29	30	11	66	5	6	7
CPCT02011045T	69	46	76	19	64	41	0	21	23	13	52	22	0	17
CPCT02020897T	65	28	21	34	33	29	13	8	29	10	1	0	35	22
CPCT02120101T	9	24	71	38	0	35	25	39	5	6	80	15	0	18
CPCT02020910T	253	23	43	28	85	19	38	22	30	36	62	15	20	19
CPCT02120095T	176	21	3	193	114	35	31	83	15	22	0	8	5	3
CPCT02080294T	0	26	59	5	56	42	30	38	32	8	82	10	17	6
CPCT02080292T	4	6	37	13	0	12	10	30	12	4	7	4	14	7
CPCT02120098T	166	9	1	94	42	34	14	45	20	27	24	7	18	11
CPCT02120105T	238	3641	49	20	92	62	0	137	5	80	0	1	285	0
CPCT02020914T	225	25	46	16	51	66	35	24	15	29	36	8	5	6
CPCT02160035T	313	11	67	53	39	13	48	142	35	17	25	13	0	7
CPCT02050310T	22	78	53	71	31	68	41	72	20	21	19	15	10	23
CPCT02290061T	309	28	49	106	122	126	67	76	33	26	27	25	35	15
CPCT02050308T	85	42	254	38	101	44	16	155	0	41	80	17	0	20
CPCT02090035T	152	13	90	15	67	6	17	41	16	9	91	7	15	7
CPCT02020933T	0	20	9	5	48	59	9	31	39	24	6	26	73	64
CPCT02020930T	148	14	44	191	68	47	14	19	27	31	20	8	12	10
CPCT02020934T	321	38	50	99	240	13	44	50	40	43	29	6	12	17
CPCT02020939T	42	8	53	36	48	29	9	20	11	19	52	9	5	7
CPCT02020670T	819	50	95	34	245	66	89	74	64	35	65	6	18	1
CPCT02020837TII	10	12	15	79	41	30	17	45	166	7	50	20	56	16
CPCT02030459T	0	37	192	8	34	34	11	56	7	18	114	100	19	181
CPCT02350019T	0	2	2	24	8	14	4	12	0	4	8	2	0	5
CPCT02050424T	2506	90	102	118	990	187	430	263	506	186	12	19	80	37
CPCT02340064T	72	35	50	43	43	14	20	57	15	11	26	0	12	11
CPCT02011045TII	73	51	86	24	65	39	0	21	16	12	49	17	0	12
CPCT02120189T	208	37	23	261	118	29	18	41	32	76	28	18	44	36
CPCT02010754T	76	21	72	64	57	53	17	69	10	25	9	8	14	9
CPCT02020868T	88	12	52	31	19	24	20	33	15	24	44	10	10	6
CPCT02060286T	332	33	29	87	212	93	73	24	64	33	111	12	24	4
CPCT02060288T	92	112	194	49	71	103	34	36	20	22	0	23	1	57
CPCT02120193T	68	16	71	58	47	6	31	32	39	16	55	12	19	16
CPCT02120187T	87	53	38	31	43	48	10	33	26	30	57	31	30	53
CPCT02120191T	101	24	102	36	85	62	38	25	7	33	143	8	9	3
CPCT02080304T	7	14	104	23	34	51	17	36	16	0	14	16	24	13
CPCT02080307T	136	32	33	106	67	98	0	32	60	44	73	11	3	3
CPCT02080303T	64	10	17	28	51	0	11	34	13	5	3	1	59	5
CPCT02340067T	6	201	275	55	67	177	47	70	23	44	89	7	0	35
CPCT02030461T	1784	61	191	335	472	136	199	160	187	837	0	35	0	28
CPCT02020919T	115	110	0	55	28	0	23	31	78	29	7	94	13	122
CPCT02050432T	26	14	72	24	53	30	39	27	4	14	65	3	0	7
CPCT02120110T	20	24	210	50	23	46	18	64	0	22	29	2	0	0
CPCT02080308T	13	22	50	25	29	12	0	28	6	11	35	9	6	5
CPCT02020951T	6	4	33	10	9	12	14	23	10	20	4	2	11	17
DRUP01060009T	32	141	363	108	53	0	0	279	25	21	100	25	0	49
CPCT02020949T	481	29	44	64	52	2	24	50	215	34	53	17	0	18
CPCT02020960T	156	38	81	86	83	103	27	22	26	53	69	26	17	20
WIDE01010033T	0	3	43	0	13	28	0	15	18	4	20	2	3	7
CPCT02340115T	261	74	62	57	100	0	51	37	115	24	37	15	14	29
CPCT02050322T	193	21	48	158	85	107	8	71	17	60	31	23	0	33
CPCT02050046T	121	24	88	62	97	30	34	61	16	23	56	13	0	13
CPCT02050331T	0	25	45	31	10	0	11	28	3	5	16	5	10	0
WIDE01010071T	114	22	24	22	52	43	4	12	19	10	28	618	85	0
CPCT02020895TII	10	23	113	71	64	3	2	11	29	40	50	6	7	13
CPCT02030468T	72	52	70	56	7	0	17	90	15	10	43	119	28	12
CPCT02020959T	39	61	62	37	42	53	4	36	30	11	16	6	16	37
CPCT02080313T	72	19	36	28	40	66	10	0	18	41	22	17	0	12
CPCT02080311T	56	11	30	37	73	31	28	40	63	19	52	20	27	0
CPCT02011108T	139	598	88	52	106	174	0	45	43	59	57	56	42	75
CPCT02080314T	187	21	16	20	152	0	34	56	138	39	8	42	17	58
CPCT02020694T	206	49	23	108	37	66	26	90	23	38	6	12	0	12
CPCT02020672T	6	4	21	5	16	33	4	136	0	11	39	3	26	4
WIDE01010123T	106	12	36	12	56	2	15	20	35	16	33	10	3	2
CPCT02020665T	97	20	23	50	49	53	45	71	30	16	28	32	19	24
CPCT02080207T	89	8	71	24	23	69	32	90	14	10	22	20	0	8
CPCT02060291T	594	8	9	129	142	93	59	55	102	28	18	15	0	8
CPCT02050441T	0	53	62	21	43	45	14	8	15	3	60	3	24	10
CPCT02050440T	158	134	44	87	84	87	3	32	32	58	53	22	11	51
CPCT02050438T	304	36	36	52	146	54	27	34	36	80	20	12	0	8
DRUP01230001T	431	22687	6413	338	918	0	612	591	147	0	0	309	6517	320
CPCT02080205T	166	103	177	54	145	102	90	74	40	28	13	44	0	89
CPCT02020714T	46	19	30	38	12	24	12	164	17	24	14	18	25	5
WIDE01010172T	267	220	124	90	145	109	56	29	91	35	24	157	32	219
CPCT02340081T	3	5	22	12	10	22	0	220	7	4	7	6	0	8
CPCT02010801T	5	113	131	2	67	30	12	66	12	27	121	58	11	129
CPCT02010794T	407	69	127	263	112	225	205	79	28	23	11	465	74	11
CPCT02340083T	383	55	54	7	81	90	10	160	28	41	26	13	0	18
CPCT02050347T	27	2	7	63	0	4	7	132	8	8	5	7	0	0
CPCT02120198T	189	55	44	84	64	84	17	36	29	30	39	9	17	33
CPCT02120199T	44	57	75	35	36	8	18	45	27	75	42	68	61	97
WIDE01010255T	884	22	114	146	455	119	163	81	118	60	42	9	21	22
CPCT02040241T	211	31	54	49	74	44	51	78	26	28	83	11	8	2
WIDE01010305T	435	32	88	73	197	12	53	42	33	36	74	19	11	0
WIDE01010314T	116	2	113	158	41	0	18	46	70	67	67	18	67	8
CPCT02060228T	88	35	131	235	87	67	30	53	4	55	31	13	24	18
WIDE01010328T	45	12	52	30	57	55	32	29	34	96	64	5	0	0
CPCT02030479T	416	20	10	240	161	37	82	117	35	64	3	14	6	7
CPCT02040246T	194	34	17	113	38	8	16	49	43	48	38	20	17	5
WIDE01010376T	58	20	71	42	24	2	15	29	10	12	20	3	12	13
WIDE01010381T	305	1358	404	18	135	103	7	40	84	69	15	145	0	289
WIDE01010392T	120	33	44	36	47	50	32	35	38	88	35	10	25	30
CPCT02080221T	9	4	0	65	49	12	3	96	2	6	3	9	14	15
CPCT02020723T	4	31	23	24	42	5	4	43	0	12	10	21	25	0
CPCT02020736T	119	11	165	72	64	11	33	131	18	29	86	20	0	26
CPCT02020743T	57	11	38	15	40	51	24	89	9	23	47	2	0	14
CPCT02020739T	338	9	111	82	254	152	53	187	40	139	182	14	0	10
CPCT02050365T	319	42	59	100	95	18	25	126	23	26	99	20	0	7
CPCT02020670TII	831	52	103	20	273	73	90	96	57	36	70	9	15	2
CPCT02030490T	105	49	93	161	77	20	58	108	17	35	46	22	40	9
CPCT02300042T	242	52	107	93	175	85	22	104	46	28	51	12	49	43
CPCT02020700T	123	28	43	51	114	67	0	44	6	21	38	5	14	8
CPCT02220050T	50	90	63	243	50	206	138	75	15	23	53	46	23	62
CPCT02050370T	650	116	70	136	173	118	139	52	74	74	44	31	16	7
CPCT02050373T	2	0	17	16	19	6	13	61	5	11	55	2	0	16
CPCT02080234T	653	62	106	817	280	285	317	103	123	33	0	40	101	15
CPCT02030499T	117	43	15	51	19	25	36	68	25	43	31	9	7	29
CPCT02020770T	271	14	45	71	160	116	34	66	24	0	17	21	5	36
CPCT02050376T	13	1	109	0	59	0	4	68	14	0	173	15	0	16
CPCT02080239T	72	6	26	19	54	25	14	29	6	6	39	8	7	6
CPCT02050301T	109	9	22	64	50	47	6	80	21	25	12	13	5	13
CPCT02080242T	211	67	35	47	101	43	35	92	46	37	44	7	3	11
CPCT02020789T	314	77	33	47	106	43	59	55	22	35	34	1288	16	14
CPCT02020796T	60	39	153	0	71	214	80	125	90	17	175	10	28	9
CPCT02220057T	334	42	76	62	155	136	28	91	68	65	41	13	0	0
CPCT02340098T	146	47	37	45	47	61	42	127	31	24	15	0	6	20
CPCT02340097T	228	63	73	48	44	22	39	52	13	44	69	4	0	19
CPCT02170038T	117	38	68	33	28	1	19	104	35	21	60	9	0	8
CPCT02010920T	8	2	0	37	14	45	47	55	8	1	7	14	4	10
CPCT02050399T	3	11	70	52	0	51	20	121	9	11	59	14	0	15
CPCT02050404T	6	30	65	25	16	16	4	54	7	5	45	18	13	5
