hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6
1	0.0230813508973186	0.0783723405156729	0.0132879611112051	0.0537982591996641	0.16517410688666	0.165930948693468
2	0.0137389953072833	0.0380606142150532	0.0105641567290811	0.0456216663479904	0.000161815494586237	0.048977229028371
3	0.00768720090087694	0.0127786270299048	0.0059471052958695	0.0274682063338529	0.00317609947513451	0.027183446093514
4	0.00475059158417267	0.00798650683350514	0.00327427294973628	0.0168295695331494	0.000106309016792121	0.0130802115164346
5	0.00387110646350553	0.00681090032939331	0.0037567052499726	0.00572508503790023	0.000100664290236787	0.0108943705772701
6	0.00503645203507616	0.012322734928378	0.00830233699061982	0.00180699736852496	0.000127947135254234	0.00946663006028594
7	0.0159804434717021	0.0455064538011993	0.0125739112910047	0.0649935049743352	0.137016329253137	0.051352365901248
8	0.007660222554183	0.0208162008303443	0.00430084828353691	0.052532819183312	0.0268773654932221	0.0264798885674881
9	0.00787492663332361	0.0269700262494446	0.00635436671474563	0.0411988977998392	0.0187800052495957	0.0507693527591601
10	0.0119057139228915	0.0316254228876573	0.00390182476946738	0.0254207342211215	0.0135962646962808	0.0646379153796759
11	0.0157207979352931	0.0240427033578464	0.0118324263056895	0.0194910474709588	0.00575009478436674	0.0577508434669298
12	0.0863821175976814	0.126778806617301	0.0651023228684973	0.0200764050425542	0.0229721555046903	0.0672454324907907
13	0.00325556679884111	0.00343905882556326	0.000552528043813885	0.00106219295005114	0.142655411081915	0.00355353843601225
14	0.00314815862455025	0.00445407166083027	0.000667270289334341	0.00417150680832517	0.00341129641494009	0.00948954724354411
15	0.00261045536339356	0.00330615960315166	0.00121185463922758	0.00305828886039004	0.0004892096347956	0.00337845115591981
16	0.00148051957354273	0.00140434159069508	0.00115389509469545	0.00181030872531979	0.000264361360341468	0.00163903694662451
17	0.00167544177716328	0.00186418597975189	0.000268246775264808	0.00144214605622172	0.00022014433565802	0.00232517741337419
18	0.0153492197661174	0.00514071764329018	0.0016802383696598	0.000970077024667651	0.000422413703890816	0.00955096529467602
19	0.00442396609920938	0.00419755682664408	0.000816140997624983	0.00229587404441643	0.212884276520101	0.00761308827836494
20	0.0107686602504756	0.0128757992790686	0.00402200991637791	0.012936367211808	0.0385111469237651	0.0206703826115414
21	0.00385306476432236	0.00421090645970404	0.00116853208627146	0.0062409041168042	0.015840043502026	0.00854352591864675
22	0.00490114490467443	0.00438625723090907	0.00132027135070011	0.00464016413893911	0.0067181653886065	0.00400959038284988
23	0.00780096352553349	0.00395557162503221	0.000251403202044177	0.00399269354140428	0.000106309016792121	0.0050578223450787
24	0.540767341196812	0.141447409013934	0.0255944347068814	0.0119109002189359	0.0386522650876485	0.0318379260132489
25	0.00802170770060475	0.0192397356960317	0.0265618736526061	0.027205204329027	0.0301249648380575	0.0103663586750018
26	0.0128114588658296	0.0251701289179325	0.116719636884925	0.0222782566228265	0.00676520477656761	0.0182805787413791
27	0.00429328446978056	0.00780386281228971	0.0341429526563198	0.00497501255179827	0.00350537519086232	0.00821260179239874
28	0.00319165180602854	0.0029873891319372	0.00929971189398993	0.00184753640322532	0.00030575602174725	0.00182741619300668
29	0.00390937911597313	0.00448675622569165	0.00416698233042972	0.00140797887474778	5.45656900348938e-05	0.000581638111092421
30	0.0040057062964284	0.00789313048639352	0.00371757520214127	0.00567561537426836	9.59603514406753e-05	0.0031703631319356
31	0.00233240886558994	0.00477139201215963	0.00783152602037852	0.020891249674446	0.00373116425307567	0.00330236610750267
32	0.00955142374323314	0.0253639331755186	0.115711817495103	0.0102585833503877	0.00626094253762445	0.0166827927246193
33	0.00256177533373691	0.00551611387433193	0.0308324182148902	0.00120126993543406	0.00788474221004216	0.00560920977427033
34	0.000275015222894191	0.00213823020431393	0.00693307952740905	0.000826735413109571	0.000145822102679458	0.00184574993961322
