hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12
0.00136206006576377	0.00121628773917053	0.143492399738527	0.00176622576526973	0.0485349176244826	0.0236784841796808	0.00094116190916624	0.0433951095983859	0.00487456850813864	0.0436412172387446	0.00524556586106625	0.00582193995100157
0.00152493305271083	0.000495163570431091	0.168672735905495	0.000554277276896039	0.0340330502870466	0.015390123959653	0.00177090293752636	0.037340776121145	0.00382477677971193	0.00868699739597295	0.00123377737179465	0.00358263379022093
0.00106450824043417	0.000902930838562826	0.152267570438513	0.000373624681114751	0.0103129772169413	0.0206733935026285	0.00217049695988062	0.0129378529304766	0.00987059277745246	0.00567231886684531	0.00104303683877747	0.00653380628913424
0.000914097858542303	0.00278773611641828	0.0551236105676612	1.44641780167238e-06	0.00528453439627702	0.0465960458210871	0.00969244651586451	0.0100165642273293	0.0448557597736237	0.0126556964448469	0.00136174253951503	0.0335280082914504
0.00076115289078252	0.00925309905029032	0.0347772116248976	2.69332969966581e-06	0.00573809505106849	0.0891238958154254	0.0190072061487165	0.00238478092283945	0.107540785260184	0.00644296878160676	0.00323101988339275	0.0897616079985097
0.00166881981696797	0.0278986577737386	0.0159994166691362	0.000323698328719094	0.00725260651911253	0.179240783396611	0.0361964447638134	0.000680513722000133	0.205417464759902	0.00536445360000079	0.0295563320877185	0.217509735348325
0.00122988016506535	0.000912000750491289	0.0446418982073544	0.0011659623775757	0.0182273051660239	0.0175164017406474	0.000776630841884864	0.00195654340140026	0.00413202196422119	0.0192789111305464	0.00398030020507625	0.00155010175463529
0.000554286480212406	0.0011910779474871	0.044493358619651	0.000584801680158918	0.0126221653550065	0.0340873187629759	0.00266122988240417	0.0181967868954829	0.00760400255607133	0.00839985382978143	0.00235457920636446	0.00145426866936689
0.00396365382476494	0.00195140809401542	0.0246755045841578	0.000500161300523124	0.0300950149931035	0.0178591407945581	0.0568605327153223	0.149373913790294	0.00988440475431875	0.00941077679735262	0.00468722727549382	0.00312158510611738
0.00952561892376707	0.0127287680212676	0.0237222909733186	0.00055228221785925	0.01476021362445	0.0166439321151285	0.240305131997665	0.175276967785375	0.0325067931295071	0.0252324530776824	0.00380344268553818	0.00459576298691946
0.013103919446512	0.0412929200297149	0.00887456364733826	0.00211925146182963	0.015709592589651	0.0746017202139923	0.478249168422542	0.18830129516156	0.0974640314121023	0.0486155766010556	0.00573760802719863	0.0153493618489576
0.131530957595772	0.74837166502105	0.0081439902385693	0.00639561063071198	0.0102330440611338	0.0107382797617144	0.0158796207243618	0.0613606482322916	0.0117218458537749	0.0123312209258916	0.0149696107877051	0.0118947615727893
0.00128217961551295	0.000511570413631497	0.00530214144854238	0.000563105413133833	0.356243455881989	0.00193732929685386	0.000387177809849021	0.0642686468054633	0.00467541528417878	0.00485150927986828	0.0209462480904569	0.00250094264674721
0.000455059760615316	8.21425985973982e-05	0.00233157526712101	0.230913768959794	0.00883170455891008	0.00297674840443127	0.000380157124243968	0.00262996905408002	0.00103023494702312	0.0067315924692735	0.00397164847203855	0.000682738713685694
0.000296938676568306	7.38553230944607e-05	0.00252855658065478	0.118030385946166	0.00270950851073548	0.00222115691267354	0.000498338665262356	0.00225270656450317	0.000840167477757013	0.000984445238959034	0.00280678315990465	0.000590298516539689
0.000547691566210085	0.000267712996653746	0.00431159556471167	0.0423255266008204	0.00370645461324135	0.00895663051947202	0.00142181884771957	0.001596764816147	0.00424948488252649	0.00229912202483249	0.00845696844280375	0.00133308494831607
0.00164611548870808	0.00258321359547443	0.00621128380357664	0.0151176097277483	0.00555960918723618	0.0225788040019829	0.00203950916826783	0.00191348338027899	0.011731990934128	0.0076528858586234	0.0516725761692038	0.00164388630367885
0.0106787200305719	0.0114247154789734	0.00499110496563499	0.00427201991547733	0.0121664954540654	0.0553648075620422	0.00432623747872098	0.00160355754924569	0.03009193805911	0.0711551953414986	0.26037913704999	0.0143425062944476
0.00210460816942298	0.000503665329385922	0.0190677403962234	0.000542157293247543	0.0363825322998318	0.00161247286733509	0.00380085617260954	0.0240387145620899	0.00111754782733122	0.00543944642141163	0.0106616513442127	0.00224756432243704
0.00119160471012323	0.000302378314131273	0.043629866528947	0.238616342765507	0.0102642463576228	0.00562715578411124	0.00177155300100831	0.00639296598902164	0.0022202243521368	0.00593035337735763	0.00765416809814284	0.00296154321355158
0.00346499633536671	0.00113736353322095	0.0406262539548172	0.145426387009931	0.0060601551183258	0.0661456682142897	0.00344793670825925	0.00552851686815784	0.0187085060102064	0.00460087537673203	0.041344921960865	0.0178034442295615
0.00473019315611908	0.000698451670657127	0.0273113209582112	0.094538914923301	0.0297864104616282	0.0305854960174383	0.00375983716689853	0.0262794895432371	0.00989528321397449	0.00718763434158112	0.0155118531257655	0.0100131170335147
0.0160281970004192	0.00167735186335887	0.00693900935768386	0.0475230544034644	0.144434339458293	0.0112378460574617	0.0355439760469809	0.105056882642305	0.0144060955880064	0.0271796351072973	0.0100910393699124	0.0038274978858466
0.760333510148325	0.092719907070983	0.0207614808088573	0.0320467330609014	0.0133857124611644	0.0122690324096587	0.0164258040618957	0.0123561587082513	0.0124371758769057	0.0119375086134847	0.0130509380842749	0.0172120574281524
