hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17
1	0.0030579036141173	0.00240281519449376	0.00883037648571522	0.0245449719288399	0.10381897674826	0.00630817710004941	0.0458011872798544	0.0322585421730692	0.050354663316466	0.0107668007095676	0.360766987353414	0.0464243243644134	0.00932244560677055	0.0369759635459431	0.0142226697261324	0.122078389963522	0.282519076663389
2	0.000685062285447265	0.00215685811252492	0.00494809730032676	0.0209682539634488	0.16007294571931	0.00483289402483353	0.0413135023443418	0.0142070028478614	0.0344198262988242	0.00273184527978621	0.102827034865329	0.00565398354949995	0.00979010025062657	0.0160837037843528	0.00359487299260835	0.0572511227864026	0.123564324930362
3	0.000987221317599036	0.00084755708535637	0.00307918670385149	0.00977057955540433	0.145166708559874	0.00263376231312006	0.0232516388150863	0.00873677703952697	0.0194930736103637	0.0027494817651369	0.0212075517264193	0.00701427333162495	0.00641322509171479	0.00885616097970329	0.00109670262025225	0.0212903267370645	0.0279146369809463
4	0.0032228765133432	0.000652244594754491	0.0010164322728081	0.00445633513565549	0.0497499261490754	0.00159147027515366	0.0114310205021453	0.00141702500379646	0.0105861357754393	0.00118143405924377	0.00889935550531933	0.00604160754308096	0.00613058915404453	0.0172942515029373	0.00136618228321989	0.0175157331577618	0.011266884354215
5	0.00935582705091081	0.000722449306207593	0.000494504371674677	0.00218052626273298	0.0367834953934702	0.00242810252790978	0.00456186279740313	0.00480150395021326	0.00546513282045636	0.000779162244216243	0.00294577591785191	0.00278925375169626	0.0149184101558243	0.0269058605002414	0.00112102110932532	0.0098547000136302	0.00203128088032944
6	0.030535413420655	0.00286371706471551	7.57523618881764e-06	0.00123299784369172	0.0198478412498445	0.00510316237781845	0.00223515277266299	0.00150982003872093	0.00699910678921912	0.00493295441688307	0.00203576010929693	0.00910014933767516	0.0216948621553885	0.155790260393248	0.00911362053196764	0.00743751802464881	0.00307389402585651
7	0.00158556739467721	0.00140777528487162	0.0178602929138305	0.0238035359863524	0.0356345430794817	0.0110261988229325	0.0546038988819635	0.0181184380713161	0.0411177113674263	0.0220805008324084	0.011083909913393	0.00597989911450454	0.463492290508881	0.0201170628135818	0.00752526412432992	0.0628528962539427	0.0264799873713048
8	0.00145462675423091	0.00217985869653766	0.00795558351280966	0.0157726650261004	0.0341280278037949	0.00427717376432638	0.0488711732765748	0.00452620647987563	0.0250753235422525	0.023355336707865	0.00819768270310435	0.00816542644744577	0.0300490810359231	0.064048558505512	0.00534474647685194	0.0348232362245575	0.0197348222598155
9	0.00223261655237005	0.00132515603225683	0.00281698957530055	0.0109939532752445	0.0225670547737427	0.00650449732177736	0.040443927164103	0.00942485471351965	0.0235546084083745	0.02108759617146	0.00431043810340517	0.0113691018768459	0.0119365442591987	0.0109914626505297	0.00237931967194349	0.0458535444149453	0.0128201144289058
10	0.0113554595200203	0.00343565208893181	0.000324971760224161	0.0124324381460209	0.0254379884384535	0.00542530156251925	0.0260623892516026	0.0157250233780407	0.021710586479321	0.0375519918537116	0.00530763363300674	0.0122753061307611	0.0142396298717809	0.00332085464936366	0.00803630497120344	0.0631465203885227	0.00502264091374079
11	0.0347816645436232	0.00502399158197872	0.000918247816159235	0.0101715763068652	0.0170007611737871	0.007956729098943	0.0172377136670263	0.0115739810822962	0.0156209407233716	0.0154732167871728	0.00585994402214902	0.00444530146042461	0.00641095492354074	0.00263756222905972	0.0137562483428042	0.0424140845600621	0.0123713979940759
12	0.688947591686271	0.0320033879186594	0.00340615503795487	0.0095136545505128	0.0220710041236007	0.0500405911173143	0.0173479878325426	0.00580359072628665	0.0243931479182652	0.024419292412422	0.0615702648151168	0.0126957101660825	0.0114972667175184	0.0137839819819811	0.361812512382214	0.0734071200189282	0.0170283536581576
