MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.04684109155088663	0.005093455227324739	0.01375011021271348	0.07208826947957277	0.006195665729101165	0.15084909215569497	0.06787140935659408	0.023155453037470578	0.004367662169825053	0.032037972970865664
1:Del:C:1	0.025517750745639205	0.0007237259185058065	0.002466500217742578	0.017077802191488446	0.01387055941624567	0.14755381271243095	0.0177117031745496	0.02704566465487005	0.002738905355508905	0.015671823900192977
1:Del:C:2	0.0070378153683850544	0.0015008048381423577	2.3433119931723922e-05	0.007487215725086571	0.00017247736432182136	0.10683296106755734	0.0005141215753111041	0.007993777711488152	0.0013266493059973072	0.00608661247533746
1:Del:C:3	0.005750099599827081	0.004580659915227443	0.001403799551060274	0.007499859249219298	0.0006878283694823039	0.043426539301872256	0.0014228545955484151	0.006930620832426939	0.0011664819670841099	0.0031661572033772245
1:Del:C:4	0.005297843525186181	0.011016400828957558	0.00018366754298767773	0.0002988882901195211	0.0004611404262686847	0.02742684630677104	0.0015933030531323311	0.0013403956719594135	0.0013678392913971037	0.0007715026399455383
1:Del:C:5	0.0007331466820141941	0.0405475027859211	1.6593129839748143e-06	0.0006842305862664943	0.0009793377309961215	0.01411013881675899	0.0037934493964758074	0.0024405884195584805	0.0020829894448979756	0.0008448563311321777
1:Del:T:0	0.036452077496796846	0.0008050113157150918	0.014307787365396507	0.06413479041308165	0.004738441630615852	0.05615633472800255	0.04111190610565245	0.0404200074981479	0.0034429915564760448	0.018465918089932528
1:Del:T:1	0.4612607449293137	0.0016917289639332013	2.3028894793242217e-05	0.005149286143458767	0.005064734206157482	0.0017420687939056735	0.015889279020484537	0.05446610441431403	0.008431212824070826	0.004006351260468364
1:Del:T:2	0.032301306426525116	0.0013837930314184632	0.014043705475050955	0.032075566835701466	0.0035871691124339123	0.026414562985301017	0.018811679349746556	0.018794141129474154	0.005124685179907829	0.01844331594184041
1:Del:T:3	0.06834171388298273	0.009830939127132296	0.010818594972952268	0.023559127571061253	0.0007787618512520567	0.027638383116573094	0.010794932433054783	0.02868499795207754	0.005593223437608685	0.020926432367414236
1:Del:T:4	0.03205059723928571	0.03491671310737729	0.011540091867791489	0.018717493629083037	0.000219844857492717	0.017341429069638252	0.008079579761251808	0.010621917709504486	0.004268805713800248	0.02039480726001784
1:Del:T:5	0.03332590471487493	0.6803641504049301	0.031273868223652246	0.0021073204791173337	0.00030248446186305957	1.9618178500547438e-45	0.005707622147047132	0.02133794849366495	0.006422693934873678	0.10789282001554966
1:Ins:C:0	0.002741557460540207	0.0014116297877626493	0.0006589205860473157	0.016651001182326583	0.0	0.005308192815864459	0.15064986497163774	0.006059121170692378	0.0006897919596303837	0.001610645430992008
1:Ins:C:1	0.0016319196405129332	0.00034571751260955354	0.0037485805916367097	0.006027719093835913	0.0009383143165177898	0.003569526518986095	0.031578879300504924	0.006423296085267793	0.0008061406433171215	0.006994518256615265
1:Ins:C:2	0.0017282096441704198	3.160173342166672e-05	0.0026445220748428254	0.0016097524624638026	0.005606049185153097	0.0040154094470199195	0.008184191873297095	0.003775137300121969	0.00015436750323317484	0.0026599733933653624
1:Ins:C:3	5.8989890922021006e-05	0.0003151128962781513	0.0027529611601130456	0.0019497159391175956	0.004243166540982201	0.005888959688600153	0.004983477683272213	0.00441445709690015	0.001234741389635019	0.0028598687852991133
1:Ins:C:4	9.1502011018747e-05	0.0020346885977778582	0.004942130738636479	0.00010798237775816233	0.003250556741259061	0.0035302940488327293	0.0030335129288141614	0.0043299537851635254	3.1830530297156656e-05	0.002673163235863285
1:Ins:C:5	0.0010151347532882937	0.011372602966148407	0.04365567620843649	0.0009483927171627701	0.005066620620782487	0.006458400250412524	0.01365950444014743	0.015243699100537925	0.0009003125492336039	0.01100292825158249
1:Ins:T:0	0.028115045838057996	0.0016313206905033439	8.805288467556238e-05	0.0028200000920342886	0.011475751103516814	0.020002874433994292	0.13008826676756144	0.012185595067276154	0.002325323114491766	0.007668039952404797
1:Ins:T:1	0.012154986392706632	0.0	0.013094955183914863	0.0015316278839600272	0.02043539990670979	0.06948514696210623	0.017142957417527215	0.01817701003426919	0.002528466727526393	0.01069459559279494
1:Ins:T:2	0.007850893517024815	0.003632759456522763	0.0031180674618371995	0.0007629139596247114	0.006267668628133834	0.060441465713083745	0.021733588739298284	0.008156804920708964	0.0018204555289048586	0.0015802845371945295
1:Ins:T:3	0.014042636202648283	0.0022562230232870207	0.005947366969194263	0.0021157294638396705	0.004079391310515348	0.031896698493510484	0.011145123037276789	0.006442361746885581	0.00023822988623578567	0.004148345279390924
1:Ins:T:4	0.013374842824414373	0.002891944379080087	0.014470783276483417	0.0009713286111036723	0.0018640566529029457	0.014278781451284885	0.009852537179249339	0.0033013389533152805	0.0004636686920639477	0.003467990142880808
1:Ins:T:5	0.031134137044427915	0.11378076285123825	0.6362217736244201	0.04677765229716897	0.002563025763374753	0.07072932008653879	0.05168202996253967	0.02322539198648883	0.007148718120861304	0.04106481501366943
2:Del:R:0	0.013154939590021968	0.0014271941583865555	0.005848180451648659	0.020769520048052072	0.0020376942246730324	0.013532945988699793	0.013797331599635072	0.008464949537592475	0.07618345037102699	0.0036166063306154682
2:Del:R:1	0.004961710008938098	0.002814853372401558	0.0006711174472729908	0.0019170078141905835	0.0001950959930363183	0.004878590131993405	0.0036134757795662155	0.00630986524830405	0.3367380315065384	0.012104708739498165
2:Del:R:2	0.0013753854052265524	0.0015243359078885986	0.00032181089415416863	0.0018391448361580842	0.0007875649212655844	0.00890686506871134	0.0003179730861711505	0.0024036214654915965	0.07897346138954163	0.005221058982897375
2:Del:R:3	5.167548139979772e-05	0.003932982202386483	6.403049788787029e-05	2.3911739226605278e-05	0.0046404543612152335	0.0029508647992042823	0.0006147069073631429	0.0028325342120479034	0.025980135276913643	0.0019200020563584985
2:Del:R:4	0.0	0.004340571175562218	5.490571993505e-05	3.026717407919932e-05	0.0025680697509960736	0.0016804457279795315	0.0003669852580060251	0.0017055253225771595	0.005494839786551893	0.0010572604461367519
2:Del:R:5	0.0	0.013994451420710447	0.002059220761293545	0.0001510070534550323	0.004784661743760807	0.003125575582816964	0.0011505555637995712	0.011546922066481785	0.0017482084361472516	0.010409083953363733
3:Del:R:0	0.002564871714130277	0.00010579371272342541	0.002720466296595987	0.014489701390266419	0.004546953809040133	0.0010072177132678917	0.0012775951219373383	0.005205134325060499	0.0027490742725785823	0.009623498143046163
3:Del:R:1	0.001775790727842832	0.002797156319138594	0.004796264143078588	0.0014619867241344763	0.0010828986146952956	0.0028180787793826313	0.0009603418810780795	0.0037624806832718604	0.04760052320547402	0.12079390939921723
3:Del:R:2	5.0978742729057557e-05	0.0013814605766674503	0.000894618873608124	7.335194745792251e-05	0.00010991302428010385	2.6855381656787357e-05	0.0003557988661668787	0.0003054207733657677	0.011344424285925924	0.034635326487186834
3:Del:R:3	5.892795761610614e-06	0.0003932374467694899	3.854704902474637e-05	0.00010146408970257426	9.739957123201748e-05	2.664107755663281e-05	3.5965771749033595e-05	0.0005120489310411358	0.002246037886106933	0.010965643357390037
3:Del:R:4	0.00013656481694122036	0.0003809627269220073	9.2454695586639e-05	0.0002423626497420628	0.0001314534747325524	0.0	0.00019533531380147906	0.000763142190353392	0.0011271017201943323	0.003167571625963319
3:Del:R:5	7.851536913221934e-05	0.0006270113600476179	8.968265410658205e-05	0.0003237882546545734	7.06051844463218e-05	0.0001327547199161927	0.0004027695415743437	0.0007689500395690629	9.173133541480638e-05	0.004291978789551649
4:Del:R:0	0.0017337288836279186	2.2017123922069003e-05	0.0005222906859580689	0.011485944939777256	0.00556170801864937	0.00022459920372057242	0.006722402515588328	0.004570672182308044	0.002423428596521262	0.005641279652481898
4:Del:R:1	0.0001635036828702141	0.0010814789833966643	0.004265893315605353	0.00038897747638657167	0.001086215096001979	0.00046804849022009877	0.0016889371316938196	0.0035180833878257546	0.02010709431953728	0.06417240399401634
4:Del:R:2	0.0	0.00042601985843361946	0.0007261839750754007	6.680388719018993e-05	0.0017178738584334497	0.00046306673906656217	0.0007500057754077716	0.001043577675591223	0.00411860858410364	0.020193767111049966
4:Del:R:3	5.942769666944514e-06	0.0004139728487643879	3.2776400912553074e-05	0.00023854055653828256	0.0009036518354173496	0.00018070086419356813	0.0006465090989149758	0.0015400625848087657	0.0009354564449404279	0.00979370945955452
4:Del:R:4	4.5365321784629485e-06	0.00018837066986391094	0.00038371648033717063	0.00010414438958378014	0.0001707801907150497	0.00022955863092647633	0.00018350308246795066	0.0004547030884350534	0.0004081934220266703	0.0034606062533566726
4:Del:R:5	7.358863171269547e-06	0.0004294046731229173	2.3625364139689964e-05	4.25931936610624e-05	3.743203627450953e-05	5.4022420524688645e-05	0.0001746352629561443	0.0003135128670328413	0.00025775624552053954	0.0021274190137773987
5:Del:R:0	0.018005422413116322	6.215258872543928e-06	0.00014194569550454616	0.17932893544435502	0.1458365947753191	0.0008973036741372198	0.002419121354469098	0.05395767384790815	0.004088851252163295	0.0008856783632654697
5:Del:R:1	0.00016519164128112607	0.00018691977137493153	0.002724388663409627	0.005997590632323409	0.006171586378768552	5.458185121824499e-05	0.0021651816095618415	0.030029156496748328	0.001688265564704352	0.019050767035223543
5:Del:R:2	0.0	7.029279246125952e-05	0.000999058599190903	0.00045729114615824075	0.001431178766360972	7.247638095350339e-05	0.0003250481636348468	0.0026225089529179966	0.0004942098438914399	0.006369326720305253
5:Del:R:3	0.0	0.00017560781687279815	1.3826320780978563e-05	1.4934128982986294e-05	0.0003144189882782104	2.1181959806142458e-05	0.00014601473622860795	0.0003322620559399425	0.00038814173100945484	0.0020408117858096374
5:Del:R:4	1.5894204241639899e-09	0.00016156604717252777	2.03347519858621e-06	1.2332579302931634e-06	4.0016059662075774e-05	0.0	0.0003143736910197248	0.0001476236523033947	2.6148572613324816e-05	0.0007237173053545121
5:Del:R:5	1.5818980371196112e-06	2.3186568419806264e-05	1.2836371730129414e-05	2.5500955144224234e-05	1.122897314344673e-05	6.74994669047635e-10	4.7156363300908665e-05	0.00017943677903048183	3.048655036117509e-05	0.00043278729601583523
2:Ins:R:0	0.0028787741146516057	0.0014547046125517227	0.003701016010309104	0.0037151152449951042	0.03403925459831953	0.004007797245867551	0.08290791567414998	0.02030891152098775	0.0015419723093509673	0.007279673996235942
2:Ins:R:1	0.003289296455332078	1.5648693761249888e-05	0.00659419235365931	0.003924909053021111	0.011039852248504758	0.003835150891682133	0.006221115262887906	0.010632011753041298	0.0004200730918000772	0.008585161438913929
2:Ins:R:2	0.002602174561470747	0.00010445461521271682	0.005042540078866295	0.00116254612317789	0.0026038189767859875	0.00043675768072716894	0.0012704963015494285	0.004982144181412878	0.00027827258784782313	0.005557526993798092
2:Ins:R:3	0.0008915782057010802	0.000845157154253684	0.0020728040367794165	0.00016142075019160985	0.002560398462082958	0.0012521869863121537	0.0033274485946458297	0.0027185187408940692	0.00011389075525130465	0.0021592090406193165
2:Ins:R:4	8.80977792212434e-05	0.0032654530729632823	0.005437579790595919	0.00012614724352268163	0.004257204914465546	0.0012834039711742662	0.0014991157171607484	0.001970828349876683	0.00012309048857787276	0.0011209665905516886
2:Ins:R:5	0.00046646879100194384	0.014884964294033125	0.056012235768139365	2.241931215394288e-05	0.024522717443760486	0.0003207870812047986	0.0003851326595759019	0.027270578594179824	0.0005305514193969429	0.018020935971289873
